rule,orders,active_dates,cities,cost,pnl,roi,win_rate,avg_ask,avg_p,avg_edge,bootstrap_roi_ci95
market_price_only_tradable,435,14,36,360.39,-10.389999999999997,-0.028829878742473423,0.8045977011494253,0.8284827586206897,0.8284827586206897,0.0,"[-0.09989288657610988, 0.04523954265870421]"
base_v9_peak_rule,181,14,26,145.666,3.3339999999999996,0.022887976604011914,0.8232044198895028,0.8047845303867404,0.883831068382849,0.0790465379961087,"[-0.10404701462706699, 0.13335864754981505]"
base_v9_peak_rule_plus_approx_guard,25,10,8,19.233999999999998,-0.23400000000000032,-0.012165956119371964,0.76,0.7693599999999999,0.8605311207260256,0.09117112072602557,"[-0.34324007291469893, 0.2509882150229641]"
hazard_v1_peak_rule,233,14,33,188.065,2.9349999999999996,0.015606306330258153,0.8197424892703863,0.8071459227467811,0.9030867244429368,0.09594080169615565,"[-0.07362258952118977, 0.10907552872691514]"
hazard_v1_peak_rule_plus_approx_guard,27,11,8,21.490999999999996,-2.4910000000000005,-0.11590898515657722,0.7037037037037037,0.7959629629629629,0.9234882217719941,0.12752525880903112,"[-0.4487388337365976, 0.15947742451687238]"
train_selected_grid_h13_p0.75_edge0.08,109,14,26,83.37,4.629999999999999,0.055535564351685246,0.8073394495412844,0.764862385321101,0.90815364489076,0.14329125956965916,"[-0.08347172754127033, 0.1758904021201151]"
train_selected_grid_h15_p0.55_edge0.08,59,14,20,45.199,-2.1990000000000003,-0.048651518838912375,0.7288135593220338,0.7660847457627118,0.9076062682083049,0.141521522445593,"[-0.2041164400030309, 0.10642863922452762]"
train_selected_grid_h15_p0.60_edge0.08,59,14,20,45.199,-2.1990000000000003,-0.048651518838912375,0.7288135593220338,0.7660847457627118,0.9076062682083049,0.141521522445593,"[-0.2041164400030309, 0.10642863922452762]"
