decision_hour_local,city_days,cities,p50_residual_c,p90_residual_c,p95_residual_c,residual_ge_1_0c_rate,bucket_delta_ge_1_rate
18,6941,9,0.0,0.0,0.0,0.01555971761993949,0.020314075781587667
19,6941,9,0.0,0.0,0.0,0.011237573836622964,0.014551217403832301
20,6941,9,0.0,0.0,0.0,0.008788359026076935,0.011669788214954617
21,6941,9,0.0,0.0,0.0,0.0064832156749747875,0.00864428756663305
