holdout_dates,policy,avg_atlas_physical_multiplier,avg_atlas_train_shrunk_multiplier,avg_trade_cap_multiplier,day_regime_mix,trades,settled_trades,weighted_cost_usd,weighted_profit_usd,roi,win_rate,notional_retained
"2026-05-29,2026-05-30",atlas_physical_trade_cap_soft_size,0.5333333333333333,0.7249372389179007,0.5036406435903445,"day_forecast_busted:8,day_forecast_capped:8,day_marginal_runway:2",18,18,24.00690079134293,-9.602084749235486,-0.3999718594537647,0.16666666666666666,0.26674334212603257
"2026-05-29,2026-05-30",atlas_train_shrunk_soft_size,0.5333333333333333,0.7249372389179007,0.5036406435903445,"day_forecast_busted:8,day_forecast_capped:8,day_marginal_runway:2",18,18,65.24435150261108,-15.072977903264853,-0.23102349178321793,0.16666666666666666,0.724937238917901
"2026-05-29,2026-05-30",atlas_train_shrunk_trade_cap_soft_size,0.5333333333333333,0.7249372389179007,0.5036406435903445,"day_forecast_busted:8,day_forecast_capped:8,day_marginal_runway:2",18,18,32.65868675043175,-13.501508779162128,-0.4134124829432597,0.16666666666666666,0.3628742972270194
"2026-05-30,2026-05-31",full_size_base_p40,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,85.0,-58.684210526315795,-0.6904024767801858,0.058823529411764705,1.0
"2026-05-30,2026-05-31",trade_cap_soft_size,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,49.582609892867985,-41.99837865914594,-0.8470384828449103,0.058823529411764705,0.5833248222690351
"2026-05-30,2026-05-31",atlas_physical_soft_size,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,45.5,-33.65789473684211,-0.7397339502602661,0.058823529411764705,0.5352941176470588
"2026-05-30,2026-05-31",atlas_physical_trade_cap_soft_size,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,27.088453294010186,-23.67554923883527,-0.8740088989898298,0.058823529411764705,0.31868768581188456
"2026-05-30,2026-05-31",atlas_train_shrunk_soft_size,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,65.97484822295766,-45.51103594145792,-0.6898240339660406,0.058823529411764705,0.7761746849759725
"2026-05-30,2026-05-31",atlas_train_shrunk_trade_cap_soft_size,0.5352941176470588,0.7761746849759725,0.583324822269035,"day_forecast_busted:10,day_forecast_capped:4,day_marginal_runway:3",17,17,39.31015208056698,-33.41246527844473,-0.8499703895819375,0.058823529411764705,0.46247237741843505
"2026-05-31,2026-06-01",full_size_base_p40,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,95.0,-95.0,-1.0,0.0,1.0
"2026-05-31,2026-06-01",trade_cap_soft_size,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,56.585554796604676,-56.585554796604676,-1.0,0.0,0.5956374189116281
"2026-05-31,2026-06-01",atlas_physical_soft_size,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,58.25,-58.25,-1.0,0.0,0.6131578947368421
"2026-05-31,2026-06-01",atlas_physical_trade_cap_soft_size,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,35.12488271783338,-35.12488271783338,-1.0,0.0,0.3697356075561408
"2026-05-31,2026-06-01",atlas_train_shrunk_soft_size,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,74.75638877556902,-74.75638877556902,-1.0,0.0,0.7869093555323055
"2026-05-31,2026-06-01",atlas_train_shrunk_trade_cap_soft_size,0.613157894736842,0.7869093555323056,0.595637418911628,"day_forecast_busted:7,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:2",19,19,45.0422799108941,-45.0422799108941,-1.0,0.0,0.4741292622199379
"2026-06-01,2026-06-02",full_size_base_p40,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,120.0,-70.32467532467533,-0.586038961038961,0.125,1.0
"2026-06-01,2026-06-02",trade_cap_soft_size,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,66.59861521329432,-39.71057926786531,-0.5962673419062074,0.125,0.5549884601107861
"2026-06-01,2026-06-02",atlas_physical_soft_size,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,69.75,-45.72943722943723,-0.655619171748204,0.125,0.58125
"2026-06-01,2026-06-02",atlas_physical_trade_cap_soft_size,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,38.9771851993322,-26.346213694547373,-0.6759393619577939,0.125,0.32480987666110167
"2026-06-01,2026-06-02",atlas_train_shrunk_soft_size,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,90.05603814756542,-55.63974713351456,-0.6178347202254614,0.125,0.7504669845630452
"2026-06-01,2026-06-02",atlas_train_shrunk_trade_cap_soft_size,0.5812499999999999,0.7504669845630453,0.554988460110786,"day_forecast_busted:9,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",24,24,50.08710467163034,-31.302481681186954,-0.6249608933557879,0.125,0.41739253893025285
"2026-06-02,2026-06-03",full_size_base_p40,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,95.0,-28.65800865800866,-0.30166324903167013,0.21052631578947367,1.0
"2026-06-02,2026-06-03",trade_cap_soft_size,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,55.8731130385655,-15.65273408663496,-0.2801478785660451,0.21052631578947367,0.5881380319849
"2026-06-02,2026-06-03",atlas_physical_soft_size,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,55.75,-18.396103896103895,-0.32997495777764835,0.21052631578947367,0.5868421052631579
"2026-06-02,2026-06-03",atlas_physical_trade_cap_soft_size,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,33.66308982631631,-9.553043696700861,-0.2837839231630103,0.21052631578947367,0.3543483139612243
"2026-06-02,2026-06-03",atlas_train_shrunk_soft_size,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,73.18796031403762,-23.35097611658348,-0.3190548830215823,0.21052631578947367,0.7703995822530276
"2026-06-02,2026-06-03",atlas_train_shrunk_trade_cap_soft_size,0.586842105263158,0.7703995822530277,0.5881380319848999,"day_forecast_busted:8,day_forecast_capped:5,day_marginal_runway:6",19,19,44.05213763855578,-11.794837230388305,-0.26774721642713434,0.21052631578947367,0.4637067119847977
"2026-06-03,2026-06-04",full_size_base_p40,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,75.0,-24.999999999999993,-0.33333333333333326,0.13333333333333333,1.0
"2026-06-03,2026-06-04",trade_cap_soft_size,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,43.98152804049243,-10.904367658574605,-0.24793062325018111,0.13333333333333333,0.5864203738732324
"2026-06-03,2026-06-04",atlas_physical_soft_size,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,45.5,-13.833333333333329,-0.30402930402930395,0.13333333333333333,0.6066666666666667
"2026-06-03,2026-06-04",atlas_physical_trade_cap_soft_size,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,27.271048227053786,-5.155893733485673,-0.18906107644116352,0.13333333333333333,0.36361397636071713
"2026-06-03,2026-06-04",atlas_train_shrunk_soft_size,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,56.867890712122566,-20.919135096928347,-0.3678549500424675,0.13333333333333333,0.7582385428283008
"2026-06-03,2026-06-04",atlas_train_shrunk_trade_cap_soft_size,0.6066666666666668,0.7582385428283012,0.5864203738732325,"day_forecast_busted:4,day_forecast_capped:6,day_marginal_runway:5",15,15,33.7669577976715,-8.018769919977661,-0.23747386329634404,0.13333333333333333,0.45022610396895335
"2026-06-04,2026-06-05",full_size_base_p40,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,85.0,-35.0,-0.4117647058823529,0.11764705882352941,1.0
"2026-06-04,2026-06-05",trade_cap_soft_size,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,46.45596475202861,-18.015023458362407,-0.3877870915935663,0.11764705882352941,0.5465407617885719
"2026-06-04,2026-06-05",atlas_physical_soft_size,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,48.5,-16.83333333333333,-0.34707903780068716,0.11764705882352941,0.5705882352941176
"2026-06-04,2026-06-05",atlas_physical_trade_cap_soft_size,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,26.750032885295322,-8.26110677175101,-0.3088260417164645,0.11764705882352941,0.3147062692387685
"2026-06-04,2026-06-05",atlas_train_shrunk_soft_size,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,58.793922845091075,-22.818268194064444,-0.3881058975123247,0.11764705882352941,0.6916932099422479
"2026-06-04,2026-06-05",atlas_train_shrunk_trade_cap_soft_size,0.5705882352941177,0.6916932099422479,0.5465407617885719,"day_forecast_busted:4,day_forecast_capped:10,day_marginal_runway:3",17,17,31.592240373674436,-10.326984830464758,-0.3268835862324646,0.11764705882352941,0.37167341616087574
"2026-06-05,2026-06-06",full_size_base_p40,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,120.0,54.67051247804679,0.4555876039837232,0.2916666666666667,1.0
"2026-06-05,2026-06-06",trade_cap_soft_size,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,66.21625676286696,19.739959797852123,0.2981134960338317,0.2916666666666667,0.551802139690558
"2026-06-05,2026-06-06",atlas_physical_soft_size,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,74.25,34.67090071858679,0.46694815782608473,0.2916666666666667,0.61875
"2026-06-05,2026-06-06",atlas_physical_trade_cap_soft_size,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,41.33568608731146,14.04544688486544,0.33978985749015733,0.2916666666666667,0.3444640507275955
"2026-06-05,2026-06-06",atlas_train_shrunk_soft_size,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,85.12842093038775,40.56245274446862,0.4764854357822266,0.2916666666666667,0.7094035077532312
"2026-06-05,2026-06-06",atlas_train_shrunk_trade_cap_soft_size,0.61875,0.7094035077532311,0.551802139690558,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:4,day_open_runway:3",24,24,47.220126387783935,16.370048399193223,0.3466752347242389,0.2916666666666667,0.3935010532315328
"2026-06-06,2026-06-07",full_size_base_p40,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,120.0,102.60011910330559,0.8550009925275466,0.375,1.0
"2026-06-06,2026-06-07",trade_cap_soft_size,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,62.924264527401434,50.27032567641145,0.7989020778227831,0.375,0.5243688710616786
"2026-06-06,2026-06-07",atlas_physical_soft_size,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,72.5,60.57980341009819,0.8355834953116992,0.375,0.6041666666666666
"2026-06-06,2026-06-07",atlas_physical_trade_cap_soft_size,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,38.97986216518487,31.484612775110378,0.8077148308449145,0.375,0.3248321847098739
"2026-06-06,2026-06-07",atlas_train_shrunk_soft_size,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,80.53850014704071,68.85056449370178,0.8548776593554631,0.375,0.6711541678920059
"2026-06-06,2026-06-07",atlas_train_shrunk_trade_cap_soft_size,0.6041666666666666,0.671154167892006,0.5243688710616786,"day_forecast_busted:8,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:3",24,24,43.42090144127248,36.239015268204625,0.8345984091836168,0.375,0.3618408453439373
"2026-06-07,2026-06-08",full_size_base_p40,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,110.0,6.264521236264491,0.05695019305694992,0.2727272727272727,1.0
"2026-06-07,2026-06-08",trade_cap_soft_size,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,59.13947008740452,14.329909916129685,0.2423070395279321,0.2727272727272727,0.537631546249132
"2026-06-07,2026-06-08",atlas_physical_soft_size,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,65.25,9.51097416526218,0.14576205617260046,0.2727272727272727,0.5931818181818181
"2026-06-07,2026-06-08",atlas_physical_trade_cap_soft_size,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,35.744290332264626,12.400098820164452,0.34691131660184304,0.2727272727272727,0.32494809392967844
"2026-06-07,2026-06-08",atlas_train_shrunk_soft_size,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,75.68525991696437,14.406870879129787,0.19035240012303345,0.2727272727272727,0.6880478174269488
"2026-06-07,2026-06-08",atlas_train_shrunk_trade_cap_soft_size,0.5931818181818183,0.6880478174269489,0.537631546249132,"day_forecast_busted:7,day_forecast_capped:10,day_marginal_runway:3,day_open_runway:2",22,22,41.15887400975416,16.637708225286175,0.4042313747782128,0.2727272727272727,0.37417158190685595
"2026-06-08,2026-06-09",full_size_base_p40,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,95.0,18.22499185402412,0.19184201951604335,0.2631578947368421,1.0
"2026-06-08,2026-06-09",trade_cap_soft_size,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,50.44821364956043,19.05490007975305,0.3777120873321365,0.2631578947368421,0.5310338278901098
"2026-06-08,2026-06-09",atlas_physical_soft_size,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,59.75,22.976254480286745,0.38453982393785346,0.2631578947368421,0.6289473684210526
"2026-06-08,2026-06-09",atlas_physical_trade_cap_soft_size,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,31.79786008150261,18.244806497672354,0.5737746644242167,0.2631578947368421,0.33471431664739587
"2026-06-08,2026-06-09",atlas_train_shrunk_soft_size,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,69.63892953605338,30.16640108089056,0.43318300958765954,0.2631578947368421,0.733041363537404
"2026-06-08,2026-06-09",atlas_train_shrunk_trade_cap_soft_size,0.6289473684210527,0.733041363537404,0.5310338278901098,"day_forecast_busted:4,day_forecast_capped:9,day_marginal_runway:4,day_open_runway:2",19,19,36.860638651675295,24.011232511002696,0.6514057647753588,0.2631578947368421,0.38800672264921365
"2026-06-09,2026-06-10",full_size_base_p40,0.609375,0.7632430594833707,0.5446060881882222,"day_forecast_busted:5,day_forecast_capped:6,day_marginal_runway:4,day_open_runway:1",16,16,80.0,-3.7373737373737352,-0.04671717171717169,0.1875,1.0
