period,sizing,fee_profile,exit_policy,rows,dates,cities,win_rate_final,avg_entry,avg_cost,avg_entry_fee,avg_exit_fee,total_cost,total_fees,tp_hit_rate,stop_hit_rate,roi,pnl,roi_ci_low,roi_ci_high,losing_days,le_minus50pct_days,max_daily_loss_usd,max_daily_loss_roi,path_coverage
full,edge_scaled_8_shares,maker_entry_no_fee,tp20_live_fixed20_plus_time_stop,476,53,48,0.13655462184873948,0.1050997899159664,0.813777974789916,0.0,0.0,387.358316,0.0,0.3382352941176471,0.3235294117647059,0.07303110022814126,28.289204000000016,-0.09934274254940759,0.311933772777255,27,6,-8.536314666666668,-1.0,0.8319327731092437
full,edge_scaled_8_shares,maker_entry_no_fee,tp20_live_fixed20_plus_time_stop_or_late_salvage,476,53,48,0.13655462184873948,0.1050997899159664,0.813777974789916,0.0,0.0,387.358316,0.0,0.3382352941176471,0.3235294117647059,0.07303110022814126,28.289204000000016,-0.09934274254940759,0.311933772777255,27,6,-8.536314666666668,-1.0,0.8319327731092437
full,edge_scaled_8_shares,maker_entry_no_fee,tp20_maxbid_backtest_style,476,53,48,0.13655462184873948,0.1050997899159664,0.813777974789916,0.0,0.0,387.358316,0.0,0.3382352941176471,0.0,0.9691484821510842,375.40772400000003,0.673284290174771,1.276575337213741,11,7,-8.536314666666668,-1.0,0.8319327731092437
full,edge_scaled_8_shares,maker_entry_no_fee,tp30_live_fixed30,476,53,48,0.13655462184873948,0.1050997899159664,0.813777974789916,0.0,0.0,387.358316,0.0,0.21428571428571427,0.0,-0.09802926067381329,-37.972449333333344,-0.29514787636741946,0.16123079913493016,35,16,-9.335474666666666,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.0,0.11032482141419056,48.848270666666664,-0.16629827214687531,0.4167845094338576,26,18,-13.737010666666666,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_late_dust_stop,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.0,0.11032482141419056,48.848270666666664,-0.16629827214687531,0.4167845094338576,26,18,-13.737010666666666,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_late_salvage,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.05672268907563025,0.10902939427410303,48.274697333333336,-0.1673036808850158,0.4155336988205539,26,18,-13.737010666666666,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_strict_dead_or_late_dust,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.3907563025210084,0.13033244033740884,57.70699866666666,-0.1174402447514356,0.40277862123534763,26,17,-12.840194666666667,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_strict_dead_stop,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.3907563025210084,0.13033244033740884,57.70699866666666,-0.1174402447514356,0.40277862123534763,26,17,-12.840194666666667,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_time_stop,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.4117647058823529,0.03130993313553648,13.863027999999982,-0.2081874237827952,0.3007488683548096,30,20,-11.499156000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,hold_plus_time_stop_or_late_salvage,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.0,0.4495798319327731,0.030522968224630923,13.514585333333319,-0.20877204520290116,0.3001041057574033,30,20,-11.499156000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,recover_stake_tp30_live_fixed30,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.21428571428571427,0.0,-0.04806566044317892,-21.281923333333353,-0.27286863750494816,0.21825655830309856,33,19,-10.935209333333335,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,tp20_live_fixed20,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.3382352941176471,0.0,-0.20458762009686599,-90.584796,-0.36530897848267463,0.013214172454913183,43,17,-10.421648000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,tp20_live_fixed20_plus_late_salvage,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.3382352941176471,0.0,-0.20458762009686599,-90.584796,-0.36530897848267463,0.013214172454913183,43,17,-10.421648000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,tp20_live_fixed20_plus_time_stop,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.3382352941176471,0.3235294117647059,-0.061251549145570516,-27.12020933333333,-0.21177557172345216,0.14729548469202336,37,8,-10.421648000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,tp20_live_fixed20_plus_time_stop_or_late_salvage,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.3382352941176471,0.3235294117647059,-0.061251549145570516,-27.12020933333333,-0.21177557172345216,0.14729548469202336,37,8,-10.421648000000001,-1.0,0.8319327731092437
full,edge_scaled_8_shares,taker_entry_plus1c_weather_fee,tp20_maxbid_backtest_style,476,53,48,0.13655462184873948,0.1050997899159664,0.9301843053221289,0.0387964705882353,0.0,442.76772933333336,18.46712,0.3382352941176471,0.0,0.7227227493486975,319.9983106666666,0.4634875636640367,0.9919137717320969,12,8,-10.421648000000001,-1.0,0.8319327731092437
