evidence_layer,target_date,city,router_route,router_expression,router_ask,router_payoff,base_weight,patched_weight,patched_shares,patch_effect,forecast_source,row_forecast_model,city_source_bias_regime,city_source_bias,city_source_hot_underforecast_rate
historical_best_ask_diagnostic,2026-06-05,Houston,capped_d2_no,d2_no,0.66,1.0,0.188838,0.2171637,1.6451795454545455,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-0.7775,0.0815
historical_best_ask_diagnostic,2026-06-05,Karachi,capped_d2_no,d2_no,0.57,1.0,0.33120000000000005,0.21528000000000003,1.8884210526315792,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
historical_best_ask_diagnostic,2026-06-05,Miami,fresh_runway_current_no,current_bracket_no,0.69,1.0,0.2537472000000001,0.2537472000000001,1.8387478260869574,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,0.1286,0.2239
historical_best_ask_diagnostic,2026-06-05,Munich,capped_d2_no,d2_no,0.63,1.0,0.2718,0.20384999999999998,1.6178571428571429,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197
historical_best_ask_diagnostic,2026-06-05,Taipei,cheap_stale_tail_current_no,current_bracket_no,0.303,0.0,0.11699999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624
historical_best_ask_diagnostic,2026-06-05,Tokyo,fresh_runway_current_no,current_bracket_no,0.48,0.0,0.36343808000000005,0.36343808000000005,3.785813333333334,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0899,0.1384
historical_best_ask_diagnostic,2026-06-06,Chongqing,capped_d2_no,d2_no,0.46,1.0,0.39609,0.25745850000000003,2.7984619565217392,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2798,0.5787
historical_best_ask_diagnostic,2026-06-06,Denver,pullback_uncertain_current_high_yes,current_high_yes,0.8,0.0,0.11249999999999999,0.11249999999999999,0.703125,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.3357,0.3654
historical_best_ask_diagnostic,2026-06-06,Wuhan,fresh_runway_current_no,current_bracket_no,0.57,1.0,0.3391488000000001,0.3391488000000001,2.9749894736842113,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753
historical_best_ask_diagnostic,2026-06-07,Istanbul,false_fade_reheat_current_no,current_bracket_no,0.43,0.0,0.325,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236
historical_best_ask_diagnostic,2026-06-07,Munich,capped_d2_no,d2_no,0.49,1.0,0.41040000000000004,0.3078,3.1408163265306124,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197
historical_best_ask_diagnostic,2026-06-07,NYC,pullback_uncertain_current_high_yes,current_high_yes,0.679,1.0,0.12404999999999997,0.12404999999999997,0.9134756995581735,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156
historical_best_ask_diagnostic,2026-06-07,Wellington,capped_d2_no,d2_no,0.66,1.0,0.24209999999999998,0.157365,1.192159090909091,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.181,0.6096
historical_best_ask_diagnostic,2026-06-08,Austin,capped_d2_no,d2_no,0.7,1.0,0.17415000000000005,0.11319750000000003,0.8085535714285718,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.6201,0.6811
historical_best_ask_diagnostic,2026-06-08,Busan,capped_d2_no,d2_no,0.63,1.0,0.212004,0.2226042,1.7667,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067
historical_best_ask_diagnostic,2026-06-08,Dallas,capped_d2_no,d2_no,0.53,1.0,0.37079999999999996,0.24101999999999998,2.27377358490566,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213
historical_best_ask_diagnostic,2026-06-08,Guangzhou,capped_d2_no,d2_no,0.69,1.0,0.16567200000000004,0.12425400000000003,0.9003913043478264,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242
historical_best_ask_diagnostic,2026-06-08,Karachi,capped_d2_no,d2_no,0.56,1.0,0.313812,0.2039778,1.821230357142857,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
historical_best_ask_diagnostic,2026-06-08,Miami,fresh_runway_current_no,current_bracket_no,0.59,1.0,0.3720192000000001,0.3720192000000001,3.1527050847457634,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,0.1286,0.2239
