city,target_date,snapshot_ts_utc,legs,leg_set,cost,pnl,wins,worst_leg_pnl,depth_5c_sum,roi,period
PanamaCity,2026-07-01,2026-07-01T07:15:54Z,1,d3_no,0.97146,0.02854000000000001,1.0,0.02854000000000001,2589.18,0.029378461285076082,forward_2026-06-29_2026-07-04
Paris,2026-06-30,2026-06-30T08:40:31Z,1,d3_no,0.97717,0.022830000000000017,1.0,0.022830000000000017,1110.44,0.023363386104771962,forward_2026-06-29_2026-07-04
Paris,2026-06-30,2026-06-30T10:39:09Z,1,d1_no,0.97908,0.02092000000000005,1.0,0.02092000000000005,1257.33,0.021366997589573937,forward_2026-06-29_2026-07-04
Paris,2026-07-01,2026-07-01T07:15:54Z,1,d3_no,0.97527,0.02473000000000003,1.0,0.02473000000000003,2236.37,0.025357080603320137,forward_2026-06-29_2026-07-04
Paris,2026-07-01,2026-07-01T10:32:16Z,1,d2_no,0.98574,0.01426000000000005,1.0,0.01426000000000005,2167.31,0.014466289285207105,forward_2026-06-29_2026-07-04
SanFrancisco,2026-06-30,2026-06-30T08:02:37Z,1,d3_no,0.96192,0.03808,1.0,0.03808,1395.86,0.03958749168330007,forward_2026-06-29_2026-07-04
SanFrancisco,2026-07-01,2026-07-01T07:56:37Z,1,d3_no,0.98003,0.019970000000000043,1.0,0.019970000000000043,805.36,0.020376927236921364,forward_2026-06-29_2026-07-04
Seattle,2026-06-30,2026-06-30T08:40:31Z,1,d3_no,0.98764,0.012360000000000038,1.0,0.012360000000000038,4644.19,0.01251468146288125,forward_2026-06-29_2026-07-04
Shanghai,2026-06-30,2026-06-30T07:26:03Z,2,"current_yes,d1_no",1.97148,-1.97148,0.0,-0.98574,2561.59,-1.0,forward_2026-06-29_2026-07-04
Shanghai,2026-07-01,2026-07-01T07:56:37Z,2,"current_yes,d1_no",1.92384,0.07616,2.0,0.02854000000000001,2416.96,0.03958749168330007,forward_2026-06-29_2026-07-04
Shenzhen,2026-06-30,2026-06-30T07:26:03Z,1,d2_no,0.98098,0.019020000000000037,1.0,0.019020000000000037,1173.05,0.019388774490815344,forward_2026-06-29_2026-07-04
Shenzhen,2026-06-30,2026-06-30T08:02:37Z,2,"current_yes,d1_no",1.97813,0.021870000000000056,2.0,0.010460000000000025,1439.44,0.01105589622522284,forward_2026-06-29_2026-07-04
Shenzhen,2026-07-01,2026-07-01T07:15:54Z,1,d2_no,0.98098,0.019020000000000037,1.0,0.019020000000000037,213.3,0.019388774490815344,forward_2026-06-29_2026-07-04
Singapore,2026-06-30,2026-06-30T07:26:03Z,1,d2_no,0.98098,0.019020000000000037,1.0,0.019020000000000037,535.33,0.019388774490815344,forward_2026-06-29_2026-07-04
Singapore,2026-06-30,2026-06-30T08:02:37Z,2,"current_yes,d1_no",1.9133499999999999,0.08665,2.0,0.03903000000000001,2370.91,0.045287061959390605,forward_2026-06-29_2026-07-04
TelAviv,2026-06-30,2026-06-30T09:19:27Z,1,d2_no,0.95238,0.047619999999999996,1.0,0.047619999999999996,1720.53,0.05000105000105,forward_2026-06-29_2026-07-04
TelAviv,2026-07-01,2026-07-01T07:15:54Z,1,d3_no,0.98003,0.019970000000000043,1.0,0.019970000000000043,711.48,0.020376927236921364,forward_2026-06-29_2026-07-04
TelAviv,2026-07-01,2026-07-01T09:18:21Z,1,d2_no,0.9704999999999999,0.02950000000000008,1.0,0.02950000000000008,558.47,0.03039670273055135,forward_2026-06-29_2026-07-04
Tokyo,2026-06-30,2026-06-30T07:26:03Z,2,"current_yes,d1_no",1.9809999999999999,0.019000000000000128,2.0,0.009500000000000064,2381.37,0.009591115598182801,forward_2026-06-29_2026-07-04
