snapshot_file,snapshot_ts_utc,ts_beijing,ts_local,local_hour,local_minute,city,city_pool,target_date,unit,bracket,leg,outcome,running_value,running_native,latest_native,decline_native,metar_current_max_f,metar_latest_temp_f,metar_latest_ts_utc,metar_obs_count_today,forecast_max_native,forecast_gap_to_running_native,forecast_peak_time_local,forecast_peak_delta_hours_local,forecast_source,entry_price,best_bid,spread,top_size,depth_5c,bid_depth_5c,residual_points,condition_id,market_id,yes_best_ask,yes_best_bid,no_best_ask,no_best_bid,question,final_yes,settled,win,fee_per_share,cost_per_share,pnl_per_share,roi,period,price_band,residual_band,peak_delta_bucket,forecast_gap_bucket,path_state,hour
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Beijing,t2_research,2026-07-01,C,33,d2_no,no,31,31.11111111111111,31.11111111111111,0.0,88.0,88.0,2026-07-01T07:00:00Z,31,31.3,0.3000000000000007,2026-07-01T15:00,0.25,open_meteo_live_ecmwf,0.979,0.897,0.082,66.66,1806.12,274.19,2.100000000000002,0x56f40cc6e1a175ec54f7498b64e09f4eea7646b172cca37b6cdeae1a27f40d40,2725963,0.103,0.021,0.979,0.897,Will the highest temperature in Beijing be 33°C on July 1?,0.0,True,1.0,0.00103,0.98003,0.019970000000000043,0.020376927236921364,forward_2026-06-29_2026-07-06,97_99,1_3,near_peak,room_0_1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Guangzhou,t1_trading,2026-07-01,C,34,d2_no,no,32,32.22222222222222,30.0,2.2222222222222214,90.0,86.0,2026-07-01T07:00:00Z,35,33.1,1.1000000000000014,2026-07-01T13:00,2.25,open_meteo_live_gfs,0.96,0.924,0.036,43.0,1193.1,168.6,4.0000000000000036,0x8ff1ffbfd9e96c72e5369bc98cc502d029671340f5aeb766936b59271aaad0f9,2726085,0.076,0.04,0.96,0.924,Will the highest temperature in Guangzhou be 34°C on July 1?,1.0,True,0.0,0.00192,0.96192,-0.96192,-1.0,forward_2026-06-29_2026-07-06,95_97,3_5,post_peak_gt1_5h,room_1_2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Guangzhou,t1_trading,2026-07-01,C,35,d3_no,no,32,32.22222222222222,30.0,2.2222222222222214,90.0,86.0,2026-07-01T07:00:00Z,35,33.1,1.1000000000000014,2026-07-01T13:00,2.25,open_meteo_live_gfs,0.989,0.963,0.026,12.34,1718.98,70.92,1.100000000000001,0x41e349afa0e47dc9aabe1fefbc28970cfe8e3045e389db5a6704c7775c415ce6,2726086,0.037,0.011,0.989,0.963,Will the highest temperature in Guangzhou be 35°C on July 1?,0.0,True,1.0,0.00054,0.98954,0.010460000000000025,0.010570568142773434,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_gt1_5h,room_1_2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 10:15:54,15,15,Istanbul,t1_trading,2026-07-01,C,30,d3_no,no,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-07-01T06:50:00Z,20,27.5,0.5,2026-07-01T13:00,-2.75,open_meteo_live_ecmwf,0.966,0.96,0.006,359.86,1850.89,102.33,3.400000000000003,0x89c4fd2e6c88fc4226d0f373441117fcd64d398f61c55b450ee3c07ee6535104,2726019,0.04,0.034,0.966,0.96,Will the highest temperature in Istanbul be 30°C on July 1?,0.0,True,1.0,0.00164,0.96764,0.032360000000000055,0.03344218924393375,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_0_1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 10:15:54,15,15,Jeddah,t1_trading,2026-07-01,C,37,d1_no,no,36,36.111111111111114,36.111111111111114,0.0,97.0,97.0,2026-07-01T07:00:00Z,11,40.4,4.399999999999999,2026-07-01T13:00,-2.75,open_meteo_live_ecmwf,0.989,0.967,0.022,1818.18,4063.66,110.77,1.100000000000001,0xadbefcd11a1f4ea671c42f90d544a29d01ef160bbfc5359980eeabc546fd6eb7,2726075,0.033,0.011,0.989,0.967,Will the highest temperature in Jeddah be 37°C on July 1?,0.0,True,1.0,0.00054,0.98954,0.010460000000000025,0.010570568142773434,forward_2026-06-29_2026-07-06,97_99,1_3,peak_gt1h_ahead,room_gt2,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 12:15:54,15,15,Karachi,t1_trading,2026-07-01,C,35,d2_no,no,33,32.77777777777778,32.22222222222222,0.5555555555555571,91.0,90.0,2026-07-01T07:00:00Z,25,34.2,1.2000000000000028,2026-07-01T12:00,0.25,open_meteo_live_ecmwf,0.95,0.9,0.05,13.72,2295.84,30.07,5.000000000000004,0x2cfafd8f2a68de18ebe1f483a659b259bb877f400380922b82ad34626bfca4b2,2726979,0.1,0.05,0.95,0.9,Will the highest temperature in Karachi be 35°C on July 1?,0.0,True,1.0,0.00238,0.95238,0.047619999999999996,0.05000105000105,forward_2026-06-29_2026-07-06,90_95,5_10,near_peak,room_1_2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,KualaLumpur,t2_research,2026-07-01,C,34,d1_no,no,33,32.77777777777778,32.22222222222222,0.5555555555555571,91.0,90.0,2026-07-01T07:00:00Z,32,31.3,-1.6999999999999993,2026-07-01T13:00,2.25,open_meteo_live_ecmwf,0.99,0.971,0.019,5.49,643.69,56.0,1.0000000000000009,0xd65e09b8c052864608c30d77deb65e57008fa4eadce2a66be093597eb393ead0,2726064,0.029,0.01,0.99,0.971,Will the highest temperature in Kuala Lumpur be 34°C on July 1?,0.0,True,1.0,0.0005,0.9904999999999999,0.009500000000000064,0.009591115598182801,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_gt1_5h,busted_lt_minus1,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 03:15:54,15,15,Miami,t1_trading,2026-07-01,F,88-89,d3_no,no,83,83.0,80.0,3.0,83.0,80.0,2026-07-01T06:53:00Z,3,92.0,9.0,2026-07-01T13:00,-9.75,open_meteo_live_gfs,0.97,0.911,0.059,157.14,2479.92,115.6,3.0000000000000027,0x727709a3a4c057ce56627115040bfe9e6ca5b5f7e04367a20ed5a4fe7aee737b,2737668,0.089,0.03,0.97,0.911,Will the highest temperature in Miami be between 88-89°F on July 1?,0.0,True,1.0,0.00146,0.97146,0.02854000000000001,0.029378461285076082,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_gt2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 09:15:54,15,15,Munich,t1_trading,2026-07-01,C,24,d2_no,no,22,22.22222222222222,22.22222222222222,0.0,72.0,72.0,2026-07-01T06:50:00Z,18,21.1,-0.8999999999999986,2026-07-01T00:00,9.25,open_meteo_live_ecmwf,0.977,0.92,0.057,1297.34,4018.02,25.09,2.300000000000002,0x97f296fdbf6e6ddf194f0370bcc39cdb5b0beabd4e28561dac0e092c2b5341ec,2725842,0.08,0.023,0.977,0.92,Will the highest temperature in Munich be 24°C on July 1?,0.0,True,1.0,0.00112,0.97812,0.02188000000000001,0.022369443422075013,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_gt1_5h,capped_minus1_0,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 02:15:54,15,15,PanamaCity,t2_research,2026-07-01,C,31,d3_no,no,28,27.77777777777778,27.77777777777778,0.0,82.0,82.0,2026-07-01T07:00:00Z,3,34.3,6.299999999999997,2026-07-01T12:00,-9.75,open_meteo_live_gfs,0.97,0.94,0.03,84.6,2589.18,39.61,3.0000000000000027,0x8f7c79b1d309d5f48212603fcca71d2e7a3520d0110ba99c57cc5a6afb84605b,2737757,0.06,0.03,0.97,0.94,Will the highest temperature in Panama City be 31°C on July 1?,0.0,True,1.0,0.00146,0.97146,0.02854000000000001,0.029378461285076082,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_gt2,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 09:15:54,15,15,Paris,t2_research,2026-07-01,C,24,d3_no,no,21,21.11111111111111,18.88888888888889,2.2222222222222214,70.0,66.0,2026-07-01T07:00:00Z,19,28.1,7.100000000000001,2026-07-01T16:00,-6.75,open_meteo_live_gfs,0.974,0.958,0.016,122.0,2236.37,445.68,2.6000000000000023,0xcdc8fa11aa2382907627442a3fcd4724dd4da5edde4ed2c9a8b98d6d5a8afb08,2725794,0.042,0.026,0.974,0.958,Will the highest temperature in Paris be 24°C on July 1?,0.0,True,1.0,0.00127,0.97527,0.02473000000000003,0.025357080603320137,forward_2026-06-29_2026-07-06,97_99,1_3,peak_gt1h_ahead,room_gt2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Shenzhen,t2_research,2026-07-01,C,34,d2_no,no,32,32.22222222222222,32.22222222222222,0.0,90.0,90.0,2026-07-01T07:00:00Z,16,31.9,-0.10000000000000142,2026-07-01T17:00,-1.75,open_meteo_live_ecmwf,0.98,0.94,0.04,42.08,213.3,108.03,2.0000000000000018,0x9c04fbc959fc67cdb4db12ee9eb5fabf8046f2745ca33b725164c7405503d5c9,2725997,0.06,0.02,0.98,0.94,Will the highest temperature in Shenzhen be 34°C on July 1?,0.0,True,1.0,0.00098,0.98098,0.019020000000000037,0.019388774490815344,forward_2026-06-29_2026-07-06,97_99,1_3,peak_gt1h_ahead,capped_minus1_0,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 10:15:54,15,15,TelAviv,t2_research,2026-07-01,C,33,d3_no,no,30,30.0,30.0,0.0,86.0,86.0,2026-07-01T07:20:00Z,20,32.3,2.299999999999997,2026-07-01T14:00,-3.75,open_meteo_live_gfs,0.979,0.969,0.01,6.11,711.48,180.61,2.100000000000002,0x4db1dfdd7590249608484bcf6b749fb681d42e8ef7994815dd45e509fce5029c,2725852,0.031,0.021,0.979,0.969,Will the highest temperature in Tel Aviv be 33°C on July 1?,0.0,True,1.0,0.00103,0.98003,0.019970000000000043,0.020376927236921364,forward_2026-06-29_2026-07-06,97_99,1_3,peak_gt1h_ahead,room_gt2,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Wuhan,t2_research,2026-07-01,C,33,d2_no,no,31,31.11111111111111,31.11111111111111,0.0,88.0,88.0,2026-07-01T07:00:00Z,16,29.7,-1.3000000000000007,2026-07-01T15:00,0.25,open_meteo_live_ecmwf,0.988,0.984,0.004,299.32,1022.5,115.89,1.200000000000001,0x89c4e01e858997ec5ccde4be38dd9de81b3380de2ac47c03f80d3644c66b811d,2725977,0.016,0.012,0.988,0.984,Will the highest temperature in Wuhan be 33°C on July 1?,0.0,True,1.0,0.00059,0.98859,0.011410000000000031,0.011541690690781852,forward_2026-06-29_2026-07-06,97_99,1_3,near_peak,busted_lt_minus1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1556.json,2026-07-01T07:56:37Z,2026-07-01 15:56:37,2026-07-01 10:56:37,15,56,Ankara,t1_trading,2026-07-01,C,30,d3_no,no,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-07-01T07:50:00Z,22,30.4,3.3999999999999986,2026-07-01T17:00,-6.07,open_meteo_live_ecmwf,0.976,0.914,0.062,85.45,786.72,341.73,2.400000000000002,0x9b25907e609137025a5a22e582f57dd62e94d1b0854d3876ba4f4f63d38a9c4d,2725817,0.086,0.024,0.976,0.914,Will the highest temperature in Ankara be 30°C on July 1?,0.0,True,1.0,0.00117,0.97717,0.022830000000000017,0.023363386104771962,forward_2026-06-29_2026-07-06,97_99,1_3,peak_gt1h_ahead,room_gt2,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1556.json,2026-07-01T07:56:37Z,2026-07-01 15:56:37,2026-07-01 15:56:37,15,56,Beijing,t2_research,2026-07-01,C,31,current_yes,yes,31,31.11111111111111,31.11111111111111,0.0,88.0,88.0,2026-07-01T07:30:00Z,32,30.7,-0.3000000000000007,2026-07-01T16:00,-0.07,open_meteo_live_ecmwf,0.95,0.91,0.04,5.0,517.71,61.49,5.000000000000004,0x6990429d9b745f0473220ea910d48e8fec57ac86376fe4d1fc5443aec10a624f,2725961,0.95,0.91,0.09,0.05,Will the highest temperature in Beijing be 31°C on July 1?,1.0,True,1.0,0.00238,0.95238,0.047619999999999996,0.05000105000105,forward_2026-06-29_2026-07-06,90_95,5_10,near_peak,capped_minus1_0,at_high,15
