snapshot_file,snapshot_ts_utc,ts_beijing,ts_local,local_hour,local_minute,city,city_pool,target_date,unit,bracket,leg,outcome,running_value,running_native,latest_native,decline_native,metar_current_max_f,metar_latest_temp_f,metar_latest_ts_utc,metar_obs_count_today,forecast_max_native,forecast_gap_to_running_native,forecast_peak_time_local,forecast_peak_delta_hours_local,forecast_source,entry_price,best_bid,spread,top_size,depth_5c,bid_depth_5c,residual_points,condition_id,market_id,yes_best_ask,yes_best_bid,no_best_ask,no_best_bid,question,final_yes,settled,win,fee_per_share,cost_per_share,pnl_per_share,roi,period,price_band,residual_band,peak_delta_bucket,forecast_gap_bucket,path_state,hour
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260626_1826.json,2026-06-26T10:26:53Z,2026-06-26 18:26:53,2026-06-26 13:26:53,18,26,Ankara,t1_trading,2026-06-26,C,28,d1_no,no,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-06-26T10:20:00Z,27,27.4,0.3999999999999986,2026-06-26T15:00,-1.57,open_meteo_live_ecmwf,0.96,0.93,0.03,61.6,251.62,75.73,4.0000000000000036,0x5f108ba2d67f53ec3e1c477bccb621173b74b58c9d5e704eda11465abbacc329,2664264,,,0.96,0.93,Will the highest temperature in Ankara be 28°C on June 26?,0.0,True,1.0,0.00192,0.96192,0.03808,0.03958749168330007,train_to_2026-06-28,95_97,3_5,peak_gt1h_ahead,room_0_1,at_high,18
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260627_1651.json,2026-06-27T08:51:52Z,2026-06-27 16:51:52,2026-06-27 11:51:52,16,51,Ankara,t1_trading,2026-06-27,C,26,d1_no,no,25,25.0,25.0,0.0,77.0,77.0,2026-06-27T08:20:00Z,23,26.0,1.0,2026-06-27T15:00,-3.15,open_meteo_live_ecmwf,0.989,0.98,0.009,25.0,383.23,56.56,1.100000000000001,0xa33dc204c54af5c9eb84cedef5ebd654bf8c1347281a38cc55c8ee821fbd24d8,2679228,,,0.989,0.98,Will the highest temperature in Ankara be 26°C on June 27?,0.0,True,1.0,0.00054,0.98954,0.010460000000000025,0.010570568142773434,train_to_2026-06-28,97_99,1_3,peak_gt1h_ahead,room_0_1,at_high,16
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 03:26:03,15,26,Atlanta,t2_research,2026-06-30,F,90-91,d3_no,no,84,84.0,80.0,4.0,84.0,80.0,2026-06-30T06:52:00Z,3,95.7,11.700000000000003,2026-06-30T17:00,-13.57,open_meteo_live_gfs,0.969,0.931,0.038,25.0,1569.68,181.25,3.1000000000000028,0x07d22f7ae44c8900cae3c786f2904d0f143304b307051d64be0f2a719a035720,2725245,0.069,0.031,0.969,0.931,Will the highest temperature in Atlanta be between 90-91°F on June 30?,0.0,True,1.0,0.0015,0.9704999999999999,0.02950000000000008,0.03039670273055135,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_gt2,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Beijing,t2_research,2026-06-30,C,30,current_yes,yes,30,30.0,30.0,0.0,86.0,86.0,2026-06-30T07:00:00Z,36,27.3,-2.6999999999999993,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.99,0.97,0.02,157.01,1327.01,573.71,1.0000000000000009,0x343e67d5b603958e16020a9b97e4dd441662cd1ede0bbf23fcdfaa1cca069199,2715297,0.99,0.97,0.03,0.01,Will the highest temperature in Beijing be 30°C on June 30?,1.0,True,1.0,0.0005,0.9904999999999999,0.009500000000000064,0.009591115598182801,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,busted_lt_minus1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Beijing,t2_research,2026-06-30,C,31,d1_no,no,30,30.0,30.0,0.0,86.0,86.0,2026-06-30T07:00:00Z,36,27.3,-2.6999999999999993,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.989,0.973,0.016,15.0,1892.29,329.07,1.100000000000001,0x77447da26573eebcc1d594c28e78465f763ca1ab2e506521c7cae1abd9618642,2715298,0.027,0.011,0.989,0.973,Will the highest temperature in Beijing be 31°C on June 30?,0.0,True,1.0,0.00054,0.98954,0.010460000000000025,0.010570568142773434,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,busted_lt_minus1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Chongqing,t2_research,2026-06-30,C,26,current_yes,yes,26,26.11111111111111,25.0,1.1111111111111107,79.0,77.0,2026-06-30T07:00:00Z,16,24.8,-1.1999999999999993,2026-06-30T16:00,-0.57,open_meteo_live_ecmwf,0.96,0.92,0.04,53.0,634.79,45.77,4.0000000000000036,0x2d9ef96248e4f8d60d7165f7c807a37904df487e4d3635524e59a45c7c80acba,2715284,0.96,0.92,0.08,0.04,Will the highest temperature in Chongqing be 26°C on June 30?,0.0,True,0.0,0.00192,0.96192,-0.96192,-1.0,forward_2026-06-29_2026-07-06,95_97,3_5,peak_1h_to_15m_ahead,busted_lt_minus1,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Chongqing,t2_research,2026-06-30,C,27,d1_no,no,26,26.11111111111111,25.0,1.1111111111111107,79.0,77.0,2026-06-30T07:00:00Z,16,24.8,-1.1999999999999993,2026-06-30T16:00,-0.57,open_meteo_live_ecmwf,0.96,0.95,0.01,110.84,610.52,73.1,4.0000000000000036,0x7ad371f9a23b48a4921cc9409494a1de4985f30e981e2e78e2967d6202b14bcf,2715285,0.05,0.04,0.96,0.95,Will the highest temperature in Chongqing be 27°C on June 30?,1.0,True,0.0,0.00192,0.96192,-0.96192,-1.0,forward_2026-06-29_2026-07-06,95_97,3_5,peak_1h_to_15m_ahead,busted_lt_minus1,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 10:26:03,15,26,Helsinki,t2_research,2026-06-30,C,25,d2_no,no,23,22.77777777777778,22.77777777777778,0.0,73.0,73.0,2026-06-30T07:20:00Z,21,26.0,3.0,2026-06-30T17:00,-6.57,open_meteo_live_ecmwf,0.97,0.94,0.03,60.3,443.04,120.7,3.0000000000000027,0x73522eb5bbdd7e0c990c0173597e84870d59b88da86a240fe3d8fdc961325f85,2717032,0.06,0.03,0.97,0.94,Will the highest temperature in Helsinki be 25°C on June 30?,0.0,True,1.0,0.00146,0.97146,0.02854000000000001,0.029378461285076082,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_gt2,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 12:26:03,15,26,Karachi,t1_trading,2026-06-30,C,35,d2_no,no,33,32.77777777777778,32.77777777777778,0.0,91.0,91.0,2026-06-30T07:00:00Z,25,33.5,0.5,2026-06-30T14:00,-1.57,open_meteo_live_ecmwf,0.969,0.945,0.024,9.68,1104.23,258.68,3.1000000000000028,0x2a6c9eb2f589e1147e8ad9ef52982983626e0fa3d4bd77b8a1d6dcd280fa4eb0,2717067,0.055,0.031,0.969,0.945,Will the highest temperature in Karachi be 35°C on June 30?,0.0,True,1.0,0.0015,0.9704999999999999,0.02950000000000008,0.03039670273055135,forward_2026-06-29_2026-07-06,95_97,3_5,peak_gt1h_ahead,room_0_1,at_high,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,KualaLumpur,t2_research,2026-06-30,C,32,current_yes,yes,32,32.22222222222222,31.11111111111111,1.1111111111111107,90.0,88.0,2026-06-30T07:00:00Z,31,31.2,-0.8000000000000007,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.98,0.96,0.02,471.93,1338.61,45.17,2.0000000000000018,0xfef1cea9143d9e7cd99b7ec9eab1b25d4d29b2cf0b1ac0aa21e57cfe0872fcf4,2715353,0.98,0.96,0.04,0.02,Will the highest temperature in Kuala Lumpur be 32°C on June 30?,1.0,True,1.0,0.00098,0.98098,0.019020000000000037,0.019388774490815344,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,capped_minus1_0,decline,15
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,KualaLumpur,t2_research,2026-06-30,C,33,d1_no,no,32,32.22222222222222,31.11111111111111,1.1111111111111107,90.0,88.0,2026-06-30T07:00:00Z,31,31.2,-0.8000000000000007,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.989,0.951,0.038,352.59,830.52,35.03,1.100000000000001,0xaad6771f22ade91d3ea927f7cb41c16f821caa915c849b93b19568ba3d4f87d8,2715354,0.049,0.011,0.989,0.951,Will the highest temperature in Kuala Lumpur be 33°C on June 30?,0.0,True,1.0,0.00054,0.98954,0.010460000000000025,0.010570568142773434,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,capped_minus1_0,decline,15
