ask_floor,scope,city,target_date,first_hour,first_expression,first_side,first_ask,first_p_win,first_model_edge,first_win,first_cost_gross,first_pnl_gross,first_cost_taker,first_pnl_taker,has_opposite,reverse_hour,reverse_expression,reverse_side,reverse_ask,reverse_p_win,reverse_model_edge,reverse_win,same_bracket_proxy,transition,replace_cost_gross,replace_pnl_gross,replace_cost_taker,replace_pnl_taker,add_cost_gross,add_pnl_gross,add_cost_taker,add_pnl_taker,close_only_cost_gross,close_only_pnl_gross,close_only_cost_taker,close_only_pnl_taker,close_plus_reverse_cost_gross,close_plus_reverse_pnl_gross,close_plus_reverse_cost_taker,close_plus_reverse_pnl_taker
0.0,dev_cv,Amsterdam,2026-06-02,12.0,current_yes,YES,0.68,0.7235900445789683,0.0435900445789682,1.0,0.68,0.3199999999999999,0.69088,0.3091199999999999,False,,,,,,,,False,,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999
0.0,dev_cv,Amsterdam,2026-06-03,11.0,d1_no,NO,0.47,0.4908567043540395,0.0208567043540395,1.0,0.47,0.53,0.48245499999999997,0.517545,False,,,,,,,,False,,0.47,0.53,0.48245499999999997,0.517545,0.47,0.53,0.48245499999999997,0.517545,0.47,0.53,0.48245499999999997,0.517545,0.47,0.53,0.48245499999999997,0.517545
0.0,dev_cv,Amsterdam,2026-06-04,16.0,d1_no,NO,0.819,0.8494729033451355,0.0304729033451355,1.0,0.819,0.181,0.82641195,0.17358805,False,,,,,,,,False,,0.819,0.181,0.82641195,0.17358805,0.819,0.181,0.82641195,0.17358805,0.819,0.181,0.82641195,0.17358805,0.819,0.181,0.82641195,0.17358805
0.0,dev_cv,Amsterdam,2026-06-06,10.0,current_yes,YES,0.002,0.0294159033255842,0.0274159033255842,0.0,0.002,-0.002,0.0020998,-0.0020998,True,13.0,d1_no,NO,0.8,0.8433352282866907,0.0433352282866906,0.0,False,current_yes->d1_no,0.8,-0.8,0.808,-0.808,0.802,-0.802,0.8100998,-0.8100998,0.002,-0.002,0.0020998,-0.0020998,0.002,-0.002,0.0020998,-0.0020998
0.0,dev_cv,Amsterdam,2026-06-07,12.0,d2_no,NO,0.72,0.7470545171796827,0.0270545171796827,1.0,0.72,0.28,0.73008,0.26992000000000005,False,,,,,,,,False,,0.72,0.28,0.73008,0.26992000000000005,0.72,0.28,0.73008,0.26992000000000005,0.72,0.28,0.73008,0.26992000000000005,0.72,0.28,0.73008,0.26992000000000005
0.0,dev_cv,Amsterdam,2026-06-08,12.0,d1_no,NO,0.81,0.836135483798045,0.0261354837980449,1.0,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,False,,,,,,,,False,,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988
0.0,dev_cv,Amsterdam,2026-06-09,10.0,current_no,NO,0.87,0.8913587902335693,0.0213587902335693,1.0,0.87,0.13,0.875655,0.12434500000000001,False,,,,,,,,False,,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001
0.0,dev_cv,Amsterdam,2026-06-10,12.0,current_yes,YES,0.51,0.5416990425244653,0.0316990425244653,1.0,0.51,0.49,0.522495,0.477505,False,,,,,,,,False,,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505
0.0,dev_cv,Amsterdam,2026-06-11,11.0,current_yes,YES,0.36,0.3861773210454632,0.0261773210454632,1.0,0.36,0.64,0.37151999999999996,0.62848,False,,,,,,,,False,,0.36,0.64,0.37151999999999996,0.62848,0.36,0.64,0.37151999999999996,0.62848,0.36,0.64,0.37151999999999996,0.62848,0.36,0.64,0.37151999999999996,0.62848
0.0,dev_cv,Amsterdam,2026-06-12,11.0,d2_no,NO,0.73,0.7824077904080537,0.0524077904080537,0.0,0.73,-0.73,0.7398549999999999,-0.7398549999999999,True,13.0,current_yes,YES,0.73,0.778637887039358,0.048637887039358,0.0,False,d2_no->current_yes,0.73,-0.73,0.7398549999999999,-0.7398549999999999,1.46,-1.46,1.4797099999999999,-1.4797099999999999,0.73,-0.73,0.7398549999999999,-0.7398549999999999,0.73,-0.73,0.7398549999999999,-0.7398549999999999
0.0,dev_cv,Amsterdam,2026-06-13,11.0,current_yes,YES,0.46,0.4872656580955804,0.0272656580955804,1.0,0.46,0.54,0.47242,0.52758,False,,,,,,,,False,,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758
0.0,dev_cv,Amsterdam,2026-06-14,10.0,d1_no,NO,0.52,0.5783122547546443,0.0583122547546443,0.0,0.52,-0.52,0.5324800000000001,-0.5324800000000001,True,13.0,current_yes,YES,0.33,0.4528487191948912,0.1228487191948912,0.0,True,d1_no->current_yes,0.33,-0.33,0.341055,-0.341055,0.8500000000000001,-0.8500000000000001,0.8735350000000001,-0.8735350000000001,0.8500000000000001,0.14999999999999997,0.8735350000000001,0.12646499999999997,1.1800000000000002,-0.18000000000000005,1.21459,-0.21459000000000003
0.0,dev_cv,Amsterdam,2026-06-15,16.0,current_no,NO,0.05,0.0722773088161765,0.0222773088161765,0.0,0.05,-0.05,0.052375000000000005,-0.052375000000000005,False,,,,,,,,False,,0.05,-0.05,0.052375000000000005,-0.052375000000000005,0.05,-0.05,0.052375000000000005,-0.052375000000000005,0.05,-0.05,0.052375000000000005,-0.052375000000000005,0.05,-0.05,0.052375000000000005,-0.052375000000000005
0.0,dev_cv,Amsterdam,2026-06-17,15.0,current_yes,YES,0.27,0.367631489624782,0.097631489624782,0.0,0.27,-0.27,0.279855,-0.279855,False,,,,,,,,False,,0.27,-0.27,0.279855,-0.279855,0.27,-0.27,0.279855,-0.279855,0.27,-0.27,0.279855,-0.279855,0.27,-0.27,0.279855,-0.279855
0.0,dev_cv,Amsterdam,2026-06-18,16.0,current_no,NO,0.37,0.4108515135432634,0.0408515135432634,1.0,0.37,0.63,0.38165499999999997,0.618345,False,,,,,,,,False,,0.37,0.63,0.38165499999999997,0.618345,0.37,0.63,0.38165499999999997,0.618345,0.37,0.63,0.38165499999999997,0.618345,0.37,0.63,0.38165499999999997,0.618345
0.0,dev_cv,Amsterdam,2026-06-19,15.0,current_yes,YES,0.13,0.1558331530281581,0.0258331530281581,0.0,0.13,-0.13,0.135655,-0.135655,False,,,,,,,,False,,0.13,-0.13,0.135655,-0.135655,0.13,-0.13,0.135655,-0.135655,0.13,-0.13,0.135655,-0.135655,0.13,-0.13,0.135655,-0.135655
0.0,dev_cv,Amsterdam,2026-06-20,12.0,current_yes,YES,0.09,0.1553046616842877,0.0653046616842877,1.0,0.09,0.91,0.094095,0.9059050000000001,True,14.0,d2_no,NO,0.779,0.8043931299992226,0.0253931299992226,1.0,False,current_yes->d2_no,0.779,0.2209999999999999,0.7876079500000001,0.2123920499999999,0.869,1.131,0.8817029500000001,1.11829705,0.09,0.91,0.094095,0.9059050000000001,0.09,0.91,0.094095,0.9059050000000001
0.0,dev_cv,Ankara,2026-06-02,13.0,d1_no,NO,0.84,0.8629041348249105,0.0229041348249104,1.0,0.84,0.16,0.8467199999999999,0.15328,False,,,,,,,,False,,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328
0.0,dev_cv,Ankara,2026-06-03,12.0,d2_no,NO,0.57,0.6010885010338389,0.0310885010338389,1.0,0.57,0.43,0.582255,0.417745,False,,,,,,,,False,,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745
0.0,dev_cv,Ankara,2026-06-04,12.0,d2_no,NO,0.61,0.7102570198352274,0.1002570198352273,1.0,0.61,0.39,0.621895,0.378105,False,,,,,,,,False,,0.61,0.39,0.621895,0.378105,0.61,0.39,0.621895,0.378105,0.61,0.39,0.621895,0.378105,0.61,0.39,0.621895,0.378105
0.0,dev_cv,Ankara,2026-06-05,11.0,d2_no,NO,0.52,0.5589949396520015,0.0389949396520015,0.0,0.52,-0.52,0.5324800000000001,-0.5324800000000001,False,,,,,,,,False,,0.52,-0.52,0.5324800000000001,-0.5324800000000001,0.52,-0.52,0.5324800000000001,-0.5324800000000001,0.52,-0.52,0.5324800000000001,-0.5324800000000001,0.52,-0.52,0.5324800000000001,-0.5324800000000001
0.0,dev_cv,Ankara,2026-06-06,11.0,d1_no,NO,0.68,0.7250889852053222,0.0450889852053221,1.0,0.68,0.3199999999999999,0.69088,0.3091199999999999,False,,,,,,,,False,,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999
0.0,dev_cv,Ankara,2026-06-07,12.0,d2_no,NO,0.86,0.8867316271292518,0.0267316271292518,1.0,0.86,0.14,0.86602,0.13398000000000002,False,,,,,,,,False,,0.86,0.14,0.86602,0.13398000000000002,0.86,0.14,0.86602,0.13398000000000002,0.86,0.14,0.86602,0.13398000000000002,0.86,0.14,0.86602,0.13398000000000002
0.0,dev_cv,Ankara,2026-06-08,13.0,d1_no,NO,0.4,0.4402590454871438,0.0402590454871437,0.0,0.4,-0.4,0.41200000000000003,-0.41200000000000003,False,,,,,,,,False,,0.4,-0.4,0.41200000000000003,-0.41200000000000003,0.4,-0.4,0.41200000000000003,-0.41200000000000003,0.4,-0.4,0.41200000000000003,-0.41200000000000003,0.4,-0.4,0.41200000000000003,-0.41200000000000003
0.0,dev_cv,Ankara,2026-06-09,16.0,current_no,NO,0.07,0.0966081262284678,0.0266081262284678,0.0,0.07,-0.07,0.073255,-0.073255,False,,,,,,,,False,,0.07,-0.07,0.073255,-0.073255,0.07,-0.07,0.073255,-0.073255,0.07,-0.07,0.073255,-0.073255,0.07,-0.07,0.073255,-0.073255
0.0,dev_cv,Ankara,2026-06-11,14.0,d1_no,NO,0.35,0.371749822246491,0.021749822246491,0.0,0.35,-0.35,0.361375,-0.361375,False,,,,,,,,False,,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375
0.0,dev_cv,Ankara,2026-06-13,12.0,current_no,NO,0.76,0.7913818097218595,0.0313818097218594,1.0,0.76,0.24,0.76912,0.23088,False,,,,,,,,False,,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088
0.0,dev_cv,Ankara,2026-06-14,12.0,d2_no,NO,0.62,0.6724723682945833,0.0524723682945833,0.0,0.62,-0.62,0.63178,-0.63178,False,,,,,,,,False,,0.62,-0.62,0.63178,-0.63178,0.62,-0.62,0.63178,-0.63178,0.62,-0.62,0.63178,-0.63178,0.62,-0.62,0.63178,-0.63178
0.0,dev_cv,Ankara,2026-06-16,17.0,current_no,NO,0.14,0.1708163387016373,0.0308163387016373,0.0,0.14,-0.14,0.14602,-0.14602,False,,,,,,,,False,,0.14,-0.14,0.14602,-0.14602,0.14,-0.14,0.14602,-0.14602,0.14,-0.14,0.14602,-0.14602,0.14,-0.14,0.14602,-0.14602
0.0,dev_cv,Ankara,2026-06-17,13.0,current_no,NO,0.74,0.7653534453057921,0.025353445305792,1.0,0.74,0.26,0.74962,0.25038,False,,,,,,,,False,,0.74,0.26,0.74962,0.25038,0.74,0.26,0.74962,0.25038,0.74,0.26,0.74962,0.25038,0.74,0.26,0.74962,0.25038
0.0,dev_cv,Ankara,2026-06-18,11.0,d1_no,NO,0.71,0.7459450514820255,0.0359450514820255,1.0,0.71,0.29,0.720295,0.279705,False,,,,,,,,False,,0.71,0.29,0.720295,0.279705,0.71,0.29,0.720295,0.279705,0.71,0.29,0.720295,0.279705,0.71,0.29,0.720295,0.279705
0.0,dev_cv,Ankara,2026-06-20,11.0,d2_no,NO,0.64,0.6608820539811551,0.020882053981155,1.0,0.64,0.36,0.65152,0.34848,False,,,,,,,,False,,0.64,0.36,0.65152,0.34848,0.64,0.36,0.65152,0.34848,0.64,0.36,0.65152,0.34848,0.64,0.36,0.65152,0.34848
0.0,dev_cv,Atlanta,2026-06-02,10.0,d2_no,NO,0.69,0.7146208942411063,0.0246208942411063,1.0,0.69,0.31,0.700695,0.299305,False,,,,,,,,False,,0.69,0.31,0.700695,0.299305,0.69,0.31,0.700695,0.299305,0.69,0.31,0.700695,0.299305,0.69,0.31,0.700695,0.299305
0.0,dev_cv,Atlanta,2026-06-03,12.0,d2_no,NO,0.8,0.8354201663517241,0.035420166351724,1.0,0.8,0.1999999999999999,0.808,0.1919999999999999,False,,,,,,,,False,,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999
0.0,dev_cv,Atlanta,2026-06-04,14.0,current_no,NO,0.81,0.8526724419030539,0.0426724419030538,1.0,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,False,,,,,,,,False,,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988,0.81,0.1899999999999999,0.8176950000000001,0.18230499999999988
0.0,dev_cv,Atlanta,2026-06-05,13.0,d2_no,NO,0.38,0.4048763980743912,0.0248763980743912,0.0,0.38,-0.38,0.39178,-0.39178,False,,,,,,,,False,,0.38,-0.38,0.39178,-0.39178,0.38,-0.38,0.39178,-0.39178,0.38,-0.38,0.39178,-0.39178,0.38,-0.38,0.39178,-0.39178
0.0,dev_cv,Atlanta,2026-06-06,11.0,d2_no,NO,0.84,0.8794030101716599,0.0394030101716599,1.0,0.84,0.16,0.8467199999999999,0.15328,False,,,,,,,,False,,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328
0.0,dev_cv,Atlanta,2026-06-07,10.0,d1_no,NO,0.84,0.8840171812394084,0.0440171812394084,1.0,0.84,0.16,0.8467199999999999,0.15328,False,,,,,,,,False,,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328,0.84,0.16,0.8467199999999999,0.15328
0.0,dev_cv,Atlanta,2026-06-08,10.0,d2_no,NO,0.8,0.8373046147309503,0.0373046147309502,1.0,0.8,0.1999999999999999,0.808,0.1919999999999999,False,,,,,,,,False,,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999
0.0,dev_cv,Atlanta,2026-06-09,11.0,d2_no,NO,0.59,0.6169388692086086,0.0269388692086086,0.0,0.59,-0.59,0.6020949999999999,-0.6020949999999999,False,,,,,,,,False,,0.59,-0.59,0.6020949999999999,-0.6020949999999999,0.59,-0.59,0.6020949999999999,-0.6020949999999999,0.59,-0.59,0.6020949999999999,-0.6020949999999999,0.59,-0.59,0.6020949999999999,-0.6020949999999999
0.0,dev_cv,Atlanta,2026-06-10,12.0,d2_no,NO,0.8,0.8408250721293281,0.040825072129328,1.0,0.8,0.1999999999999999,0.808,0.1919999999999999,False,,,,,,,,False,,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999,0.8,0.1999999999999999,0.808,0.1919999999999999
0.0,dev_cv,Atlanta,2026-06-11,11.0,d2_no,NO,0.42,0.4954460722347029,0.0754460722347029,1.0,0.42,0.5800000000000001,0.43218,0.5678200000000001,False,,,,,,,,False,,0.42,0.5800000000000001,0.43218,0.5678200000000001,0.42,0.5800000000000001,0.43218,0.5678200000000001,0.42,0.5800000000000001,0.43218,0.5678200000000001,0.42,0.5800000000000001,0.43218,0.5678200000000001
0.0,dev_cv,Atlanta,2026-06-12,11.0,d2_no,NO,0.75,0.8229425536698497,0.0729425536698497,0.0,0.75,-0.75,0.759375,-0.759375,False,,,,,,,,False,,0.75,-0.75,0.759375,-0.759375,0.75,-0.75,0.759375,-0.759375,0.75,-0.75,0.759375,-0.759375,0.75,-0.75,0.759375,-0.759375
0.0,dev_cv,Atlanta,2026-06-13,11.0,d2_no,NO,0.78,0.8362033790682712,0.0562033790682712,1.0,0.78,0.2199999999999999,0.7885800000000001,0.21141999999999989,False,,,,,,,,False,,0.78,0.2199999999999999,0.7885800000000001,0.21141999999999989,0.78,0.2199999999999999,0.7885800000000001,0.21141999999999989,0.78,0.2199999999999999,0.7885800000000001,0.21141999999999989,0.78,0.2199999999999999,0.7885800000000001,0.21141999999999989
0.0,dev_cv,Atlanta,2026-06-15,14.0,d1_no,NO,0.72,0.7645082914488962,0.0445082914488962,0.0,0.72,-0.72,0.73008,-0.73008,False,,,,,,,,False,,0.72,-0.72,0.73008,-0.73008,0.72,-0.72,0.73008,-0.73008,0.72,-0.72,0.73008,-0.73008,0.72,-0.72,0.73008,-0.73008
0.0,dev_cv,Atlanta,2026-06-16,10.0,current_no,NO,0.639,0.7876531652374584,0.1486531652374584,0.0,0.639,-0.639,0.65053395,-0.65053395,False,,,,,,,,False,,0.639,-0.639,0.65053395,-0.65053395,0.639,-0.639,0.65053395,-0.65053395,0.639,-0.639,0.65053395,-0.65053395,0.639,-0.639,0.65053395,-0.65053395
0.0,dev_cv,Atlanta,2026-06-17,14.0,d1_no,NO,0.46,0.526221811243237,0.0662218112432369,1.0,0.46,0.54,0.47242,0.52758,False,,,,,,,,False,,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758,0.46,0.54,0.47242,0.52758
0.0,dev_cv,Atlanta,2026-06-19,15.0,current_yes,YES,0.35,0.4365605206628155,0.0865605206628155,0.0,0.35,-0.35,0.361375,-0.361375,False,,,,,,,,False,,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375,0.35,-0.35,0.361375,-0.361375
0.0,dev_cv,Austin,2026-06-02,12.0,d2_no,NO,0.09,0.125044646741938,0.035044646741938,0.0,0.09,-0.09,0.094095,-0.094095,False,,,,,,,,False,,0.09,-0.09,0.094095,-0.094095,0.09,-0.09,0.094095,-0.094095,0.09,-0.09,0.094095,-0.094095,0.09,-0.09,0.094095,-0.094095
0.0,dev_cv,Austin,2026-06-03,11.0,d2_no,NO,0.9,0.9252753201580745,0.0252753201580744,1.0,0.9,0.0999999999999999,0.9045,0.09549999999999989,False,,,,,,,,False,,0.9,0.0999999999999999,0.9045,0.09549999999999989,0.9,0.0999999999999999,0.9045,0.09549999999999989,0.9,0.0999999999999999,0.9045,0.09549999999999989,0.9,0.0999999999999999,0.9045,0.09549999999999989
0.0,dev_cv,Austin,2026-06-04,12.0,current_no,NO,0.89,0.9227441958292798,0.0327441958292797,1.0,0.89,0.1099999999999999,0.894895,0.1051049999999999,False,,,,,,,,False,,0.89,0.1099999999999999,0.894895,0.1051049999999999,0.89,0.1099999999999999,0.894895,0.1051049999999999,0.89,0.1099999999999999,0.894895,0.1051049999999999,0.89,0.1099999999999999,0.894895,0.1051049999999999
0.0,dev_cv,Austin,2026-06-05,10.0,d2_no,NO,0.68,0.7690504798590532,0.0890504798590531,1.0,0.68,0.3199999999999999,0.69088,0.3091199999999999,False,,,,,,,,False,,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999,0.68,0.3199999999999999,0.69088,0.3091199999999999
0.0,dev_cv,Austin,2026-06-07,11.0,d1_no,NO,0.64,0.694521410856316,0.054521410856316,1.0,0.64,0.36,0.65152,0.34848,True,16.0,current_yes,YES,0.69,0.7160786014669911,0.0260786014669911,0.0,True,d1_no->current_yes,0.69,-0.69,0.700695,-0.700695,1.33,-0.32999999999999996,1.352215,-0.35221499999999994,1.33,-0.32999999999999996,1.352215,-0.35221499999999994,2.02,-1.02,2.05291,-1.0529099999999998
0.0,dev_cv,Austin,2026-06-08,14.0,current_yes,YES,0.87,0.896285575998728,0.026285575998728,1.0,0.87,0.13,0.875655,0.12434500000000001,False,,,,,,,,False,,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001,0.87,0.13,0.875655,0.12434500000000001
0.0,dev_cv,Austin,2026-06-09,12.0,d2_no,NO,0.75,0.8218349345721753,0.0718349345721752,1.0,0.75,0.25,0.759375,0.240625,False,,,,,,,,False,,0.75,0.25,0.759375,0.240625,0.75,0.25,0.759375,0.240625,0.75,0.25,0.759375,0.240625,0.75,0.25,0.759375,0.240625
0.0,dev_cv,Austin,2026-06-10,11.0,d2_no,NO,0.8,0.8511427506756116,0.0511427506756115,0.0,0.8,-0.8,0.808,-0.808,False,,,,,,,,False,,0.8,-0.8,0.808,-0.808,0.8,-0.8,0.808,-0.808,0.8,-0.8,0.808,-0.808,0.8,-0.8,0.808,-0.808
0.0,dev_cv,Austin,2026-06-11,14.0,d2_no,NO,0.67,0.6977689653750473,0.0277689653750472,1.0,0.67,0.3299999999999999,0.6810550000000001,0.3189449999999999,False,,,,,,,,False,,0.67,0.3299999999999999,0.6810550000000001,0.3189449999999999,0.67,0.3299999999999999,0.6810550000000001,0.3189449999999999,0.67,0.3299999999999999,0.6810550000000001,0.3189449999999999,0.67,0.3299999999999999,0.6810550000000001,0.3189449999999999
0.0,dev_cv,Austin,2026-06-12,11.0,d2_no,NO,0.76,0.8239112525593202,0.0639112525593201,1.0,0.76,0.24,0.76912,0.23088,False,,,,,,,,False,,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088,0.76,0.24,0.76912,0.23088
0.0,dev_cv,Austin,2026-06-13,12.0,d2_no,NO,0.48,0.5298093925760737,0.0498093925760737,0.0,0.48,-0.48,0.49248,-0.49248,False,,,,,,,,False,,0.48,-0.48,0.49248,-0.49248,0.48,-0.48,0.49248,-0.49248,0.48,-0.48,0.49248,-0.49248,0.48,-0.48,0.49248,-0.49248
0.0,dev_cv,Austin,2026-06-15,10.0,current_no,NO,0.44,0.4885330804289181,0.048533080428918,1.0,0.44,0.56,0.45232,0.5476800000000001,False,,,,,,,,False,,0.44,0.56,0.45232,0.5476800000000001,0.44,0.56,0.45232,0.5476800000000001,0.44,0.56,0.45232,0.5476800000000001,0.44,0.56,0.45232,0.5476800000000001
0.0,dev_cv,Austin,2026-06-16,11.0,d2_no,NO,0.62,0.6563693235799122,0.0363693235799121,1.0,0.62,0.38,0.63178,0.36822,False,,,,,,,,False,,0.62,0.38,0.63178,0.36822,0.62,0.38,0.63178,0.36822,0.62,0.38,0.63178,0.36822,0.62,0.38,0.63178,0.36822
0.0,dev_cv,Austin,2026-06-19,12.0,current_no,NO,0.91,0.9481683304293322,0.0381683304293322,1.0,0.91,0.0899999999999999,0.914095,0.0859049999999999,True,15.0,current_yes,YES,0.479,0.651988838452334,0.172988838452334,0.0,True,current_no->current_yes,0.479,-0.479,0.49147795,-0.49147795,1.389,-0.38900000000000007,1.40557295,-0.4055729500000001,1.389,-0.389,1.40557295,-0.40557295000000004,1.8679999999999999,-0.868,1.8970509,-0.8970509
0.0,dev_cv,Beijing,2026-06-02,13.0,d1_no,NO,0.4,0.4304074800601883,0.0304074800601883,1.0,0.4,0.6,0.41200000000000003,0.588,False,,,,,,,,False,,0.4,0.6,0.41200000000000003,0.588,0.4,0.6,0.41200000000000003,0.588,0.4,0.6,0.41200000000000003,0.588,0.4,0.6,0.41200000000000003,0.588
0.0,dev_cv,Beijing,2026-06-04,11.0,d2_no,NO,0.871,0.8976362141343215,0.0266362141343214,1.0,0.871,0.129,0.87661795,0.12338205000000001,True,12.0,current_yes,YES,0.58,0.6099949765378099,0.0299949765378099,0.0,False,d2_no->current_yes,0.58,-0.58,0.5921799999999999,-0.5921799999999999,1.451,-0.45099999999999996,1.46879795,-0.4687979499999999,0.871,0.129,0.87661795,0.12338205000000001,0.871,0.129,0.87661795,0.12338205000000001
0.0,dev_cv,Beijing,2026-06-05,13.0,current_no,NO,0.57,0.6243036187937938,0.0543036187937938,1.0,0.57,0.43,0.582255,0.417745,False,,,,,,,,False,,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745,0.57,0.43,0.582255,0.417745
0.0,dev_cv,Beijing,2026-06-07,13.0,current_no,NO,0.54,0.6083867873930289,0.0683867873930288,0.0,0.54,-0.54,0.55242,-0.55242,False,,,,,,,,False,,0.54,-0.54,0.55242,-0.55242,0.54,-0.54,0.55242,-0.55242,0.54,-0.54,0.55242,-0.55242,0.54,-0.54,0.55242,-0.55242
0.0,dev_cv,Beijing,2026-06-08,13.0,d1_no,NO,0.51,0.5412492361131513,0.0312492361131513,1.0,0.51,0.49,0.522495,0.477505,False,,,,,,,,False,,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505,0.51,0.49,0.522495,0.477505
0.0,dev_cv,Beijing,2026-06-10,11.0,current_no,NO,0.52,0.5970240620899878,0.0770240620899878,1.0,0.52,0.48,0.5324800000000001,0.46752,False,,,,,,,,False,,0.52,0.48,0.5324800000000001,0.46752,0.52,0.48,0.5324800000000001,0.46752,0.52,0.48,0.5324800000000001,0.46752,0.52,0.48,0.5324800000000001,0.46752
0.0,dev_cv,Beijing,2026-06-11,13.0,d1_no,NO,0.58,0.6077464822074878,0.0277464822074878,1.0,0.58,0.42,0.5921799999999999,0.40781999999999996,False,,,,,,,,False,,0.58,0.42,0.5921799999999999,0.40781999999999996,0.58,0.42,0.5921799999999999,0.40781999999999996,0.58,0.42,0.5921799999999999,0.40781999999999996,0.58,0.42,0.5921799999999999,0.40781999999999996
0.0,dev_cv,Beijing,2026-06-12,15.0,current_no,NO,0.06,0.1049421066076993,0.0449421066076993,0.0,0.06,-0.06,0.06282,-0.06282,False,,,,,,,,False,,0.06,-0.06,0.06282,-0.06282,0.06,-0.06,0.06282,-0.06282,0.06,-0.06,0.06282,-0.06282,0.06,-0.06,0.06282,-0.06282
0.0,dev_cv,Beijing,2026-06-13,13.0,current_yes,YES,0.64,0.669663053412352,0.0296630534123519,0.0,0.64,-0.64,0.65152,-0.65152,False,,,,,,,,False,,0.64,-0.64,0.65152,-0.65152,0.64,-0.64,0.65152,-0.65152,0.64,-0.64,0.65152,-0.65152,0.64,-0.64,0.65152,-0.65152
0.0,dev_cv,Beijing,2026-06-14,13.0,d1_no,NO,0.7,0.7223759082816601,0.0223759082816601,0.0,0.7,-0.7,0.7104999999999999,-0.7104999999999999,False,,,,,,,,False,,0.7,-0.7,0.7104999999999999,-0.7104999999999999,0.7,-0.7,0.7104999999999999,-0.7104999999999999,0.7,-0.7,0.7104999999999999,-0.7104999999999999,0.7,-0.7,0.7104999999999999,-0.7104999999999999
