evidence_layer,target_date,city,router_route,router_ask,router_payoff,score_deployed_weight,score_all_expr_city_bias_weight,score_no_price_weight,score_route_mult,score_price_mult,score_peak_mult,score_freshness_mult,score_momentum_mult,score_weather_mult,score_deployed_city_bias_mult,score_all_expr_city_bias_mult,city_source_bias_regime,score_recompute_abs_diff
frozen_live_like_route_price,2026-06-14,SanFrancisco,fresh_runway_current_no,0.18,1.0,0.6400000000000001,0.4160000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-06-14,Shanghai,fresh_runway_current_no,0.427,0.0,0.11200000000000002,0.1288,0.11200000000000002,0.8,1.0,0.25,1.0,0.8,0.7,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-14,Taipei,false_fade_reheat_current_no,0.12,1.0,0.12675,0.07604999999999999,0.12675,0.65,1.0,0.25,1.0,1.0,0.78,1.0,0.6,two_sided_noisy,0.0
frozen_live_like_route_price,2026-06-15,Ankara,capped_d2_no,0.31,1.0,0.29250000000000004,0.29250000000000004,0.29250000000000004,0.45,1.0,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-15,Austin,false_fade_reheat_current_no,0.44,1.0,0.572,0.6577999999999999,0.572,0.65,1.0,1.0,1.0,1.0,0.8799999999999999,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-15,Busan,fresh_runway_current_no,0.26,1.0,0.2880000000000001,0.21600000000000008,0.2880000000000001,0.8,1.0,0.5,1.0,0.8,0.9,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-15,Helsinki,fresh_runway_current_no,0.38,1.0,0.088,0.0704,0.088,0.8,1.0,0.25,1.0,0.5,0.8799999999999999,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-15,Karachi,capped_d2_no,0.6,1.0,0.18029700000000004,0.18029700000000004,0.2691,0.45,0.67,1.0,1.0,1.0,0.92,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-15,Lucknow,fresh_runway_current_no,0.23,0.0,0.6400000000000001,0.4160000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-06-15,Munich,capped_d2_no,0.49,0.0,0.3078,0.3078,0.3375,0.45,0.912,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
frozen_live_like_route_price,2026-06-15,Tokyo,false_fade_reheat_current_no,0.52,1.0,0.10723050000000002,0.09650745000000002,0.12675,0.65,0.846,0.25,1.0,1.0,0.78,1.0,0.9,balanced_tight,0.0
frozen_live_like_route_price,2026-06-16,Houston,fresh_runway_current_no,0.52,1.0,0.527904,0.34313760000000004,0.6240000000000001,0.8,0.846,1.0,1.0,1.0,0.78,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-06-16,TelAviv,false_fade_reheat_current_no,0.61,0.0,0.33696000000000004,0.26956800000000003,0.52,0.65,0.648,1.0,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-16,Wuhan,fresh_runway_current_no,0.39,1.0,0.4608000000000001,0.3686400000000001,0.4608000000000001,0.8,1.0,0.8,1.0,0.8,0.9,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-17,Beijing,fresh_runway_current_no,0.47,0.0,0.48947200000000013,0.3671040000000001,0.5120000000000001,0.8,0.9560000000000001,0.8,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-17,Chengdu,false_fade_reheat_current_no,0.38,0.0,0.273,0.31395,0.273,0.65,1.0,1.0,1.0,0.5,0.8400000000000001,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-17,Dallas,capped_d2_no,0.61,1.0,0.18954000000000001,0.18954000000000001,0.29250000000000004,0.45,0.648,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-17,Karachi,capped_d2_no,0.53,0.0,0.2217384,0.2217384,0.2691,0.45,0.824,1.0,1.0,1.0,0.92,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-18,CapeTown,fresh_runway_current_no,0.53,0.0,0.606464,0.45484800000000003,0.7360000000000001,0.8,0.824,1.0,1.0,1.0,0.92,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,Beijing,false_fade_reheat_current_no,0.4,1.0,0.286,0.21449999999999997,0.286,0.65,1.0,1.0,1.0,0.5,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,BuenosAires,capped_d2_no,0.56,0.0,0.25582499999999997,0.25582499999999997,0.3375,0.45,0.7579999999999999,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,Busan,fresh_runway_current_no,0.55,0.0,0.26208000000000004,0.19656,0.3360000000000001,0.8,0.7799999999999999,0.5,1.0,1.0,0.8400000000000001,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,Helsinki,capped_d2_no,0.51,1.0,0.35154,0.35154,0.405,0.45,0.868,1.0,1.0,1.0,1.0,0.9,0.9,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-19,Houston,fresh_runway_current_no,0.26,0.0,0.36000000000000004,0.23400000000000004,0.36000000000000004,0.8,1.0,0.5,1.0,1.0,0.9,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-06-19,Istanbul,false_fade_reheat_current_no,0.44,1.0,0.47840000000000005,0.3588,0.47840000000000005,0.65,1.0,1.0,1.0,0.8,0.92,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,Karachi,capped_d2_no,0.62,0.0,0.15747030000000004,0.15747030000000004,0.25155000000000005,0.45,0.626,1.0,1.0,1.0,0.8600000000000001,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-19,NYC,false_fade_reheat_current_no,0.65,1.0,0.364,0.273,0.65,0.65,0.5599999999999999,1.0,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-19,TelAviv,fresh_runway_current_no,0.34,0.0,0.32000000000000006,0.25600000000000006,0.32000000000000006,0.8,1.0,0.5,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-20,Jeddah,false_fade_reheat_current_no,0.17,0.0,0.26,0.169,0.26,0.65,1.0,0.8,1.0,0.5,1.0,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-06-20,Shanghai,false_fade_reheat_current_no,0.612,1.0,0.26104416,0.300200784,0.4056,0.65,0.6436,1.0,1.0,0.8,0.78,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-20,Singapore,false_fade_reheat_current_no,0.54,1.0,0.3252912,0.37408487999999995,0.4056,0.65,0.8019999999999999,0.8,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-20,Tokyo,fresh_runway_current_no,0.11,0.0,0.3993600000000001,0.3594240000000001,0.3993600000000001,0.8,1.0,0.8,1.0,0.8,0.78,1.0,0.9,balanced_tight,0.0
frozen_live_like_route_price,2026-06-21,Beijing,capped_d2_no,0.29,0.0,0.29250000000000004,0.29250000000000004,0.29250000000000004,0.45,1.0,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-21,Karachi,fresh_runway_current_no,0.45,1.0,0.5888000000000001,0.4416000000000001,0.5888000000000001,0.8,1.0,0.8,1.0,1.0,0.92,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-21,Singapore,capped_d2_no,0.51,0.0,0.2132676,0.2132676,0.24570000000000006,0.45,0.868,1.0,1.0,1.0,0.8400000000000001,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-22,NYC,false_fade_reheat_current_no,0.638,0.0,0.06708416000000002,0.05031312000000002,0.11439999999999999,0.65,0.5864,0.25,1.0,0.8,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-22,Shanghai,cheap_stale_tail_current_no,0.22,0.0,0.0525,0.06037499999999999,0.0525,0.3,1.0,0.25,1.0,1.0,0.7,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-23,Chongqing,fresh_runway_current_no,0.53,0.0,0.5141760000000001,0.5913024,0.6240000000000001,0.8,0.824,1.0,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-23,NYC,cheap_stale_tail_current_no,0.21,1.0,0.26399999999999996,0.19799999999999995,0.26399999999999996,0.3,1.0,1.0,1.0,1.0,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-23,Wellington,capped_d2_no,0.62,1.0,0.18310500000000002,0.18310500000000002,0.29250000000000004,0.45,0.626,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-24,Karachi,false_fade_reheat_current_no,0.572,1.0,0.34999744000000005,0.26249808,0.47840000000000005,0.65,0.7316,1.0,1.0,0.8,0.92,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-25,Karachi,fresh_runway_current_no,0.5,0.0,0.39188480000000014,0.2939136000000001,0.44032000000000016,0.8,0.89,0.8,1.0,0.8,0.8600000000000001,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-06-25,Wuhan,fresh_runway_current_no,0.47,1.0,0.5139456000000002,0.4368537600000002,0.5376000000000002,0.8,0.9560000000000001,0.8,1.0,1.0,0.8400000000000001,1.0,0.85,hot_underforecast_noisy,0.0
frozen_live_like_route_price,2026-06-26,Chongqing,fresh_runway_current_no,0.29,0.0,0.4992000000000001,0.57408,0.4992000000000001,0.8,1.0,1.0,1.0,0.8,0.78,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-06-26,TelAviv,fresh_runway_current_no,0.519,0.0,0.27142400000000005,0.21713920000000006,0.32000000000000006,0.8,0.8482,0.5,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-26,Tokyo,false_fade_reheat_current_no,0.62,1.0,0.227864,0.20507760000000003,0.364,0.65,0.626,1.0,1.0,0.8,0.7,1.0,0.9,balanced_tight,0.0
frozen_live_like_route_price,2026-06-27,TelAviv,fresh_runway_current_no,0.53,,0.42188800000000004,0.33751040000000004,0.5120000000000001,0.8,0.824,0.8,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-06-28,Singapore,capped_d2_no,0.41,,0.24570000000000006,0.24570000000000006,0.24570000000000006,0.45,1.0,1.0,1.0,1.0,0.8400000000000001,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Ankara,fresh_runway_current_no,0.69,1.0,0.3776000000000001,0.43424000000000007,0.8,0.8,0.4720000000000001,1.0,1.0,1.0,1.0,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Beijing,fresh_runway_current_no,0.27,0.0,0.32000000000000006,0.24000000000000005,0.32000000000000006,0.8,1.0,0.5,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-20,Chengdu,capped_d2_no,0.69,1.0,0.12425400000000002,0.12425400000000002,0.26325000000000004,0.45,0.4720000000000001,1.0,1.0,1.0,0.9,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Istanbul,capped_d2_no,0.65,1.0,0.21168,0.21168,0.37800000000000006,0.45,0.5599999999999999,1.0,1.0,1.0,0.8,1.05,1.05,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-20,Jeddah,false_fade_reheat_current_no,0.587,0.0,0.11352250000000003,0.130550875,0.1625,0.65,0.6986000000000001,0.5,1.0,0.5,1.0,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Lucknow,fresh_runway_current_no,0.15,1.0,0.6400000000000001,0.4160000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Miami,capped_d2_no,0.66,0.0,0.21789,0.21789,0.405,0.45,0.5379999999999999,1.0,1.0,1.0,0.9,1.0,1.0,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-20,Munich,capped_d2_no,0.64,0.0,0.19642499999999996,0.19642499999999996,0.3375,0.45,0.582,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-20,SanFrancisco,fresh_runway_current_no,0.62,0.0,0.40064000000000005,0.26041600000000004,0.6400000000000001,0.8,0.626,0.8,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Shanghai,cheap_stale_tail_current_no,0.22,1.0,0.23399999999999999,0.26909999999999995,0.23399999999999999,0.3,1.0,1.0,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Singapore,capped_d2_no,0.62,0.0,0.15380820000000003,0.15380820000000003,0.24570000000000006,0.45,0.626,1.0,1.0,1.0,0.8400000000000001,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-20,Wellington,capped_d2_no,0.68,1.0,0.11559599999999999,0.11559599999999999,0.23400000000000004,0.45,0.4939999999999999,1.0,1.0,1.0,0.8,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-21,Guangzhou,false_fade_reheat_current_no,0.65,1.0,0.22713600000000003,0.19306560000000003,0.4056,0.65,0.5599999999999999,1.0,1.0,0.8,0.78,1.0,0.85,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-21,Jeddah,capped_d2_no,0.6,1.0,0.19597500000000004,0.19597500000000004,0.29250000000000004,0.45,0.67,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-21,Manila,capped_d2_no,0.6,0.0,0.17637750000000002,0.17637750000000002,0.26325000000000004,0.45,0.67,1.0,1.0,1.0,0.9,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-21,Munich,capped_d2_no,0.56,0.0,0.25582499999999997,0.25582499999999997,0.3375,0.45,0.7579999999999999,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-21,SanFrancisco,fresh_runway_current_no,0.66,0.0,0.34431999999999996,0.22380799999999998,0.6400000000000001,0.8,0.5379999999999999,0.8,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-21,SaoPaulo,pullback_uncertain_current_high_yes,0.7,1.0,0.198,0.17820000000000003,0.43999999999999995,0.5,0.45000000000000007,1.0,1.0,1.0,0.8799999999999999,1.0,0.9,mild_or_mixed,0.099
historical_best_ask_diagnostic,2026-05-21,TelAviv,false_fade_reheat_current_no,0.58,0.0,0.19956300000000005,0.15965040000000005,0.2795,0.65,0.7140000000000001,1.0,1.0,0.5,0.8600000000000001,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-21,Warsaw,false_fade_reheat_current_no,0.43,1.0,0.26,0.234,0.26,0.65,1.0,0.8,1.0,0.5,1.0,1.0,0.9,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-22,Chongqing,capped_d2_no,0.664,0.0,0.1393119,0.1393119,0.26325000000000004,0.45,0.5291999999999999,1.0,1.0,1.0,0.9,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-22,Helsinki,fresh_runway_current_no,0.31,0.0,0.16000000000000003,0.12800000000000003,0.16000000000000003,0.8,1.0,0.25,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-22,Istanbul,fresh_runway_current_no,0.63,0.0,0.27213824,0.20410367999999998,0.45056000000000007,0.8,0.604,0.8,1.0,0.8,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-22,Jeddah,capped_d2_no,0.68,1.0,0.14449499999999996,0.14449499999999996,0.29250000000000004,0.45,0.4939999999999999,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-22,Manila,capped_d2_no,0.58,0.0,0.18796050000000003,0.18796050000000003,0.26325000000000004,0.45,0.7140000000000001,1.0,1.0,1.0,0.9,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-22,Munich,capped_d2_no,0.55,0.0,0.26325,0.26325,0.3375,0.45,0.7799999999999999,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-22,NYC,fresh_runway_current_no,0.28,1.0,0.6400000000000001,0.4800000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-22,Shanghai,fresh_runway_current_no,0.12,0.0,0.4608000000000001,0.5299200000000001,0.4608000000000001,0.8,1.0,0.8,1.0,0.8,0.9,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-23,Amsterdam,fresh_runway_current_no,0.43,0.0,0.6400000000000001,0.5760000000000002,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.9,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-23,CapeTown,fresh_runway_current_no,0.49,1.0,0.7296,0.5472,0.8,0.8,0.912,1.0,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-23,Denver,false_fade_reheat_current_no,0.67,1.0,0.1677,0.13416,0.325,0.65,0.5159999999999999,1.0,1.0,0.5,1.0,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-23,Istanbul,fresh_runway_current_no,0.6,0.0,0.47168,0.35375999999999996,0.704,0.8,0.67,1.0,1.0,1.0,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-23,Lucknow,fresh_runway_current_no,0.5,0.0,0.4556800000000001,0.29619200000000007,0.5120000000000001,0.8,0.89,0.8,1.0,0.8,1.0,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-23,SanFrancisco,fresh_runway_current_no,0.63,1.0,0.44454400000000005,0.28895360000000003,0.7360000000000001,0.8,0.604,1.0,1.0,1.0,0.92,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-23,Shanghai,fresh_runway_current_no,0.55,1.0,0.44928,0.516672,0.5760000000000002,0.8,0.7799999999999999,0.8,1.0,1.0,0.9,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-23,Warsaw,fresh_runway_current_no,0.69,0.0,0.2416640000000001,0.2174976000000001,0.5120000000000001,0.8,0.4720000000000001,0.8,1.0,0.8,1.0,1.0,0.9,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-24,Chengdu,capped_d2_no,0.66,1.0,0.13218660000000002,0.13218660000000002,0.24570000000000006,0.45,0.5379999999999999,1.0,1.0,1.0,0.8400000000000001,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-24,Lucknow,fresh_runway_current_no,0.58,0.0,0.5712,0.37128000000000005,0.8,0.8,0.7140000000000001,1.0,1.0,1.0,1.0,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-24,NYC,fresh_runway_current_no,0.61,0.0,0.45619200000000004,0.342144,0.704,0.8,0.648,1.0,1.0,1.0,0.8799999999999999,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-24,TelAviv,fresh_runway_current_no,0.65,1.0,0.28672000000000003,0.22937600000000002,0.5120000000000001,0.8,0.5599999999999999,0.8,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-25,CapeTown,fresh_runway_current_no,0.55,0.0,0.24960000000000002,0.1872,0.32000000000000006,0.8,0.7799999999999999,0.5,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-25,Houston,fresh_runway_current_no,0.67,1.0,0.37151999999999996,0.24148799999999998,0.7200000000000001,0.8,0.5159999999999999,1.0,1.0,1.0,0.9,1.0,0.65,cold_overforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-25,Jeddah,capped_d2_no,0.65,0.0,0.1638,0.1638,0.29250000000000004,0.45,0.5599999999999999,1.0,1.0,1.0,1.0,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-25,LA,fresh_runway_current_no,0.7,1.0,0.3600000000000001,0.2700000000000001,0.8,0.8,0.45000000000000007,1.0,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-25,Shanghai,fresh_runway_current_no,0.17,0.0,0.4992000000000001,0.57408,0.4992000000000001,0.8,1.0,0.8,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-25,TelAviv,fresh_runway_current_no,0.23,0.0,0.16000000000000003,0.12800000000000003,0.16000000000000003,0.8,1.0,0.25,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-25,Tokyo,fresh_runway_current_no,0.63,0.0,0.34790400000000005,0.31311360000000005,0.5760000000000002,0.8,0.604,0.8,1.0,1.0,0.9,1.0,0.9,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-25,Wuhan,false_fade_reheat_current_no,0.47,0.0,0.19387680000000004,0.15510144000000003,0.2028,0.65,0.9560000000000001,0.8,1.0,0.5,0.78,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-26,Beijing,fresh_runway_current_no,0.452,1.0,0.6371840000000001,0.4778880000000001,0.6400000000000001,0.8,0.9956,1.0,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-26,Chongqing,fresh_runway_current_no,0.44,1.0,0.2688000000000001,0.30912000000000006,0.2688000000000001,0.8,1.0,0.5,1.0,0.8,0.8400000000000001,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-26,Guangzhou,fresh_runway_current_no,0.67,1.0,0.297216,0.25263359999999996,0.5760000000000002,0.8,0.5159999999999999,1.0,1.0,0.8,0.9,1.0,0.85,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-26,Shanghai,fresh_runway_current_no,0.55,1.0,0.38937600000000006,0.4477824,0.4992000000000001,0.8,0.7799999999999999,0.8,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-26,Taipei,fresh_runway_current_no,0.3,1.0,0.7200000000000001,0.43200000000000005,0.7200000000000001,0.8,1.0,1.0,1.0,1.0,0.9,1.0,0.6,two_sided_noisy,0.0
historical_best_ask_diagnostic,2026-05-26,TelAviv,fresh_runway_current_no,0.7,1.0,0.3600000000000001,0.2880000000000001,0.8,0.8,0.45000000000000007,1.0,1.0,1.0,1.0,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-26,Wuhan,fresh_runway_current_no,0.45,0.0,0.6240000000000001,0.4992000000000001,0.6240000000000001,0.8,1.0,1.0,1.0,1.0,0.78,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-27,Beijing,fresh_runway_current_no,0.67,0.0,0.33024,0.24767999999999998,0.6400000000000001,0.8,0.5159999999999999,1.0,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-27,Manila,fresh_runway_current_no,0.639,0.0,0.26919936,0.30957926399999997,0.4608000000000001,0.8,0.5841999999999999,0.8,1.0,0.8,0.9,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-27,Miami,fresh_runway_current_no,0.69,1.0,0.28697600000000006,0.2582784000000001,0.6080000000000001,0.8,0.4720000000000001,1.0,1.0,1.0,0.76,1.0,0.9,balanced_tight,0.0
historical_best_ask_diagnostic,2026-05-27,SaoPaulo,false_fade_reheat_current_no,0.35,0.0,0.36607999999999996,0.29286399999999996,0.36607999999999996,0.65,1.0,0.8,1.0,0.8,0.8799999999999999,1.0,0.8,mild_or_mixed,0.0
historical_best_ask_diagnostic,2026-05-27,Shanghai,fresh_runway_current_no,0.57,1.0,0.3956736000000001,0.4550246400000001,0.5376000000000002,0.8,0.7360000000000001,1.0,1.0,0.8,0.8400000000000001,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,Ankara,fresh_runway_current_no,0.5,0.0,0.4556800000000001,0.524032,0.5120000000000001,0.8,0.89,0.8,1.0,0.8,1.0,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,Beijing,false_fade_reheat_current_no,0.29,1.0,0.65,0.48750000000000004,0.65,0.65,1.0,1.0,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-28,BuenosAires,fresh_runway_current_no,0.57,1.0,0.33161216000000004,0.28187033600000005,0.45056000000000007,0.8,0.7360000000000001,0.8,1.0,0.8,0.8799999999999999,1.0,0.85,hot_underforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-28,Busan,fresh_runway_current_no,0.58,1.0,0.35642880000000005,0.26732160000000005,0.4992000000000001,0.8,0.7140000000000001,0.8,1.0,1.0,0.78,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-28,Chongqing,cheap_stale_tail_current_no,0.29,0.0,0.058499999999999996,0.06727499999999999,0.058499999999999996,0.3,1.0,0.25,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,Jeddah,fresh_runway_current_no,0.393,1.0,0.32000000000000006,0.36800000000000005,0.32000000000000006,0.8,1.0,0.5,1.0,0.8,1.0,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,Karachi,capped_d2_no,0.64,1.0,0.15661619999999998,0.15661619999999998,0.2691,0.45,0.582,1.0,1.0,1.0,0.92,0.65,0.65,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,LA,fresh_runway_current_no,0.41,1.0,0.6400000000000001,0.4800000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
historical_best_ask_diagnostic,2026-05-28,Manila,fresh_runway_current_no,0.48,0.0,0.4303872000000001,0.49494528000000004,0.4608000000000001,0.8,0.934,0.8,1.0,0.8,0.9,1.0,1.15,hot_underforecast_clean,0.0
historical_best_ask_diagnostic,2026-05-28,Miami,false_fade_reheat_current_no,0.67,1.0,0.20928960000000002,0.18836064000000002,0.4056,0.65,0.5159999999999999,1.0,1.0,0.8,0.78,1.0,0.9,balanced_tight,0.0
