evidence_layer,target_date,city,router_route,router_ask,router_payoff,score_deployed_weight,score_all_expr_city_bias_weight,score_no_price_weight,score_route_mult,score_price_mult,score_peak_mult,score_freshness_mult,score_momentum_mult,score_weather_mult,score_deployed_city_bias_mult,score_all_expr_city_bias_mult,city_source_bias_regime,score_recompute_abs_diff
frozen_live_like_route_price,2026-05-21,Warsaw,false_fade_reheat_current_no,0.43,1.0,0.26,0.234,0.26,0.65,1.0,0.8,1.0,0.5,1.0,1.0,0.9,balanced_tight,0.0
frozen_live_like_route_price,2026-05-22,Helsinki,fresh_runway_current_no,0.31,0.0,0.16000000000000003,0.12800000000000003,0.16000000000000003,0.8,1.0,0.25,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-05-22,Manila,capped_d2_no,0.58,0.0,0.18796050000000003,0.18796050000000003,0.26325000000000004,0.45,0.7140000000000001,1.0,1.0,1.0,0.9,0.65,0.65,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-05-22,Munich,capped_d2_no,0.55,0.0,0.26325,0.26325,0.3375,0.45,0.7799999999999999,1.0,1.0,1.0,1.0,0.75,0.75,hot_underforecast_noisy,0.0
frozen_live_like_route_price,2026-05-22,NYC,fresh_runway_current_no,0.28,1.0,0.6400000000000001,0.4800000000000001,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-05-22,Shanghai,fresh_runway_current_no,0.12,0.0,0.4608000000000001,0.5299200000000001,0.4608000000000001,0.8,1.0,0.8,1.0,0.8,0.9,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-05-23,Amsterdam,fresh_runway_current_no,0.43,0.0,0.6400000000000001,0.5760000000000002,0.6400000000000001,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.9,balanced_tight,0.0
frozen_live_like_route_price,2026-05-23,CapeTown,fresh_runway_current_no,0.49,1.0,0.7296,0.5472,0.8,0.8,0.912,1.0,1.0,1.0,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-05-23,Lucknow,fresh_runway_current_no,0.5,0.0,0.4556800000000001,0.29619200000000007,0.5120000000000001,0.8,0.89,0.8,1.0,0.8,1.0,1.0,0.65,cold_overforecast_clean,0.0
frozen_live_like_route_price,2026-05-23,Shanghai,fresh_runway_current_no,0.55,1.0,0.44928,0.516672,0.5760000000000002,0.8,0.7799999999999999,0.8,1.0,1.0,0.9,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-05-25,CapeTown,fresh_runway_current_no,0.55,0.0,0.24960000000000002,0.1872,0.32000000000000006,0.8,0.7799999999999999,0.5,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-05-25,Shanghai,fresh_runway_current_no,0.17,0.0,0.4992000000000001,0.57408,0.4992000000000001,0.8,1.0,0.8,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-05-25,TelAviv,fresh_runway_current_no,0.23,0.0,0.16000000000000003,0.12800000000000003,0.16000000000000003,0.8,1.0,0.25,1.0,0.8,1.0,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-05-25,Wuhan,false_fade_reheat_current_no,0.47,0.0,0.19387680000000004,0.15510144000000003,0.2028,0.65,0.9560000000000001,0.8,1.0,0.5,0.78,1.0,0.8,mild_or_mixed,0.0
frozen_live_like_route_price,2026-05-26,Beijing,fresh_runway_current_no,0.452,1.0,0.6371840000000001,0.4778880000000001,0.6400000000000001,0.8,0.9956,1.0,1.0,0.8,1.0,1.0,0.75,cold_overforecast_noisy,0.0
frozen_live_like_route_price,2026-05-26,Chongqing,fresh_runway_current_no,0.44,1.0,0.2688000000000001,0.30912000000000006,0.2688000000000001,0.8,1.0,0.5,1.0,0.8,0.8400000000000001,1.0,1.15,hot_underforecast_clean,0.0
frozen_live_like_route_price,2026-05-26,Shanghai,fresh_runway_current_no,0.55,1.0,0.38937600000000006,0.4477824,0.4992000000000001,0.8,0.7799999999999999,0.8,1.0,1.0,0.78,1.0,1.15,hot_underforecast_clean,0.0
