label,period,rows,dates,cities,win_rate,avg_entry,avg_cost,stop_hit_rate,cost,pnl,roi,roi_ci_low,roi_ci_high,losing_days,le_minus50pct_days,max_daily_loss_usd,max_daily_loss_roi
higher_plus_yes,full,246,52,42,0.028455284552845527,0.041004065040650406,0.3368243715447154,0.0,82.85879539999999,-26.858795399999998,-0.32415141048502377,-0.6416409039624568,0.0010219200202217869,47,45,-6.631492199999999,-1.0
next_hotter_yes,full,307,53,44,0.17263843648208468,0.17039902280130292,1.4070637097719871,0.0,431.96855890000006,-7.968558900000005,-0.018447080778961768,-0.2431180716653425,0.20127420078004202,31,23,-15.835365300000001,-1.0
selected_plus_next_basket,full,307,53,44,0.31921824104234525,0.14204451557410425,1.136356124592834,0.0,348.86133025000004,43.138669749999984,0.1236556362354236,-0.011829687304184204,0.2570262311810538,15,9,-7.269780000000001,-1.0
selected_yes,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8692643318318319,0.0,289.46502250000003,110.5349775,0.38185953019591506,0.07384056216601345,0.7209072612841563,19,16,-10.39389,-1.0
two_hotter_yes,full,290,53,44,0.1724137931034483,0.18035344827586208,1.4873774189655171,0.0,431.3394515,-31.33945150000001,-0.0726561212776059,-0.289631728706444,0.13856437588324724,31,22,-16.6325009,-1.0
