label,period,rows,dates,cities,win_rate,avg_entry,avg_cost,stop_hit_rate,cost,pnl,roi,roi_ci_low,roi_ci_high,losing_days,le_minus50pct_days,max_daily_loss_usd,max_daily_loss_roi,sizing,entry_profile,exit_policy
fixed_10_shares|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,1.0407957957957958,0.0,346.58500000000004,153.41500000000002,0.44264754677784673,0.12090228859119695,0.7965301106242897,19,16,-12.450000000000001,-1.0,fixed_10_shares,maker_no_fee,hold
fixed_10_shares|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,1.0407957957957958,0.3933933933933934,346.58500000000004,161.0573485,0.46469797740813934,0.17518761117072776,0.7775767668262639,18,17,-12.0692,-1.0,fixed_10_shares,maker_no_fee,strict_dead_or_late_dust
fixed_10_shares|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,1.0407957957957958,0.48348348348348347,346.58500000000004,91.99266,0.2654259705411371,0.001949776173713438,0.5475820169505753,24,16,-10.894,-1.0,fixed_10_shares,maker_no_fee,time_stop_or_late_salvage
fixed_10_shares|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,1.1904896189939942,0.0,396.43304312500004,103.56695687499999,0.26124703445152553,-0.01967820424898964,0.5713613549562474,21,16,-14.134362500000002,-1.0,fixed_10_shares,taker_plus1c_weather_fee,hold
fixed_10_shares|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,1.1904896189939942,0.3933933933933934,396.43304312500004,111.20930537499997,0.2805248132152656,0.026683329982849977,0.5531833241807996,18,17,-13.753562500000001,-1.0,fixed_10_shares,taker_plus1c_weather_fee,strict_dead_or_late_dust
fixed_10_shares|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,1.1904896189939942,0.48348348348348347,396.43304312500004,42.14461687499997,0.10630954610337885,-0.12524263370801544,0.3541256568113333,24,18,-12.426131875,-1.0,fixed_10_shares,taker_plus1c_weather_fee,time_stop_or_late_salvage
fixed_10_shares|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,1.08658041478979,0.0,361.83127812500004,138.16872187499996,0.38185953019591495,0.0738405621660135,0.7209072612841562,19,16,-12.9923625,-1.0,fixed_10_shares,taker_weather_fee,hold
fixed_10_shares|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,1.08658041478979,0.3933933933933934,361.83127812500004,145.81107037499999,0.40298083441152194,0.1255185434312079,0.7024619305848392,18,17,-12.6115625,-1.0,fixed_10_shares,taker_weather_fee,strict_dead_or_late_dust
fixed_10_shares|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,1.08658041478979,0.48348348348348347,361.83127812500004,76.74638187499997,0.21210543840404747,-0.04033368518192381,0.4824957103057532,24,16,-11.388096875,-1.0,fixed_10_shares,taker_weather_fee,time_stop_or_late_salvage
fixed_6_shares|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6244774774774775,0.0,207.951,92.049,0.44264754677784673,0.12090228859119692,0.7965301106242897,19,16,-7.47,-1.0,fixed_6_shares,maker_no_fee,hold
fixed_6_shares|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6244774774774775,0.3933933933933934,207.951,96.6344091,0.46469797740813945,0.17518761117072779,0.7775767668262639,18,17,-7.2415199999999995,-1.0,fixed_6_shares,maker_no_fee,strict_dead_or_late_dust
fixed_6_shares|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6244774774774775,0.48348348348348347,207.951,55.195595999999995,0.2654259705411371,0.0019497761737134775,0.5475820169505752,24,16,-6.5364,-1.0,fixed_6_shares,maker_no_fee,time_stop_or_late_salvage
fixed_6_shares|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7142937713963964,0.0,237.859825875,62.140174124999994,0.26124703445152553,-0.01967820424898963,0.5713613549562477,21,16,-8.480617500000001,-1.0,fixed_6_shares,taker_plus1c_weather_fee,hold
fixed_6_shares|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7142937713963964,0.3933933933933934,237.859825875,66.725583225,0.2805248132152657,0.02668332998285001,0.5531833241807996,18,17,-8.2521375,-1.0,fixed_6_shares,taker_plus1c_weather_fee,strict_dead_or_late_dust
fixed_6_shares|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7142937713963964,0.48348348348348347,237.859825875,25.286770125000004,0.10630954610337895,-0.1252426337080154,0.3541256568113334,24,18,-7.4556791250000005,-1.0,fixed_6_shares,taker_plus1c_weather_fee,time_stop_or_late_salvage
fixed_6_shares|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6519482488738739,0.0,217.09876687500002,82.90123312499999,0.381859530195915,0.07384056216601345,0.7209072612841563,19,16,-7.7954175,-1.0,fixed_6_shares,taker_weather_fee,hold
fixed_6_shares|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6519482488738739,0.3933933933933934,217.09876687500002,87.486642225,0.402980834411522,0.12551854343120797,0.7024619305848391,18,17,-7.5669375,-1.0,fixed_6_shares,taker_weather_fee,strict_dead_or_late_dust
fixed_6_shares|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.6519482488738739,0.48348348348348347,217.09876687500002,46.04782912499999,0.21210543840404752,-0.040333685181923755,0.48249571030575333,24,16,-6.832858125,-1.0,fixed_6_shares,taker_weather_fee,time_stop_or_late_salvage
fixed_8_shares|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8326366366366367,0.0,277.26800000000003,122.732,0.4426475467778467,0.12090228859119692,0.7965301106242891,19,16,-9.96,-1.0,fixed_8_shares,maker_no_fee,hold
fixed_8_shares|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8326366366366367,0.3933933933933934,277.26800000000003,128.8458788,0.4646979774081394,0.17518761117072776,0.7775767668262639,18,17,-9.65536,-1.0,fixed_8_shares,maker_no_fee,strict_dead_or_late_dust
fixed_8_shares|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8326366366366367,0.48348348348348347,277.26800000000003,73.59412799999998,0.26542597054113704,0.0019497761737134259,0.5475820169505753,24,16,-8.7152,-1.0,fixed_8_shares,maker_no_fee,time_stop_or_late_salvage
fixed_8_shares|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9523916951951952,0.0,317.1464345,82.85356549999999,0.26124703445152553,-0.01967820424898959,0.5713613549562474,21,16,-11.30749,-1.0,fixed_8_shares,taker_plus1c_weather_fee,hold
fixed_8_shares|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9523916951951952,0.3933933933933934,317.1464345,88.96744429999998,0.2805248132152657,0.026683329982850022,0.5531833241807996,18,17,-11.00285,-1.0,fixed_8_shares,taker_plus1c_weather_fee,strict_dead_or_late_dust
fixed_8_shares|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9523916951951952,0.48348348348348347,317.1464345,33.715693499999986,0.1063095461033789,-0.12524263370801536,0.35412565681133334,24,18,-9.9409055,-1.0,fixed_8_shares,taker_plus1c_weather_fee,time_stop_or_late_salvage
fixed_8_shares|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8692643318318319,0.0,289.46502250000003,110.53497750000001,0.3818595301959151,0.07384056216601345,0.7209072612841564,19,16,-10.39389,-1.0,fixed_8_shares,taker_weather_fee,hold
fixed_8_shares|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8692643318318319,0.3933933933933934,289.46502250000003,116.6488563,0.402980834411522,0.12551854343120797,0.7024619305848391,18,17,-10.08925,-1.0,fixed_8_shares,taker_weather_fee,strict_dead_or_late_dust
fixed_8_shares|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8692643318318319,0.48348348348348347,289.46502250000003,61.39710550000001,0.2121054384040476,-0.0403336851819238,0.4824957103057534,24,16,-9.1104775,-1.0,fixed_8_shares,taker_weather_fee,time_stop_or_late_salvage
fixed_cash_0p80|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7999999999999999,0.0,266.4,102.69624080624854,0.3854963994228549,0.03921954517562559,0.7687590941537747,22,16,-8.8,-1.0,fixed_cash_0p80,maker_no_fee,hold
fixed_cash_0p80|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7999999999999999,0.3933933933933934,266.4,103.8591803178376,0.3898617879798709,0.09863283400514881,0.702504927931256,20,17,-8.19072,-1.0,fixed_cash_0p80,maker_no_fee,strict_dead_or_late_dust
fixed_cash_0p80|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.7999999999999999,0.48348348348348347,266.4,34.88036377195236,0.1309322964412626,-0.09141753837117247,0.37695741028689345,24,16,-7.417895474145282,-1.0,fixed_cash_0p80,maker_no_fee,time_stop_or_late_salvage
fixed_cash_0p80|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9285553282546813,0.0,309.2089243088089,59.887316497439684,0.19367913339276666,-0.10431134747806356,0.5248714184757927,27,16,-10.12983473232546,-1.0,fixed_cash_0p80,taker_plus1c_weather_fee,hold
fixed_cash_0p80|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9285553282546813,0.3933933933933934,309.2089243088089,61.05025600902873,0.19744014874569873,-0.054160173751104525,0.46694273590642676,22,17,-9.6202803410233,-1.0,fixed_cash_0p80,taker_plus1c_weather_fee,strict_dead_or_late_dust
fixed_cash_0p80|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9285553282546813,0.48348348348348347,309.2089243088089,-7.928560536856516,-0.025641435008965693,-0.21762056619206116,0.18819930753750688,26,17,-9.529602031146583,-1.0,fixed_cash_0p80,taker_plus1c_weather_fee,time_stop_or_late_salvage
fixed_cash_0p80|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8358368168168169,0.0,278.33366,90.76258080624854,0.32609272197350664,-0.00543619243681526,0.6928208228520029,24,16,-9.1902,-1.0,fixed_cash_0p80,taker_weather_fee,hold
fixed_cash_0p80|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8358368168168169,0.3933933933933934,278.33366,91.9255203178376,0.3302709428598668,0.051371159416068596,0.6296558718115713,22,17,-8.58092,-1.0,fixed_cash_0p80,taker_weather_fee,strict_dead_or_late_dust
fixed_cash_0p80|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8358368168168169,0.48348348348348347,278.33366,22.946703771952357,0.08244315032523324,-0.13054385107555297,0.3179580849655671,26,16,-7.965475474145282,-1.0,fixed_cash_0p80,taker_weather_fee,time_stop_or_late_salvage
price_tier_6_8_10_shares|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.848006006006006,0.0,282.38599999999997,135.614,0.4802433548405375,0.15499898943364843,0.839958358296891,19,16,-10.58,-1.0,price_tier_6_8_10_shares,maker_no_fee,hold
price_tier_6_8_10_shares|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.848006006006006,0.3933933933933934,282.38599999999997,143.8906647,0.5095531106357964,0.2046548302746166,0.8438189405450038,19,17,-10.35152,-1.0,price_tier_6_8_10_shares,maker_no_fee,strict_dead_or_late_dust
price_tier_6_8_10_shares|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.848006006006006,0.48348348348348347,282.38599999999997,95.37773619999999,0.3377566033726884,0.04816897486812535,0.6484959590299819,24,16,-9.7104,-1.0,price_tier_6_8_10_shares,maker_no_fee,time_stop_or_late_salvage
price_tier_6_8_10_shares|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9640151959459459,0.0,321.01706025,96.98293975000001,0.30211148178377856,0.015997831435711835,0.620736107568581,20,16,-11.950565000000001,-1.0,price_tier_6_8_10_shares,taker_plus1c_weather_fee,hold
price_tier_6_8_10_shares|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9640151959459459,0.3933933933933934,321.01706025,105.25960445000001,0.3278941136898659,0.06034376721354701,0.6239912297745517,19,17,-11.722085,-1.0,price_tier_6_8_10_shares,taker_plus1c_weather_fee,strict_dead_or_late_dust
price_tier_6_8_10_shares|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9640151959459459,0.48348348348348347,321.01706025,56.74667594999998,0.1767715270515751,-0.07824965623894167,0.4514866743242335,24,18,-10.968663424999999,-1.0,price_tier_6_8_10_shares,taker_plus1c_weather_fee,time_stop_or_late_salvage
price_tier_6_8_10_shares|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8850003490990991,0.0,294.70511625,123.29488375,0.4183669605702001,0.10665506460761073,0.7630413743495473,19,16,-11.037585,-1.0,price_tier_6_8_10_shares,taker_weather_fee,hold
price_tier_6_8_10_shares|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8850003490990991,0.3933933933933934,294.70511625,131.57154845,0.4464515245754577,0.15430646595861972,0.7666335386672404,19,17,-10.809105,-1.0,price_tier_6_8_10_shares,taker_weather_fee,strict_dead_or_late_dust
price_tier_6_8_10_shares|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8850003490990991,0.48348348348348347,294.70511625,83.05861994999997,0.2818363692048728,0.0043171648421193465,0.5801479546798812,24,16,-10.139116425,-1.0,price_tier_6_8_10_shares,taker_weather_fee,time_stop_or_late_salvage
quality_price_tier_5_8_12_shares|maker_no_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.846090990990991,0.0,281.74830000000003,139.65169999999998,0.49566119831069066,0.152417733760119,0.8835989072490394,20,16,-10.975,-1.0,quality_price_tier_5_8_12_shares,maker_no_fee,hold
quality_price_tier_5_8_12_shares|maker_no_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.846090990990991,0.3933933933933934,281.74830000000003,147.80381604,0.5245952363865194,0.1992890362503753,0.8827597277746757,19,17,-10.74652,-1.0,quality_price_tier_5_8_12_shares,maker_no_fee,strict_dead_or_late_dust
quality_price_tier_5_8_12_shares|maker_no_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.846090990990991,0.48348348348348347,281.74830000000003,100.90225091999997,0.3581290496517635,0.05503398266163608,0.6919172284768312,24,16,-9.5619,-1.0,quality_price_tier_5_8_12_shares,maker_no_fee,time_stop_or_late_salvage
quality_price_tier_5_8_12_shares|taker_plus1c_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9599333954729729,0.0,319.65782069249997,101.7421793075,0.3182846554077353,0.015287781163080272,0.6599344830606881,21,17,-12.37101375,-1.0,quality_price_tier_5_8_12_shares,taker_plus1c_weather_fee,hold
quality_price_tier_5_8_12_shares|taker_plus1c_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9599333954729729,0.3933933933933934,319.65782069249997,109.89429534749999,0.3437872882616396,0.056998063319405684,0.6609102070197909,20,17,-12.14253375,-1.0,quality_price_tier_5_8_12_shares,taker_plus1c_weather_fee,strict_dead_or_late_dust
quality_price_tier_5_8_12_shares|taker_plus1c_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.9599333954729729,0.48348348348348347,319.65782069249997,62.992730227499976,0.19706300346737599,-0.07112250961061074,0.4927513511971184,25,18,-10.95791375,-1.0,quality_price_tier_5_8_12_shares,taker_plus1c_weather_fee,time_stop_or_late_salvage
quality_price_tier_5_8_12_shares|taker_weather_fee|hold,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8828895675450451,0.0,294.00222599250003,127.3977740075,0.4333224810711124,0.10428794550201519,0.8050670698776105,20,16,-11.44793375,-1.0,quality_price_tier_5_8_12_shares,taker_weather_fee,hold
quality_price_tier_5_8_12_shares|taker_weather_fee|strict_dead_or_late_dust,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8828895675450451,0.3933933933933934,294.00222599250003,135.5498900475,0.4610505569810137,0.1493760559951839,0.8044230153117677,19,17,-11.21945375,-1.0,quality_price_tier_5_8_12_shares,taker_weather_fee,strict_dead_or_late_dust
quality_price_tier_5_8_12_shares|taker_weather_fee|time_stop_or_late_salvage,full,333,53,47,0.15015015015015015,0.10407957957957958,0.8828895675450451,0.48348348348348347,294.00222599250003,88.64832492749997,0.30152263177001043,0.01097024885927819,0.6216403003081162,24,17,-10.03483375,-1.0,quality_price_tier_5_8_12_shares,taker_weather_fee,time_stop_or_late_salvage
fixed_10_shares|maker_no_fee|hold,train_le_2026_06_20,275,44,46,0.14545454545454545,0.1051509090909091,1.0515090909090907,0.0,289.16499999999996,110.83500000000001,0.38329327546556474,0.02825014256259887,0.802848255713051,18,15,-12.450000000000001,-1.0,fixed_10_shares,maker_no_fee,hold
fixed_10_shares|maker_no_fee|strict_dead_or_late_dust,train_le_2026_06_20,275,44,46,0.14545454545454545,0.1051509090909091,1.0515090909090907,0.39636363636363636,289.16499999999996,108.9135915,0.37664859682188373,0.057149673313472225,0.7262368517438829,17,16,-12.0692,-1.0,fixed_10_shares,maker_no_fee,strict_dead_or_late_dust
fixed_10_shares|maker_no_fee|time_stop_or_late_salvage,train_le_2026_06_20,275,44,46,0.14545454545454545,0.1051509090909091,1.0515090909090907,0.46545454545454545,289.16499999999996,65.75866549999999,0.22740879947434856,-0.07419598310422068,0.5556360659407478,21,14,-10.894,-1.0,fixed_10_shares,maker_no_fee,time_stop_or_late_salvage
