label,period,rows,dates,cities,win_rate,avg_entry,avg_cost,stop_hit_rate,cost,pnl,roi,roi_ci_low,roi_ci_high,losing_days,le_minus50pct_days,max_daily_loss_usd,max_daily_loss_roi,sizing,price_band,avg_shares,shares_sum,wins,cost_pct,shares_pct,rows_pct,wins_pct
fixed_8_shares|14-20c,full,65,38,28,0.3230769230769231,0.17016923076923077,1.4177022892307691,0.0,92.1506488,75.8493512,0.8231016513472448,0.17178258681087852,1.524086454187276,20,20,-5.7973416,-1.0,fixed_8_shares,14-20c,8.0,520.0,21,0.31834813064504197,0.19519519519519518,0.19519519519519518,0.42
fixed_8_shares|5-8c,full,130,49,40,0.09230769230769231,0.06539999999999999,0.5476174907692307,0.0,71.1902738,24.809726199999993,0.34849881698305807,-0.3119135137836775,1.1066218482007353,37,37,-4.491964100000001,-1.0,fixed_8_shares,5-8c,8.0,1040.0,12,0.24593739576946644,0.39039039039039036,0.39039039039039036,0.24
fixed_8_shares|8-14c,full,138,48,41,0.12318840579710146,0.1093876811594203,0.9139427528985506,0.0,126.12409989999999,9.875900100000004,0.0783030373087325,-0.3183042648860827,0.5352729862716126,32,32,-4.55357,-1.0,fixed_8_shares,8-14c,8.0,1104.0,17,0.43571447358549165,0.4144144144144144,0.4144144144144144,0.34
fixed_cash_0p80|14-20c,full,65,38,28,0.3230769230769231,0.17016923076923077,0.8331932307692308,0.0,54.157560000000004,45.841847889258375,0.8464533462965904,0.1815624061038484,1.5530896294133405,20,20,-3.332160000000001,-1.0,fixed_cash_0p80,14-20c,4.755922424632485,309.1349576011115,21,0.19457783151344327,0.1041810530051198,0.19519519519519518,0.42
fixed_cash_0p80|5-8c,full,130,49,40,0.09230769230769231,0.06539999999999999,0.837384,0.0,108.85992,35.78291863829603,0.3287060897922397,-0.32562559753193127,1.0811776403026407,37,37,-6.69854,-1.0,fixed_cash_0p80,5-8c,12.470169901560245,1621.1220872028318,12,0.39111302599908326,0.5463316326475574,0.39039039039039036,0.24
fixed_cash_0p80|8-14c,full,138,48,41,0.12318840579710146,0.1093876811594203,0.8356244927536232,0.0,115.31618,9.137814278694131,0.07924138901144775,-0.3164841371385873,0.5230281945938652,32,32,-4.180140000000001,-1.0,fixed_cash_0p80,8-14c,7.5147010126226395,1037.0287397419243,17,0.41430914248747347,0.3494873143473229,0.4144144144144144,0.34
price_tier_6_8_10_shares|14-20c,full,65,38,28,0.3230769230769231,0.17016923076923077,1.7721278615384615,0.0,115.188311,94.811689,0.8231016513472448,0.17178258681087835,1.5240864541872752,20,20,-7.246677,-1.0,price_tier_6_8_10_shares,14-20c,10.0,650.0,21,0.39085955637867215,0.2565114443567482,0.19519519519519518,0.42
price_tier_6_8_10_shares|5-8c,full,130,49,40,0.09230769230769231,0.06539999999999999,0.41071311807692307,0.0,53.39270535,18.607294649999996,0.34849881698305807,-0.3119135137836776,1.1066218482007357,37,37,-3.368973075,-1.0,price_tier_6_8_10_shares,5-8c,6.0,780.0,12,0.18117332345430565,0.30781373322809785,0.39039039039039036,0.24
price_tier_6_8_10_shares|8-14c,full,138,48,41,0.12318840579710146,0.1093876811594203,0.9139427528985506,0.0,126.12409989999999,9.875900100000004,0.0783030373087325,-0.3183042648860827,0.5352729862716126,32,32,-4.55357,-1.0,price_tier_6_8_10_shares,8-14c,8.0,1104.0,17,0.42796712016702215,0.43567482241515393,0.4144144144144144,0.34
quality_price_tier_5_8_12_shares|14-20c,full,65,38,28,0.3230769230769231,0.17016923076923077,1.879190278076923,0.0,122.14736807499999,101.852631925,0.8338504016104648,0.17743732848434624,1.550369237674942,20,20,-6.8595366,-1.0,quality_price_tier_5_8_12_shares,14-20c,10.553846153846154,686.0,21,0.4154640927042368,0.27757546330015376,0.19519519519519518,0.42
quality_price_tier_5_8_12_shares|5-8c,full,130,49,40,0.09230769230769231,0.06539999999999999,0.36722656413461535,0.0,47.739453337499995,15.2605466625,0.3196632050772276,-0.3292880028333152,1.0819515331075782,37,37,-3.0314112625,-1.0,quality_price_tier_5_8_12_shares,5-8c,5.376923076923077,699.0,12,0.16237786355644068,0.2828356397183782,0.39039039039039036,0.24
quality_price_tier_5_8_12_shares|8-14c,full,138,48,41,0.12318840579710146,0.1093876811594203,0.899386989710145,0.0,124.11540458,10.284595419999999,0.08286316637972964,-0.32988590810406326,0.5542496074958793,32,32,-4.63665,-1.0,quality_price_tier_5_8_12_shares,8-14c,7.872463768115943,1086.4,17,0.4221580437393226,0.439588896981468,0.4144144144144144,0.34
fixed_8_shares|14-20c,train_le_2026_06_20,56,32,27,0.30357142857142855,0.16980357142857144,1.4146726535714287,0.0,79.2216686,56.778331400000006,0.7167020387651871,0.0027633598143633536,1.517932122645409,18,18,-5.7973416,-1.0,fixed_8_shares,14-20c,8.0,448.0,17,0.32804342267608466,0.20363636363636364,0.20363636363636364,0.425
fixed_8_shares|5-8c,train_le_2026_06_20,103,41,38,0.0970873786407767,0.06553398058252428,0.5487373223300971,0.0,56.519944200000005,23.4800558,0.4154295644191382,-0.3048072943881333,1.2591859183637306,31,31,-4.491964100000001,-1.0,fixed_8_shares,5-8c,8.0,824.0,10,0.23403945249430558,0.37454545454545457,0.37454545454545457,0.25
fixed_8_shares|8-14c,train_le_2026_06_20,116,40,39,0.11206896551724138,0.10911637931034483,0.9116887387931034,0.0,105.7558937,-1.7558936999999974,-0.016603270404777427,-0.46152852424230856,0.46401252702053014,28,28,-4.55357,-1.0,fixed_8_shares,8-14c,8.0,928.0,13,0.43791712482960976,0.4218181818181818,0.4218181818181818,0.325
fixed_cash_0p80|14-20c,train_le_2026_06_20,56,32,27,0.30357142857142855,0.16980357142857144,0.8332078571428572,0.0,46.65964,35.49947672982264,0.7608176301793721,0.03128442996063342,1.5833252586746482,18,18,-3.332160000000001,-1.0,fixed_cash_0p80,14-20c,4.769524897692215,267.09339427076407,17,0.20300627375150396,0.11029517014010669,0.20363636363636364,0.425
fixed_cash_0p80|5-8c,train_le_2026_06_20,103,41,38,0.0970873786407767,0.06553398058252428,0.837378640776699,0.0,86.25,32.96303035134487,0.3821800620445782,-0.3257001500377116,1.1963794823603522,31,31,-6.69854,-1.0,fixed_cash_0p80,5-8c,12.436404307406377,1280.949643662857,10,0.3752555980086262,0.5289631339421282,0.37454545454545457,0.25
fixed_cash_0p80|8-14c,train_le_2026_06_20,116,40,39,0.11206896551724138,0.10911637931034483,0.8356353448275864,0.0,96.93370000000002,-1.7906026794638925,-0.018472447450823524,-0.4654553419010316,0.43644145953476543,28,28,-4.180140000000001,-1.0,fixed_cash_0p80,8-14c,7.530867484423936,873.5806281931766,13,0.4217381282398699,0.36074169591776506,0.4218181818181818,0.325
