state_key,orderbook_file,snapshot_ts_utc,snapshot_ts_local,decision_hour_local,city,target_date,unit,winner_label,running_max_c,running_max_f,current_temp_c,final_max_c,final_max_f,running_value,decline,period,materialized_period,current_bracket,yes_current_ask,yes_current_size,current_yes_wins,yes_current_pnl,d1_no_bracket,d1_no_ask,d1_no_size,d1_hit,d1_no_pnl,d1_skip_over_wins_no_only,d2_no_bracket,d2_no_ask,d2_no_size,d2_hit,d2_no_pnl,d2_skip_over_wins_no_only,has_d1_no,has_d2_no,current_yes_cost,d1_no_cost,d2_no_cost,current_yes_pnl,settlement_state,ladder_cost,ladder_pnl,can_ladder,d1_no_minus_yes_pnl,d2_no_minus_yes_pnl,ladder_minus_yes_pnl
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz|Austin|2026-05-19|2026-05-19T22:30:53+00:00|17|90-91,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz,2026-05-19T22:30:53+00:00,2026-05-19T22:30:53+00:00,17,Austin,2026-05-19,F,90-91,32.77777777777778,91.0,32.77777777777778,32.77777777777778,91.0,91,0.0,train,factory_v1,90-91,0.78,3.6,True,0.21999999999999997,92-93,0.99,10.0,False,0.010000000000000009,False,94-95,0.99,10.0,False,0.010000000000000009,False,True,True,0.78,0.99,0.99,0.21999999999999997,current_hit,1.98,0.020000000000000018,True,-0.20999999999999996,-0.20999999999999996,-0.19999999999999996
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz|Denver|2026-05-19|2026-05-19T22:30:53+00:00|16|48-49,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz,2026-05-19T22:30:53+00:00,2026-05-19T22:30:53+00:00,16,Denver,2026-05-19,F,48-49,8.88888888888889,48.0,8.88888888888889,9.444444444444445,49.0,48,0.0,train,factory_v1,48-49,0.7,5.0,True,0.30000000000000004,50-51,0.99,42.0,False,0.010000000000000009,False,52-53,0.99,42.0,False,0.010000000000000009,False,True,True,0.7,0.99,0.99,0.30000000000000004,current_hit,1.98,0.020000000000000018,True,-0.29000000000000004,-0.29000000000000004,-0.28
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz|SanFrancisco|2026-05-19|2026-05-19T22:30:53+00:00|15|80-81,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0630.jsonl.gz,2026-05-19T22:30:53+00:00,2026-05-19T22:30:53+00:00,15,SanFrancisco,2026-05-19,F,80-81,26.666666666666668,80.0,26.11111111111111,26.666666666666668,80.0,80,0.5555555555555571,train,factory_v1,80-81,0.49,7.41,True,0.51,82-83,0.99,65.18,False,0.010000000000000009,False,84-85,0.99,65.18,False,0.010000000000000009,False,True,True,0.49,0.99,0.99,0.51,current_hit,1.98,0.020000000000000018,True,-0.5,-0.5,-0.49
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0700.jsonl.gz|Denver|2026-05-19|2026-05-19T23:00:53+00:00|17|48-49,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0700.jsonl.gz,2026-05-19T23:00:53+00:00,2026-05-19T23:00:53+00:00,17,Denver,2026-05-19,F,48-49,9.444444444444445,49.0,9.444444444444445,9.444444444444445,49.0,49,0.0,train,factory_v1,48-49,0.99,50.2,True,0.010000000000000009,50-51,0.99,5.0,False,0.010000000000000009,False,52-53,0.99,5.0,False,0.010000000000000009,False,True,True,0.99,0.99,0.99,0.010000000000000009,current_hit,1.98,0.020000000000000018,True,0.0,0.0,0.010000000000000009
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0700.jsonl.gz|SanFrancisco|2026-05-19|2026-05-19T23:00:53+00:00|16|80-81,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0700.jsonl.gz,2026-05-19T23:00:53+00:00,2026-05-19T23:00:53+00:00,16,SanFrancisco,2026-05-19,F,80-81,26.666666666666668,80.0,26.11111111111111,26.666666666666668,80.0,80,0.5555555555555571,train,factory_v1,80-81,0.992,22.27,True,0.008000000000000007,82-83,0.999,150.0,False,0.0010000000000000009,False,84-85,0.999,215.18,False,0.0010000000000000009,False,True,True,0.992,0.999,0.999,0.008000000000000007,current_hit,1.998,0.0020000000000000018,True,-0.007000000000000006,-0.007000000000000006,-0.006000000000000005
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz|Denver|2026-05-19|2026-05-19T23:30:53+00:00|17|48-49,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz,2026-05-19T23:30:53+00:00,2026-05-19T23:30:53+00:00,17,Denver,2026-05-19,F,48-49,9.444444444444445,49.0,9.444444444444445,9.444444444444445,49.0,49,0.0,train,factory_v1,48-49,0.99,50.2,True,0.010000000000000009,50-51,0.99,5.0,False,0.010000000000000009,False,52-53,0.99,5.0,False,0.010000000000000009,False,True,True,0.99,0.99,0.99,0.010000000000000009,current_hit,1.98,0.020000000000000018,True,0.0,0.0,0.010000000000000009
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz|LA|2026-05-19|2026-05-19T23:30:53+00:00|16|74-75,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz,2026-05-19T23:30:53+00:00,2026-05-19T23:30:53+00:00,16,LA,2026-05-19,F,74-75,23.333333333333332,74.0,21.666666666666668,23.333333333333332,74.0,74,1.6666666666666643,train,factory_v1,74-75,0.98,18.0,True,0.020000000000000018,76-77,0.99,52.0,False,0.010000000000000009,False,78-79,0.99,42.0,False,0.010000000000000009,False,True,True,0.98,0.99,0.99,0.020000000000000018,current_hit,1.98,0.020000000000000018,True,-0.010000000000000009,-0.010000000000000009,0.0
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz|SanFrancisco|2026-05-19|2026-05-19T23:30:53+00:00|16|80-81,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0730.jsonl.gz,2026-05-19T23:30:53+00:00,2026-05-19T23:30:53+00:00,16,SanFrancisco,2026-05-19,F,80-81,26.666666666666668,80.0,26.11111111111111,26.666666666666668,80.0,80,0.5555555555555571,train,factory_v1,80-81,0.992,22.27,True,0.008000000000000007,82-83,0.999,150.0,False,0.0010000000000000009,False,84-85,0.999,215.18,False,0.0010000000000000009,False,True,True,0.992,0.999,0.999,0.008000000000000007,current_hit,1.998,0.0020000000000000018,True,-0.007000000000000006,-0.007000000000000006,-0.006000000000000005
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0930.jsonl.gz|Wellington|2026-05-20|2026-05-20T01:30:53+00:00|13|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_0930.jsonl.gz,2026-05-20T01:30:53+00:00,2026-05-20T01:30:53+00:00,13,Wellington,2026-05-20,C,15,15.0,59.0,15.0,15.0,59.0,15,0.0,train,factory_v1,15,0.89,18.0,True,0.10999999999999999,16,0.87,22.0,False,0.13,False,17,0.997,98.83,False,0.0030000000000000027,False,True,True,0.89,0.87,0.997,0.10999999999999999,current_hit,1.867,0.133,True,0.020000000000000018,-0.10699999999999998,0.02300000000000002
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1030.jsonl.gz|Wellington|2026-05-20|2026-05-20T02:30:53+00:00|14|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1030.jsonl.gz,2026-05-20T02:30:53+00:00,2026-05-20T02:30:53+00:00,14,Wellington,2026-05-20,C,15,15.0,59.0,15.0,15.0,59.0,15,0.0,train,factory_v1,15,0.92,11.0,True,0.07999999999999996,16,0.95,35.0,False,0.050000000000000044,False,17,0.999,25.87,False,0.0010000000000000009,False,True,True,0.92,0.95,0.999,0.07999999999999996,current_hit,1.9489999999999998,0.051000000000000045,True,-0.029999999999999916,-0.07899999999999996,-0.028999999999999915
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1130.jsonl.gz|Wellington|2026-05-20|2026-05-20T03:30:53+00:00|15|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1130.jsonl.gz,2026-05-20T03:30:53+00:00,2026-05-20T03:30:53+00:00,15,Wellington,2026-05-20,C,15,15.0,59.0,15.0,15.0,59.0,15,0.0,train,factory_v1,15,0.89,10.0,True,0.10999999999999999,16,0.89,18.78,False,0.10999999999999999,False,,,,False,,False,True,False,0.89,0.89,,0.10999999999999999,current_hit,,,False,0.0,,
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1200.jsonl.gz|Wellington|2026-05-20|2026-05-20T04:00:53+00:00|16|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1200.jsonl.gz,2026-05-20T04:00:53+00:00,2026-05-20T04:00:53+00:00,16,Wellington,2026-05-20,C,15,15.0,59.0,15.0,15.0,59.0,15,0.0,train,factory_v1,15,0.99,189.66,True,0.010000000000000009,16,0.99,151.73,False,0.010000000000000009,False,17,,,False,,False,True,False,0.99,0.99,,0.010000000000000009,current_hit,,,False,0.0,,
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1230.jsonl.gz|Busan|2026-05-20|2026-05-20T04:30:53+00:00|13|19,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1230.jsonl.gz,2026-05-20T04:30:53+00:00,2026-05-20T04:30:53+00:00,13,Busan,2026-05-20,C,19,18.88888888888889,66.0,17.77777777777778,18.88888888888889,66.0,19,1.1111111111111107,train,factory_v1,19,0.93,8.0,True,0.06999999999999995,20,0.97,33.33,False,0.030000000000000027,False,21,0.99,45.5,False,0.010000000000000009,False,True,True,0.93,0.97,0.99,0.06999999999999995,current_hit,1.96,0.040000000000000036,True,-0.039999999999999925,-0.05999999999999994,-0.029999999999999916
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1230.jsonl.gz|Wellington|2026-05-20|2026-05-20T04:30:53+00:00|16|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1230.jsonl.gz,2026-05-20T04:30:53+00:00,2026-05-20T04:30:53+00:00,16,Wellington,2026-05-20,C,15,15.0,59.0,15.0,15.0,59.0,15,0.0,train,factory_v1,15,0.99,189.66,True,0.010000000000000009,16,0.99,151.73,False,0.010000000000000009,False,17,,,False,,False,True,False,0.99,0.99,,0.010000000000000009,current_hit,,,False,0.0,,
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1300.jsonl.gz|Chengdu|2026-05-20|2026-05-20T05:00:53+00:00|13|31,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1300.jsonl.gz,2026-05-20T05:00:53+00:00,2026-05-20T05:00:53+00:00,13,Chengdu,2026-05-20,C,34,31.11111111111111,88.0,31.11111111111111,33.888888888888886,93.0,31,0.0,train,factory_v1,31,0.1,8.0,False,-0.1,32,0.65,10.0,False,0.35,True,33,0.69,29.25,False,0.31000000000000005,False,True,True,0.1,0.65,0.69,-0.1,skip_over,1.3399999999999999,0.66,True,0.44999999999999996,0.41000000000000003,0.76
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1300.jsonl.gz|Chongqing|2026-05-20|2026-05-20T05:00:53+00:00|13|28,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1300.jsonl.gz,2026-05-20T05:00:53+00:00,2026-05-20T05:00:53+00:00,13,Chongqing,2026-05-20,C,31,27.77777777777778,82.0,27.77777777777778,31.11111111111111,88.0,28,0.0,train,factory_v1,28,0.02,7.03,False,-0.02,29,0.86,13.33,False,0.14,True,30,0.8,5.0,False,0.19999999999999996,False,True,True,0.02,0.86,0.8,-0.02,skip_over,1.6600000000000001,0.33999999999999997,True,0.16,0.21999999999999995,0.36
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Beijing|2026-05-20|2026-05-20T05:30:53+00:00|13|24,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Beijing,2026-05-20,C,24,23.88888888888889,75.0,23.88888888888889,23.88888888888889,75.0,24,0.0,train,factory_v1,24,0.85,15.0,True,0.15000000000000002,25,0.85,7.64,False,0.15000000000000002,False,26,0.97,49.69,False,0.030000000000000027,False,True,True,0.85,0.85,0.97,0.15000000000000002,current_hit,1.8199999999999998,0.18000000000000005,True,0.0,-0.12,0.030000000000000027
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Busan|2026-05-20|2026-05-20T05:30:53+00:00|14|19,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,14,Busan,2026-05-20,C,19,18.88888888888889,66.0,17.77777777777778,18.88888888888889,66.0,19,1.1111111111111107,train,factory_v1,19,0.93,13.15,True,0.06999999999999995,20,0.95,13.68,False,0.050000000000000044,False,21,0.99,19.2,False,0.010000000000000009,False,True,True,0.93,0.95,0.99,0.06999999999999995,current_hit,1.94,0.06000000000000005,True,-0.019999999999999907,-0.05999999999999994,-0.009999999999999898
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Chengdu|2026-05-20|2026-05-20T05:30:53+00:00|13|31,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Chengdu,2026-05-20,C,34,31.11111111111111,88.0,31.11111111111111,33.888888888888886,93.0,31,0.0,train,factory_v1,31,0.1,8.0,False,-0.1,32,0.65,10.0,False,0.35,True,33,0.69,29.25,False,0.31000000000000005,False,True,True,0.1,0.65,0.69,-0.1,skip_over,1.3399999999999999,0.66,True,0.44999999999999996,0.41000000000000003,0.76
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Chongqing|2026-05-20|2026-05-20T05:30:53+00:00|13|28,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Chongqing,2026-05-20,C,31,27.77777777777778,82.0,27.77777777777778,31.11111111111111,88.0,28,0.0,train,factory_v1,28,0.02,7.03,False,-0.02,29,0.86,13.33,False,0.14,True,30,0.8,5.0,False,0.19999999999999996,False,True,True,0.02,0.86,0.8,-0.02,skip_over,1.6600000000000001,0.33999999999999997,True,0.16,0.21999999999999995,0.36
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Guangzhou|2026-05-20|2026-05-20T05:30:53+00:00|13|29,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Guangzhou,2026-05-20,C,31,28.88888888888889,84.0,27.77777777777778,31.11111111111111,88.0,29,1.1111111111111107,train,factory_v1,29,0.01,7245.92,False,-0.01,30,0.28,7.22,False,0.72,True,31,0.9,10.0,True,-0.9,False,True,True,0.01,0.28,0.9,-0.01,d2_hit,1.1800000000000002,-0.18000000000000005,True,0.73,-0.89,-0.17000000000000004
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Manila|2026-05-20|2026-05-20T05:30:53+00:00|13|35,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Manila,2026-05-20,C,36,35.0,95.0,35.0,36.111111111111114,97.0,35,0.0,train,factory_v1,35,0.63,21.15,False,-0.63,36,0.32,0.42,True,-0.32,False,37,0.98,202.09,False,0.020000000000000018,False,True,True,0.63,0.32,0.98,-0.63,d1_hit,1.3,-0.3,True,0.31,0.65,0.33
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Shanghai|2026-05-20|2026-05-20T05:30:53+00:00|13|26,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Shanghai,2026-05-20,C,27,26.11111111111111,79.0,26.11111111111111,27.22222222222222,81.0,26,0.0,train,factory_v1,26,0.001,66046.27,False,-0.001,27,0.2,6.16,True,-0.2,False,28,0.847,6.69,False,0.15300000000000002,False,True,True,0.001,0.2,0.847,-0.001,d1_hit,1.047,-0.046999999999999986,True,-0.199,0.15400000000000003,-0.045999999999999985
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Singapore|2026-05-20|2026-05-20T05:30:53+00:00|13|33,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Singapore,2026-05-20,C,33,32.77777777777778,91.0,32.77777777777778,32.77777777777778,91.0,33,0.0,train,factory_v1,33,0.95,9.38,True,0.050000000000000044,34,0.96,10.0,False,0.040000000000000036,False,35,0.994,13.67,False,0.006000000000000005,False,True,True,0.95,0.96,0.994,0.050000000000000044,current_hit,1.954,0.04600000000000004,True,-0.010000000000000009,-0.04400000000000004,-0.0040000000000000036
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Taipei|2026-05-20|2026-05-20T05:30:53+00:00|13|35,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Taipei,2026-05-20,C,35,35.0,95.0,33.888888888888886,35.0,95.0,35,1.1111111111111145,train,factory_v1,35,0.998,50.0,True,0.0020000000000000018,36+,0.999,159.46,False,0.0010000000000000009,False,,,,False,,False,True,False,0.998,0.999,,0.0020000000000000018,current_hit,,,False,-0.0010000000000000009,,
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Wellington|2026-05-20|2026-05-20T05:30:53+00:00|17|15,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,17,Wellington,2026-05-20,C,15,15.0,59.0,13.88888888888889,15.0,59.0,15,1.1111111111111107,train,factory_v1,15,0.993,45.0,True,0.007000000000000006,16,0.999,157.04,False,0.0010000000000000009,False,17,,,False,,False,True,False,0.993,0.999,,0.007000000000000006,current_hit,,,False,-0.006000000000000005,,
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz|Wuhan|2026-05-20|2026-05-20T05:30:53+00:00|13|23,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1330.jsonl.gz,2026-05-20T05:30:53+00:00,2026-05-20T05:30:53+00:00,13,Wuhan,2026-05-20,C,25,22.77777777777778,73.0,22.77777777777778,25.0,77.0,23,0.0,train,factory_v1,23,0.017,10.1,False,-0.017,24,0.71,5.0,False,0.29000000000000004,True,25,0.79,48.0,True,-0.79,False,True,True,0.017,0.71,0.79,-0.017,d2_hit,1.5,-0.5,True,0.30700000000000005,-0.773,-0.483
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz|Beijing|2026-05-20|2026-05-20T06:00:53+00:00|14|24,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz,2026-05-20T06:00:53+00:00,2026-05-20T06:00:53+00:00,14,Beijing,2026-05-20,C,24,23.88888888888889,75.0,23.88888888888889,23.88888888888889,75.0,24,0.0,train,factory_v1,24,0.84,5.0,True,0.16000000000000003,25,0.84,8.0,False,0.16000000000000003,False,26,0.989,8.0,False,0.01100000000000001,False,True,True,0.84,0.84,0.989,0.16000000000000003,current_hit,1.829,0.17100000000000004,True,0.0,-0.14900000000000002,0.01100000000000001
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz|Chengdu|2026-05-20|2026-05-20T06:00:53+00:00|14|32,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz,2026-05-20T06:00:53+00:00,2026-05-20T06:00:53+00:00,14,Chengdu,2026-05-20,C,34,32.22222222222222,90.0,32.22222222222222,33.888888888888886,93.0,32,0.0,train,factory_v1,32,0.48,15.7,False,-0.48,33,0.56,5.0,False,0.43999999999999995,True,34,0.89,7.49,True,-0.89,False,True,True,0.48,0.56,0.89,-0.48,d2_hit,1.4500000000000002,-0.45000000000000007,True,0.9199999999999999,-0.41000000000000003,0.029999999999999916
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz|Chongqing|2026-05-20|2026-05-20T06:00:53+00:00|14|29,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz,2026-05-20T06:00:53+00:00,2026-05-20T06:00:53+00:00,14,Chongqing,2026-05-20,C,31,28.88888888888889,84.0,28.88888888888889,31.11111111111111,88.0,29,0.0,train,factory_v1,29,0.19,10.0,False,-0.19,30,0.76,11.0,False,0.24,True,31,0.77,11.0,True,-0.77,False,True,True,0.19,0.76,0.77,-0.19,d2_hit,1.53,-0.53,True,0.43,-0.5800000000000001,-0.34
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz|Manila|2026-05-20|2026-05-20T06:00:53+00:00|14|36,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz,2026-05-20T06:00:53+00:00,2026-05-20T06:00:53+00:00,14,Manila,2026-05-20,C,36,36.111111111111114,97.0,36.111111111111114,36.111111111111114,97.0,36,0.0,train,factory_v1,36,0.95,10.0,True,0.050000000000000044,37,0.98,30.36,False,0.020000000000000018,False,38,0.995,1.81,False,0.0050000000000000044,False,True,True,0.95,0.98,0.995,0.050000000000000044,current_hit,1.975,0.025000000000000022,True,-0.030000000000000027,-0.04500000000000004,-0.025000000000000022
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz|Wuhan|2026-05-20|2026-05-20T06:00:53+00:00|14|24,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1400.jsonl.gz,2026-05-20T06:00:53+00:00,2026-05-20T06:00:53+00:00,14,Wuhan,2026-05-20,C,25,23.88888888888889,75.0,23.88888888888889,25.0,77.0,24,0.0,train,factory_v1,24,0.39,23.0,False,-0.39,25,0.62,17.82,True,-0.62,False,26,0.89,5.0,False,0.10999999999999999,False,True,True,0.39,0.62,0.89,-0.39,d1_hit,1.51,-0.51,True,-0.22999999999999998,0.5,-0.12
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz|Beijing|2026-05-20|2026-05-20T06:30:53+00:00|14|24,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz,2026-05-20T06:30:53+00:00,2026-05-20T06:30:53+00:00,14,Beijing,2026-05-20,C,24,23.88888888888889,75.0,23.88888888888889,23.88888888888889,75.0,24,0.0,train,factory_v1,24,0.84,5.0,True,0.16000000000000003,25,0.84,8.0,False,0.16000000000000003,False,26,0.989,8.0,False,0.01100000000000001,False,True,True,0.84,0.84,0.989,0.16000000000000003,current_hit,1.829,0.17100000000000004,True,0.0,-0.14900000000000002,0.01100000000000001
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz|Busan|2026-05-20|2026-05-20T06:30:53+00:00|15|19,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz,2026-05-20T06:30:53+00:00,2026-05-20T06:30:53+00:00,15,Busan,2026-05-20,C,19,18.88888888888889,66.0,17.22222222222222,18.88888888888889,66.0,19,1.666666666666668,train,factory_v1,19,0.98,181.47,True,0.020000000000000018,20,0.98,45.02,False,0.020000000000000018,False,21,0.998,1.35,False,0.0020000000000000018,False,True,True,0.98,0.98,0.998,0.020000000000000018,current_hit,1.978,0.02200000000000002,True,0.0,-0.018000000000000016,0.0020000000000000018
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz|Chengdu|2026-05-20|2026-05-20T06:30:53+00:00|14|32,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz,2026-05-20T06:30:53+00:00,2026-05-20T06:30:53+00:00,14,Chengdu,2026-05-20,C,34,32.22222222222222,90.0,32.22222222222222,33.888888888888886,93.0,32,0.0,train,factory_v1,32,0.48,15.7,False,-0.48,33,0.56,5.0,False,0.43999999999999995,True,34,0.89,7.49,True,-0.89,False,True,True,0.48,0.56,0.89,-0.48,d2_hit,1.4500000000000002,-0.45000000000000007,True,0.9199999999999999,-0.41000000000000003,0.029999999999999916
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz|Chongqing|2026-05-20|2026-05-20T06:30:53+00:00|14|29,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-05-20/orderbook_snapshot_20260520_1430.jsonl.gz,2026-05-20T06:30:53+00:00,2026-05-20T06:30:53+00:00,14,Chongqing,2026-05-20,C,31,28.88888888888889,84.0,28.88888888888889,31.11111111111111,88.0,29,0.0,train,factory_v1,29,0.19,10.0,False,-0.19,30,0.76,11.0,False,0.24,True,31,0.77,11.0,True,-0.77,False,True,True,0.19,0.76,0.77,-0.19,d2_hit,1.53,-0.53,True,0.43,-0.5800000000000001,-0.34
