snapshot_ts_utc,city,target_date,leg,bracket,unit,win,entry_price,p_market_entry_v1,p_heating_done_score_v1,p_leg_win_physical_lodo_v1,p_leg_win_physical_expanding_v1,p_leg_win_physical_v1,local_time_float,forecast_peak_delta_hours_local,forecast_gap_to_running_native,decline_native,target_distance_native,forecast_margin_to_target_native,metar_obs_count_today,running_value,leg.1,unit.1,path_state,peak_delta_bucket,forecast_gap_bucket,fee_per_share,cost_per_share,p_model,model_edge_per_share,pnl_per_share,roi,pred_name,scope,edge_threshold,is_leaky_eval
2026-06-30T08:02:37Z,Karachi,2026-06-30,d1_no,35,C,1.0,0.925,0.925,0.3,0.9372705194339832,,0.9435112446969336,16.033333333333335,-0.97,-0.5,0.0,1.0,1.5,27,34,d1_no,C,at_high,peak_1h_to_15m_ahead,capped_minus1_0,0.00347,0.92847,0.9372705194339832,0.00880051943398319,0.07152999999999998,0.0770407229097332,lodo,all_lodo,0.0,False
2026-06-30T08:02:37Z,LA,2026-06-30,d2_no,68-69,F,1.0,0.69,0.69,1e-06,0.8763996904832974,,0.8638315907202698,16.033333333333335,-10.97,4.299999999999997,0.0,3.0,-1.2999999999999972,1,65,d2_no,F,at_high,peak_gt1h_ahead,room_gt2,0.0107,0.7007,0.8763996904832974,0.17569969048329737,0.2993,0.42714428428714146,lodo,all_lodo,0.0,False
2026-06-30T08:02:37Z,LA,2026-06-30,d3_no,70-71,F,0.0,0.47,0.47,0.2,0.9312480545807388,,0.9166843219612428,16.033333333333335,-10.97,4.299999999999997,0.0,5.0,0.7000000000000028,1,65,d3_no,F,at_high,peak_gt1h_ahead,room_gt2,0.01246,0.48246,0.9312480545807388,0.4487880545807388,-0.48246,-1.0,lodo,all_lodo,0.0,False
2026-06-30T08:02:37Z,SanFrancisco,2026-06-30,d3_no,64-65,F,1.0,0.96,0.96,1e-06,0.9676891018091732,,0.9643899025532982,16.033333333333335,-12.97,6.200000000000003,0.0,6.0,-0.2000000000000028,1,58,d3_no,F,at_high,peak_gt1h_ahead,room_gt2,0.00192,0.96192,0.9676891018091732,0.005769101809173227,0.03808,0.03958749168330007,lodo,all_lodo,0.0,False
2026-06-30T08:02:37Z,TelAviv,2026-06-30,d1_no,32,C,0.0,0.49,0.49,1e-06,0.6706992813154891,,0.6365149686783369,16.033333333333335,-2.97,1.3999999999999986,0.0,1.0,-0.3999999999999986,22,31,d1_no,C,at_high,peak_gt1h_ahead,room_1_2,0.0125,0.5025,0.6706992813154891,0.1681992813154891,-0.5025,-1.0,lodo,all_lodo,0.0,False
2026-06-30T08:40:31Z,Amsterdam,2026-06-30,current_yes,19,C,0.0,0.016,0.016,1e-06,0.3904974753645961,,0.3650269283655223,16.666666666666668,-3.33,2.1999999999999993,0.0,0.0,-2.1999999999999993,21,19,current_yes,C,at_high,peak_gt1h_ahead,room_gt2,0.00079,0.01679,0.3904974753645961,0.37370747536459614,-0.01679,-1.0,lodo,all_lodo,0.0,False
2026-06-30T09:19:27Z,CapeTown,2026-06-30,d3_no,15,C,1.0,0.56,0.56,0.2,0.869465446272992,,0.8780590536649483,17.316666666666666,-2.68,2.8000000000000007,0.0,3.0,0.1999999999999993,14,12,d3_no,C,at_high,peak_gt1h_ahead,room_gt2,0.01232,0.57232,0.869465446272992,0.297145446272992,0.42767999999999995,0.7472742521666199,lodo,all_lodo,0.0,False
2026-06-30T09:19:27Z,Istanbul,2026-06-30,current_yes,27,C,1.0,0.5,0.5,0.3,0.6922480936986383,,0.7267061346156191,17.316666666666666,-0.68,-0.1000000000000014,0.0,0.0,0.1000000000000014,24,27,current_yes,C,at_high,peak_1h_to_15m_ahead,capped_minus1_0,0.0125,0.5125,0.6922480936986383,0.1797480936986383,0.48750000000000004,0.9512195121951221,lodo,all_lodo,0.0,False
2026-06-30T09:19:27Z,Istanbul,2026-06-30,d1_no,28,C,1.0,0.56,0.56,0.3,0.94142598528717,,0.9534560948796597,17.316666666666666,-0.68,-0.1000000000000014,0.0,1.0,1.1000000000000014,24,27,d1_no,C,at_high,peak_1h_to_15m_ahead,capped_minus1_0,0.01232,0.57232,0.94142598528717,0.36910598528717,0.42767999999999995,0.7472742521666199,lodo,all_lodo,0.0,False
2026-06-30T09:19:27Z,Istanbul,2026-06-30,d2_no,29,C,1.0,0.93,0.93,0.75,0.9447019464060168,,0.957472138865214,17.316666666666666,-0.68,-0.1000000000000014,0.0,2.0,2.1000000000000014,24,27,d2_no,C,at_high,peak_1h_to_15m_ahead,capped_minus1_0,0.00325,0.93325,0.9447019464060168,0.011451946406016766,0.06674999999999998,0.07152424323600319,lodo,all_lodo,0.0,False
