scope,method,edge_threshold,selected_rows,dates,cities,avg_rows_per_date,avg_ask,avg_edge,win_rate,cost,pnl,roi,roi_ci_low,roi_ci_high,daily_win_rate,losing_days,worst_day_pnl,worst_day_roi,current_yes_rows,current_no_rows,d1_no_rows,d2_no_rows
verified_forward,mkt_path_core_blend,0.05,128,15,33,8.533333333333333,0.3808671875,0.11469146538408691,0.3828125,48.751,0.2490000000000001,0.005107587536665917,-0.20262018759826655,0.22377444775381786,0.6,6,-2.934,-0.4944388270980789,18,33,49,28
verified_forward,mkt_regime_blend,0.05,205,15,35,13.666666666666666,0.4152634146341463,0.09983289682942488,0.4634146341463415,85.12899999999999,9.871000000000002,0.11595343537454925,-0.06532222166164686,0.2776914290352937,0.6666666666666666,5,-3.563,-0.372581825786887,31,74,65,35
verified_forward,loo_no_city_source_blend,0.1,50,13,22,3.8461538461538463,0.26028,0.2011010604414823,0.3,13.014000000000001,1.9859999999999995,0.15260488704472103,-0.26339921251923715,0.6905127567369812,0.6923076923076923,4,-1.398,-1.0,5,16,27,2
verified_forward,loo_no_regime_blend,0.1,48,13,24,3.6923076923076925,0.273125,0.2021977971585346,0.3541666666666667,13.11,3.89,0.29672006102212056,-0.2043261430206146,0.7412393928198142,0.5384615384615384,6,-1.1,-1.0,4,16,27,1
verified_forward,market_local_norm,0.1,31,12,16,2.5833333333333335,0.14432258064516126,0.24421568603246213,0.12903225806451613,4.473999999999999,-0.4740000000000003,-0.10594546267322315,-0.810789712296992,1.0386821532512627,0.3333333333333333,8,-0.728,-1.0,0,4,26,1
verified_forward,market_recal_blend,0.1,33,14,19,2.357142857142857,0.17936363636363636,0.23576407008510844,0.15151515151515152,5.919,-0.9189999999999999,-0.1552627132961649,-0.7248377465855045,0.664290759584584,0.35714285714285715,9,-0.9950000000000001,-1.0,1,6,23,3
verified_forward,mkt_boundary_blend,0.1,33,12,18,2.75,0.17957575757575758,0.23429051277551455,0.18181818181818182,5.926,0.07400000000000015,0.012487343908201172,-0.5319634653704016,0.6702130395964824,0.4166666666666667,7,-0.9199999999999999,-1.0,2,7,23,1
verified_forward,mkt_city_source_blend,0.1,51,13,23,3.923076923076923,0.2519411764705882,0.19829058063119362,0.27450980392156865,12.849,1.151,0.08957895556074402,-0.2967304878959359,0.545645667825852,0.5384615384615384,6,-1.418,-1.0,5,13,31,2
verified_forward,mkt_meteo_blend,0.1,41,12,24,3.4166666666666665,0.2428780487804878,0.21725940862008963,0.34146341463414637,9.958,4.042000000000001,0.4059048001606749,-0.23096520853654884,1.1087407416195099,0.5833333333333334,5,-1.068,-1.0,5,10,25,1
verified_forward,mkt_path_core_blend,0.1,38,12,20,3.1666666666666665,0.1876578947368421,0.22308986134121667,0.18421052631578946,7.131,-0.13100000000000012,-0.018370495021736096,-0.46155718197050505,0.5397085383864109,0.4166666666666667,7,-0.71,-1.0,4,8,23,3
verified_forward,mkt_regime_blend,0.1,50,13,22,3.8461538461538463,0.26028,0.2011010604414823,0.3,13.014000000000001,1.9859999999999995,0.15260488704472103,-0.26339921251923715,0.6905127567369812,0.6923076923076923,4,-1.398,-1.0,5,16,27,2
