city,target_date,decision_hour_local,settled,steps,forecast_steps,temp_trend_1h_f,forecast_peak_delta_hours_local,minutes_since_running_max,forecast_gap_native,current_yes_ask,leg,leg_steps,leg_bracket,ask,ask_size,max_future_bid,min_future_ask,city_hot_tail_pct
Ankara,2026-06-09,14,True,1.0,0.0,0.0,-1.0,1360.8833333333334,-0.5555555555555536,0.25,tail_yes,4,31+,0.002,284.0,,0.001,0.6306179775280899
Ankara,2026-06-09,14,True,1.0,0.0,0.0,-1.0,1360.8833333333334,-0.5555555555555536,0.25,current_bracket_no,-1,26,0.81,,0.999,0.998,0.6306179775280899
Chongqing,2026-06-09,19,True,0.0,0.0,-3.5999999999999943,4.0,90.88333333333334,-0.11111111111111072,0.999,d1_yes,1,26,0.005,187.75,0.001,0.003,0.598314606741573
Chongqing,2026-06-09,19,True,0.0,0.0,-3.5999999999999943,4.0,90.88333333333334,-0.11111111111111072,0.999,current_bracket_no,-1,25,0.005,,0.001,0.003,0.598314606741573
Amsterdam,2026-06-09,13,True,2.0,0.0,0.0,-3.0,1175.8833333333334,0.3888888888888893,0.25,d1_yes,1,17,0.69,16.0,0.67,0.001,0.4606741573033708
Amsterdam,2026-06-09,13,True,2.0,0.0,0.0,-3.0,1175.8833333333334,0.3888888888888893,0.25,d2_yes,2,18,0.2,22.74,0.997,0.24,0.4606741573033708
Amsterdam,2026-06-09,13,True,2.0,0.0,0.0,-3.0,1175.8833333333334,0.3888888888888893,0.25,tail_yes,4,20,0.005,24.0,0.002,0.002,0.4606741573033708
Amsterdam,2026-06-09,13,True,2.0,0.0,0.0,-3.0,1175.8833333333334,0.3888888888888893,0.25,current_bracket_no,-1,16,0.9,,0.999,0.999,0.4606741573033708
Guangzhou,2026-06-09,19,True,0.0,0.0,-1.7999999999999972,5.0,180.88333333333333,0.44444444444444287,0.998,d1_yes,1,29,0.005,173.63,0.001,0.003,0.7036516853932584
Guangzhou,2026-06-09,19,True,0.0,0.0,-1.7999999999999972,5.0,180.88333333333333,0.44444444444444287,0.998,d2_yes,2,30,0.003,26.88,,,0.7036516853932584
Guangzhou,2026-06-09,19,True,0.0,0.0,-1.7999999999999972,5.0,180.88333333333333,0.44444444444444287,0.998,current_bracket_no,-1,28,0.004,,0.002,0.003,0.7036516853932584
Helsinki,2026-06-09,14,True,0.0,,-1.8000000000000045,9.0,190.88333333333333,-3.833333333333334,0.999,d1_yes,1,20,0.01,116.47,0.001,0.002,0.5056179775280899
Helsinki,2026-06-09,14,True,0.0,,-1.8000000000000045,9.0,190.88333333333333,-3.833333333333334,0.999,d2_yes,2,21,0.009,39.72,0.001,0.002,0.5056179775280899
Helsinki,2026-06-09,14,True,0.0,,-1.8000000000000045,9.0,190.88333333333333,-3.833333333333334,0.999,current_bracket_no,-1,19,0.01,,0.002,0.002,0.5056179775280899
Wuhan,2026-06-09,20,True,0.0,,-1.7999999999999972,5.0,120.88333333333334,-1.0,0.999,current_bracket_no,-1,30,0.002,,,,0.4747191011235955
Chongqing,2026-06-09,20,True,0.0,0.0,-1.8000000000000114,5.0,120.88333333333334,-0.11111111111111072,0.999,d1_yes,1,26,0.003,75.0,,,0.598314606741573
Chongqing,2026-06-09,20,True,0.0,0.0,-1.8000000000000114,5.0,120.88333333333334,-0.11111111111111072,0.999,current_bracket_no,-1,25,0.003,,,,0.598314606741573
Madrid,2026-06-09,14,True,3.0,2.0,0.0,-5.0,1.8833333333333333,2.3888888888888857,0.004,d1_yes,1,31,0.011,10.0,0.002,0.002,0.5187557182067704
Madrid,2026-06-09,14,True,3.0,2.0,0.0,-5.0,1.8833333333333333,2.3888888888888857,0.004,d2_yes,2,32,0.18,87.32,0.25,0.002,0.5187557182067704
Madrid,2026-06-09,14,True,3.0,2.0,0.0,-5.0,1.8833333333333333,2.3888888888888857,0.004,tail_yes,5,35,0.003,36.84,0.002,0.002,0.5187557182067704
Madrid,2026-06-09,14,True,3.0,2.0,0.0,-5.0,1.8833333333333333,2.3888888888888857,0.004,current_bracket_no,-1,30,0.999,,0.996,,0.5187557182067704
Munich,2026-06-09,14,True,0.0,,1.7999999999999972,6.0,461.8833333333333,-1.1111111111111107,0.998,d1_yes,1,19,0.008,13.0,0.001,0.001,0.6601123595505618
Munich,2026-06-09,14,True,0.0,,1.7999999999999972,6.0,461.8833333333333,-1.1111111111111107,0.998,d2_yes,2,20,0.007,457.85,0.001,0.002,0.6601123595505618
Munich,2026-06-09,14,True,0.0,,1.7999999999999972,6.0,461.8833333333333,-1.1111111111111107,0.998,current_bracket_no,-1,18,0.009,,0.003,0.001,0.6601123595505618
Jeddah,2026-06-09,15,True,0.0,0.0,0.0,4.0,1411.8833333333334,-0.5555555555555571,0.98,d1_yes,1,38,0.049,8.0,0.01,0.003,0.4410112359550562
Jeddah,2026-06-09,15,True,0.0,0.0,0.0,4.0,1411.8833333333334,-0.5555555555555571,0.98,d2_yes,2,39,0.002,585.17,0.001,0.002,0.4410112359550562
Jeddah,2026-06-09,15,True,0.0,0.0,0.0,4.0,1411.8833333333334,-0.5555555555555571,0.98,tail_yes,4,41+,0.002,610.16,0.001,0.002,0.4410112359550562
Jeddah,2026-06-09,15,True,0.0,0.0,0.0,4.0,1411.8833333333334,-0.5555555555555571,0.98,current_bracket_no,-1,37,0.05,,0.012,0.002,0.4410112359550562
Warsaw,2026-06-09,14,True,1.0,0.0,1.7999999999999972,-2.0,1.8833333333333333,0.6111111111111107,0.01,d1_yes,1,29,0.88,59.0,0.998,0.77,0.41171088746569073
Warsaw,2026-06-09,14,True,1.0,0.0,1.7999999999999972,-2.0,1.8833333333333333,0.6111111111111107,0.01,d2_yes,2,30,0.14,17.04,0.19,0.003,0.41171088746569073
Warsaw,2026-06-09,14,True,1.0,0.0,1.7999999999999972,-2.0,1.8833333333333333,0.6111111111111107,0.01,tail_yes,4,32,0.004,44.02,0.001,0.002,0.41171088746569073
Tokyo,2026-06-09,21,True,0.0,,0.0,21.0,1771.8833333333334,-1.3888888888888893,0.999,current_bracket_no,-1,22,0.002,,,,0.2982616651418115
TelAviv,2026-06-09,15,True,0.0,-1.0,-1.7999999999999972,1.0,4301.883333333333,-0.6666666666666679,0.99,d1_yes,1,32,0.019,5.0,,0.001,0.37640449438202245
TelAviv,2026-06-09,15,True,0.0,-1.0,-1.7999999999999972,1.0,4301.883333333333,-0.6666666666666679,0.99,d2_yes,2,33,0.002,434.79,0.001,0.001,0.37640449438202245
TelAviv,2026-06-09,15,True,0.0,-1.0,-1.7999999999999972,1.0,4301.883333333333,-0.6666666666666679,0.99,current_bracket_no,-1,31,0.047,,0.001,0.001,0.37640449438202245
Taipei,2026-06-09,20,True,0.0,0.0,0.0,20.0,1912.8833333333337,-0.44444444444444287,,d1_yes,1,27,0.003,2055.0,,0.003,0.45365168539325845
Taipei,2026-06-09,20,True,0.0,0.0,0.0,20.0,1912.8833333333337,-0.44444444444444287,,current_bracket_no,-1,26,0.003,,,0.003,0.45365168539325845
CapeTown,2026-06-09,14,True,0.0,2.0,0.0,0.0,2791.883333333333,1.3888888888888893,0.59,d1_yes,1,18,0.57,16.0,0.07,0.001,0.324438202247191
CapeTown,2026-06-09,14,True,0.0,2.0,0.0,0.0,2791.883333333333,1.3888888888888893,0.59,d2_yes,2,19,0.12,11.0,0.001,0.001,0.324438202247191
CapeTown,2026-06-09,14,True,0.0,2.0,0.0,0.0,2791.883333333333,1.3888888888888893,0.59,tail_yes,4,21,0.004,108.57,0.001,0.003,0.324438202247191
CapeTown,2026-06-09,14,True,0.0,2.0,0.0,0.0,2791.883333333333,1.3888888888888893,0.59,current_bracket_no,-1,17,0.67,,0.06,0.002,0.324438202247191
Ankara,2026-06-09,15,True,1.0,0.0,1.7999999999999972,0.0,11.883333333333333,-0.5555555555555536,0.003,d1_yes,1,27,0.88,146.08,0.998,0.96,0.6306179775280899
Ankara,2026-06-09,15,True,1.0,0.0,1.7999999999999972,0.0,11.883333333333333,-0.5555555555555536,0.003,d2_yes,2,28,0.167,12.77,0.051,0.002,0.6306179775280899
Ankara,2026-06-09,15,True,1.0,0.0,1.7999999999999972,0.0,11.883333333333333,-0.5555555555555536,0.003,tail_yes,4,31+,0.003,13.0,,0.001,0.6306179775280899
Ankara,2026-06-09,15,True,1.0,0.0,1.7999999999999972,0.0,11.883333333333333,-0.5555555555555536,0.003,current_bracket_no,-1,26,0.998,,0.999,,0.6306179775280899
Amsterdam,2026-06-09,14,True,1.0,-1.0,1.8000000000000045,-2.0,1266.8833333333334,-0.7222222222222214,0.8,d1_yes,1,18,0.24,6.7,0.997,0.95,0.4606741573033708
Amsterdam,2026-06-09,14,True,1.0,-1.0,1.8000000000000045,-2.0,1266.8833333333334,-0.7222222222222214,0.8,d2_yes,2,19,0.05,72.0,0.042,0.004,0.4606741573033708
Amsterdam,2026-06-09,14,True,1.0,-1.0,1.8000000000000045,-2.0,1266.8833333333334,-0.7222222222222214,0.8,tail_yes,3,20,0.01,586.01,0.001,0.002,0.4606741573033708
Amsterdam,2026-06-09,14,True,1.0,-1.0,1.8000000000000045,-2.0,1266.8833333333334,-0.7222222222222214,0.8,current_bracket_no,-1,17,0.33,,0.999,0.998,0.4606741573033708
Guangzhou,2026-06-09,20,True,0.0,0.0,-1.7999999999999972,6.0,241.88333333333333,0.44444444444444287,0.998,d1_yes,1,29,0.003,32.08,,,0.7036516853932584
Guangzhou,2026-06-09,20,True,0.0,0.0,-1.7999999999999972,6.0,241.88333333333333,0.44444444444444287,0.998,current_bracket_no,-1,28,0.003,,0.001,0.005,0.7036516853932584
Istanbul,2026-06-09,15,True,0.0,1.0,0.0,1.0,11.883333333333333,1.4444444444444358,0.87,d1_yes,1,24,0.14,9.03,0.03,0.002,0.4044943820224719
Istanbul,2026-06-09,15,True,0.0,1.0,0.0,1.0,11.883333333333333,1.4444444444444358,0.87,d2_yes,2,25,0.05,10.0,0.002,0.002,0.4044943820224719
Istanbul,2026-06-09,15,True,0.0,1.0,0.0,1.0,11.883333333333333,1.4444444444444358,0.87,tail_yes,3,26,0.003,50.0,0.001,0.002,0.4044943820224719
Istanbul,2026-06-09,15,True,0.0,1.0,0.0,1.0,11.883333333333333,1.4444444444444358,0.87,current_bracket_no,-1,23,0.18,,0.032,0.003,0.4044943820224719
Helsinki,2026-06-09,15,True,0.0,,0.0,10.0,251.88333333333333,-3.833333333333334,0.998,d1_yes,1,20,0.002,66.0,0.001,0.002,0.5056179775280899
Helsinki,2026-06-09,15,True,0.0,,0.0,10.0,251.88333333333333,-3.833333333333334,0.998,d2_yes,2,21,0.002,600.0,0.001,0.002,0.5056179775280899
Helsinki,2026-06-09,15,True,0.0,,0.0,10.0,251.88333333333333,-3.833333333333334,0.998,current_bracket_no,-1,19,0.004,,0.002,0.002,0.5056179775280899
Taipei,2026-06-09,21,True,0.0,0.0,0.0,21.0,1941.8833333333337,-0.44444444444444287,,d1_yes,1,27,0.003,2055.0,,,0.45365168539325845
Taipei,2026-06-09,21,True,0.0,0.0,0.0,21.0,1941.8833333333337,-0.44444444444444287,,current_bracket_no,-1,26,0.003,,,,0.45365168539325845
Munich,2026-06-09,15,True,0.0,,0.0,7.0,520.8833333333333,-1.1111111111111107,0.997,d1_yes,1,19,0.004,15.0,0.001,0.001,0.6601123595505618
Munich,2026-06-09,15,True,0.0,,0.0,7.0,520.8833333333333,-1.1111111111111107,0.997,d2_yes,2,20,0.004,457.85,0.001,0.002,0.6601123595505618
Munich,2026-06-09,15,True,0.0,,0.0,7.0,520.8833333333333,-1.1111111111111107,0.997,current_bracket_no,-1,18,0.007,,0.001,0.001,0.6601123595505618
Jeddah,2026-06-09,16,True,0.0,0.0,0.0,5.0,1470.8833333333334,-0.5555555555555571,0.988,d1_yes,1,38,0.016,8.0,0.001,0.003,0.4410112359550562
Jeddah,2026-06-09,16,True,0.0,0.0,0.0,5.0,1470.8833333333334,-0.5555555555555571,0.988,d2_yes,2,39,0.002,620.65,,0.002,0.4410112359550562
Jeddah,2026-06-09,16,True,0.0,0.0,0.0,5.0,1470.8833333333334,-0.5555555555555571,0.988,tail_yes,3,40,0.002,611.14,,,0.4410112359550562
Jeddah,2026-06-09,16,True,0.0,0.0,0.0,5.0,1470.8833333333334,-0.5555555555555571,0.988,current_bracket_no,-1,37,0.02,,0.002,0.002,0.4410112359550562
BuenosAires,2026-06-09,10,True,4.0,3.0,1.8000000000000045,-5.0,990.8833333333332,3.333333333333334,0.01,d1_yes,1,12,0.067,7.7,0.05,0.001,0.6207865168539326
BuenosAires,2026-06-09,10,True,4.0,3.0,1.8000000000000045,-5.0,990.8833333333332,3.333333333333334,0.01,d2_yes,2,13,0.39,8.31,0.371,0.002,0.6207865168539326
BuenosAires,2026-06-09,10,True,4.0,3.0,1.8000000000000045,-5.0,990.8833333333332,3.333333333333334,0.01,tail_yes,6,17,0.01,21.47,0.003,0.005,0.6207865168539326
BuenosAires,2026-06-09,10,True,4.0,3.0,1.8000000000000045,-5.0,990.8833333333332,3.333333333333334,0.01,current_bracket_no,-1,11,0.996,,0.998,0.997,0.6207865168539326
CapeTown,2026-06-09,15,True,0.0,2.0,0.0,1.0,2850.883333333333,1.3888888888888893,0.94,d1_yes,1,18,0.2,8.0,0.001,0.001,0.324438202247191
CapeTown,2026-06-09,15,True,0.0,2.0,0.0,1.0,2850.883333333333,1.3888888888888893,0.94,d2_yes,2,19,0.009,7.47,,0.001,0.324438202247191
CapeTown,2026-06-09,15,True,0.0,2.0,0.0,1.0,2850.883333333333,1.3888888888888893,0.94,tail_yes,4,21,0.003,28.1,,,0.324438202247191
CapeTown,2026-06-09,15,True,0.0,2.0,0.0,1.0,2850.883333333333,1.3888888888888893,0.94,current_bracket_no,-1,17,0.23,,0.002,0.002,0.324438202247191
Helsinki,2026-06-09,16,True,0.0,,0.0,11.0,310.8833333333333,-3.833333333333334,0.998,d1_yes,1,20,0.002,82.88,0.001,0.002,0.5056179775280899
Helsinki,2026-06-09,16,True,0.0,,0.0,11.0,310.8833333333333,-3.833333333333334,0.998,d2_yes,2,21,0.002,633.88,,,0.5056179775280899
Helsinki,2026-06-09,16,True,0.0,,0.0,11.0,310.8833333333333,-3.833333333333334,0.998,current_bracket_no,-1,19,0.003,,0.001,0.002,0.5056179775280899
Guangzhou,2026-06-09,21,True,0.0,0.0,0.0,7.0,300.8833333333333,0.44444444444444287,0.999,current_bracket_no,-1,28,0.005,,,,0.7036516853932584
Lucknow,2026-06-09,19,True,0.0,,-3.6000000000000085,4.0,20371.883333333335,5.666666666666664,0.999,d1_yes,1,42,0.002,144.15,0.001,0.004,0.1952247191011236
Lucknow,2026-06-09,19,True,0.0,,-3.6000000000000085,4.0,20371.883333333335,5.666666666666664,0.999,current_bracket_no,-1,41,0.002,,0.001,0.003,0.1952247191011236
Miami,2026-06-09,10,True,2.0,2.0,0.0,-4.0,37.88333333333333,4.299999999999997,0.018,d1_yes,1,86-87,0.15,45.72,0.16,0.002,0.43000914913083255
Miami,2026-06-09,10,True,2.0,2.0,0.0,-4.0,37.88333333333333,4.299999999999997,0.018,d2_yes,2,88-89,0.62,35.43,0.998,0.65,0.43000914913083255
Miami,2026-06-09,10,True,2.0,2.0,0.0,-4.0,37.88333333333333,4.299999999999997,0.018,tail_yes,6,96-97,0.004,100.0,,0.003,0.43000914913083255
Miami,2026-06-09,10,True,2.0,2.0,0.0,-4.0,37.88333333333333,4.299999999999997,0.018,current_bracket_no,-1,84-85,0.989,,0.998,0.989,0.43000914913083255
Munich,2026-06-09,16,True,0.0,,0.0,8.0,580.8833333333333,-1.1111111111111107,0.999,d1_yes,1,19,0.004,64.6,,0.001,0.6601123595505618
Munich,2026-06-09,16,True,0.0,,0.0,8.0,580.8833333333333,-1.1111111111111107,0.999,d2_yes,2,20,0.002,44.0,,0.004,0.6601123595505618
Munich,2026-06-09,16,True,0.0,,0.0,8.0,580.8833333333333,-1.1111111111111107,0.999,current_bracket_no,-1,18,0.002,,0.001,0.001,0.6601123595505618
Warsaw,2026-06-09,16,True,0.0,,-1.7999999999999972,0.0,30.883333333333333,-0.5,0.999,d1_yes,1,30,0.009,129.39,0.001,0.003,0.41171088746569073
Warsaw,2026-06-09,16,True,0.0,,-1.7999999999999972,0.0,30.883333333333333,-0.5,0.999,d2_yes,2,31,0.012,110.0,0.001,0.002,0.41171088746569073
Warsaw,2026-06-09,16,True,0.0,,-1.7999999999999972,0.0,30.883333333333333,-0.5,0.999,current_bracket_no,-1,29,0.01,,0.001,0.002,0.41171088746569073
Atlanta,2026-06-09,10,True,3.0,3.0,2.0,-4.0,38.88333333333333,7.400000000000006,0.002,d1_yes,1,78-79,0.042,60.0,0.03,0.002,0.6882022471910112
Atlanta,2026-06-09,10,True,3.0,3.0,2.0,-4.0,38.88333333333333,7.400000000000006,0.002,d2_yes,2,80-81,0.15,2.3,0.12,0.01,0.6882022471910112
Atlanta,2026-06-09,10,True,3.0,3.0,2.0,-4.0,38.88333333333333,7.400000000000006,0.002,tail_yes,8,92+,0.004,96.45,,0.002,0.6882022471910112
Atlanta,2026-06-09,10,True,3.0,3.0,2.0,-4.0,38.88333333333333,7.400000000000006,0.002,current_bracket_no,-1,76-77,0.999,,,,0.6882022471910112
BuenosAires,2026-06-09,11,True,4.0,3.0,1.7999999999999972,-4.0,1050.8833333333334,3.333333333333334,0.01,d1_yes,1,12,0.059,40.0,0.007,0.001,0.6207865168539326
BuenosAires,2026-06-09,11,True,4.0,3.0,1.7999999999999972,-4.0,1050.8833333333334,3.333333333333334,0.01,d2_yes,2,13,0.423,50.03,0.171,0.002,0.6207865168539326
BuenosAires,2026-06-09,11,True,4.0,3.0,1.7999999999999972,-4.0,1050.8833333333334,3.333333333333334,0.01,tail_yes,6,17,0.009,11.3,0.002,0.005,0.6207865168539326
BuenosAires,2026-06-09,11,True,4.0,3.0,1.7999999999999972,-4.0,1050.8833333333334,3.333333333333334,0.01,current_bracket_no,-1,11,0.997,,0.998,0.999,0.6207865168539326
Ankara,2026-06-09,17,True,0.0,,-3.5999999999999943,2.0,2920.883333333333,-1.6666666666666643,0.997,d1_yes,1,28,0.009,87.23,0.001,0.002,0.6306179775280899
Ankara,2026-06-09,17,True,0.0,,-3.5999999999999943,2.0,2920.883333333333,-1.6666666666666643,0.997,d2_yes,2,29,0.002,344.0,,0.002,0.6306179775280899
Ankara,2026-06-09,17,True,0.0,,-3.5999999999999943,2.0,2920.883333333333,-1.6666666666666643,0.997,current_bracket_no,-1,27,0.009,,0.001,0.002,0.6306179775280899
Istanbul,2026-06-09,17,True,0.0,1.0,0.0,3.0,130.88333333333333,1.4444444444444358,0.987,d1_yes,1,24,0.015,44.47,0.001,0.002,0.4044943820224719
Istanbul,2026-06-09,17,True,0.0,1.0,0.0,3.0,130.88333333333333,1.4444444444444358,0.987,d2_yes,2,25,0.002,26.19,0.001,0.017,0.4044943820224719
Istanbul,2026-06-09,17,True,0.0,1.0,0.0,3.0,130.88333333333333,1.4444444444444358,0.987,tail_yes,3,26,0.002,19.0,0.001,0.006,0.4044943820224719
Istanbul,2026-06-09,17,True,0.0,1.0,0.0,3.0,130.88333333333333,1.4444444444444358,0.987,current_bracket_no,-1,23,0.041,,0.007,0.003,0.4044943820224719
Karachi,2026-06-09,19,True,0.0,,-1.8000000000000114,7.0,10350.883333333331,-1.6666666666666714,0.999,current_bracket_no,-1,36,0.002,,,0.003,0.5084269662921348
Helsinki,2026-06-09,17,True,0.0,,0.0,12.0,370.8833333333333,-3.833333333333334,0.999,d1_yes,1,20,0.002,77.38,,0.003,0.5056179775280899
Helsinki,2026-06-09,17,True,0.0,,0.0,12.0,370.8833333333333,-3.833333333333334,0.999,current_bracket_no,-1,19,0.002,,0.001,0.002,0.5056179775280899
Lucknow,2026-06-09,20,True,0.0,,-1.7999999999999972,5.0,20430.883333333335,5.666666666666664,0.999,d1_yes,1,42,0.004,600.74,0.001,0.004,0.1952247191011236
Lucknow,2026-06-09,20,True,0.0,,-1.7999999999999972,5.0,20430.883333333335,5.666666666666664,0.999,current_bracket_no,-1,41,0.003,,0.001,0.003,0.1952247191011236
Ankara,2026-06-09,18,True,0.0,,-3.5999999999999943,3.0,2950.883333333333,-1.6666666666666643,0.999,d1_yes,1,28,0.002,19.95,,,0.6306179775280899
Ankara,2026-06-09,18,True,0.0,,-3.5999999999999943,3.0,2950.883333333333,-1.6666666666666643,0.999,d2_yes,2,29,0.002,380.87,,,0.6306179775280899
Ankara,2026-06-09,18,True,0.0,,-3.5999999999999943,3.0,2950.883333333333,-1.6666666666666643,0.999,current_bracket_no,-1,27,0.002,,,,0.6306179775280899
Helsinki,2026-06-09,18,True,0.0,,0.0,13.0,400.8833333333333,-3.833333333333334,0.999,current_bracket_no,-1,19,0.002,,,,0.5056179775280899
Miami,2026-06-09,11,True,2.0,2.0,1.0,-3.0,37.88333333333333,3.299999999999997,0.013,d1_yes,1,86-87,0.19,8.0,0.12,0.002,0.43000914913083255
Miami,2026-06-09,11,True,2.0,2.0,1.0,-3.0,37.88333333333333,3.299999999999997,0.013,d2_yes,2,88-89,0.65,59.33,0.998,0.67,0.43000914913083255
Miami,2026-06-09,11,True,2.0,2.0,1.0,-3.0,37.88333333333333,3.299999999999997,0.013,tail_yes,6,96-97,0.004,160.0,,0.003,0.43000914913083255
Miami,2026-06-09,11,True,2.0,2.0,1.0,-3.0,37.88333333333333,3.299999999999997,0.013,current_bracket_no,-1,84-85,0.989,,0.998,0.999,0.43000914913083255
Istanbul,2026-06-09,18,True,0.0,1.0,0.0,4.0,190.88333333333333,1.4444444444444358,0.993,d1_yes,1,24,0.002,74.79,0.001,0.003,0.4044943820224719
Istanbul,2026-06-09,18,True,0.0,1.0,0.0,4.0,190.88333333333333,1.4444444444444358,0.993,d2_yes,2,25,0.017,15.0,,,0.4044943820224719
Istanbul,2026-06-09,18,True,0.0,1.0,0.0,4.0,190.88333333333333,1.4444444444444358,0.993,tail_yes,4,27,0.004,130.28,,0.003,0.4044943820224719
Istanbul,2026-06-09,18,True,0.0,1.0,0.0,4.0,190.88333333333333,1.4444444444444358,0.993,current_bracket_no,-1,23,0.03,,0.002,0.003,0.4044943820224719
SaoPaulo,2026-06-09,12,True,1.0,1.0,1.8000000000000114,-2.0,30.883333333333333,0.7222222222222214,0.08,d1_yes,1,24,0.67,5.0,0.996,0.8,0.4353932584269663
SaoPaulo,2026-06-09,12,True,1.0,1.0,1.8000000000000114,-2.0,30.883333333333333,0.7222222222222214,0.08,d2_yes,2,25,0.41,10.0,0.17,0.001,0.4353932584269663
SaoPaulo,2026-06-09,12,True,1.0,1.0,1.8000000000000114,-2.0,30.883333333333333,0.7222222222222214,0.08,tail_yes,5,28,0.002,0.88,0.001,0.002,0.4353932584269663
SaoPaulo,2026-06-09,12,True,1.0,1.0,1.8000000000000114,-2.0,30.883333333333333,0.7222222222222214,0.08,current_bracket_no,-1,23,0.96,,0.999,,0.4353932584269663
TelAviv,2026-06-09,18,True,0.0,,-1.7999999999999972,4.0,4480.883333333333,-0.6666666666666679,,d1_yes,1,32,0.001,1439.9,,,0.37640449438202245
TelAviv,2026-06-09,18,True,0.0,,-1.7999999999999972,4.0,4480.883333333333,-0.6666666666666679,,current_bracket_no,-1,31,0.001,,,,0.37640449438202245
NYC,2026-06-09,11,True,3.0,3.0,2.0,-2.0,39.88333333333333,6.099999999999994,0.008,d1_yes,1,76-77,0.2,6.35,0.142,0.005,0.2753888380603843
NYC,2026-06-09,11,True,3.0,3.0,2.0,-2.0,39.88333333333333,6.099999999999994,0.008,d2_yes,2,78-79,0.6,8.0,0.85,0.002,0.2753888380603843
NYC,2026-06-09,11,True,3.0,3.0,2.0,-2.0,39.88333333333333,6.099999999999994,0.008,tail_yes,6,86-87,0.002,20.0,,0.001,0.2753888380603843
NYC,2026-06-09,11,True,3.0,3.0,2.0,-2.0,39.88333333333333,6.099999999999994,0.008,current_bracket_no,-1,74-75,0.999,,0.999,,0.2753888380603843
Munich,2026-06-09,17,True,0.0,,0.0,9.0,640.8833333333333,-1.1111111111111107,0.999,d1_yes,1,19,0.004,30.5,,0.001,0.6601123595505618
Munich,2026-06-09,17,True,0.0,,0.0,9.0,640.8833333333333,-1.1111111111111107,0.999,d2_yes,2,20,0.004,174.99,,0.004,0.6601123595505618
Munich,2026-06-09,17,True,0.0,,0.0,9.0,640.8833333333333,-1.1111111111111107,0.999,current_bracket_no,-1,18,0.005,,0.001,0.001,0.6601123595505618
CapeTown,2026-06-09,17,True,0.0,2.0,-5.399999999999999,3.0,2970.883333333333,1.3888888888888893,0.999,d1_yes,1,18,0.002,2000.97,0.001,0.001,0.324438202247191
CapeTown,2026-06-09,17,True,0.0,2.0,-5.399999999999999,3.0,2970.883333333333,1.3888888888888893,0.999,d2_yes,2,19,0.004,50.0,,0.001,0.324438202247191
CapeTown,2026-06-09,17,True,0.0,2.0,-5.399999999999999,3.0,2970.883333333333,1.3888888888888893,0.999,current_bracket_no,-1,17,0.003,,0.001,0.002,0.324438202247191
Atlanta,2026-06-09,11,True,2.0,2.0,2.0,-3.0,38.88333333333333,5.400000000000006,0.041,d1_yes,1,80-81,0.16,5.0,0.08,0.01,0.6882022471910112
Atlanta,2026-06-09,11,True,2.0,2.0,2.0,-3.0,38.88333333333333,5.400000000000006,0.041,d2_yes,2,82-83,0.43,19.0,0.988,0.4,0.6882022471910112
Atlanta,2026-06-09,11,True,2.0,2.0,2.0,-3.0,38.88333333333333,5.400000000000006,0.041,tail_yes,6,90-91,0.004,63.45,0.001,0.002,0.6882022471910112
Atlanta,2026-06-09,11,True,2.0,2.0,2.0,-3.0,38.88333333333333,5.400000000000006,0.041,current_bracket_no,-1,78-79,0.97,,0.998,0.999,0.6882022471910112
Amsterdam,2026-06-09,17,True,0.0,,-1.8000000000000045,1.0,65.88333333333334,-1.2777777777777786,0.998,d1_yes,1,19,0.009,125.0,0.003,0.004,0.4606741573033708
Amsterdam,2026-06-09,17,True,0.0,,-1.8000000000000045,1.0,65.88333333333334,-1.2777777777777786,0.998,d2_yes,2,20,0.002,739.0,,,0.4606741573033708
Amsterdam,2026-06-09,17,True,0.0,,-1.8000000000000045,1.0,65.88333333333334,-1.2777777777777786,0.998,current_bracket_no,-1,18,0.009,,0.001,0.003,0.4606741573033708
BuenosAires,2026-06-09,12,True,3.0,2.0,3.6000000000000014,-3.0,1170.8833333333334,2.222222222222225,0.043,d1_yes,1,13,0.458,18.0,0.032,0.002,0.6207865168539326
BuenosAires,2026-06-09,12,True,3.0,2.0,3.6000000000000014,-3.0,1170.8833333333334,2.222222222222225,0.043,d2_yes,2,14,0.67,5.93,0.63,0.001,0.6207865168539326
BuenosAires,2026-06-09,12,True,3.0,2.0,3.6000000000000014,-3.0,1170.8833333333334,2.222222222222225,0.043,tail_yes,5,17,0.006,22.95,0.002,0.005,0.6207865168539326
BuenosAires,2026-06-09,12,True,3.0,2.0,3.6000000000000014,-3.0,1170.8833333333334,2.222222222222225,0.043,current_bracket_no,-1,12,0.993,,0.999,,0.6207865168539326
Lucknow,2026-06-09,21,True,0.0,,0.0,6.0,20490.883333333335,5.666666666666664,0.999,d1_yes,1,42,0.004,600.74,,,0.1952247191011236
Lucknow,2026-06-09,21,True,0.0,,0.0,6.0,20490.883333333335,5.666666666666664,0.999,current_bracket_no,-1,41,0.003,,,,0.1952247191011236
Warsaw,2026-06-09,18,True,0.0,,-9.0,2.0,120.88333333333334,-0.5,0.999,d1_yes,1,30,0.003,809.62,,,0.41171088746569073
Warsaw,2026-06-09,18,True,0.0,,-9.0,2.0,120.88333333333334,-0.5,0.999,current_bracket_no,-1,29,0.002,,,,0.41171088746569073
Madrid,2026-06-09,18,True,0.0,,0.0,-1.0,0.8833333333333333,-0.38888888888889284,0.997,d1_yes,1,34,0.009,8.0,0.001,0.005,0.5187557182067704
