city,target_date,decision_hour_local,settled,steps,forecast_steps,temp_trend_1h_f,forecast_peak_delta_hours_local,minutes_since_running_max,forecast_gap_native,current_yes_ask,leg,leg_steps,leg_bracket,ask,ask_size,max_future_bid,min_future_ask,city_hot_tail_pct
NYC,2026-05-19,18,True,0.0,1.0,4.0,1.0,23.883333333333333,2.299999999999997,0.99,d1_yes,1,96-97,0.65,39.88,0.01,0.145,0.2753888380603843
NYC,2026-05-19,18,True,0.0,1.0,4.0,1.0,23.883333333333333,2.299999999999997,0.99,d2_yes,2,98-99,0.65,39.88,0.001,0.003,0.2753888380603843
NYC,2026-05-19,18,True,0.0,1.0,4.0,1.0,23.883333333333333,2.299999999999997,0.99,tail_yes,10,114+,0.006,18.0,,0.005,0.2753888380603843
NYC,2026-05-19,18,True,0.0,1.0,4.0,1.0,23.883333333333333,2.299999999999997,0.99,current_bracket_no,-1,95,0.78,,0.012,0.078,0.2753888380603843
Miami,2026-05-19,18,True,0.0,-1.0,-1.0,5.0,157.88333333333333,-2.200000000000003,,d1_yes,1,88-89,0.65,39.88,,0.001,0.43000914913083255
Miami,2026-05-19,18,True,0.0,-1.0,-1.0,5.0,157.88333333333333,-2.200000000000003,,d2_yes,2,90-91,0.64,66.0,,0.001,0.43000914913083255
Miami,2026-05-19,18,True,0.0,-1.0,-1.0,5.0,157.88333333333333,-2.200000000000003,,tail_yes,6,98+,0.004,297.57,,0.001,0.43000914913083255
Miami,2026-05-19,18,True,0.0,-1.0,-1.0,5.0,157.88333333333333,-2.200000000000003,,current_bracket_no,-1,86-87,0.02,,,0.001,0.43000914913083255
SanFrancisco,2026-05-19,15,True,0.0,2.0,1.0,2.0,154.88333333333333,4.5,0.49,d1_yes,1,82-83,0.49,7.41,0.001,0.018,0.37359550561797755
SanFrancisco,2026-05-19,15,True,0.0,2.0,1.0,2.0,154.88333333333333,4.5,0.49,d2_yes,2,84-85,0.49,7.41,0.001,0.005,0.37359550561797755
SanFrancisco,2026-05-19,15,True,0.0,2.0,1.0,2.0,154.88333333333333,4.5,0.49,tail_yes,3,86-87,0.49,7.41,0.001,0.005,0.37359550561797755
SanFrancisco,2026-05-19,15,True,0.0,2.0,1.0,2.0,154.88333333333333,4.5,0.49,current_bracket_no,-1,80-81,0.99,,0.008,0.015,0.37359550561797755
Wellington,2026-05-20,10,True,1.0,0.0,0.0,-5.0,0.8833333333333333,0.38888888888889106,0.32,d1_yes,1,15,0.78,26.18,0.998,0.73,0.8019662921348315
Wellington,2026-05-20,10,True,1.0,0.0,0.0,-5.0,0.8833333333333333,0.38888888888889106,0.32,d2_yes,2,16,0.33,54.08,0.32,0.002,0.8019662921348315
Wellington,2026-05-20,10,True,1.0,0.0,0.0,-5.0,0.8833333333333333,0.38888888888889106,0.32,tail_yes,4,18,0.009,12.05,0.005,0.003,0.8019662921348315
Wellington,2026-05-20,10,True,1.0,0.0,0.0,-5.0,0.8833333333333333,0.38888888888889106,0.32,current_bracket_no,-1,14,0.74,,0.991,0.999,0.8019662921348315
Austin,2026-05-19,17,True,0.0,0.0,2.0,1.0,37.88333333333333,-0.7000000000000028,0.78,d1_yes,1,92-93,0.7,5.0,0.01,0.38,0.6724611161939615
Austin,2026-05-19,17,True,0.0,0.0,2.0,1.0,37.88333333333333,-0.7000000000000028,0.78,d2_yes,2,94-95,0.7,5.0,0.001,0.01,0.6724611161939615
Austin,2026-05-19,17,True,0.0,0.0,2.0,1.0,37.88333333333333,-0.7000000000000028,0.78,tail_yes,3,96-97,0.7,5.0,0.001,0.009,0.6724611161939615
Austin,2026-05-19,17,True,0.0,0.0,2.0,1.0,37.88333333333333,-0.7000000000000028,0.78,current_bracket_no,-1,90-91,0.99,,0.02,0.179,0.6724611161939615
Denver,2026-05-19,16,True,0.0,0.0,-0.5,2.0,92.88333333333334,0.6000000000000014,0.7,d1_yes,1,50-51,0.69,12.19,0.01,0.35,0.471671388101983
Denver,2026-05-19,16,True,0.0,0.0,-0.5,2.0,92.88333333333334,0.6000000000000014,0.7,d2_yes,2,52-53,0.7,5.0,0.01,0.5,0.471671388101983
Denver,2026-05-19,16,True,0.0,0.0,-0.5,2.0,92.88333333333334,0.6000000000000014,0.7,tail_yes,5,58-59,0.001,12.0,,,0.471671388101983
Denver,2026-05-19,16,True,0.0,0.0,-0.5,2.0,92.88333333333334,0.6000000000000014,0.7,current_bracket_no,-1,48-49,0.97,,0.01,0.39,0.471671388101983
Miami,2026-05-19,19,True,0.0,-1.0,-1.0,6.0,187.88333333333333,-2.200000000000003,,d1_yes,1,88-89,0.001,2995.12,,,0.43000914913083255
Miami,2026-05-19,19,True,0.0,-1.0,-1.0,6.0,187.88333333333333,-2.200000000000003,,d2_yes,2,90-91,0.001,3000.0,,,0.43000914913083255
Miami,2026-05-19,19,True,0.0,-1.0,-1.0,6.0,187.88333333333333,-2.200000000000003,,tail_yes,3,92-93,0.001,3050.0,,,0.43000914913083255
Miami,2026-05-19,19,True,0.0,-1.0,-1.0,6.0,187.88333333333333,-2.200000000000003,,current_bracket_no,-1,86-87,0.001,,,,0.43000914913083255
LA,2026-05-19,16,True,0.0,-3.0,0.0,5.0,397.8833333333333,-5.5,0.98,d1_yes,1,76-77,0.36,15.9,,,0.11893870082342177
LA,2026-05-19,16,True,0.0,-3.0,0.0,5.0,397.8833333333333,-5.5,0.98,d2_yes,2,78-79,0.3,15.4,,,0.11893870082342177
LA,2026-05-19,16,True,0.0,-3.0,0.0,5.0,397.8833333333333,-5.5,0.98,tail_yes,4,82-83,0.002,41.1,,,0.11893870082342177
LA,2026-05-19,16,True,0.0,-3.0,0.0,5.0,397.8833333333333,-5.5,0.98,current_bracket_no,-1,74-75,0.03,,,,0.11893870082342177
NYC,2026-05-19,19,True,0.0,1.0,0.0,2.0,39.88333333333333,2.299999999999997,0.988,d1_yes,1,96-97,0.145,22.08,,,0.2753888380603843
NYC,2026-05-19,19,True,0.0,1.0,0.0,2.0,39.88333333333333,2.299999999999997,0.988,d2_yes,2,98-99,0.003,30.0,,,0.2753888380603843
NYC,2026-05-19,19,True,0.0,1.0,0.0,2.0,39.88333333333333,2.299999999999997,0.988,tail_yes,7,108-109,0.002,75.15,,,0.2753888380603843
NYC,2026-05-19,19,True,0.0,1.0,0.0,2.0,39.88333333333333,2.299999999999997,0.988,current_bracket_no,-1,95,0.078,,,,0.2753888380603843
Houston,2026-05-19,18,True,0.0,0.0,-2.0,5.0,217.88333333333333,-0.5,0.989,d1_yes,1,90-91,0.5,5.0,,,0.39325842696629215
Houston,2026-05-19,18,True,0.0,0.0,-2.0,5.0,217.88333333333333,-0.5,0.989,d2_yes,2,92-93,0.01,280.88,,,0.39325842696629215
Houston,2026-05-19,18,True,0.0,0.0,-2.0,5.0,217.88333333333333,-0.5,0.989,tail_yes,8,104+,0.003,18.0,,,0.39325842696629215
Houston,2026-05-19,18,True,0.0,0.0,-2.0,5.0,217.88333333333333,-0.5,0.989,current_bracket_no,-1,88-89,0.03,,,,0.39325842696629215
Wellington,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-4.0,0.8833333333333333,0.38888888888889106,0.009,d1_yes,1,15,0.73,38.0,0.998,0.8,0.8019662921348315
Wellington,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-4.0,0.8833333333333333,0.38888888888889106,0.009,d2_yes,2,16,0.51,8.0,0.15,0.002,0.8019662921348315
Wellington,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-4.0,0.8833333333333333,0.38888888888889106,0.009,tail_yes,4,18,0.006,12.05,0.005,0.003,0.8019662921348315
Wellington,2026-05-20,11,True,1.0,0.0,1.7999999999999972,-4.0,0.8833333333333333,0.38888888888889106,0.009,current_bracket_no,-1,14,0.999,,,,0.8019662921348315
Wellington,2026-05-20,12,True,0.0,,0.0,-3.0,0.8833333333333333,-0.7222222222222197,0.8,d1_yes,1,16,0.38,13.0,0.13,0.002,0.8019662921348315
Wellington,2026-05-20,12,True,0.0,,0.0,-3.0,0.8833333333333333,-0.7222222222222197,0.8,d2_yes,2,17,0.06,5.0,0.003,0.002,0.8019662921348315
Wellington,2026-05-20,12,True,0.0,,0.0,-3.0,0.8833333333333333,-0.7222222222222197,0.8,tail_yes,4,19+,0.007,50.0,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,12,True,0.0,,0.0,-3.0,0.8833333333333333,-0.7222222222222197,0.8,current_bracket_no,-1,15,0.31,,0.11,0.002,0.8019662921348315
Wellington,2026-05-20,13,True,0.0,,0.0,-2.0,0.8833333333333333,-0.7222222222222197,0.89,d1_yes,1,16,0.19,15.1,0.11,0.002,0.8019662921348315
Wellington,2026-05-20,13,True,0.0,,0.0,-2.0,0.8833333333333333,-0.7222222222222197,0.89,d2_yes,2,17,0.004,15.0,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,13,True,0.0,,0.0,-2.0,0.8833333333333333,-0.7222222222222197,0.89,tail_yes,4,19+,0.002,30.5,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,13,True,0.0,,0.0,-2.0,0.8833333333333333,-0.7222222222222197,0.89,current_bracket_no,-1,15,0.2,,0.11,0.002,0.8019662921348315
Tokyo,2026-05-20,10,True,1.0,1.0,0.0,-2.0,,1.6111111111111143,0.017,d1_yes,1,27+,0.99,371.22,0.999,0.979,0.2982616651418115
Tokyo,2026-05-20,10,True,1.0,1.0,0.0,-2.0,,1.6111111111111143,0.017,current_bracket_no,-1,26,0.99,,0.999,0.978,0.2982616651418115
Busan,2026-05-20,10,True,0.0,1.0,-1.8000000000000045,10.0,450.8833333333333,1.0555555555555571,0.84,d1_yes,1,20,0.34,24.72,0.05,0.004,0.22331460674157302
Busan,2026-05-20,10,True,0.0,1.0,-1.8000000000000045,10.0,450.8833333333333,1.0555555555555571,0.84,d2_yes,2,21,0.29,8.9,0.03,0.001,0.22331460674157302
Busan,2026-05-20,10,True,0.0,1.0,-1.8000000000000045,10.0,450.8833333333333,1.0555555555555571,0.84,tail_yes,6,25+,0.006,20.08,0.006,0.002,0.22331460674157302
Busan,2026-05-20,10,True,0.0,1.0,-1.8000000000000045,10.0,450.8833333333333,1.0555555555555571,0.84,current_bracket_no,-1,19,0.32,,0.09,0.002,0.22331460674157302
Singapore,2026-05-20,10,True,,,0.0,-4.0,1080.8833333333334,1.277777777777775,0.06,current_bracket_no,-1,31,0.97,,,,0.702247191011236
Shanghai,2026-05-20,10,True,1.0,2.0,-3.5999999999999943,-3.0,1110.8833333333334,2.2222222222222214,0.79,d1_yes,1,27,0.19,8.0,0.998,0.13,0.6806953339432754
Shanghai,2026-05-20,10,True,1.0,2.0,-3.5999999999999943,-3.0,1110.8833333333334,2.2222222222222214,0.79,d2_yes,2,28,0.12,15.5,0.153,0.003,0.6806953339432754
Shanghai,2026-05-20,10,True,1.0,2.0,-3.5999999999999943,-3.0,1110.8833333333334,2.2222222222222214,0.79,tail_yes,6,32,0.004,214.76,0.001,0.003,0.6806953339432754
Shanghai,2026-05-20,10,True,1.0,2.0,-3.5999999999999943,-3.0,1110.8833333333334,2.2222222222222214,0.79,current_bracket_no,-1,26,0.28,,0.999,0.22,0.6806953339432754
Wuhan,2026-05-20,10,True,3.0,4.0,0.0,-5.0,1350.8833333333334,3.8888888888888893,0.034,d1_yes,1,23,0.07,64.0,0.04,0.001,0.4747191011235955
Wuhan,2026-05-20,10,True,3.0,4.0,0.0,-5.0,1350.8833333333334,3.8888888888888893,0.034,d2_yes,2,24,0.18,10.0,0.29,0.001,0.4747191011235955
Wuhan,2026-05-20,10,True,3.0,4.0,0.0,-5.0,1350.8833333333334,3.8888888888888893,0.034,tail_yes,9,31+,0.009,288.0,0.003,0.004,0.4747191011235955
Wuhan,2026-05-20,10,True,3.0,4.0,0.0,-5.0,1350.8833333333334,3.8888888888888893,0.034,current_bracket_no,-1,22,0.998,,0.996,0.998,0.4747191011235955
Tokyo,2026-05-20,11,True,1.0,1.0,0.0,-1.0,,1.6111111111111143,0.079,d1_yes,1,27+,0.979,23.6,0.999,,0.2982616651418115
Tokyo,2026-05-20,11,True,1.0,1.0,0.0,-1.0,,1.6111111111111143,0.079,current_bracket_no,-1,26,0.978,,0.999,,0.2982616651418115
Wellington,2026-05-20,14,True,0.0,,0.0,-1.0,0.8833333333333333,-0.7222222222222197,0.92,d1_yes,1,16,0.1,43.0,0.11,0.002,0.8019662921348315
Wellington,2026-05-20,14,True,0.0,,0.0,-1.0,0.8833333333333333,-0.7222222222222197,0.92,d2_yes,2,17,0.002,8.01,,0.003,0.8019662921348315
Wellington,2026-05-20,14,True,0.0,,0.0,-1.0,0.8833333333333333,-0.7222222222222197,0.92,tail_yes,4,19+,0.002,110.61,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,14,True,0.0,,0.0,-1.0,0.8833333333333333,-0.7222222222222197,0.92,current_bracket_no,-1,15,0.1,,0.11,0.002,0.8019662921348315
Busan,2026-05-20,11,True,0.0,1.0,0.0,11.0,510.8833333333333,1.0555555555555571,0.92,d1_yes,1,20,0.09,20.5,0.05,0.004,0.22331460674157302
Busan,2026-05-20,11,True,0.0,1.0,0.0,11.0,510.8833333333333,1.0555555555555571,0.92,d2_yes,2,21,0.05,8.0,0.011,0.001,0.22331460674157302
Busan,2026-05-20,11,True,0.0,1.0,0.0,11.0,510.8833333333333,1.0555555555555571,0.92,tail_yes,6,25+,0.014,39.7,0.005,0.002,0.22331460674157302
Busan,2026-05-20,11,True,0.0,1.0,0.0,11.0,510.8833333333333,1.0555555555555571,0.92,current_bracket_no,-1,19,0.09,,0.09,0.002,0.22331460674157302
Chengdu,2026-05-20,10,True,7.0,4.0,0.0,-4.0,810.8833333333333,3.3333333333333357,0.009,d1_yes,1,28,0.005,40.0,,0.005,0.6264044943820225
Chengdu,2026-05-20,10,True,7.0,4.0,0.0,-4.0,810.8833333333333,3.3333333333333357,0.009,d2_yes,2,29,0.011,13.88,0.002,0.003,0.6264044943820225
Chengdu,2026-05-20,10,True,7.0,4.0,0.0,-4.0,810.8833333333333,3.3333333333333357,0.009,tail_yes,3,30,0.05,48.09,0.021,0.001,0.6264044943820225
Shanghai,2026-05-20,11,True,1.0,2.0,0.0,-2.0,1170.8833333333334,2.2222222222222214,0.81,d1_yes,1,27,0.13,5.0,0.998,0.33,0.6806953339432754
Shanghai,2026-05-20,11,True,1.0,2.0,0.0,-2.0,1170.8833333333334,2.2222222222222214,0.81,d2_yes,2,28,0.068,42.9,0.153,0.003,0.6806953339432754
Shanghai,2026-05-20,11,True,1.0,2.0,0.0,-2.0,1170.8833333333334,2.2222222222222214,0.81,tail_yes,6,32,0.003,25.02,0.001,0.005,0.6806953339432754
Shanghai,2026-05-20,11,True,1.0,2.0,0.0,-2.0,1170.8833333333334,2.2222222222222214,0.81,current_bracket_no,-1,26,0.22,,0.999,0.41,0.6806953339432754
Singapore,2026-05-20,11,True,1.0,0.0,-1.7999999999999972,-3.0,1290.8833333333334,0.1666666666666643,0.77,d1_yes,1,33,0.24,21.35,0.994,0.3,0.702247191011236
Singapore,2026-05-20,11,True,1.0,0.0,-1.7999999999999972,-3.0,1290.8833333333334,0.1666666666666643,0.77,d2_yes,2,34,0.05,353.54,0.04,0.002,0.702247191011236
Singapore,2026-05-20,11,True,1.0,0.0,-1.7999999999999972,-3.0,1290.8833333333334,0.1666666666666643,0.77,tail_yes,4,36+,0.004,18.0,0.002,0.002,0.702247191011236
Singapore,2026-05-20,11,True,1.0,0.0,-1.7999999999999972,-3.0,1290.8833333333334,0.1666666666666643,0.77,current_bracket_no,-1,32,0.33,,0.17,0.35,0.702247191011236
Taipei,2026-05-20,11,True,3.0,2.0,0.0,-2.0,,1.6666666666666643,0.19,d1_yes,1,33,0.42,12.16,0.005,0.01,0.45365168539325845
Taipei,2026-05-20,11,True,3.0,2.0,0.0,-2.0,,1.6666666666666643,0.19,d2_yes,2,34,0.55,20.0,,0.001,0.45365168539325845
Taipei,2026-05-20,11,True,3.0,2.0,0.0,-2.0,,1.6666666666666643,0.19,tail_yes,4,36+,0.07,5.0,0.192,0.004,0.45365168539325845
Taipei,2026-05-20,11,True,3.0,2.0,0.0,-2.0,,1.6666666666666643,0.19,current_bracket_no,-1,32,0.88,,0.999,,0.45365168539325845
Wuhan,2026-05-20,11,True,3.0,4.0,0.0,-4.0,1410.8833333333334,3.8888888888888893,0.009,d1_yes,1,23,0.06,10.0,0.04,0.001,0.4747191011235955
Wuhan,2026-05-20,11,True,3.0,4.0,0.0,-4.0,1410.8833333333334,3.8888888888888893,0.009,d2_yes,2,24,0.17,5.0,0.29,0.001,0.4747191011235955
Wuhan,2026-05-20,11,True,3.0,4.0,0.0,-4.0,1410.8833333333334,3.8888888888888893,0.009,tail_yes,9,31+,0.009,293.0,0.002,0.004,0.4747191011235955
Wuhan,2026-05-20,11,True,3.0,4.0,0.0,-4.0,1410.8833333333334,3.8888888888888893,0.009,current_bracket_no,-1,22,0.998,,0.996,0.999,0.4747191011235955
Tokyo,2026-05-20,12,True,1.0,1.0,1.7999999999999972,0.0,0.8833333333333333,1.6111111111111143,0.001,d1_yes,1,27+,,,,,0.2982616651418115
Wellington,2026-05-20,15,True,0.0,,0.0,0.0,0.8833333333333333,-0.7222222222222197,0.89,d1_yes,1,16,0.12,11.28,0.01,0.002,0.8019662921348315
Wellington,2026-05-20,15,True,0.0,,0.0,0.0,0.8833333333333333,-0.7222222222222197,0.89,d2_yes,2,18,0.003,24.99,0.002,0.003,0.8019662921348315
Wellington,2026-05-20,15,True,0.0,,0.0,0.0,0.8833333333333333,-0.7222222222222197,0.89,tail_yes,3,19+,0.002,105.61,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,15,True,0.0,,0.0,0.0,0.8833333333333333,-0.7222222222222197,0.89,current_bracket_no,-1,15,0.13,,0.01,0.002,0.8019662921348315
Busan,2026-05-20,12,True,0.0,1.0,0.0,12.0,570.8833333333333,1.0555555555555571,0.91,d1_yes,1,20,0.07,27.5,0.05,0.004,0.22331460674157302
Busan,2026-05-20,12,True,0.0,1.0,0.0,12.0,570.8833333333333,1.0555555555555571,0.91,d2_yes,2,21,0.059,9.82,0.01,0.001,0.22331460674157302
Busan,2026-05-20,12,True,0.0,1.0,0.0,12.0,570.8833333333333,1.0555555555555571,0.91,tail_yes,3,22,0.006,19.9,0.009,0.002,0.22331460674157302
Busan,2026-05-20,12,True,0.0,1.0,0.0,12.0,570.8833333333333,1.0555555555555571,0.91,current_bracket_no,-1,19,0.1,,0.07,0.002,0.22331460674157302
Beijing,2026-05-20,11,True,1.0,2.0,0.0,-5.0,0.8833333333333333,2.4444444444444464,0.1,d1_yes,1,24,0.6,5.01,0.999,0.47,0.555352241537054
Beijing,2026-05-20,11,True,1.0,2.0,0.0,-5.0,0.8833333333333333,2.4444444444444464,0.1,d2_yes,2,25,0.25,20.47,0.41,0.001,0.555352241537054
Beijing,2026-05-20,11,True,1.0,2.0,0.0,-5.0,0.8833333333333333,2.4444444444444464,0.1,tail_yes,5,28+,0.012,120.0,0.006,0.005,0.555352241537054
Beijing,2026-05-20,11,True,1.0,2.0,0.0,-5.0,0.8833333333333333,2.4444444444444464,0.1,current_bracket_no,-1,23,0.99,,0.997,0.998,0.555352241537054
Chongqing,2026-05-20,11,True,6.0,4.0,3.5999999999999943,-5.0,30.883333333333333,3.7777777777777786,0.004,d1_yes,1,26,0.01,49.07,0.001,0.005,0.598314606741573
Chongqing,2026-05-20,11,True,6.0,4.0,3.5999999999999943,-5.0,30.883333333333333,3.7777777777777786,0.004,d2_yes,2,27,0.012,354.25,0.002,0.005,0.598314606741573
Chongqing,2026-05-20,11,True,6.0,4.0,3.5999999999999943,-5.0,30.883333333333333,3.7777777777777786,0.004,tail_yes,10,35+,0.007,50.0,0.003,0.002,0.598314606741573
Chongqing,2026-05-20,11,True,6.0,4.0,3.5999999999999943,-5.0,30.883333333333333,3.7777777777777786,0.004,current_bracket_no,-1,25,0.999,,0.996,,0.598314606741573
Shanghai,2026-05-20,12,True,1.0,2.0,3.5999999999999943,-1.0,1230.8833333333334,2.2222222222222214,0.6,d1_yes,1,27,0.33,16.3,0.998,0.84,0.6806953339432754
Shanghai,2026-05-20,12,True,1.0,2.0,3.5999999999999943,-1.0,1230.8833333333334,2.2222222222222214,0.6,d2_yes,2,28,0.069,34.3,0.153,0.003,0.6806953339432754
Shanghai,2026-05-20,12,True,1.0,2.0,3.5999999999999943,-1.0,1230.8833333333334,2.2222222222222214,0.6,tail_yes,7,33+,0.003,102.95,,0.006,0.6806953339432754
Shanghai,2026-05-20,12,True,1.0,2.0,3.5999999999999943,-1.0,1230.8833333333334,2.2222222222222214,0.6,current_bracket_no,-1,26,0.41,,0.999,,0.6806953339432754
Singapore,2026-05-20,12,True,1.0,0.0,0.0,-2.0,1350.8833333333334,0.1666666666666643,0.83,d1_yes,1,33,0.3,15.25,0.994,0.95,0.702247191011236
Singapore,2026-05-20,12,True,1.0,0.0,0.0,-2.0,1350.8833333333334,0.1666666666666643,0.83,d2_yes,2,34,0.045,43.0,0.04,0.002,0.702247191011236
Singapore,2026-05-20,12,True,1.0,0.0,0.0,-2.0,1350.8833333333334,0.1666666666666643,0.83,tail_yes,4,36+,0.004,206.43,0.002,0.002,0.702247191011236
Singapore,2026-05-20,12,True,1.0,0.0,0.0,-2.0,1350.8833333333334,0.1666666666666643,0.83,current_bracket_no,-1,32,0.35,,,,0.702247191011236
Wuhan,2026-05-20,12,True,3.0,4.0,0.0,-3.0,1470.8833333333334,3.8888888888888893,0.004,d1_yes,1,23,0.05,32.08,0.01,0.001,0.4747191011235955
Wuhan,2026-05-20,12,True,3.0,4.0,0.0,-3.0,1470.8833333333334,3.8888888888888893,0.004,d2_yes,2,24,0.23,5.0,0.29,0.001,0.4747191011235955
Wuhan,2026-05-20,12,True,3.0,4.0,0.0,-3.0,1470.8833333333334,3.8888888888888893,0.004,tail_yes,9,31+,0.004,306.0,0.002,0.004,0.4747191011235955
Wuhan,2026-05-20,12,True,3.0,4.0,0.0,-3.0,1470.8833333333334,3.8888888888888893,0.004,current_bracket_no,-1,22,0.999,,,,0.4747191011235955
Busan,2026-05-20,13,True,0.0,1.0,1.8000000000000045,13.0,630.8833333333333,1.0555555555555571,0.93,d1_yes,1,20,0.1,5.0,0.05,0.004,0.22331460674157302
Busan,2026-05-20,13,True,0.0,1.0,1.8000000000000045,13.0,630.8833333333333,1.0555555555555571,0.93,d2_yes,2,21,0.011,5.28,0.01,0.001,0.22331460674157302
Busan,2026-05-20,13,True,0.0,1.0,1.8000000000000045,13.0,630.8833333333333,1.0555555555555571,0.93,tail_yes,4,23,0.004,15.34,0.001,0.002,0.22331460674157302
Busan,2026-05-20,13,True,0.0,1.0,1.8000000000000045,13.0,630.8833333333333,1.0555555555555571,0.93,current_bracket_no,-1,19,0.11,,0.07,0.002,0.22331460674157302
Manila,2026-05-20,13,True,1.0,0.0,0.0,-1.0,30.883333333333333,-0.38888888888888573,0.63,d1_yes,1,36,0.82,18.28,0.995,0.95,0.8497191011235955
Manila,2026-05-20,13,True,1.0,0.0,0.0,-1.0,30.883333333333333,-0.38888888888888573,0.63,d2_yes,2,37,0.15,2.0,0.02,0.003,0.8497191011235955
Manila,2026-05-20,13,True,1.0,0.0,0.0,-1.0,30.883333333333333,-0.38888888888888573,0.63,tail_yes,4,39+,0.009,23.99,,0.001,0.8497191011235955
Manila,2026-05-20,13,True,1.0,0.0,0.0,-1.0,30.883333333333333,-0.38888888888888573,0.63,current_bracket_no,-1,35,0.97,,0.999,,0.8497191011235955
Shanghai,2026-05-20,13,True,1.0,2.0,1.7999999999999972,0.0,0.8833333333333333,2.2222222222222214,0.001,d1_yes,1,27,0.84,53.48,0.998,0.97,0.6806953339432754
Shanghai,2026-05-20,13,True,1.0,2.0,1.7999999999999972,0.0,0.8833333333333333,2.2222222222222214,0.001,d2_yes,2,28,0.25,26.66,0.036,0.003,0.6806953339432754
Shanghai,2026-05-20,13,True,1.0,2.0,1.7999999999999972,0.0,0.8833333333333333,2.2222222222222214,0.001,tail_yes,5,31,0.003,6.0,0.002,0.002,0.6806953339432754
Wellington,2026-05-20,17,True,0.0,,0.0,2.0,90.88333333333334,-0.7222222222222197,0.993,d1_yes,1,16,0.006,6.5,0.001,0.002,0.8019662921348315
Wellington,2026-05-20,17,True,0.0,,0.0,2.0,90.88333333333334,-0.7222222222222197,0.993,d2_yes,2,17,0.003,50.0,,,0.8019662921348315
Wellington,2026-05-20,17,True,0.0,,0.0,2.0,90.88333333333334,-0.7222222222222197,0.993,current_bracket_no,-1,15,0.008,,0.006,0.002,0.8019662921348315
Wuhan,2026-05-20,13,True,2.0,3.0,1.8000000000000114,-2.0,30.883333333333333,3.333333333333332,0.017,d1_yes,1,24,0.46,5.27,0.28,0.001,0.4747191011235955
Wuhan,2026-05-20,13,True,2.0,3.0,1.8000000000000114,-2.0,30.883333333333333,3.333333333333332,0.017,d2_yes,2,25,0.39,10.0,0.998,0.42,0.4747191011235955
Wuhan,2026-05-20,13,True,2.0,3.0,1.8000000000000114,-2.0,30.883333333333333,3.333333333333332,0.017,tail_yes,7,30,0.004,210.44,0.002,0.001,0.4747191011235955
Wuhan,2026-05-20,13,True,2.0,3.0,1.8000000000000114,-2.0,30.883333333333333,3.333333333333332,0.017,current_bracket_no,-1,23,0.99,,0.999,,0.4747191011235955
Singapore,2026-05-20,13,True,0.0,,1.7999999999999972,-1.0,30.883333333333333,-0.38888888888889284,0.95,d1_yes,1,34,0.073,8.0,0.01,0.002,0.702247191011236
Singapore,2026-05-20,13,True,0.0,,1.7999999999999972,-1.0,30.883333333333333,-0.38888888888889284,0.95,d2_yes,2,35,0.013,10.0,0.003,0.003,0.702247191011236
Singapore,2026-05-20,13,True,0.0,,1.7999999999999972,-1.0,30.883333333333333,-0.38888888888889284,0.95,tail_yes,3,36+,0.008,11.35,0.001,0.002,0.702247191011236
Singapore,2026-05-20,13,True,0.0,,1.7999999999999972,-1.0,30.883333333333333,-0.38888888888889284,0.95,current_bracket_no,-1,33,0.08,,0.013,0.006,0.702247191011236
Taipei,2026-05-20,13,True,0.0,,-3.5999999999999943,0.0,60.88333333333333,-1.1111111111111143,0.998,d1_yes,1,36+,0.009,15.0,0.001,0.004,0.45365168539325845
Taipei,2026-05-20,13,True,0.0,,-3.5999999999999943,0.0,60.88333333333333,-1.1111111111111143,0.998,current_bracket_no,-1,35,0.01,,0.002,0.002,0.45365168539325845
Busan,2026-05-20,14,True,0.0,1.0,0.0,14.0,690.8833333333333,1.0555555555555571,0.93,d1_yes,1,20,0.1,6.25,0.021,0.004,0.22331460674157302
Busan,2026-05-20,14,True,0.0,1.0,0.0,14.0,690.8833333333333,1.0555555555555571,0.93,d2_yes,2,21,0.011,0.28,0.002,0.001,0.22331460674157302
Busan,2026-05-20,14,True,0.0,1.0,0.0,14.0,690.8833333333333,1.0555555555555571,0.93,tail_yes,5,24,0.002,39.0,0.001,0.004,0.22331460674157302
Busan,2026-05-20,14,True,0.0,1.0,0.0,14.0,690.8833333333333,1.0555555555555571,0.93,current_bracket_no,-1,19,0.12,,0.02,0.002,0.22331460674157302
Beijing,2026-05-20,13,True,0.0,1.0,0.0,-3.0,0.8833333333333333,1.3333333333333357,0.85,d1_yes,1,25,0.24,5.2,0.16,0.001,0.555352241537054
Beijing,2026-05-20,13,True,0.0,1.0,0.0,-3.0,0.8833333333333333,1.3333333333333357,0.85,d2_yes,2,26,0.06,325.09,0.011,0.003,0.555352241537054
Beijing,2026-05-20,13,True,0.0,1.0,0.0,-3.0,0.8833333333333333,1.3333333333333357,0.85,tail_yes,4,28+,0.005,72.34,0.001,0.005,0.555352241537054
