rows,dates,cities,win_rate,avg_ask,avg_cost,cost,pnl,roi,roi_ci_low,roi_ci_high,daily_negative_100pct,evidence_layer,scope,model,p_col,shadow_variant
4,4,4,0.25,0.2525,0.49263692392774056,1.9705476957109622,0.3524337404359644,0.17885065213243082,-1.0,2.4610947431208734,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,prob_p_ge_ask_size_p
5,4,4,0.2,0.308,0.3244752,1.622376,-0.36523314285714337,-0.22512237783173775,-1.0,0.5133973500412395,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,prob_p_ge_ask_size_current_score
4,4,4,0.25,0.2525,0.49263692392774056,1.9705476957109622,0.3524337404359644,0.17885065213243082,-1.0,2.4610947431208734,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,prob_p_ge_ask_plus05_size_p
4,4,4,0.25,0.2525,0.49263692392774056,1.9705476957109622,0.3524337404359644,0.17885065213243082,-1.0,2.4610947431208734,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,prob_ratio_ge125_size_p
3,3,3,0.3333333333333333,0.26333333333333336,0.35189999999999994,1.0556999999999999,0.2014428571428567,0.19081449004722623,-1.0,3.761904761904762,2,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,agreement_current_and_prob_size_score
5,4,5,0.6,0.34199999999999997,0.3611741033294904,1.805870516647452,1.0868646205854589,0.6018508030150426,-0.5796924242938258,2.2932962484302877,1,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,current_gate_size_min_score_p
5,3,4,0.4,0.354,0.48541306565373576,2.4270653282686787,0.48116541547026825,0.19824988222031192,-1.0,0.8887813901706159,1,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,blend50_gate_size_blend50
5,3,4,0.4,0.354,0.46394191939224144,2.319709596961207,0.45146376991708104,0.19462081396244313,-1.0,0.7921072705051254,1,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2,2,2,1.0,0.45999999999999996,0.5513728000000002,1.1027456000000004,1.2992001210401898,1.17815035583927,,,0,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
26,18,18,0.4230769230769231,0.29692307692307696,0.48054083076923076,12.4940616,8.777341897618303,0.7025210999134424,-0.04749572666720888,1.5605500053539039,7,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,baseline_current_score_gate_size_score
31,20,21,0.45161290322580644,0.31,0.45196958249824776,14.011057057445681,7.764781139360013,0.5541895309914318,-0.1125445706143788,1.2551199574210155,9,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,prob_p_ge_ask_size_p
47,20,24,0.46808510638297873,0.4191063829787233,0.3132356927659574,14.722077559999999,8.479243576843349,0.5759542797058427,-0.05510248803509117,1.2684176748845035,4,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,prob_p_ge_ask_size_current_score
28,18,21,0.42857142857142855,0.2832142857142857,0.4369549539937948,12.234738711826255,7.392315600820062,0.6042070676731784,-0.15931857740617666,1.3831024346893475,9,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,prob_p_ge_ask_plus05_size_p
25,16,20,0.44,0.2616,0.4246775851835771,10.616939629589428,7.814012959394201,0.7359948565231109,-0.11657529061718089,1.5803391721078741,8,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,prob_ratio_ge125_size_p
23,16,17,0.4782608695652174,0.2634782608695652,0.44951424347826086,10.3388276,10.922159230951635,1.0564214486903365,0.23599113918206763,1.9580571063324266,5,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,agreement_current_and_prob_size_score
30,18,20,0.4666666666666667,0.29,0.3584369754725486,10.753109264176459,7.743464183798396,0.7201139683008178,0.08639303829734893,1.364707695621178,6,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,current_gate_size_min_score_p
33,19,21,0.3939393939393939,0.3084848484848485,0.44916960547991713,14.822596980837265,7.580186120777458,0.5113939298610873,-0.07159895509823727,1.0991866591210118,7,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,blend50_gate_size_blend50
28,18,20,0.39285714285714285,0.29607142857142854,0.45267878098777375,12.675005867657665,7.239887210739335,0.5711939928338087,-0.06158538688532119,1.2598231491966185,7,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,blend70score_gate_size_blend70
7,7,5,0.42857142857142855,0.48428571428571426,0.6265828571428571,4.38608,-0.48377350649350637,-0.11029746527503063,-0.7728519190536244,0.731059423419052,4,historical_best_ask_diagnostic,expanding_walk_forward,logit_market_route,p_no_wf_logit_market_route,diagnostic_current_gate_prob_disagrees
26,18,18,0.4230769230769231,0.29692307692307696,0.48054083076923076,12.4940616,8.777341897618303,0.7025210999134424,-0.04749572666720888,1.5605500053539039,7,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_weather,p_no_wf_logit_mechanism_weather,baseline_current_score_gate_size_score
29,20,18,0.5172413793103449,0.3385862068965518,0.5134844306734979,14.89104848953144,9.597354984306552,0.64450498506224,0.003808945010964387,1.268981672664924,8,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_weather,p_no_wf_logit_mechanism_weather,prob_p_ge_ask_size_p
52,20,24,0.5576923076923077,0.47740384615384623,0.3058300107692308,15.903160560000002,8.449668653513537,0.531320087075417,-0.06074989902799497,1.1575001044156374,3,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_weather,p_no_wf_logit_mechanism_weather,prob_p_ge_ask_size_current_score
