target_date,rows,cost,pnl,wins,roi,evidence_layer,scope,model,shadow_variant
2026-06-14,2,0.74305235087042,0.3738556864530572,1.0,0.5031350563861596,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-15,2,0.8953466649725205,0.15415996827858536,1.0,0.17217908359921882,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-16,1,0.5937284996787506,-0.5937284996787506,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-17,1,0.47913101260532753,-0.47913101260532753,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-18,1,0.5742968243399005,-0.5742968243399005,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-19,2,0.8601506435162665,0.3935662910725193,1.0,0.4575550736829467,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-20,2,0.7791557577640325,-0.7791557577640325,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-21,2,0.8665315170826626,0.8500518022842656,1.0,0.9809819787583964,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-23,2,0.8896138491314826,0.6354208546409119,1.0,0.7142659202768306,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-25,2,0.9799620792381633,0.09337194736475285,1.0,0.09528118418351612,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-26,1,0.5157334151575622,-0.5157334151575622,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,blend70score_gate_size_blend70
2026-06-07,1,0.62592,-0.62592,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-08,1,0.416,-0.416,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-09,1,0.2944,-0.2944,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-10,2,0.663328,-0.663328,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-11,1,0.6128640000000001,0.6378788571428573,1.0,1.0408163265306123,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-14,1,0.32,0.7466666666666666,1.0,2.333333333333333,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-15,1,0.2880000000000001,0.8196923076923079,1.0,2.8461538461538463,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-16,1,0.4608000000000001,0.7207384615384616,1.0,1.5641025641025639,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-17,1,0.4894720000000001,-0.4894720000000001,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
2026-06-18,1,0.606464,-0.606464,0.0,-1.0,historical_best_ask_diagnostic,expanding_walk_forward,logit_mechanism_plus_heuristic_score,diagnostic_current_gate_prob_disagrees
