strategy,description,city,target_date,decision_hour_local,entry_raw,entry_stress,fee_usd_per_1_notional,win,raw_pnl_per_1,exec_no_fee_pnl_per_1,exec_fee_pnl_per_1,cash_roi_exec_fee,current_high_yes_ask,forecast_gap_native,temp_trend_1h_f,forecast_peak_delta_hours_local_x,current_yes_ask,forecast_steps,steps,leg_steps,leg,ask_size,relative_humidity_pct,wind_speed_kt,temp_trend_3h_f,minutes_since_running_max,forecast_source,forecast_peak_delta_hours_local_y,city_family,solar_window,day_regime,moisture_cloud_regime,wind_regime,running_max_state,intraday_state,current_no,tmax_p_current,tmax_p_not_d1,d2_no,scope,tmax_p_d1,current_yes_ref,trend3h_positive,no_trend3h_flat,day_open_runway,active_warming_or_reheat,tmax_d1_yes_edge_exec,tmax_current_overprice,tmax_d1_edge_pos,tmax_current_overprice_pos,tmax_both_pos,ask_band
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Helsinki,2026-05-27,17,0.008,0.018,0.0491,False,-1.0,-1.0,-1.0491,-1.0,0.995,1.5555555555555554,3.6000000000000014,0.0,,,,,,,62.22,16.0,3.6000000000000014,370.8833333333333,gfs_seamless,0.0,europe_cloud_break,afternoon_decay_window,day_open_runway,mixed_moisture,moderate_wind,mature_fade,reheating_after_dip,,,,,,,0.995,True,True,True,True,,,False,False,False,0-5c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Houston,2026-05-27,10,0.28,0.29,0.0355,False,-1.0,-1.0,-1.0355,-1.0,0.68,2.4000000000000057,4.0,-7.0,,,,,,,81.44,6.0,5.0,518.8833333333333,gfs_seamless,-7.0,humid_low_latitude,late_morning,day_marginal_runway,humid_convective_risk,light_wind,mature_fade,false_fade_risk,,,,,,,0.68,True,True,False,False,,,False,False,False,20-30c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Denver,2026-05-27,14,0.267,0.277,0.03615,False,-1.0,-1.0,-1.03615,-1.0,0.675,1.2000000000000028,3.1999999999999886,0.0,,,,,,,48.15,9.0,3.5999999999999943,1112.8833333333334,gfs_seamless,0.0,continental_dry_hot,solar_peak_window,day_marginal_runway,mixed_moisture,light_wind,stalled_high,active_warming,,,,,,,0.675,True,True,False,True,,,False,False,False,20-30c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Beijing,2026-05-28,13,0.27,0.28,0.036,True,2.7037037037037033,2.571428571428571,2.535428571428571,2.447324875896304,0.74,1.9444444444444429,1.7999999999999972,-3.0,,,,,,,30.68,9.72,5.400000000000006,1.8833333333333333,gfs_seamless,-3.0,continental_dry_hot,solar_peak_window,day_open_runway,dry_heat_inertia,light_wind,pullback_from_high,false_fade_risk,,,,,,,0.74,True,True,True,False,,,False,False,False,20-30c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,NYC,2026-05-29,15,0.29,0.3,0.0349999999999999,True,2.4482758620689657,2.3333333333333335,2.2983333333333333,2.2206119162640903,0.66,1.9000000000000057,2.0,-1.0,,,,,,,28.49,6.0,6.0,40.88333333333333,gfs_seamless,-1.0,southern_or_maritime,afternoon_decay_window,day_marginal_runway,dry_heat_inertia,light_wind,fresh_running_high,active_warming,,,,,,,0.66,True,True,False,True,,,False,False,False,20-30c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Lucknow,2026-05-31,14,0.096,0.106,0.0447,True,9.416666666666666,8.433962264150944,8.389262264150943,8.030307518092222,0.93,4.333333333333336,1.7999999999999972,-2.0,,,,,,,41.62,3.0,5.400000000000006,0.8833333333333333,gfs_seamless,-2.0,continental_dry_hot,solar_peak_window,day_open_runway,dry_heat_inertia,light_wind,fresh_running_high,active_warming,,,,,,,0.93,True,True,True,True,,,False,False,False,5-10c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,NYC,2026-06-01,15,0.06,0.0699999999999999,0.0465,False,-1.0,-1.0,-1.0465,-1.0,0.95,1.5999999999999943,1.0,0.0,,,,,,,47.11,14.0,1.0,40.88333333333333,gfs_seamless,0.0,southern_or_maritime,afternoon_decay_window,day_marginal_runway,mixed_moisture,moderate_wind,fresh_running_high,active_warming,,,,,,,0.95,True,True,False,True,,,False,False,False,5-10c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Wuhan,2026-06-03,13,0.151,0.161,0.04195,False,-1.0,-1.0,-1.04195,-1.0,0.89,2.0555555555555536,1.7999999999999972,-2.0,,,,,,,79.1,3.89,1.7999999999999972,30.883333333333333,gfs_seamless,-2.0,humid_low_latitude,solar_peak_window,day_open_runway,humid_convective_risk,light_wind,fresh_running_high,active_warming,0.1500735453033052,0.8499264546966948,0.8691233974825018,0.9821335879204108,dev_cv,0.13087660251749822,0.89,True,True,True,True,-0.030123397482501785,0.0400735453033052,False,True,False,10-20c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Houston,2026-06-03,13,0.043,0.053,0.04735,False,-1.0,-1.0,-1.04735,-1.0,0.97,2.5,2.0,0.0,,,,,,,90.46,6.0,-6.0,103.88333333333334,gfs_seamless,0.0,humid_low_latitude,solar_peak_window,day_marginal_runway,humid_convective_risk,light_wind,pullback_from_high,reheating_after_dip,,,,,,,0.97,False,True,False,True,,,False,False,False,0-5c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Austin,2026-06-05,13,0.075,0.0849999999999999,0.04575,False,-1.0,-1.0,-1.04575,-1.0,0.95,1.5999999999999943,3.0,-5.0,,,,,,,63.19,3.0,8.0,37.88333333333333,gfs_seamless,-5.0,continental_dry_hot,solar_peak_window,day_marginal_runway,cloud_suppression,light_wind,fresh_running_high,active_warming,,,,,,,0.95,True,True,False,True,,,False,False,False,5-10c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,NYC,2026-06-05,15,0.17,0.18,0.041,False,-1.0,-1.0,-1.041,-1.0,0.86,3.5,1.0,-1.0,,,,,,,19.6,9.0,5.0,39.88333333333333,gfs_seamless,-1.0,southern_or_maritime,afternoon_decay_window,day_open_runway,dry_heat_inertia,light_wind,fresh_running_high,active_warming,0.2126837095518459,0.7873162904481541,0.8054358473678352,0.9848451435099672,dev_cv,0.19456415263216476,0.86,True,True,True,True,0.014564152632164762,0.07268370955184589,True,True,True,10-20c
false_fade_reheat_conflict_d1_yes,Narrow sibling trigger: warming + forecast runway + current still anchored; buy d1 YES.,Atlanta,2026-06-05,16,0.1,0.11,0.0445,False,-1.0,-1.0,-1.0445,-1.0,0.92,3.0999999999999943,1.0,-1.0,,,,,,,35.79,5.0,3.0,38.88333333333333,gfs_seamless,-1.0,humid_low_latitude,afternoon_decay_window,day_open_runway,dry_heat_inertia,light_wind,fresh_running_high,active_warming,0.099804907498159,0.9001950925018409,0.9073764449568384,0.9943047129050078,dev_cv,0.09262355504316155,0.92,True,True,True,True,-0.017376444956838447,0.019804907498159108,False,True,False,10-20c
