policy,friction,period,rows,dates,cities,win_rate_final,avg_entry,tp_hit_rate,tp_then_final_lost,tp_then_final_won,roi,delta_vs_hold,delta_ci_low,delta_ci_high,roi_ci_low,roi_ci_high,top5_removed_roi,daily_win_rate,losing_days,le_minus50pct_days,max_daily_loss_roi,path_coverage
hold_to_settlement,entry_plus_1c_sell_minus_1c,full,476,53,48,0.13655462184873948,0.1150997899159664,0.0,0,0,0.13893237788666318,0.0,0.0,0.0,-0.12292657265522536,0.5868018526420464,0.00031579807002269684,0.4528301886792453,29,20,-1.0,0.8319327731092437
hold_to_settlement,entry_plus_1c_sell_minus_1c,train_le_2026_06_20,383,44,48,0.13054830287206268,0.11471148825065274,0.0,0,0,0.09017561567424566,0.0,0.0,0.0,-0.2318520202391603,0.3669231083983387,-0.07524377559833836,0.4318181818181818,25,16,-1.0,0.7963446475195822
hold_to_settlement,entry_plus_1c_sell_minus_1c,holdout_2026_06_21_26,74,6,32,0.16216216216216217,0.11851351351351351,0.0,0,0,0.30692340134100704,0.0,0.0,0.0,-0.44369788535723176,1.2745870225724112,-0.3860278551343895,0.5,3,3,-0.5918367346938777,1.0
hold_to_settlement,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,19,3,17,0.15789473684210525,0.10963157894736841,0.0,0,0,0.46748523008321435,0.0,0.0,0.0,-0.5085995085995086,6.692307692307691,-1.0,0.6666666666666666,1,1,-0.5085995085995086,0.8947368421052632
hold_to_settlement,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,93,9,35,0.16129032258064516,0.11669892473118279,0.0,0,0,0.33972635560016773,0.0,0.0,0.0,-0.223387144009441,2.626529791341805,-0.2777575664022061,0.5555555555555556,4,4,-0.5918367346938777,0.978494623655914
hold_to_settlement,entry_plus_1c_sell_minus_2c,full,476,53,48,0.13655462184873948,0.1150997899159664,0.0,0,0,0.13893237788666318,0.0,0.0,0.0,-0.12292657265522536,0.5868018526420464,0.00031579807002269684,0.4528301886792453,29,20,-1.0,0.8319327731092437
hold_to_settlement,entry_plus_1c_sell_minus_2c,train_le_2026_06_20,383,44,48,0.13054830287206268,0.11471148825065274,0.0,0,0,0.09017561567424566,0.0,0.0,0.0,-0.2318520202391603,0.3669231083983387,-0.07524377559833836,0.4318181818181818,25,16,-1.0,0.7963446475195822
hold_to_settlement,entry_plus_1c_sell_minus_2c,holdout_2026_06_21_26,74,6,32,0.16216216216216217,0.11851351351351351,0.0,0,0,0.30692340134100704,0.0,0.0,0.0,-0.44369788535723176,1.2745870225724112,-0.3860278551343895,0.5,3,3,-0.5918367346938777,1.0
hold_to_settlement,entry_plus_1c_sell_minus_2c,closed_forward_2026_06_27_30,19,3,17,0.15789473684210525,0.10963157894736841,0.0,0,0,0.46748523008321435,0.0,0.0,0.0,-0.5085995085995086,6.692307692307691,-1.0,0.6666666666666666,1,1,-0.5085995085995086,0.8947368421052632
hold_to_settlement,entry_plus_1c_sell_minus_2c,recent_ge_2026_06_21,93,9,35,0.16129032258064516,0.11669892473118279,0.0,0,0,0.33972635560016773,0.0,0.0,0.0,-0.223387144009441,2.626529791341805,-0.2777575664022061,0.5555555555555556,4,4,-0.5918367346938777,0.978494623655914
hold_to_settlement,entry_plus_1c_sell_minus_1c_fee1pct,full,476,53,48,0.13655462184873948,0.1150997899159664,0.0,0,0,0.1289323778866632,0.0,0.0,0.0,-0.1329265726552254,0.5768018526420465,-0.009684201929977276,0.4528301886792453,29,20,-1.01,0.8319327731092437
hold_to_settlement,entry_plus_1c_sell_minus_1c_fee1pct,train_le_2026_06_20,383,44,48,0.13054830287206268,0.11471148825065274,0.0,0,0,0.08017561567424562,0.0,0.0,0.0,-0.24185202023916025,0.35692310839833863,-0.0852437755983384,0.4318181818181818,25,16,-1.01,0.7963446475195822
hold_to_settlement,entry_plus_1c_sell_minus_1c_fee1pct,holdout_2026_06_21_26,74,6,32,0.16216216216216217,0.11851351351351351,0.0,0,0,0.29692340134100703,0.0,0.0,0.0,-0.4536978853572318,1.2645870225724114,-0.39602785513438954,0.5,3,3,-0.6018367346938777,1.0
hold_to_settlement,entry_plus_1c_sell_minus_1c_fee1pct,closed_forward_2026_06_27_30,19,3,17,0.15789473684210525,0.10963157894736841,0.0,0,0,0.4574852300832143,0.0,0.0,0.0,-0.5185995085995085,6.682307692307692,-1.0099999999999998,0.6666666666666666,1,1,-0.5185995085995085,0.8947368421052632
hold_to_settlement,entry_plus_1c_sell_minus_1c_fee1pct,recent_ge_2026_06_21,93,9,35,0.16129032258064516,0.11669892473118279,0.0,0,0,0.32972635560016766,0.0,0.0,0.0,-0.23338714400944105,2.6165297913418053,-0.2877575664022062,0.5555555555555556,4,4,-0.6018367346938777,0.978494623655914
full_sell_bid_ge_0p20,quoted_bidask,full,476,53,48,0.13655462184873948,0.1050997899159664,0.3235294117647059,107,47,0.9417168511093674,0.6826599995494225,0.41391486624243223,0.7667780541292111,0.583172546733223,1.3448484586303584,0.7879785625185578,0.7358490566037735,14,6,-1.0,0.8319327731092437
full_sell_bid_ge_0p20,quoted_bidask,train_le_2026_06_20,383,44,48,0.13054830287206268,0.10471148825065274,0.3002610966057441,81,34,0.8197530170121186,0.6153825432076674,0.3645788817001634,0.7456335981892027,0.41618860793578316,1.0265049827581731,0.6376453987099289,0.7045454545454546,13,6,-1.0,0.7963446475195822
