policy,friction,period,rows,dates,cities,win_rate_final,avg_entry,tp_hit_rate,tp_then_final_lost,tp_then_final_won,roi,delta_vs_hold,delta_ci_low,delta_ci_high,roi_ci_low,roi_ci_high,top5_removed_roi,daily_win_rate,losing_days,le_minus50pct_days,max_daily_loss_roi,path_coverage,slice,slice_value
full_sell_bid_ge_0p20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.48148148148148145,8,5,1.0985586902620592,0.6105657042733902,-0.1298817377546498,1.035000331905934,-0.27976359338061474,1.7383585523791714,-0.09031164356745772,0.5555555555555556,4,2,-1.0,1.0,entry_band,entry_10_15c
full_sell_bid_ge_0p30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.37037037037037035,5,5,0.9057536371469287,0.4177606511582596,-0.29339537359888895,0.8690693221968571,-0.5486200107571266,1.6149870745890889,-0.32693602693602714,0.5555555555555556,4,4,-1.0,1.0,entry_band,entry_10_15c
recover_stake_bid_ge_0p30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.37037037037037035,5,5,0.6423201258323387,0.15432713984366958,-0.05349942751458704,0.2928796349848981,-0.7777777777777778,1.4595088213662766,-0.7727272727272726,0.3333333333333333,6,6,-1.0,1.0,entry_band,entry_10_15c
adaptive_entry_2x_floor20_cap30_full,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.4444444444444444,7,5,1.0388400569000151,0.5508470709113461,-0.14429499260651502,1.0042127367533158,-0.29706790123456794,1.7052963044538743,-0.16360269360269378,0.5555555555555556,4,2,-1.0,1.0,entry_band,entry_10_15c
adaptive_entry_le10c_full20_else30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.37037037037037035,5,5,0.9057536371469287,0.4177606511582596,-0.29339537359888895,0.8690693221968571,-0.5486200107571266,1.6149870745890889,-0.32693602693602714,0.5555555555555556,4,4,-1.0,1.0,entry_band,entry_10_15c
adaptive_model_high_full30_else20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.37037037037037035,5,5,0.9057536371469287,0.4177606511582596,-0.29339537359888895,0.8690693221968571,-0.5486200107571266,1.6149870745890889,-0.32693602693602714,0.5555555555555556,4,4,-1.0,1.0,entry_band,entry_10_15c
adaptive_model_high_recover30_else_full20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.37037037037037035,5,5,0.6363339464246456,0.14834096043597642,-0.41354924564542755,0.628276398882504,-0.6855873015873016,1.3942712176371557,-0.6666666666666667,0.4444444444444444,5,5,-1.0,1.0,entry_band,entry_10_15c
adaptive_path_high_full30_else20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,27,9,19,0.18518518518518517,0.1312222222222222,0.4444444444444444,7,5,1.0333735050768742,0.545380519088205,-0.20477797121988672,0.9504949774201881,-0.44192277383766754,1.6761185040157351,-0.17031164356745762,0.5555555555555556,4,3,-1.0,1.0,entry_band,entry_10_15c
hold_to_settlement,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.0,0,0,0.4184397163120567,0.0,0.0,0.0,-1.0,2.5460992907801416,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
full_sell_bid_ge_0p20,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.4,1,1,0.1477446808510637,-0.27069503546099294,-1.5567375886524824,0.88,-1.0,0.9893617021276593,,0.3333333333333333,2,1,-1.0,1.0,entry_band,entry_10_15c
full_sell_bid_ge_0p30,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,-0.2042553191489363,-0.6226950354609929,-1.5567375886524824,0.0,-1.0,0.9893617021276593,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
recover_stake_bid_ge_0p30,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,0.26193347745287665,-0.15650623885917997,-0.39126559714794995,0.0,-1.0,2.1548336936321917,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
adaptive_entry_2x_floor20_cap30_full,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.4,1,1,0.1477446808510637,-0.27069503546099294,-1.5567375886524824,0.88,-1.0,0.9893617021276593,,0.3333333333333333,2,1,-1.0,1.0,entry_band,entry_10_15c
adaptive_entry_le10c_full20_else30,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,-0.2042553191489363,-0.6226950354609929,-1.5567375886524824,0.0,-1.0,0.9893617021276593,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
adaptive_model_high_full30_else20,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,-0.2042553191489363,-0.6226950354609929,-1.5567375886524824,0.0,-1.0,0.9893617021276593,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
adaptive_model_high_recover30_else_full20,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,-0.2042553191489363,-0.6226950354609929,-1.5567375886524824,0.0,-1.0,0.9893617021276593,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
adaptive_path_high_full30_else20,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,3,5,0.2,0.13620000000000002,0.2,0,1,-0.2042553191489363,-0.6226950354609929,-1.5567375886524824,0.0,-1.0,0.9893617021276593,,0.3333333333333333,2,2,-1.0,1.0,entry_band,entry_10_15c
hold_to_settlement,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.0,0,0,0.13460744920117204,0.0,0.0,0.0,-0.49344193368238237,0.7515831233329612,-0.2885282725530403,0.2708333333333333,35,35,-1.0,0.823076923076923,entry_band,entry_7_10c
full_sell_bid_ge_0p20,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.24615384615384617,22,10,0.7308473207376893,0.5962398715365173,0.34985440284478375,0.9138147272499414,0.10300102755952943,1.3574342722739632,0.33521035968438173,0.5,23,20,-1.0,0.823076923076923,entry_band,entry_7_10c
full_sell_bid_ge_0p30,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.17692307692307693,13,10,0.5590326372752513,0.4244251880740792,0.18582013938840541,0.6756087369252395,-0.09977428747572308,1.1577251175838417,0.15652308888344624,0.4375,27,24,-1.0,0.823076923076923,entry_band,entry_7_10c
recover_stake_bid_ge_0p30,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.17692307692307693,13,10,0.2318593364999549,0.09725188729878291,0.04306375382436017,0.15687720115070627,-0.3949772783338792,0.8366438476262108,-0.18707018369921413,0.2708333333333333,34,34,-1.0,0.823076923076923,entry_band,entry_7_10c
adaptive_entry_2x_floor20_cap30_full,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.24615384615384617,22,10,0.7308473207376893,0.5962398715365173,0.34985440284478375,0.9138147272499414,0.10300102755952943,1.3574342722739632,0.33521035968438173,0.5,23,20,-1.0,0.823076923076923,entry_band,entry_7_10c
adaptive_entry_le10c_full20_else30,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.24615384615384617,22,10,0.7308473207376893,0.5962398715365173,0.34985440284478375,0.9138147272499414,0.10300102755952943,1.3574342722739632,0.33521035968438173,0.5,23,20,-1.0,0.823076923076923,entry_band,entry_7_10c
adaptive_model_high_full30_else20,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.2153846153846154,18,10,0.6530700487000622,0.5184625994988902,0.28536158068892786,0.8153765527994313,0.008453883427287206,1.2899681080804022,0.2543219967652495,0.4583333333333333,25,21,-1.0,0.823076923076923,entry_band,entry_7_10c
adaptive_model_high_recover30_else_full20,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.2153846153846154,18,10,0.36270723181655945,0.22809978261538746,0.1207759075003402,0.40874839215105985,-0.24226309225468734,0.9919578868297106,-0.0509883725699454,0.3125,31,28,-1.0,0.823076923076923,entry_band,entry_7_10c
adaptive_path_high_full30_else20,entry_plus_1c_sell_minus_1c,full,130,48,40,0.1076923076923077,0.09369230769230767,0.23076923076923078,20,10,0.6922045498959655,0.5575971006947935,0.26989182918112914,0.7895993519348646,-0.0030024355358351986,1.2644370880958062,0.295021878008989,0.4583333333333333,25,22,-1.0,0.823076923076923,entry_band,entry_7_10c
hold_to_settlement,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.0,0,0,-0.05536520541804083,0.0,0.0,0.0,-1.0,1.0140200881659143,-1.0,0.25,6,6,-1.0,0.9583333333333334,entry_band,entry_7_10c
full_sell_bid_ge_0p20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,1.1228313776688985,1.1781965830869394,0.23693055066337917,1.751428682691047,-0.33150602640872096,2.058965396242399,-0.4800536578664529,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
full_sell_bid_ge_0p30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.2916666666666667,5,2,1.0225319764712937,1.0778971818893346,0.23693055066337917,1.683747361851195,-0.38391599154631906,1.9855648028978725,-0.6067476383265854,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
recover_stake_bid_ge_0p30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.2916666666666667,5,2,0.15199862396563849,0.20736382938367934,0.04953656892483989,0.3120386658353221,-0.85625,1.1457519871966801,-0.8947368421052632,0.25,6,6,-1.0,0.9583333333333334,entry_band,entry_7_10c
adaptive_entry_2x_floor20_cap30_full,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,1.1228313776688985,1.1781965830869394,0.23693055066337917,1.751428682691047,-0.33150602640872096,2.058965396242399,-0.4800536578664529,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
adaptive_entry_le10c_full20_else30,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,1.1228313776688985,1.1781965830869394,0.23693055066337917,1.751428682691047,-0.33150602640872096,2.058965396242399,-0.4800536578664529,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
adaptive_model_high_full30_else20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,1.1228313776688985,1.1781965830869394,0.23693055066337917,1.751428682691047,-0.33150602640872096,2.058965396242399,-0.4800536578664529,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
adaptive_model_high_recover30_else_full20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,0.3414005892658074,0.39676579468384826,0.06203656892483988,0.5567537438866572,-0.7276392359511745,1.169118675360824,-0.8421052631578946,0.25,6,4,-1.0,0.9583333333333334,entry_band,entry_7_10c
adaptive_path_high_full30_else20,entry_plus_1c_sell_minus_1c,recent_ge_2026_06_21,24,8,20,0.08333333333333333,0.09216666666666666,0.3333333333333333,6,2,1.1228313776688985,1.1781965830869394,0.23693055066337917,1.751428682691047,-0.33150602640872096,2.058965396242399,-0.4800536578664529,0.625,3,3,-1.0,0.9583333333333334,entry_band,entry_7_10c
hold_to_settlement,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,2,5,0.0,0.0911,0.0,0,0,-1.0,0.0,,,,,,0.0,2,2,-1.0,0.8,entry_band,entry_7_10c
full_sell_bid_ge_0p20,entry_plus_1c_sell_minus_1c,closed_forward_2026_06_27_30,5,2,5,0.0,0.0911,0.4,2,0,0.5414371257485031,1.5414371257485031,,,,,,0.5,1,1,-1.0,0.8,entry_band,entry_7_10c
