city,icao,decision_hour_local,city_days,rows,p50_residual_c,p75_residual_c,p90_residual_c,p95_residual_c,p99_residual_c,max_residual_c,residual_ge_0_5c_rate,residual_ge_1_0c_rate,residual_ge_1_5c_rate,bucket_delta_ge_1_rate,avg_obs_count_day,avg_obs_count_to_decision,physical_candidate_v0
Beijing,ZBAA,18,736,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.610054347826086,37.41576086956522,True
Beijing,ZBAA,19,736,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.610054347826086,39.44157608695652,True
Beijing,ZBAA,20,736,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.610054347826086,41.48233695652174,True
Beijing,ZBAA,21,736,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.610054347826086,43.50815217391305,True
Busan,RKPK,21,366,366,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.00273224043715847,0.0,0.0,0.0,26.66393442622951,24.497267759562842,True
Chengdu,ZUUU,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,18.942622950819672,True
Chengdu,ZUUU,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,19.939890710382514,True
Chengdu,ZUUU,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,20.937158469945356,True
Chengdu,ZUUU,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,21.934426229508198,True
Chongqing,ZUCK,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,18.94535519125683,True
Chongqing,ZUCK,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,19.942622950819672,True
Chongqing,ZUCK,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,20.939890710382514,True
Chongqing,ZUCK,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,21.937158469945356,True
Jakarta,WIII,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.28415300546448,37.19398907103825,True
Jakarta,WIII,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.28415300546448,39.204918032786885,True
Jakarta,WIII,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.28415300546448,41.221311475409834,True
Jakarta,WIII,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.28415300546448,43.24590163934426,True
KualaLumpur,WMSA,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5327868852459,20.1775956284153,True
KualaLumpur,WMSA,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5327868852459,21.333333333333332,True
KualaLumpur,WMSA,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5327868852459,22.41256830601093,True
KualaLumpur,WMSA,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5327868852459,23.450819672131146,True
Lucknow,VILK,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95355191256831,35.31967213114754,True
Lucknow,VILK,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95355191256831,37.25409836065574,True
Lucknow,VILK,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95355191256831,39.177595628415304,True
Lucknow,VILK,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95355191256831,41.10655737704918,True
Manila,RPLL,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34426229508197,19.262295081967213,True
Manila,RPLL,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34426229508197,20.295081967213115,True
Manila,RPLL,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34426229508197,21.30327868852459,True
Manila,RPLL,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34426229508197,22.311475409836067,True
Shenzhen,ZGSZ,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,18.942622950819672,True
Shenzhen,ZGSZ,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,19.939890710382514,True
Shenzhen,ZGSZ,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,20.937158469945356,True
Shenzhen,ZGSZ,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.92896174863388,21.934426229508198,True
Singapore,WSSS,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.830601092896174,37.71311475409836,True
Singapore,WSSS,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.830601092896174,39.759562841530055,True
Singapore,WSSS,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.830601092896174,41.78142076502732,True
Singapore,WSSS,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.830601092896174,43.80054644808743,True
Wellington,NZWN,20,366,366,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.00546448087431694,0.0,0.0,0.0,47.8551912568306,40.87431693989071,True
Wellington,NZWN,21,366,366,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.00273224043715847,0.0,0.0,0.0,47.8551912568306,42.868852459016395,True
Wuhan,ZHHH,18,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,18.94535519125683,True
Wuhan,ZHHH,19,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,19.942622950819672,True
Wuhan,ZHHH,20,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,20.939890710382514,True
Wuhan,ZHHH,21,366,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93169398907104,21.937158469945356,True
CapeTown,FACT,18,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.30958904109589,21.873972602739727,True
CapeTown,FACT,19,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.30958904109589,22.953424657534246,True
CapeTown,FACT,20,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.30958904109589,24.065753424657533,True
CapeTown,FACT,21,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.30958904109589,25.175342465753424,True
Dallas,KDAL,19,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.005479452054794521,0.0,0.0,0.0,27.145205479452056,21.720547945205478,True
Dallas,KDAL,20,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.0027397260273972603,0.0,0.0,0.0,27.145205479452056,22.778082191780822,True
Dallas,KDAL,21,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.0027397260273972603,0.0,0.0,0.0,27.145205479452056,23.85753424657534,True
Istanbul,LTFM,21,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.005479452054794521,0.0,0.0,0.0,47.95890410958904,41.95890410958904,True
Jeddah,OEJN,18,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0027397260273972603,0.0,0.0,0.0,24.194520547945206,19.13972602739726,True
Jeddah,OEJN,19,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0027397260273972603,0.0,0.0,0.0,24.194520547945206,20.161643835616438,True
Jeddah,OEJN,20,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0027397260273972603,0.0,0.0,0.0,24.194520547945206,21.172602739726027,True
Jeddah,OEJN,21,365,365,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0027397260273972603,0.0,0.0,0.0,24.194520547945206,22.186301369863013,True
MexicoCity,MMMX,18,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.663013698630138,22.912328767123288,True
MexicoCity,MMMX,19,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.663013698630138,24.753424657534246,True
MexicoCity,MMMX,20,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.663013698630138,26.542465753424658,True
MexicoCity,MMMX,21,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.663013698630138,28.03287671232877,True
SaoPaulo,SBGR,18,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.704109589041096,20.317808219178083,True
SaoPaulo,SBGR,19,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.704109589041096,21.40821917808219,True
SaoPaulo,SBGR,20,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.704109589041096,22.471232876712328,True
SaoPaulo,SBGR,21,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.704109589041096,23.54794520547945,True
TelAviv,LLBG,18,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.775342465753425,35.83013698630137,True
TelAviv,LLBG,19,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.775342465753425,37.821917808219176,True
TelAviv,LLBG,20,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.775342465753425,39.81369863013698,True
TelAviv,LLBG,21,365,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.775342465753425,41.8027397260274,True
PanamaCity,MPTO,18,361,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.047091412742382,19.914127423822716,True
PanamaCity,MPTO,19,361,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.047091412742382,20.93628808864266,True
PanamaCity,MPTO,20,361,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.047091412742382,21.975069252077564,True
PanamaCity,MPTO,21,361,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.047091412742382,22.977839335180054,True
Denver,KBKF,20,360,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.302777777777777,21.102777777777778,True
Denver,KBKF,21,360,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.302777777777777,22.225,True
Lagos,DNMM,20,331,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.229607250755286,18.53474320241692,True
Lagos,DNMM,21,331,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.229607250755286,19.438066465256796,True
Taipei,RCSS,18,237,237,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.004219409282700422,0.0,0.0,0.0,43.87341772151899,33.0337552742616,True
Taipei,RCSS,19,237,237,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.004219409282700422,0.0,0.0,0.0,43.87341772151899,35.10970464135021,True
Taipei,RCSS,20,237,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.87341772151899,37.075949367088604,True
Taipei,RCSS,21,237,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.87341772151899,39.050632911392405,True
Austin,KAUS,19,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0027210884353741495,0.0013605442176870747,0.0,0.0013605442176870747,27.39047619047619,22.01360544217687,True
Austin,KAUS,20,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0013605442176870747,0.0013605442176870747,0.0,0.0013605442176870747,27.39047619047619,23.07891156462585,True
Austin,KAUS,21,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0013605442176870747,0.0013605442176870747,0.0,0.0013605442176870747,27.39047619047619,24.13605442176871,True
