target_date,knmi_obs_ts_utc,knmi_ta_c,knmi_tx_c,knmi_ta_round_c,knmi_tx_round_c,next_metar_report_ts_utc,next_metar_detect_ts_utc,next_metar_temp_c,lead_to_next_metar_min,ta_minus_next_metar_c,tx_minus_next_metar_c,ta_exact_next_metar,tx_exact_next_metar,ta_within1_next_metar,tx_within1_next_metar,raw_metar
2026-07-22,2026-07-22T12:00:00+00:00,17.9,17.9,18,18,2026-07-22T12:25:00+00:00,2026-07-22T12:29:22.922090+00:00,19.0,25.0,-1,-1,0,0,1,1,METAR EHAM 221225Z 33015KT 300V360 9999 SCT027 SCT044 19/13 Q1023 NOSIG
2026-07-22,2026-07-22T12:10:00+00:00,19.3,19.3,19,19,2026-07-22T12:25:00+00:00,2026-07-22T12:29:22.922090+00:00,19.0,15.0,0,0,1,1,1,1,METAR EHAM 221225Z 33015KT 300V360 9999 SCT027 SCT044 19/13 Q1023 NOSIG
2026-07-22,2026-07-22T12:20:00+00:00,18.8,19.5,19,20,2026-07-22T12:25:00+00:00,2026-07-22T12:29:22.922090+00:00,19.0,5.0,0,1,1,0,1,1,METAR EHAM 221225Z 33015KT 300V360 9999 SCT027 SCT044 19/13 Q1023 NOSIG
2026-07-22,2026-07-22T12:30:00+00:00,19.8,20.3,20,20,2026-07-22T12:55:00+00:00,2026-07-22T13:03:23.702298+00:00,20.0,25.0,0,0,1,1,1,1,METAR EHAM 221255Z 32017KT 280V350 9999 SCT027 20/13 Q1023 NOSIG
2026-07-22,2026-07-22T12:40:00+00:00,20.8,20.8,21,21,2026-07-22T12:55:00+00:00,2026-07-22T13:03:23.702298+00:00,20.0,15.0,1,1,0,0,1,1,METAR EHAM 221255Z 32017KT 280V350 9999 SCT027 20/13 Q1023 NOSIG
2026-07-22,2026-07-22T12:50:00+00:00,20.4,20.9,20,21,2026-07-22T12:55:00+00:00,2026-07-22T13:03:23.702298+00:00,20.0,5.0,0,1,1,0,1,1,METAR EHAM 221255Z 32017KT 280V350 9999 SCT027 20/13 Q1023 NOSIG
2026-07-22,2026-07-22T13:00:00+00:00,19.5,21.2,20,21,2026-07-22T13:25:00+00:00,2026-07-22T13:32:03.621047+00:00,19.0,25.0,1,2,0,0,1,0,METAR EHAM 221325Z 32015KT 290V350 9999 SCT025 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T13:10:00+00:00,18.9,19.4,19,19,2026-07-22T13:25:00+00:00,2026-07-22T13:32:03.621047+00:00,19.0,15.0,0,0,1,1,1,1,METAR EHAM 221325Z 32015KT 290V350 9999 SCT025 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T13:20:00+00:00,19.2,19.2,19,19,2026-07-22T13:25:00+00:00,2026-07-22T13:32:03.621047+00:00,19.0,5.0,0,0,1,1,1,1,METAR EHAM 221325Z 32015KT 290V350 9999 SCT025 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T13:30:00+00:00,18.3,19.3,18,19,2026-07-22T13:55:00+00:00,2026-07-22T14:03:04.756620+00:00,19.0,25.0,-1,0,0,1,1,1,METAR EHAM 221355Z 33015KT 290V350 9999 -RA FEW018 SCT024 BKN048 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T13:40:00+00:00,18.5,18.8,19,19,2026-07-22T13:55:00+00:00,2026-07-22T14:03:04.756620+00:00,19.0,15.0,0,0,1,1,1,1,METAR EHAM 221355Z 33015KT 290V350 9999 -RA FEW018 SCT024 BKN048 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T13:50:00+00:00,18.9,18.9,19,19,2026-07-22T13:55:00+00:00,2026-07-22T14:03:04.756620+00:00,19.0,5.0,0,0,1,1,1,1,METAR EHAM 221355Z 33015KT 290V350 9999 -RA FEW018 SCT024 BKN048 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T14:00:00+00:00,17.8,18.9,18,19,2026-07-22T14:25:00+00:00,2026-07-22T14:35:32.201502+00:00,19.0,25.0,-1,0,0,1,1,1,METAR EHAM 221425Z 32014KT 9999 FEW018 SCT022 BKN047 19/14 Q1023 NOSIG
2026-07-22,2026-07-22T14:10:00+00:00,17.0,17.8,17,18,2026-07-22T14:25:00+00:00,2026-07-22T14:35:32.201502+00:00,19.0,15.0,-2,-1,0,0,0,1,METAR EHAM 221425Z 32014KT 9999 FEW018 SCT022 BKN047 19/14 Q1023 NOSIG
2026-07-22,2026-07-22T14:20:00+00:00,18.8,18.8,19,19,2026-07-22T14:25:00+00:00,2026-07-22T14:35:32.201502+00:00,19.0,5.0,0,0,1,1,1,1,METAR EHAM 221425Z 32014KT 9999 FEW018 SCT022 BKN047 19/14 Q1023 NOSIG
2026-07-22,2026-07-22T14:30:00+00:00,18.1,19.4,18,19,2026-07-22T14:55:00+00:00,2026-07-22T14:59:08.870786+00:00,18.0,25.0,0,1,1,0,1,1,METAR EHAM 221455Z 33011KT 300V010 9999 FEW018 SCT023 BKN045 18/13 Q1023 NOSIG
2026-07-22,2026-07-22T14:40:00+00:00,17.6,18.0,18,18,2026-07-22T14:55:00+00:00,2026-07-22T14:59:08.870786+00:00,18.0,15.0,0,0,1,1,1,1,METAR EHAM 221455Z 33011KT 300V010 9999 FEW018 SCT023 BKN045 18/13 Q1023 NOSIG
2026-07-22,2026-07-22T14:50:00+00:00,18.3,18.3,18,18,2026-07-22T14:55:00+00:00,2026-07-22T14:59:08.870786+00:00,18.0,5.0,0,0,1,1,1,1,METAR EHAM 221455Z 33011KT 300V010 9999 FEW018 SCT023 BKN045 18/13 Q1023 NOSIG
2026-07-22,2026-07-22T15:00:00+00:00,18.6,18.7,19,19,2026-07-22T15:25:00+00:00,2026-07-22T15:28:38.321842+00:00,18.0,25.0,1,1,0,0,1,1,METAR EHAM 221525Z 33014KT 300V360 9999 FEW017 SCT024 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T15:10:00+00:00,18.7,18.7,19,19,2026-07-22T15:25:00+00:00,2026-07-22T15:28:38.321842+00:00,18.0,15.0,1,1,0,0,1,1,METAR EHAM 221525Z 33014KT 300V360 9999 FEW017 SCT024 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T15:20:00+00:00,18.0,18.7,18,19,2026-07-22T15:25:00+00:00,2026-07-22T15:28:38.321842+00:00,18.0,5.0,0,1,1,0,1,1,METAR EHAM 221525Z 33014KT 300V360 9999 FEW017 SCT024 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T15:30:00+00:00,18.2,18.3,18,18,2026-07-22T15:55:00+00:00,2026-07-22T15:59:06.023110+00:00,19.0,25.0,-1,-1,0,0,1,1,METAR EHAM 221555Z 33016KT 9999 FEW024 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T15:40:00+00:00,18.3,18.3,18,18,2026-07-22T15:55:00+00:00,2026-07-22T15:59:06.023110+00:00,19.0,15.0,-1,-1,0,0,1,1,METAR EHAM 221555Z 33016KT 9999 FEW024 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T15:50:00+00:00,18.4,18.4,18,18,2026-07-22T15:55:00+00:00,2026-07-22T15:59:06.023110+00:00,19.0,5.0,-1,-1,0,0,1,1,METAR EHAM 221555Z 33016KT 9999 FEW024 BKN045 19/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:00:00+00:00,18.5,18.5,19,19,2026-07-22T16:25:00+00:00,2026-07-22T16:28:29.192639+00:00,18.0,25.0,1,1,0,0,1,1,METAR EHAM 221625Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:10:00+00:00,17.8,18.5,18,19,2026-07-22T16:25:00+00:00,2026-07-22T16:28:29.192639+00:00,18.0,15.0,0,1,1,0,1,1,METAR EHAM 221625Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:20:00+00:00,18.0,18.1,18,18,2026-07-22T16:25:00+00:00,2026-07-22T16:28:29.192639+00:00,18.0,5.0,0,0,1,1,1,1,METAR EHAM 221625Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:30:00+00:00,17.8,18.1,18,18,2026-07-22T16:55:00+00:00,2026-07-22T17:00:28.055694+00:00,18.0,25.0,0,0,1,1,1,1,METAR EHAM 221655Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:40:00+00:00,17.9,17.9,18,18,2026-07-22T16:55:00+00:00,2026-07-22T17:00:28.055694+00:00,18.0,15.0,0,0,1,1,1,1,METAR EHAM 221655Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T16:50:00+00:00,17.6,17.8,18,18,2026-07-22T16:55:00+00:00,2026-07-22T17:00:28.055694+00:00,18.0,5.0,0,0,1,1,1,1,METAR EHAM 221655Z 33014KT 300V360 9999 SCT021 BKN044 18/12 Q1023 NOSIG
2026-07-22,2026-07-22T17:00:00+00:00,17.5,17.6,18,18,2026-07-22T17:25:00+00:00,2026-07-22T17:32:46.632541+00:00,17.0,25.0,1,1,0,0,1,1,METAR EHAM 221725Z 33012KT 310V010 9999 -RA FEW018 SCT022 BKN040 17/12 Q1023 NOSIG
2026-07-22,2026-07-22T17:10:00+00:00,17.3,17.7,17,18,2026-07-22T17:25:00+00:00,2026-07-22T17:32:46.632541+00:00,17.0,15.0,0,1,1,0,1,1,METAR EHAM 221725Z 33012KT 310V010 9999 -RA FEW018 SCT022 BKN040 17/12 Q1023 NOSIG
2026-07-22,2026-07-22T17:20:00+00:00,17.1,17.3,17,17,2026-07-22T17:25:00+00:00,2026-07-22T17:32:46.632541+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 221725Z 33012KT 310V010 9999 -RA FEW018 SCT022 BKN040 17/12 Q1023 NOSIG
2026-07-22,2026-07-22T17:30:00+00:00,17.0,17.1,17,17,2026-07-22T17:55:00+00:00,2026-07-22T18:04:48.596957+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 221755Z 33011KT 280V030 9999 FEW018 SCT023 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T17:40:00+00:00,17.2,17.2,17,17,2026-07-22T17:55:00+00:00,2026-07-22T18:04:48.596957+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 221755Z 33011KT 280V030 9999 FEW018 SCT023 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T17:50:00+00:00,17.3,17.4,17,17,2026-07-22T17:55:00+00:00,2026-07-22T18:04:48.596957+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 221755Z 33011KT 280V030 9999 FEW018 SCT023 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T18:00:00+00:00,17.4,17.4,17,17,2026-07-22T18:25:00+00:00,2026-07-22T18:30:56.990014+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 221825Z 33012KT 300V360 9999 FEW018 SCT024 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T18:10:00+00:00,17.6,17.6,18,18,2026-07-22T18:25:00+00:00,2026-07-22T18:30:56.990014+00:00,17.0,15.0,1,1,0,0,1,1,METAR EHAM 221825Z 33012KT 300V360 9999 FEW018 SCT024 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T18:20:00+00:00,17.4,17.6,17,18,2026-07-22T18:25:00+00:00,2026-07-22T18:30:56.990014+00:00,17.0,5.0,0,1,1,0,1,1,METAR EHAM 221825Z 33012KT 300V360 9999 FEW018 SCT024 BKN042 17/12 Q1022 NOSIG
2026-07-22,2026-07-22T18:30:00+00:00,17.3,17.4,17,17,2026-07-22T18:55:00+00:00,2026-07-22T18:59:45.552427+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 221855Z 32011KT 9999 FEW024 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T18:40:00+00:00,17.3,17.3,17,17,2026-07-22T18:55:00+00:00,2026-07-22T18:59:45.552427+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 221855Z 32011KT 9999 FEW024 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T18:50:00+00:00,17.3,17.4,17,17,2026-07-22T18:55:00+00:00,2026-07-22T18:59:45.552427+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 221855Z 32011KT 9999 FEW024 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T19:00:00+00:00,17.2,17.3,17,17,2026-07-22T19:25:00+00:00,2026-07-22T19:37:33.178551+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 221925Z 33011KT 310V010 9999 FEW026 BKN042 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T19:10:00+00:00,17.1,17.2,17,17,2026-07-22T19:25:00+00:00,2026-07-22T19:37:33.178551+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 221925Z 33011KT 310V010 9999 FEW026 BKN042 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T19:20:00+00:00,17.0,17.1,17,17,2026-07-22T19:25:00+00:00,2026-07-22T19:37:33.178551+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 221925Z 33011KT 310V010 9999 FEW026 BKN042 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T19:30:00+00:00,16.8,17.0,17,17,2026-07-22T19:55:00+00:00,2026-07-22T20:03:46.010817+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 221955Z 33006KT 250V010 9999 SCT026 BKN040 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T19:40:00+00:00,16.8,16.9,17,17,2026-07-22T19:55:00+00:00,2026-07-22T20:03:46.010817+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 221955Z 33006KT 250V010 9999 SCT026 BKN040 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T19:50:00+00:00,16.8,16.8,17,17,2026-07-22T19:55:00+00:00,2026-07-22T20:03:46.010817+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 221955Z 33006KT 250V010 9999 SCT026 BKN040 17/10 Q1022 NOSIG
2026-07-22,2026-07-22T20:00:00+00:00,16.8,16.9,17,17,2026-07-22T20:25:00+00:00,2026-07-22T20:29:49.635443+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 222025Z 33008KT 9999 SCT028 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T20:10:00+00:00,16.8,16.9,17,17,2026-07-22T20:25:00+00:00,2026-07-22T20:29:49.635443+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 222025Z 33008KT 9999 SCT028 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T20:20:00+00:00,16.7,16.8,17,17,2026-07-22T20:25:00+00:00,2026-07-22T20:29:49.635443+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 222025Z 33008KT 9999 SCT028 BKN042 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T20:30:00+00:00,16.7,16.7,17,17,2026-07-22T20:55:00+00:00,2026-07-22T20:58:58.954505+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 222055Z 33006KT 300V360 9999 SCT028 BKN039 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T20:40:00+00:00,16.7,16.7,17,17,2026-07-22T20:55:00+00:00,2026-07-22T20:58:58.954505+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 222055Z 33006KT 300V360 9999 SCT028 BKN039 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T20:50:00+00:00,16.6,16.7,17,17,2026-07-22T20:55:00+00:00,2026-07-22T20:58:58.954505+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 222055Z 33006KT 300V360 9999 SCT028 BKN039 17/11 Q1022 NOSIG
2026-07-22,2026-07-22T21:00:00+00:00,16.6,16.7,17,17,2026-07-22T21:25:00+00:00,2026-07-22T21:29:14.959755+00:00,16.0,25.0,1,1,0,0,1,1,METAR EHAM 222125Z 32005KT 290V350 9999 FEW024 BKN042 16/11 Q1022 NOSIG
2026-07-22,2026-07-22T21:10:00+00:00,16.6,16.6,17,17,2026-07-22T21:25:00+00:00,2026-07-22T21:29:14.959755+00:00,16.0,15.0,1,1,0,0,1,1,METAR EHAM 222125Z 32005KT 290V350 9999 FEW024 BKN042 16/11 Q1022 NOSIG
2026-07-22,2026-07-22T21:20:00+00:00,16.4,16.5,16,17,2026-07-22T21:25:00+00:00,2026-07-22T21:29:14.959755+00:00,16.0,5.0,0,1,1,0,1,1,METAR EHAM 222125Z 32005KT 290V350 9999 FEW024 BKN042 16/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:00:00+00:00,16.5,16.7,17,17,2026-07-22T22:25:00+00:00,2026-07-22T22:29:17.466294+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 222225Z 30005KT 260V320 9999 FEW032 BKN040 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:10:00+00:00,16.6,16.7,17,17,2026-07-22T22:25:00+00:00,2026-07-22T22:29:17.466294+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 222225Z 30005KT 260V320 9999 FEW032 BKN040 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:20:00+00:00,16.6,16.7,17,17,2026-07-22T22:25:00+00:00,2026-07-22T22:29:17.466294+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 222225Z 30005KT 260V320 9999 FEW032 BKN040 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:30:00+00:00,16.8,16.8,17,17,2026-07-22T22:55:00+00:00,2026-07-22T22:57:38.282665+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 222255Z 33005KT 300V360 9999 FEW032 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:40:00+00:00,16.7,16.8,17,17,2026-07-22T22:55:00+00:00,2026-07-22T22:57:38.282665+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 222255Z 33005KT 300V360 9999 FEW032 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T22:50:00+00:00,16.8,16.8,17,17,2026-07-22T22:55:00+00:00,2026-07-22T22:57:38.282665+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 222255Z 33005KT 300V360 9999 FEW032 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:00:00+00:00,16.7,16.8,17,17,2026-07-22T23:25:00+00:00,2026-07-22T23:28:53.639964+00:00,17.0,25.0,0,0,1,1,1,1,METAR EHAM 222325Z 33007KT 9999 FEW029 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:10:00+00:00,16.6,16.7,17,17,2026-07-22T23:25:00+00:00,2026-07-22T23:28:53.639964+00:00,17.0,15.0,0,0,1,1,1,1,METAR EHAM 222325Z 33007KT 9999 FEW029 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:20:00+00:00,16.7,16.7,17,17,2026-07-22T23:25:00+00:00,2026-07-22T23:28:53.639964+00:00,17.0,5.0,0,0,1,1,1,1,METAR EHAM 222325Z 33007KT 9999 FEW029 BKN042 17/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:30:00+00:00,16.5,16.7,17,17,2026-07-22T23:55:00+00:00,2026-07-22T23:59:36.490299+00:00,16.0,25.0,1,1,0,0,1,1,METAR EHAM 222355Z 34004KT 9999 -RADZ FEW027 BKN040 16/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:40:00+00:00,16.3,16.5,16,17,2026-07-22T23:55:00+00:00,2026-07-22T23:59:36.490299+00:00,16.0,15.0,0,1,1,0,1,1,METAR EHAM 222355Z 34004KT 9999 -RADZ FEW027 BKN040 16/11 Q1022 NOSIG
2026-07-23,2026-07-22T23:50:00+00:00,16.3,16.3,16,16,2026-07-22T23:55:00+00:00,2026-07-22T23:59:36.490299+00:00,16.0,5.0,0,0,1,1,1,1,METAR EHAM 222355Z 34004KT 9999 -RADZ FEW027 BKN040 16/11 Q1022 NOSIG
2026-07-23,2026-07-23T00:00:00+00:00,16.5,16.6,17,17,2026-07-23T00:25:00+00:00,2026-07-23T00:28:55.300496+00:00,15.0,25.0,2,2,0,0,0,0,METAR EHAM 230025Z 01007KT 330V040 9999 -RADZ FEW016 BKN039 15/13 Q1022 NOSIG
2026-07-23,2026-07-23T00:10:00+00:00,15.4,16.6,15,17,2026-07-23T00:25:00+00:00,2026-07-23T00:28:55.300496+00:00,15.0,15.0,0,2,1,0,1,0,METAR EHAM 230025Z 01007KT 330V040 9999 -RADZ FEW016 BKN039 15/13 Q1022 NOSIG
2026-07-23,2026-07-23T00:20:00+00:00,14.9,15.4,15,15,2026-07-23T00:25:00+00:00,2026-07-23T00:28:55.300496+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230025Z 01007KT 330V040 9999 -RADZ FEW016 BKN039 15/13 Q1022 NOSIG
2026-07-23,2026-07-23T00:30:00+00:00,14.9,15.0,15,15,2026-07-23T00:55:00+00:00,2026-07-23T01:01:31.320971+00:00,15.0,25.0,0,0,1,1,1,1,METAR EHAM 230055Z 32003KT 9999 -RADZ FEW016 BKN039 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T00:40:00+00:00,15.0,15.0,15,15,2026-07-23T00:55:00+00:00,2026-07-23T01:01:31.320971+00:00,15.0,15.0,0,0,1,1,1,1,METAR EHAM 230055Z 32003KT 9999 -RADZ FEW016 BKN039 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T00:50:00+00:00,14.9,15.0,15,15,2026-07-23T00:55:00+00:00,2026-07-23T01:01:31.320971+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230055Z 32003KT 9999 -RADZ FEW016 BKN039 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:00:00+00:00,14.7,14.9,15,15,2026-07-23T01:25:00+00:00,2026-07-23T01:27:17.963272+00:00,15.0,25.0,0,0,1,1,1,1,METAR EHAM 230125Z 33005KT 290V010 9999 FEW018 BKN042 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:10:00+00:00,14.6,14.7,15,15,2026-07-23T01:25:00+00:00,2026-07-23T01:27:17.963272+00:00,15.0,15.0,0,0,1,1,1,1,METAR EHAM 230125Z 33005KT 290V010 9999 FEW018 BKN042 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:20:00+00:00,15.0,15.0,15,15,2026-07-23T01:25:00+00:00,2026-07-23T01:27:17.963272+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230125Z 33005KT 290V010 9999 FEW018 BKN042 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:30:00+00:00,15.2,15.3,15,15,2026-07-23T01:55:00+00:00,2026-07-23T02:06:58.748738+00:00,14.0,25.0,1,1,0,0,1,1,METAR EHAM 230155Z 30004KT 9999 FEW018 SCT042 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:40:00+00:00,14.6,15.2,15,15,2026-07-23T01:55:00+00:00,2026-07-23T02:06:58.748738+00:00,14.0,15.0,1,1,0,0,1,1,METAR EHAM 230155Z 30004KT 9999 FEW018 SCT042 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T01:50:00+00:00,14.2,14.6,14,15,2026-07-23T01:55:00+00:00,2026-07-23T02:06:58.748738+00:00,14.0,5.0,0,1,1,0,1,1,METAR EHAM 230155Z 30004KT 9999 FEW018 SCT042 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:00:00+00:00,14.0,14.4,14,14,2026-07-23T02:25:00+00:00,2026-07-23T02:27:58.844126+00:00,15.0,25.0,-1,-1,0,0,1,1,METAR EHAM 230225Z 31004KT 9999 FEW018 SCT026 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:10:00+00:00,14.3,14.4,14,14,2026-07-23T02:25:00+00:00,2026-07-23T02:27:58.844126+00:00,15.0,15.0,-1,-1,0,0,1,1,METAR EHAM 230225Z 31004KT 9999 FEW018 SCT026 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:20:00+00:00,14.7,14.7,15,15,2026-07-23T02:25:00+00:00,2026-07-23T02:27:58.844126+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230225Z 31004KT 9999 FEW018 SCT026 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:30:00+00:00,14.4,14.7,14,15,2026-07-23T02:55:00+00:00,2026-07-23T02:58:18.809428+00:00,14.0,25.0,0,1,1,0,1,1,METAR EHAM 230255Z 30003KT 9999 FEW018 BKN041 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:40:00+00:00,14.1,14.4,14,14,2026-07-23T02:55:00+00:00,2026-07-23T02:58:18.809428+00:00,14.0,15.0,0,0,1,1,1,1,METAR EHAM 230255Z 30003KT 9999 FEW018 BKN041 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T02:50:00+00:00,14.0,14.1,14,14,2026-07-23T02:55:00+00:00,2026-07-23T02:58:18.809428+00:00,14.0,5.0,0,0,1,1,1,1,METAR EHAM 230255Z 30003KT 9999 FEW018 BKN041 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:00:00+00:00,14.2,14.2,14,14,2026-07-23T03:25:00+00:00,2026-07-23T03:28:17.177039+00:00,14.0,25.0,0,0,1,1,1,1,METAR EHAM 230325Z 33001KT 9999 -RA FEW018 SCT025 BKN040 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:10:00+00:00,14.4,14.4,14,14,2026-07-23T03:25:00+00:00,2026-07-23T03:28:17.177039+00:00,14.0,15.0,0,0,1,1,1,1,METAR EHAM 230325Z 33001KT 9999 -RA FEW018 SCT025 BKN040 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:20:00+00:00,14.4,14.4,14,14,2026-07-23T03:25:00+00:00,2026-07-23T03:28:17.177039+00:00,14.0,5.0,0,0,1,1,1,1,METAR EHAM 230325Z 33001KT 9999 -RA FEW018 SCT025 BKN040 14/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:30:00+00:00,14.7,14.7,15,15,2026-07-23T03:55:00+00:00,2026-07-23T04:00:40.229517+00:00,15.0,25.0,0,0,1,1,1,1,METAR EHAM 230355Z 28004KT 9999 FEW018 SCT022 BKN041 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:40:00+00:00,14.6,14.7,15,15,2026-07-23T03:55:00+00:00,2026-07-23T04:00:40.229517+00:00,15.0,15.0,0,0,1,1,1,1,METAR EHAM 230355Z 28004KT 9999 FEW018 SCT022 BKN041 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T03:50:00+00:00,14.9,14.9,15,15,2026-07-23T03:55:00+00:00,2026-07-23T04:00:40.229517+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230355Z 28004KT 9999 FEW018 SCT022 BKN041 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T04:00:00+00:00,14.8,14.9,15,15,2026-07-23T04:25:00+00:00,2026-07-23T04:32:18.222161+00:00,15.0,25.0,0,0,1,1,1,1,METAR EHAM 230425Z 33005KT 310V010 9999 FEW016 BKN044 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T04:10:00+00:00,15.0,15.0,15,15,2026-07-23T04:25:00+00:00,2026-07-23T04:32:18.222161+00:00,15.0,15.0,0,0,1,1,1,1,METAR EHAM 230425Z 33005KT 310V010 9999 FEW016 BKN044 15/13 Q1021 NOSIG
2026-07-23,2026-07-23T04:20:00+00:00,15.4,15.4,15,15,2026-07-23T04:25:00+00:00,2026-07-23T04:32:18.222161+00:00,15.0,5.0,0,0,1,1,1,1,METAR EHAM 230425Z 33005KT 310V010 9999 FEW016 BKN044 15/13 Q1021 NOSIG
