target_date,knmi_filename,interval_end_utc,created_at_utc,last_modified_at_utc,created_delay_sec,last_modified_delay_sec,revision_lag_after_created_sec
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607222330.nc,2026-07-22T23:30:00+00:00,2026-07-22T23:33:50+00:00,2026-07-22T23:43:41+00:00,230.0,821.0,591.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607222340.nc,2026-07-22T23:40:00+00:00,2026-07-22T23:43:43+00:00,2026-07-22T23:53:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607222350.nc,2026-07-22T23:50:00+00:00,2026-07-22T23:53:42+00:00,2026-07-23T00:03:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230000.nc,2026-07-23T00:00:00+00:00,2026-07-23T00:03:42+00:00,2026-07-23T00:13:42+00:00,222.0,822.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230010.nc,2026-07-23T00:10:00+00:00,2026-07-23T00:13:43+00:00,2026-07-23T00:23:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230020.nc,2026-07-23T00:20:00+00:00,2026-07-23T00:23:42+00:00,2026-07-23T00:33:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230030.nc,2026-07-23T00:30:00+00:00,2026-07-23T00:33:41+00:00,2026-07-23T00:43:41+00:00,221.0,821.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230040.nc,2026-07-23T00:40:00+00:00,2026-07-23T00:43:43+00:00,2026-07-23T00:53:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230050.nc,2026-07-23T00:50:00+00:00,2026-07-23T00:53:43+00:00,2026-07-23T01:03:42+00:00,223.0,822.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230100.nc,2026-07-23T01:00:00+00:00,2026-07-23T01:03:44+00:00,2026-07-23T01:23:40+00:00,224.0,1420.0,1196.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230110.nc,2026-07-23T01:10:00+00:00,2026-07-23T01:13:42+00:00,2026-07-23T01:23:42+00:00,222.0,822.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230120.nc,2026-07-23T01:20:00+00:00,2026-07-23T01:23:44+00:00,2026-07-23T01:33:44+00:00,224.0,824.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230130.nc,2026-07-23T01:30:00+00:00,2026-07-23T01:33:47+00:00,2026-07-23T01:43:40+00:00,227.0,820.0,593.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230140.nc,2026-07-23T01:40:00+00:00,2026-07-23T01:43:42+00:00,2026-07-23T01:53:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230150.nc,2026-07-23T01:50:00+00:00,2026-07-23T01:53:42+00:00,2026-07-23T02:03:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230200.nc,2026-07-23T02:00:00+00:00,2026-07-23T02:03:41+00:00,2026-07-23T02:13:42+00:00,221.0,822.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230210.nc,2026-07-23T02:10:00+00:00,2026-07-23T02:13:44+00:00,2026-07-23T02:23:36+00:00,224.0,816.0,592.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230220.nc,2026-07-23T02:20:00+00:00,2026-07-23T02:23:39+00:00,2026-07-23T02:33:44+00:00,219.0,824.0,605.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230230.nc,2026-07-23T02:30:00+00:00,2026-07-23T02:33:47+00:00,2026-07-23T02:43:40+00:00,227.0,820.0,593.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230240.nc,2026-07-23T02:40:00+00:00,2026-07-23T02:43:42+00:00,2026-07-23T02:53:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230250.nc,2026-07-23T02:50:00+00:00,2026-07-23T02:53:40+00:00,2026-07-23T03:03:38+00:00,220.0,818.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230300.nc,2026-07-23T03:00:00+00:00,2026-07-23T03:03:40+00:00,2026-07-23T03:13:40+00:00,220.0,820.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230310.nc,2026-07-23T03:10:00+00:00,2026-07-23T03:13:42+00:00,2026-07-23T03:23:41+00:00,222.0,821.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230320.nc,2026-07-23T03:20:00+00:00,2026-07-23T03:23:43+00:00,2026-07-23T03:33:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230330.nc,2026-07-23T03:30:00+00:00,2026-07-23T03:33:42+00:00,2026-07-23T03:43:38+00:00,222.0,818.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230340.nc,2026-07-23T03:40:00+00:00,2026-07-23T03:43:40+00:00,2026-07-23T03:53:40+00:00,220.0,820.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230350.nc,2026-07-23T03:50:00+00:00,2026-07-23T03:53:42+00:00,2026-07-23T04:03:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230400.nc,2026-07-23T04:00:00+00:00,2026-07-23T04:03:41+00:00,2026-07-23T04:13:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230410.nc,2026-07-23T04:10:00+00:00,2026-07-23T04:13:41+00:00,2026-07-23T04:23:42+00:00,221.0,822.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230420.nc,2026-07-23T04:20:00+00:00,2026-07-23T04:23:43+00:00,2026-07-23T04:33:49+00:00,223.0,829.0,606.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230430.nc,2026-07-23T04:30:00+00:00,2026-07-23T04:33:50+00:00,2026-07-23T04:43:39+00:00,230.0,819.0,589.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230440.nc,2026-07-23T04:40:00+00:00,2026-07-23T04:43:41+00:00,2026-07-23T04:53:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230450.nc,2026-07-23T04:50:00+00:00,2026-07-23T04:53:40+00:00,2026-07-23T05:03:38+00:00,220.0,818.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230500.nc,2026-07-23T05:00:00+00:00,2026-07-23T05:03:40+00:00,2026-07-23T05:13:39+00:00,220.0,819.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230510.nc,2026-07-23T05:10:00+00:00,2026-07-23T05:13:41+00:00,2026-07-23T05:23:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230520.nc,2026-07-23T05:20:00+00:00,2026-07-23T05:23:40+00:00,2026-07-23T05:33:41+00:00,220.0,821.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230530.nc,2026-07-23T05:30:00+00:00,2026-07-23T05:33:44+00:00,2026-07-23T05:43:38+00:00,224.0,818.0,594.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230540.nc,2026-07-23T05:40:00+00:00,2026-07-23T05:43:40+00:00,2026-07-23T05:53:42+00:00,220.0,822.0,602.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230550.nc,2026-07-23T05:50:00+00:00,2026-07-23T05:53:45+00:00,2026-07-23T06:13:41+00:00,225.0,1421.0,1196.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230600.nc,2026-07-23T06:00:00+00:00,2026-07-23T06:03:41+00:00,2026-07-23T06:13:44+00:00,221.0,824.0,603.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230610.nc,2026-07-23T06:10:00+00:00,2026-07-23T06:13:45+00:00,2026-07-23T06:33:40+00:00,225.0,1420.0,1195.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230620.nc,2026-07-23T06:20:00+00:00,2026-07-23T06:23:41+00:00,2026-07-23T06:33:42+00:00,221.0,822.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230630.nc,2026-07-23T06:30:00+00:00,2026-07-23T06:33:44+00:00,2026-07-23T06:43:39+00:00,224.0,819.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230640.nc,2026-07-23T06:40:00+00:00,2026-07-23T06:43:41+00:00,2026-07-23T06:53:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230650.nc,2026-07-23T06:50:00+00:00,2026-07-23T06:53:41+00:00,2026-07-23T07:03:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230700.nc,2026-07-23T07:00:00+00:00,2026-07-23T07:03:40+00:00,2026-07-23T07:13:38+00:00,220.0,818.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230710.nc,2026-07-23T07:10:00+00:00,2026-07-23T07:13:40+00:00,2026-07-23T07:23:39+00:00,220.0,819.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230720.nc,2026-07-23T07:20:00+00:00,2026-07-23T07:23:41+00:00,2026-07-23T07:33:44+00:00,221.0,824.0,603.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230730.nc,2026-07-23T07:30:00+00:00,2026-07-23T07:33:46+00:00,2026-07-23T07:43:41+00:00,226.0,821.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230740.nc,2026-07-23T07:40:00+00:00,2026-07-23T07:43:43+00:00,2026-07-23T07:53:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230750.nc,2026-07-23T07:50:00+00:00,2026-07-23T07:53:42+00:00,2026-07-23T08:03:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230800.nc,2026-07-23T08:00:00+00:00,2026-07-23T08:03:42+00:00,2026-07-23T08:13:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230810.nc,2026-07-23T08:10:00+00:00,2026-07-23T08:13:43+00:00,2026-07-23T08:23:41+00:00,223.0,821.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230820.nc,2026-07-23T08:20:00+00:00,2026-07-23T08:23:43+00:00,2026-07-23T08:33:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230830.nc,2026-07-23T08:30:00+00:00,2026-07-23T08:33:42+00:00,2026-07-23T08:43:42+00:00,222.0,822.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230840.nc,2026-07-23T08:40:00+00:00,2026-07-23T08:43:45+00:00,2026-07-23T08:53:41+00:00,225.0,821.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230850.nc,2026-07-23T08:50:00+00:00,2026-07-23T08:53:43+00:00,2026-07-23T09:03:41+00:00,223.0,821.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230900.nc,2026-07-23T09:00:00+00:00,2026-07-23T09:03:44+00:00,2026-07-23T09:13:39+00:00,224.0,819.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230910.nc,2026-07-23T09:10:00+00:00,2026-07-23T09:13:41+00:00,2026-07-23T09:23:41+00:00,221.0,821.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230920.nc,2026-07-23T09:20:00+00:00,2026-07-23T09:23:43+00:00,2026-07-23T09:33:41+00:00,223.0,821.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230930.nc,2026-07-23T09:30:00+00:00,2026-07-23T09:33:43+00:00,2026-07-23T09:43:42+00:00,223.0,822.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230940.nc,2026-07-23T09:40:00+00:00,2026-07-23T09:43:44+00:00,2026-07-23T09:53:40+00:00,224.0,820.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607230950.nc,2026-07-23T09:50:00+00:00,2026-07-23T09:53:43+00:00,2026-07-23T10:03:39+00:00,223.0,819.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231000.nc,2026-07-23T10:00:00+00:00,2026-07-23T10:03:41+00:00,2026-07-23T10:13:41+00:00,221.0,821.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231010.nc,2026-07-23T10:10:00+00:00,2026-07-23T10:13:43+00:00,2026-07-23T10:23:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231020.nc,2026-07-23T10:20:00+00:00,2026-07-23T10:23:42+00:00,2026-07-23T10:33:41+00:00,222.0,821.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231030.nc,2026-07-23T10:30:00+00:00,2026-07-23T10:33:42+00:00,2026-07-23T10:43:41+00:00,222.0,821.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231040.nc,2026-07-23T10:40:00+00:00,2026-07-23T10:43:43+00:00,2026-07-23T10:53:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231050.nc,2026-07-23T10:50:00+00:00,2026-07-23T10:53:42+00:00,2026-07-23T11:03:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231100.nc,2026-07-23T11:00:00+00:00,2026-07-23T11:03:42+00:00,2026-07-23T11:13:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231110.nc,2026-07-23T11:10:00+00:00,2026-07-23T11:13:43+00:00,2026-07-23T11:23:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231120.nc,2026-07-23T11:20:00+00:00,2026-07-23T11:23:42+00:00,2026-07-23T11:33:42+00:00,222.0,822.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231130.nc,2026-07-23T11:30:00+00:00,2026-07-23T11:33:44+00:00,2026-07-23T11:43:40+00:00,224.0,820.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231140.nc,2026-07-23T11:40:00+00:00,2026-07-23T11:43:43+00:00,2026-07-23T11:53:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231150.nc,2026-07-23T11:50:00+00:00,2026-07-23T11:53:41+00:00,2026-07-23T12:03:43+00:00,221.0,823.0,602.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231200.nc,2026-07-23T12:00:00+00:00,2026-07-23T12:03:45+00:00,2026-07-23T12:13:40+00:00,225.0,820.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231210.nc,2026-07-23T12:10:00+00:00,2026-07-23T12:13:42+00:00,2026-07-23T12:23:50+00:00,222.0,830.0,608.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231220.nc,2026-07-23T12:20:00+00:00,2026-07-23T12:23:51+00:00,2026-07-23T12:33:39+00:00,231.0,819.0,588.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231230.nc,2026-07-23T12:30:00+00:00,2026-07-23T12:33:40+00:00,2026-07-23T12:43:40+00:00,220.0,820.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231240.nc,2026-07-23T12:40:00+00:00,2026-07-23T12:43:42+00:00,2026-07-23T12:53:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231250.nc,2026-07-23T12:50:00+00:00,2026-07-23T12:53:42+00:00,2026-07-23T13:03:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231300.nc,2026-07-23T13:00:00+00:00,2026-07-23T13:03:43+00:00,2026-07-23T13:13:38+00:00,223.0,818.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231310.nc,2026-07-23T13:10:00+00:00,2026-07-23T13:13:40+00:00,2026-07-23T13:23:41+00:00,220.0,821.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231320.nc,2026-07-23T13:20:00+00:00,2026-07-23T13:23:43+00:00,2026-07-23T13:33:39+00:00,223.0,819.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231330.nc,2026-07-23T13:30:00+00:00,2026-07-23T13:33:42+00:00,2026-07-23T13:43:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231340.nc,2026-07-23T13:40:00+00:00,2026-07-23T13:43:42+00:00,2026-07-23T13:53:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231350.nc,2026-07-23T13:50:00+00:00,2026-07-23T13:53:42+00:00,2026-07-23T14:03:38+00:00,222.0,818.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231400.nc,2026-07-23T14:00:00+00:00,2026-07-23T14:03:40+00:00,2026-07-23T14:13:39+00:00,220.0,819.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231410.nc,2026-07-23T14:10:00+00:00,2026-07-23T14:13:41+00:00,2026-07-23T14:23:40+00:00,221.0,820.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231420.nc,2026-07-23T14:20:00+00:00,2026-07-23T14:23:42+00:00,2026-07-23T14:33:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231430.nc,2026-07-23T14:30:00+00:00,2026-07-23T14:33:41+00:00,2026-07-23T14:43:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231440.nc,2026-07-23T14:40:00+00:00,2026-07-23T14:43:39+00:00,2026-07-23T14:53:38+00:00,219.0,818.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231450.nc,2026-07-23T14:50:00+00:00,2026-07-23T14:53:40+00:00,2026-07-23T15:03:38+00:00,220.0,818.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231500.nc,2026-07-23T15:00:00+00:00,2026-07-23T15:03:40+00:00,2026-07-23T15:13:38+00:00,220.0,818.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231510.nc,2026-07-23T15:10:00+00:00,2026-07-23T15:13:40+00:00,2026-07-23T15:23:41+00:00,220.0,821.0,601.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231520.nc,2026-07-23T15:20:00+00:00,2026-07-23T15:23:44+00:00,2026-07-23T15:33:39+00:00,224.0,819.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231530.nc,2026-07-23T15:30:00+00:00,2026-07-23T15:33:41+00:00,2026-07-23T15:43:40+00:00,221.0,820.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231540.nc,2026-07-23T15:40:00+00:00,2026-07-23T15:43:42+00:00,2026-07-23T15:53:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231550.nc,2026-07-23T15:50:00+00:00,2026-07-23T15:53:41+00:00,2026-07-23T16:03:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231600.nc,2026-07-23T16:00:00+00:00,2026-07-23T16:03:41+00:00,2026-07-23T16:13:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231610.nc,2026-07-23T16:10:00+00:00,2026-07-23T16:13:41+00:00,2026-07-23T16:23:40+00:00,221.0,820.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231620.nc,2026-07-23T16:20:00+00:00,2026-07-23T16:23:41+00:00,2026-07-23T16:33:40+00:00,221.0,820.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231630.nc,2026-07-23T16:30:00+00:00,2026-07-23T16:33:42+00:00,2026-07-23T16:43:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231640.nc,2026-07-23T16:40:00+00:00,2026-07-23T16:43:42+00:00,2026-07-23T16:53:38+00:00,222.0,818.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231650.nc,2026-07-23T16:50:00+00:00,2026-07-23T16:53:41+00:00,2026-07-23T17:03:41+00:00,221.0,821.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231700.nc,2026-07-23T17:00:00+00:00,2026-07-23T17:03:43+00:00,2026-07-23T17:13:42+00:00,223.0,822.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231710.nc,2026-07-23T17:10:00+00:00,2026-07-23T17:13:43+00:00,2026-07-23T17:23:45+00:00,223.0,825.0,602.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231720.nc,2026-07-23T17:20:00+00:00,2026-07-23T17:23:46+00:00,2026-07-23T17:33:39+00:00,226.0,819.0,593.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231730.nc,2026-07-23T17:30:00+00:00,2026-07-23T17:33:41+00:00,2026-07-23T17:43:40+00:00,221.0,820.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231740.nc,2026-07-23T17:40:00+00:00,2026-07-23T17:43:42+00:00,2026-07-23T17:53:40+00:00,222.0,820.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231750.nc,2026-07-23T17:50:00+00:00,2026-07-23T17:53:42+00:00,2026-07-23T18:03:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231800.nc,2026-07-23T18:00:00+00:00,2026-07-23T18:03:41+00:00,2026-07-23T18:13:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231810.nc,2026-07-23T18:10:00+00:00,2026-07-23T18:13:41+00:00,2026-07-23T18:23:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231820.nc,2026-07-23T18:20:00+00:00,2026-07-23T18:23:41+00:00,2026-07-23T18:33:41+00:00,221.0,821.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231830.nc,2026-07-23T18:30:00+00:00,2026-07-23T18:33:43+00:00,2026-07-23T18:43:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231840.nc,2026-07-23T18:40:00+00:00,2026-07-23T18:43:42+00:00,2026-07-23T18:53:41+00:00,222.0,821.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231850.nc,2026-07-23T18:50:00+00:00,2026-07-23T18:53:43+00:00,2026-07-23T19:03:40+00:00,223.0,820.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231900.nc,2026-07-23T19:00:00+00:00,2026-07-23T19:03:42+00:00,2026-07-23T19:13:39+00:00,222.0,819.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231910.nc,2026-07-23T19:10:00+00:00,2026-07-23T19:13:41+00:00,2026-07-23T20:23:44+00:00,221.0,4424.0,4203.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231920.nc,2026-07-23T19:20:00+00:00,2026-07-23T19:23:42+00:00,2026-07-23T20:23:47+00:00,222.0,3827.0,3605.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231930.nc,2026-07-23T19:30:00+00:00,2026-07-23T19:33:43+00:00,2026-07-23T20:23:49+00:00,223.0,3229.0,3006.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231940.nc,2026-07-23T19:40:00+00:00,2026-07-23T19:43:39+00:00,2026-07-23T20:23:51+00:00,219.0,2631.0,2412.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607231950.nc,2026-07-23T19:50:00+00:00,2026-07-23T19:53:41+00:00,2026-07-23T20:23:53+00:00,221.0,2033.0,1812.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232000.nc,2026-07-23T20:00:00+00:00,2026-07-23T20:03:42+00:00,2026-07-23T20:23:56+00:00,222.0,1436.0,1214.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232010.nc,2026-07-23T20:10:00+00:00,2026-07-23T20:13:42+00:00,2026-07-23T20:23:58+00:00,222.0,838.0,616.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232020.nc,2026-07-23T20:20:00+00:00,2026-07-23T20:24:01+00:00,2026-07-23T20:33:40+00:00,241.0,820.0,579.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232030.nc,2026-07-23T20:30:00+00:00,2026-07-23T20:33:43+00:00,2026-07-23T20:43:38+00:00,223.0,818.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232040.nc,2026-07-23T20:40:00+00:00,2026-07-23T20:43:40+00:00,2026-07-23T20:53:39+00:00,220.0,819.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232050.nc,2026-07-23T20:50:00+00:00,2026-07-23T20:53:42+00:00,2026-07-23T21:03:38+00:00,222.0,818.0,596.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232100.nc,2026-07-23T21:00:00+00:00,2026-07-23T21:03:40+00:00,2026-07-23T21:13:39+00:00,220.0,819.0,599.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232110.nc,2026-07-23T21:10:00+00:00,2026-07-23T21:13:41+00:00,2026-07-23T21:23:39+00:00,221.0,819.0,598.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232120.nc,2026-07-23T21:20:00+00:00,2026-07-23T21:23:42+00:00,2026-07-23T21:33:42+00:00,222.0,822.0,600.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232130.nc,2026-07-23T21:30:00+00:00,2026-07-23T21:33:44+00:00,2026-07-23T21:43:39+00:00,224.0,819.0,595.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232140.nc,2026-07-23T21:40:00+00:00,2026-07-23T21:43:41+00:00,2026-07-23T21:53:38+00:00,221.0,818.0,597.0
2026-07-23,KMDS__OPER_P___10M_OBS_L2_202607232150.nc,2026-07-23T21:50:00+00:00,2026-07-23T21:53:40+00:00,2026-07-23T22:03:39+00:00,220.0,819.0,599.0
2026-07-24,KMDS__OPER_P___10M_OBS_L2_202607232200.nc,2026-07-23T22:00:00+00:00,2026-07-23T22:03:42+00:00,2026-07-23T22:13:40+00:00,222.0,820.0,598.0
2026-07-24,KMDS__OPER_P___10M_OBS_L2_202607232210.nc,2026-07-23T22:10:00+00:00,2026-07-23T22:13:43+00:00,2026-07-23T22:23:40+00:00,223.0,820.0,597.0
2026-07-24,KMDS__OPER_P___10M_OBS_L2_202607232220.nc,2026-07-23T22:20:00+00:00,2026-07-23T22:23:42+00:00,2026-07-23T22:33:43+00:00,222.0,823.0,601.0
2026-07-24,KMDS__OPER_P___10M_OBS_L2_202607232230.nc,2026-07-23T22:30:00+00:00,2026-07-23T22:33:44+00:00,2026-07-23T22:43:38+00:00,224.0,818.0,594.0
2026-07-24,KMDS__OPER_P___10M_OBS_L2_202607232240.nc,2026-07-23T22:40:00+00:00,2026-07-23T22:43:40+00:00,2026-07-23T22:53:39+00:00,220.0,819.0,599.0
