schema_version,source,source_kind,city,station,station_label,icao,target_date,observation_time_utc,local_detect_ts_utc,fetched_at_utc,temp_c,temp_f,temp_round_f,raw_payload_hash,source_note,wigos_station_id,knmi_station_code,max_temp_c_past_10m,measurement_interval_end_utc,knmi_filename,knmi_file_created_at_utc,knmi_file_last_modified_at_utc,payload_hash,collection_mode,historical_retrieved_at_utc
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T00:30:00+00:00,2026-07-27T16:11:35.947655+00:00,2026-07-27T16:11:35.947655+00:00,14.9,58.82,59,e2dd841e32184ff8,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.0,2026-07-23T00:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230030.nc,2026-07-23T00:33:41+00:00,2026-07-23T00:43:41+00:00,bcda840d63552b09,historical_backfill_not_pit,2026-07-27T16:11:35.947655+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T00:40:00+00:00,2026-07-27T16:11:35.955624+00:00,2026-07-27T16:11:35.955624+00:00,15.0,59.0,59,e4cce87af0678163,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.0,2026-07-23T00:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230040.nc,2026-07-23T00:43:43+00:00,2026-07-23T00:53:40+00:00,882caa96fc733785,historical_backfill_not_pit,2026-07-27T16:11:35.955624+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T00:50:00+00:00,2026-07-27T16:11:35.963186+00:00,2026-07-27T16:11:35.963186+00:00,14.9,58.82,59,119fd38b74c8bbda,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.0,2026-07-23T00:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230050.nc,2026-07-23T00:53:43+00:00,2026-07-23T01:03:42+00:00,fa4b786e937b1c2e,historical_backfill_not_pit,2026-07-27T16:11:35.963186+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:00:00+00:00,2026-07-27T16:11:35.971279+00:00,2026-07-27T16:11:35.971279+00:00,14.7,58.46,58,9c9029692e6bc1e5,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.9,2026-07-23T01:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230100.nc,2026-07-23T01:03:44+00:00,2026-07-23T01:23:40+00:00,cfd92441967fca5a,historical_backfill_not_pit,2026-07-27T16:11:35.971279+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:10:00+00:00,2026-07-27T16:11:35.979200+00:00,2026-07-27T16:11:35.979200+00:00,14.6,58.28,58,10f766ad1c82a7bf,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.7,2026-07-23T01:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230110.nc,2026-07-23T01:13:42+00:00,2026-07-23T01:23:42+00:00,2a6cc4628a3ef78e,historical_backfill_not_pit,2026-07-27T16:11:35.979200+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:20:00+00:00,2026-07-27T16:11:35.987084+00:00,2026-07-27T16:11:35.987084+00:00,15.0,59.0,59,14a29c2ebcc644e8,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.0,2026-07-23T01:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230120.nc,2026-07-23T01:23:44+00:00,2026-07-23T01:33:44+00:00,06032d8cca1f7032,historical_backfill_not_pit,2026-07-27T16:11:35.987084+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:30:00+00:00,2026-07-27T16:11:35.994778+00:00,2026-07-27T16:11:35.994778+00:00,15.2,59.36,59,b208830df0a47903,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.3,2026-07-23T01:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230130.nc,2026-07-23T01:33:47+00:00,2026-07-23T01:43:40+00:00,be6986d618a5254c,historical_backfill_not_pit,2026-07-27T16:11:35.994778+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:40:00+00:00,2026-07-27T16:11:36.002594+00:00,2026-07-27T16:11:36.002594+00:00,14.6,58.28,58,5bd3f65edde0dff2,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.2,2026-07-23T01:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230140.nc,2026-07-23T01:43:42+00:00,2026-07-23T01:53:40+00:00,5d52a50e2a810863,historical_backfill_not_pit,2026-07-27T16:11:36.002594+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T01:50:00+00:00,2026-07-27T16:11:36.010146+00:00,2026-07-27T16:11:36.010146+00:00,14.2,57.56,58,e31b0b003ced8585,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.6,2026-07-23T01:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230150.nc,2026-07-23T01:53:42+00:00,2026-07-23T02:03:39+00:00,ff7eecbdc1726da3,historical_backfill_not_pit,2026-07-27T16:11:36.010146+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:00:00+00:00,2026-07-27T16:11:36.017816+00:00,2026-07-27T16:11:36.017816+00:00,14.0,57.2,57,36f644df073e70b1,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.4,2026-07-23T02:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230200.nc,2026-07-23T02:03:41+00:00,2026-07-23T02:13:42+00:00,4900e2acde78431e,historical_backfill_not_pit,2026-07-27T16:11:36.017816+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:10:00+00:00,2026-07-27T16:11:36.025505+00:00,2026-07-27T16:11:36.025505+00:00,14.3,57.74,58,b8fb43be8146a942,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.4,2026-07-23T02:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230210.nc,2026-07-23T02:13:44+00:00,2026-07-23T02:23:36+00:00,df173128eaf83673,historical_backfill_not_pit,2026-07-27T16:11:36.025505+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:20:00+00:00,2026-07-27T16:11:36.033019+00:00,2026-07-27T16:11:36.033019+00:00,14.7,58.46,58,07330e5ed0640151,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.7,2026-07-23T02:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230220.nc,2026-07-23T02:23:39+00:00,2026-07-23T02:33:44+00:00,b2feac4d2e5ea05f,historical_backfill_not_pit,2026-07-27T16:11:36.033019+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:30:00+00:00,2026-07-27T16:11:36.040643+00:00,2026-07-27T16:11:36.040643+00:00,14.4,57.92,58,f5cfe092462f0e19,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.7,2026-07-23T02:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230230.nc,2026-07-23T02:33:47+00:00,2026-07-23T02:43:40+00:00,0144b226f56cc939,historical_backfill_not_pit,2026-07-27T16:11:36.040643+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:40:00+00:00,2026-07-27T16:11:36.048151+00:00,2026-07-27T16:11:36.048151+00:00,14.1,57.38,57,ff6eae2d7a570a05,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.4,2026-07-23T02:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230240.nc,2026-07-23T02:43:42+00:00,2026-07-23T02:53:39+00:00,e839379df3237b75,historical_backfill_not_pit,2026-07-27T16:11:36.048151+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T02:50:00+00:00,2026-07-27T16:11:36.055659+00:00,2026-07-27T16:11:36.055659+00:00,14.0,57.2,57,4e6a4519ad567282,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.1,2026-07-23T02:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230250.nc,2026-07-23T02:53:40+00:00,2026-07-23T03:03:38+00:00,6d00f93d65e45299,historical_backfill_not_pit,2026-07-27T16:11:36.055659+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:00:00+00:00,2026-07-27T16:11:36.063105+00:00,2026-07-27T16:11:36.063105+00:00,14.2,57.56,58,f2adbdf9429079c6,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.2,2026-07-23T03:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230300.nc,2026-07-23T03:03:40+00:00,2026-07-23T03:13:40+00:00,41398e045fb3e067,historical_backfill_not_pit,2026-07-27T16:11:36.063105+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:10:00+00:00,2026-07-27T16:11:36.071061+00:00,2026-07-27T16:11:36.071061+00:00,14.4,57.92,58,4b5196670c57f379,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.4,2026-07-23T03:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230310.nc,2026-07-23T03:13:42+00:00,2026-07-23T03:23:41+00:00,98728d72e7a03529,historical_backfill_not_pit,2026-07-27T16:11:36.071061+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:20:00+00:00,2026-07-27T16:11:36.078662+00:00,2026-07-27T16:11:36.078662+00:00,14.4,57.92,58,1b00792364ab3f9c,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.4,2026-07-23T03:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230320.nc,2026-07-23T03:23:43+00:00,2026-07-23T03:33:40+00:00,8edc86b8acad4b31,historical_backfill_not_pit,2026-07-27T16:11:36.078662+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:30:00+00:00,2026-07-27T16:11:36.086372+00:00,2026-07-27T16:11:36.086372+00:00,14.7,58.46,58,59a6b248430e31bd,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.7,2026-07-23T03:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230330.nc,2026-07-23T03:33:42+00:00,2026-07-23T03:43:38+00:00,eca0ea9e9639655d,historical_backfill_not_pit,2026-07-27T16:11:36.086372+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:40:00+00:00,2026-07-27T16:11:36.093974+00:00,2026-07-27T16:11:36.093974+00:00,14.6,58.28,58,367ea97df3bb4c85,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.7,2026-07-23T03:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230340.nc,2026-07-23T03:43:40+00:00,2026-07-23T03:53:40+00:00,bd87ed19dd944b60,historical_backfill_not_pit,2026-07-27T16:11:36.093974+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T03:50:00+00:00,2026-07-27T16:11:36.101567+00:00,2026-07-27T16:11:36.101567+00:00,14.9,58.82,59,d3e58ea66ab2b953,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.9,2026-07-23T03:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230350.nc,2026-07-23T03:53:42+00:00,2026-07-23T04:03:39+00:00,0ad7238180b68473,historical_backfill_not_pit,2026-07-27T16:11:36.101567+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:00:00+00:00,2026-07-27T16:11:36.109127+00:00,2026-07-27T16:11:36.109127+00:00,14.8,58.64,59,411452677e6e5c6f,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,14.9,2026-07-23T04:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230400.nc,2026-07-23T04:03:41+00:00,2026-07-23T04:13:39+00:00,4ff860feef89f97a,historical_backfill_not_pit,2026-07-27T16:11:36.109127+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:10:00+00:00,2026-07-27T16:11:36.116697+00:00,2026-07-27T16:11:36.116697+00:00,15.0,59.0,59,0276d6f43c0a7e93,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.0,2026-07-23T04:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230410.nc,2026-07-23T04:13:41+00:00,2026-07-23T04:23:42+00:00,2096fe8eb816ff9a,historical_backfill_not_pit,2026-07-27T16:11:36.116697+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:20:00+00:00,2026-07-27T16:11:36.124606+00:00,2026-07-27T16:11:36.124606+00:00,15.4,59.72,60,3171a91f8b148cdf,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.4,2026-07-23T04:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230420.nc,2026-07-23T04:23:43+00:00,2026-07-23T04:33:49+00:00,84f03e164bbe1406,historical_backfill_not_pit,2026-07-27T16:11:36.124606+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:30:00+00:00,2026-07-27T16:11:36.132250+00:00,2026-07-27T16:11:36.132250+00:00,15.3,59.54,60,47a611849932591b,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.4,2026-07-23T04:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230430.nc,2026-07-23T04:33:50+00:00,2026-07-23T04:43:39+00:00,1e5eb3c037c49e94,historical_backfill_not_pit,2026-07-27T16:11:36.132250+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:40:00+00:00,2026-07-27T16:11:36.139704+00:00,2026-07-27T16:11:36.139704+00:00,15.3,59.54,60,c2ac819ff10555f0,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.4,2026-07-23T04:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230440.nc,2026-07-23T04:43:41+00:00,2026-07-23T04:53:38+00:00,b6809f3606158fa0,historical_backfill_not_pit,2026-07-27T16:11:36.139704+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T04:50:00+00:00,2026-07-27T16:11:36.147156+00:00,2026-07-27T16:11:36.147156+00:00,15.3,59.54,60,546db8ce4a0409ab,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.3,2026-07-23T04:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230450.nc,2026-07-23T04:53:40+00:00,2026-07-23T05:03:38+00:00,17228b88697e5b6c,historical_backfill_not_pit,2026-07-27T16:11:36.147156+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:00:00+00:00,2026-07-27T16:11:36.154938+00:00,2026-07-27T16:11:36.154938+00:00,15.5,59.9,60,67c9e0d88beb9d83,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.5,2026-07-23T05:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230500.nc,2026-07-23T05:03:40+00:00,2026-07-23T05:13:39+00:00,ecd60ae4fdbeb401,historical_backfill_not_pit,2026-07-27T16:11:36.154938+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:10:00+00:00,2026-07-27T16:11:36.162507+00:00,2026-07-27T16:11:36.162507+00:00,15.7,60.26,60,8ace8600b525a598,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,15.7,2026-07-23T05:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230510.nc,2026-07-23T05:13:41+00:00,2026-07-23T05:23:38+00:00,6e5e3473d24c3732,historical_backfill_not_pit,2026-07-27T16:11:36.162507+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:20:00+00:00,2026-07-27T16:11:36.170258+00:00,2026-07-27T16:11:36.170258+00:00,16.2,61.16,61,4b4a5962abd707d2,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,16.2,2026-07-23T05:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230520.nc,2026-07-23T05:23:40+00:00,2026-07-23T05:33:41+00:00,4699167aa2d676c2,historical_backfill_not_pit,2026-07-27T16:11:36.170258+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:30:00+00:00,2026-07-27T16:11:36.177828+00:00,2026-07-27T16:11:36.177828+00:00,16.4,61.52,62,88396a8aae496398,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,16.4,2026-07-23T05:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230530.nc,2026-07-23T05:33:44+00:00,2026-07-23T05:43:38+00:00,d077923eeb2212b0,historical_backfill_not_pit,2026-07-27T16:11:36.177828+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:40:00+00:00,2026-07-27T16:11:36.185428+00:00,2026-07-27T16:11:36.185428+00:00,16.6,61.88,62,eb5715d74ba84364,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,16.6,2026-07-23T05:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230540.nc,2026-07-23T05:43:40+00:00,2026-07-23T05:53:42+00:00,22c90d1f55c82a0b,historical_backfill_not_pit,2026-07-27T16:11:36.185428+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T05:50:00+00:00,2026-07-27T16:11:36.192885+00:00,2026-07-27T16:11:36.192885+00:00,16.7,62.06,62,d6316348e4984cd8,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,16.7,2026-07-23T05:50:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230550.nc,2026-07-23T05:53:45+00:00,2026-07-23T06:13:41+00:00,c1ecf67c4724a460,historical_backfill_not_pit,2026-07-27T16:11:36.192885+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T06:00:00+00:00,2026-07-27T16:11:36.200350+00:00,2026-07-27T16:11:36.200350+00:00,17.0,62.6,63,2b9aaf8ec346cff4,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,17.0,2026-07-23T06:00:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230600.nc,2026-07-23T06:03:41+00:00,2026-07-23T06:13:44+00:00,15395475096c5f08,historical_backfill_not_pit,2026-07-27T16:11:36.200350+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T06:10:00+00:00,2026-07-27T16:11:36.208340+00:00,2026-07-27T16:11:36.208340+00:00,17.2,62.96,63,f9d2e37ce1e25f2b,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,17.3,2026-07-23T06:10:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230610.nc,2026-07-23T06:13:45+00:00,2026-07-23T06:33:40+00:00,2da54e5057e5a659,historical_backfill_not_pit,2026-07-27T16:11:36.208340+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T06:20:00+00:00,2026-07-27T16:11:36.215825+00:00,2026-07-27T16:11:36.215825+00:00,17.3,63.14,63,eed978ba6597440e,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,17.4,2026-07-23T06:20:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230620.nc,2026-07-23T06:23:41+00:00,2026-07-23T06:33:42+00:00,5ee545f954097f71,historical_backfill_not_pit,2026-07-27T16:11:36.215825+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T06:30:00+00:00,2026-07-27T16:11:36.223469+00:00,2026-07-27T16:11:36.223469+00:00,17.6,63.68,64,9842050018d1e18d,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,17.6,2026-07-23T06:30:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230630.nc,2026-07-23T06:33:44+00:00,2026-07-23T06:43:39+00:00,6563f935c39c1460,historical_backfill_not_pit,2026-07-27T16:11:36.223469+00:00
weather_high_frequency_observation_v1,knmi,official_airport_station,Amsterdam,0-20000-0-06240,Schiphol KNMI 10min,EHAM,2026-07-23,2026-07-23T06:40:00+00:00,2026-07-27T16:11:36.230925+00:00,2026-07-27T16:11:36.230925+00:00,17.7,63.86,64,faa08fb4b62c2ba9,"KNMI Schiphol station 240 10-minute AWS/synoptic file; ta is the final 1-minute mean and tx is the 10-minute maximum; research enrichment, not METAR or WU settlement truth",0-20000-0-06240,06240,17.9,2026-07-23T06:40:00+00:00,KMDS__OPER_P___10M_OBS_L2_202607230640.nc,2026-07-23T06:43:41+00:00,2026-07-23T06:53:38+00:00,e8886db4f5ea9249,historical_backfill_not_pit,2026-07-27T16:11:36.230925+00:00
