city,icao,decision_hour_local,city_days,rows,p50_residual_c,p75_residual_c,p90_residual_c,p95_residual_c,p99_residual_c,max_residual_c,residual_ge_0_5c_rate,residual_ge_1_0c_rate,residual_ge_1_5c_rate,bucket_delta_ge_1_rate,avg_obs_count_day,avg_obs_count_to_decision,physical_candidate_v0
Wuhan,ZHHH,21,772,772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.96761658031088,21.97020725388601,True
Istanbul,LTFM,21,771,771,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.0025940337224383916,0.0,0.0,0.0,47.94422827496757,41.94682230869001,True
Jeddah,OEJN,18,771,771,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0012970168612191958,0.0,0.0,0.0,24.17380025940337,19.124513618677042,True
Jeddah,OEJN,19,771,771,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0012970168612191958,0.0,0.0,0.0,24.17380025940337,20.138780804150453,True
Jeddah,OEJN,20,771,771,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0012970168612191958,0.0,0.0,0.0,24.17380025940337,21.147859922178988,True
Jeddah,OEJN,21,771,771,0.0,0.0,0.0,0.0,0.0,0.5555555555555571,0.0012970168612191958,0.0,0.0,0.0,24.17380025940337,22.1621271076524,True
SaoPaulo,SBGR,18,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.509727626459146,20.149156939040207,True
SaoPaulo,SBGR,19,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.509727626459146,21.2230869001297,True
SaoPaulo,SBGR,20,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.509727626459146,22.278858625162126,True
SaoPaulo,SBGR,21,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.509727626459146,23.356679636835278,True
TelAviv,LLBG,18,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.80155642023346,35.856031128404666,True
TelAviv,LLBG,19,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.80155642023346,37.84824902723735,True
TelAviv,LLBG,20,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.80155642023346,39.8378728923476,True
TelAviv,LLBG,21,771,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.80155642023346,41.82879377431907,True
