active_dates,avg_ask,cities,cost,expression,pnl,price_layer,roi,roi_ci95,rows,support_bucket,win_rate,wins
6,0.900765625,24,28.887059999999998,current_yes,1.1129400000000003,indicative_not_executable,0.03852728522736479,"[0.02480450970525211, 0.05141352033674072]",32,0,0.9375,30.0
6,0.9384375,24,30.09535,d1_no,0.9046499999999997,indicative_not_executable,0.030059461013080085,"[0.012908961993404832, 0.04721614569550293]",32,0,0.96875,31.0
6,0.916241935483871,18,28.4706,current_yes,0.5293999999999999,indicative_not_executable,0.018594620415446104,"[-0.06141393860370682, 0.06605475123945521]",31,1,0.9354838709677419,29.0
6,0.9224516129032259,18,28.65693,d1_no,0.3430700000000001,indicative_not_executable,0.011971624315654192,"[-0.06951529838217028, 0.052725620439493026]",31,1,0.9354838709677419,29.0
6,0.9189423076923078,15,23.96959,current_yes,-0.9695900000000001,indicative_not_executable,-0.04045083791587591,"[-0.11407310283569792, 0.032535183636382387]",26,2,0.8846153846153846,23.0
6,0.9381538461538461,15,24.45867,d1_no,-1.4586700000000006,indicative_not_executable,-0.05963815693984998,"[-0.14463160928351054, 0.0267673103984319]",26,2,0.8846153846153846,23.0
5,0.9749772727272727,11,21.47565,current_yes,0.5243499999999995,indicative_not_executable,0.02441602466048755,"[0.018061743231549268, 0.031467114618099284]",22,3+,1.0,22.0
5,0.9794772727272728,11,21.57017,d1_no,0.42983000000000005,indicative_not_executable,0.0199270566713197,"[0.014212497802539597, 0.02695177890869258]",22,3+,1.0,22.0
