city,decision_snapshot_ts_utc,expression,history_delay_min,history_point_ts_utc,history_price,status,target_date,token_id
Wellington,2026-07-10T02:11:47Z,current_yes,0.55,2026-07-10T02:12:20Z,0.9745,ok,2026-07-10,33030139224297147154157076442271097087254804812220043135755483728254904376925
Wellington,2026-07-10T02:11:47Z,d1_no,0.55,2026-07-10T02:12:20Z,0.979,ok,2026-07-10,101175735400184857524551176147963751560212048225847402228192749749432085320672
BuenosAires,2026-07-11T17:15:00Z,current_yes,0.05,2026-07-11T17:15:03Z,0.5395,ok,2026-07-11,79828298954612333730843764079622431898480904722717219887526898282384845183629
BuenosAires,2026-07-11T17:15:00Z,d1_no,0.05,2026-07-11T17:15:03Z,0.83,ok,2026-07-11,74928986334297647984581616588054746634906131849444916591574342704829062783058
Chengdu,2026-07-11T08:21:40Z,current_yes,0.4,2026-07-11T08:22:04Z,0.928,ok,2026-07-11,77639890481238400911542533125597033023404940821427582981971204735200183622534
Chengdu,2026-07-11T08:21:40Z,d1_no,0.4,2026-07-11T08:22:04Z,0.945,ok,2026-07-11,70306932818204545348830253777750027570146204050817109089515331029169124911338
Chicago,2026-07-11T21:00:21Z,current_yes,0.7166666666666667,2026-07-11T21:01:04Z,0.816,ok,2026-07-11,65274188591462831745090947483833672569855327510359716488931566260992022966012
Chicago,2026-07-11T21:00:21Z,d1_no,0.7333333333333333,2026-07-11T21:01:05Z,0.7,ok,2026-07-11,63299180995913754853194814540487977520131445735521075467756584431835660620317
Jeddah,2026-07-11T10:16:45Z,current_yes,0.36666666666666664,2026-07-11T10:17:07Z,0.76,ok,2026-07-11,22946745013880995445907732701901150735185281685373963744947344291501088150265
Jeddah,2026-07-11T10:16:45Z,d1_no,0.3333333333333333,2026-07-11T10:17:05Z,0.81,ok,2026-07-11,32441621562429037304907786988712036537385666016447674461151691986347595117073
Karachi,2026-07-11T09:44:37Z,current_yes,0.45,2026-07-11T09:45:04Z,0.984,ok,2026-07-11,5893269688005735521986773596742937912011049838070424927246909747439390245447
Karachi,2026-07-11T09:44:37Z,d1_no,0.45,2026-07-11T09:45:04Z,0.986,ok,2026-07-11,98665470119180256393953856096930652892981771716642120626711201613905526778233
LA,2026-07-11T22:04:43Z,current_yes,0.38333333333333336,2026-07-11T22:05:06Z,0.983,ok,2026-07-11,1209559078871214651216513231032516627279798872130544360613284214109414583848
LA,2026-07-11T22:04:43Z,d1_no,0.36666666666666664,2026-07-11T22:05:05Z,0.9725,ok,2026-07-11,40455994058526642845593380759097563325991835649249466686339335727019757958429
Lucknow,2026-07-11T10:16:45Z,current_yes,0.3333333333333333,2026-07-11T10:17:05Z,0.971,ok,2026-07-11,78255958709721559762577743281684828514097652687036108426206638229895592900089
Lucknow,2026-07-11T10:16:45Z,d1_no,0.38333333333333336,2026-07-11T10:17:08Z,0.971,ok,2026-07-11,66981563549867598664044795694220134556544080280095205194258535649457422061665
Manila,2026-07-11T06:13:58Z,current_yes,0.1,2026-07-11T06:14:04Z,0.9225,ok,2026-07-11,58635161907491883277756638754164080417911974025048291814803658606247390828611
Manila,2026-07-11T06:13:58Z,d1_no,0.11666666666666667,2026-07-11T06:14:05Z,0.955,ok,2026-07-11,37495063276822329211438646452325076037947243694539287785921527090746496430541
Miami,2026-07-11T20:13:08Z,current_yes,0.95,2026-07-11T20:14:05Z,0.963,ok,2026-07-11,7843100796369854191866542360486417049531678447960692029264289038064009329654
Miami,2026-07-11T20:13:08Z,d1_no,0.95,2026-07-11T20:14:05Z,0.9615,ok,2026-07-11,35682185625657742992322951540808790144526555598703761506317851691634780643136
PanamaCity,2026-07-11T19:09:06Z,current_yes,0.9666666666666667,2026-07-11T19:10:04Z,0.92,ok,2026-07-11,30251194547071001088871339032682320945092839529117494053740699979770367447065
PanamaCity,2026-07-11T19:09:06Z,d1_no,0.9833333333333333,2026-07-11T19:10:05Z,0.9175,ok,2026-07-11,25232280814192502143056781741350263405048825552681836881096960034593196569235
SanFrancisco,2026-07-11T23:09:08Z,current_yes,0.95,2026-07-11T23:10:05Z,0.985,ok,2026-07-11,2084386505658106042053022569246695523873845467816152501951941224067770870402
SanFrancisco,2026-07-11T23:09:08Z,d1_no,0.95,2026-07-11T23:10:05Z,0.9915,ok,2026-07-11,19361602723373273333246133862942062089273271178690166806893060671551927880137
SaoPaulo,2026-07-11T19:09:06Z,current_yes,0.9833333333333333,2026-07-11T19:10:05Z,0.995,ok,2026-07-11,105005132005076129642214567445236723744827751201531845312454485467033559926780
SaoPaulo,2026-07-11T19:09:06Z,d1_no,0.016666666666666666,2026-07-11T19:09:07Z,0.9945,ok,2026-07-11,77993340643641090428575973220308001426694883542773166295987805114946778735909
Shanghai,2026-07-11T05:44:27Z,current_yes,0.6333333333333333,2026-07-11T05:45:05Z,0.967,ok,2026-07-11,41573042007146878864499957570208861788863171008432153467233059773380348536127
Shanghai,2026-07-11T07:48:37Z,current_yes,0.45,2026-07-11T07:49:04Z,0.9995,ok,2026-07-11,41573042007146878864499957570208861788863171008432153467233059773380348536127
Shanghai,2026-07-11T05:44:27Z,d1_no,0.6333333333333333,2026-07-11T05:45:05Z,0.9665,ok,2026-07-11,19754575642292591771438013638170578400184564221694618360645744113465540262497
Shanghai,2026-07-11T07:48:37Z,d1_no,0.45,2026-07-11T07:49:04Z,0.9995,ok,2026-07-11,19754575642292591771438013638170578400184564221694618360645744113465540262497
Singapore,2026-07-11T07:48:37Z,current_yes,0.45,2026-07-11T07:49:04Z,0.925,ok,2026-07-11,78691331193750223804433180775795539620004114984754854629218848293957562484828
Singapore,2026-07-11T07:48:37Z,d1_no,0.45,2026-07-11T07:49:04Z,0.9215,ok,2026-07-11,22350503433009110070215919318738425629761890305602439894329142217166775765396
TelAviv,2026-07-11T12:24:28Z,current_yes,0.6,2026-07-11T12:25:04Z,0.993,ok,2026-07-11,58599324001861745116365234750314517092871135501635197580980329424264573216326
TelAviv,2026-07-11T12:24:28Z,d1_no,0.6,2026-07-11T12:25:04Z,0.993,ok,2026-07-11,92666523740252923011138801028379475464228045908793271601060449904117753956331
Tokyo,2026-07-11T05:15:33Z,current_yes,0.55,2026-07-11T05:16:06Z,0.9895,ok,2026-07-11,102088392144383911701880884889676008459086306987566034095745390526971781898336
Tokyo,2026-07-11T05:15:33Z,d1_no,0.5166666666666667,2026-07-11T05:16:04Z,0.9895,ok,2026-07-11,92497072770701769307946898781942066536958597600677175928215151720762332086436
Wuhan,2026-07-11T08:21:40Z,current_yes,0.4,2026-07-11T08:22:04Z,0.966,ok,2026-07-11,110982351882609888399938404690024672214674419511563024608476003564225258577468
Wuhan,2026-07-11T08:21:40Z,d1_no,0.4,2026-07-11T08:22:04Z,0.9865,ok,2026-07-11,66363332969632400448559289825998929134097835354936346755582961820436810851097
Amsterdam,2026-07-12T13:11:59Z,current_yes,0.1,2026-07-12T13:12:05Z,0.9645,ok,2026-07-12,77725506769303543136637874750620519519498305010808874398781102538683133980789
Amsterdam,2026-07-12T13:11:59Z,d1_no,0.1,2026-07-12T13:12:05Z,0.9655,ok,2026-07-12,73031363540956345061659200237689959238247624685614597112069626557957675041449
Atlanta,2026-07-12T19:07:58Z,current_yes,0.1,2026-07-12T19:08:04Z,0.9865,ok,2026-07-12,50460971033430595741467219605545971372411146494952285482765974772889793015886
Atlanta,2026-07-12T19:07:58Z,d1_no,0.11666666666666667,2026-07-12T19:08:05Z,0.9905,ok,2026-07-12,52540183819406377862095369164332571667584579847605722744665351149861067929773
Busan,2026-07-12T05:13:44Z,current_yes,0.6,2026-07-12T05:14:20Z,0.955,ok,2026-07-12,101880132208202769473867903598233597424633015698076621157259824459346161782641
Busan,2026-07-12T07:18:37Z,current_yes,0.65,2026-07-12T07:19:16Z,0.9995,ok,2026-07-12,101880132208202769473867903598233597424633015698076621157259824459346161782641
Busan,2026-07-12T05:13:44Z,d1_no,0.5833333333333334,2026-07-12T05:14:19Z,0.9575,ok,2026-07-12,54805818657005473267162184419050202414340171931101091004932979878331037492968
Busan,2026-07-12T07:18:37Z,d1_no,0.45,2026-07-12T07:19:04Z,0.999,ok,2026-07-12,54805818657005473267162184419050202414340171931101091004932979878331037492968
Chengdu,2026-07-12T08:21:28Z,current_yes,0.6,2026-07-12T08:22:04Z,0.9355,ok,2026-07-12,76856087686758103052029696763432059386421936016680284321161753516273296076947
Chengdu,2026-07-12T08:21:28Z,d1_no,0.5833333333333334,2026-07-12T08:22:03Z,0.93,ok,2026-07-12,10869035280544312670932897166870009512004127503258926218247040763325161971565
Chicago,2026-07-12T21:00:59Z,current_yes,0.1,2026-07-12T21:01:05Z,0.9825,ok,2026-07-12,14348028499124703335737493951218713288170444691610239547558708347070832683591
Chicago,2026-07-12T21:00:59Z,d1_no,0.08333333333333333,2026-07-12T21:01:04Z,0.9895,ok,2026-07-12,83910328806369343716225710801373254349219313510610721403593044228429132227483
Guangzhou,2026-07-12T08:37:00Z,current_yes,0.06666666666666667,2026-07-12T08:37:04Z,0.9935,ok,2026-07-12,106499421306943366723768311547606686825712771951931087497314965609159352211841
Guangzhou,2026-07-12T08:37:00Z,d1_no,0.06666666666666667,2026-07-12T08:37:04Z,0.995,ok,2026-07-12,81859381416001906922711858221133060360305863249721960470964652883717960671632
HongKong,2026-07-12T07:34:17Z,current_yes,0.7666666666666667,2026-07-12T07:35:03Z,0.012,ok,2026-07-12,112211810584311867494228642975181145824806865171400603388203020326321320729907
HongKong,2026-07-12T07:34:17Z,d1_no,0.7666666666666667,2026-07-12T07:35:03Z,0.999,ok,2026-07-12,45863430318498481691608056088406588890184770187657615237506926999590515757680
Istanbul,2026-07-12T11:32:17Z,current_yes,1.0166666666666666,2026-07-12T11:33:18Z,0.865,ok,2026-07-12,42555140993781327107990305807833747399409254082139127743903585730164862827419
Istanbul,2026-07-12T11:32:17Z,d1_no,1.0166666666666666,2026-07-12T11:33:18Z,0.88,ok,2026-07-12,36319914607886770512633803494030716224491581321540290365690551795901450766700
Jeddah,2026-07-12T13:11:59Z,current_yes,0.1,2026-07-12T13:12:05Z,0.9665,ok,2026-07-12,29468905172634684474139554335853344637844903927732090916560812488294783261301
Jeddah,2026-07-12T13:11:59Z,d1_no,0.1,2026-07-12T13:12:05Z,0.9795,ok,2026-07-12,96715739742090754009193473346838284351652810451676444675891364993645441627082
LA,2026-07-12T21:00:59Z,current_yes,0.1,2026-07-12T21:01:05Z,0.9825,ok,2026-07-12,72232863683674188222400928365099280004077518066070846638990692430678406445647
LA,2026-07-12T21:00:59Z,d1_no,0.1,2026-07-12T21:01:05Z,0.9945,ok,2026-07-12,91038778442158506571988477068830912835870843194766217035137121734751650748839
London,2026-07-12T16:05:55Z,current_yes,0.15,2026-07-12T16:06:04Z,0.9935,ok,2026-07-12,91566479458402531057392658522526397183237080844043379681664416878921420294096
London,2026-07-12T16:05:55Z,d1_no,0.15,2026-07-12T16:06:04Z,0.9965,ok,2026-07-12,90835561721335309343114897950781143774386757998881901076192687584321363278456
Miami,2026-07-12T21:00:59Z,current_yes,0.1,2026-07-12T21:01:05Z,0.9965,ok,2026-07-12,53747051426268353636718687430434491323362881675609688693033611060886451790437
Miami,2026-07-12T21:00:59Z,d1_no,0.1,2026-07-12T21:01:05Z,0.996,ok,2026-07-12,65741592610427485223248912592487449636940375522709981309323717433576605327670
NYC,2026-07-12T19:07:58Z,current_yes,0.11666666666666667,2026-07-12T19:08:05Z,0.875,ok,2026-07-12,70681861809177155397895730825366980947083390387037332021102864139611339553401
NYC,2026-07-12T19:07:58Z,d1_no,0.1,2026-07-12T19:08:04Z,0.89,ok,2026-07-12,82652352951417483117215265453354276295664516547874529033032338848759065753098
PanamaCity,2026-07-12T21:16:50Z,current_yes,0.23333333333333334,2026-07-12T21:17:04Z,0.996,ok,2026-07-12,27978606100370124615212526470929418014690968684488471795517173831441422979496
PanamaCity,2026-07-12T21:16:50Z,d1_no,0.23333333333333334,2026-07-12T21:17:04Z,0.997,ok,2026-07-12,73031729147840436939806521671667449303535201662320485525328761503848356493956
Shanghai,2026-07-12T07:18:37Z,current_yes,0.45,2026-07-12T07:19:04Z,0.989,ok,2026-07-12,69950280321191602935807045736478124083253746593548328101698404590909626051868
Shanghai,2026-07-12T07:18:37Z,d1_no,0.65,2026-07-12T07:19:16Z,0.9895,ok,2026-07-12,50036088878851426691915257364182590440812157984090711938729010475875575524976
Singapore,2026-07-12T07:18:37Z,current_yes,0.45,2026-07-12T07:19:04Z,0.935,ok,2026-07-12,109289895220170237089712415658851343684437153313570220580592209991257532752876
Singapore,2026-07-12T07:18:37Z,d1_no,0.45,2026-07-12T07:19:04Z,0.935,ok,2026-07-12,33964848249996500203268876482594676855405138622128343452353017250089966915780
Taipei,2026-07-12T08:37:00Z,current_yes,0.06666666666666667,2026-07-12T08:37:04Z,0.9965,ok,2026-07-12,93455800335142517255839981017532857093312676310260533684814709314763361094290
Taipei,2026-07-12T08:37:00Z,d1_no,0.06666666666666667,2026-07-12T08:37:04Z,0.9945,ok,2026-07-12,71889843896904355694031846871435385667453016419925626817474828436237203691388
Tokyo,2026-07-12T04:42:38Z,current_yes,0.4666666666666667,2026-07-12T04:43:06Z,0.962,ok,2026-07-12,111164829863177272372219333728959438327929468925280746554446335664112560825443
Tokyo,2026-07-12T06:16:41Z,current_yes,0.4,2026-07-12T06:17:05Z,0.9855,ok,2026-07-12,111164829863177272372219333728959438327929468925280746554446335664112560825443
Tokyo,2026-07-12T04:42:38Z,d1_no,0.43333333333333335,2026-07-12T04:43:04Z,0.9675,ok,2026-07-12,99082597555713102212468768479939425843057341790349663001861285407686002344393
Tokyo,2026-07-12T06:16:41Z,d1_no,0.38333333333333336,2026-07-12T06:17:04Z,0.983,ok,2026-07-12,99082597555713102212468768479939425843057341790349663001861285407686002344393
Wuhan,2026-07-12T08:21:28Z,current_yes,0.5833333333333334,2026-07-12T08:22:03Z,0.877,ok,2026-07-12,30920386603070616706011799171240509559921792889939719990083064848691618454889
Wuhan,2026-07-12T08:21:28Z,d1_no,0.5833333333333334,2026-07-12T08:22:03Z,0.868,ok,2026-07-12,99981030199846575035053325375418233402671349464291995228796173015460964642074
Guangzhou,2026-07-13T06:39:21Z,current_yes,0.7333333333333333,2026-07-13T06:40:05Z,0.67,ok,2026-07-13,17780443154812104753597659924990107571837609363477075944462071285767630175365
Guangzhou,2026-07-13T06:39:21Z,d1_no,0.7166666666666667,2026-07-13T06:40:04Z,0.68,ok,2026-07-13,111434877181055091858760894921986736974790258044189723824858995891372865949860
Helsinki,2026-07-13T10:26:02Z,current_yes,0.016666666666666666,2026-07-13T10:26:03Z,0.025,ok,2026-07-13,81622992405546693587349587878451867377490999632778186075501813796976973708
Helsinki,2026-07-13T10:26:02Z,d1_no,0.016666666666666666,2026-07-13T10:26:03Z,0.79,ok,2026-07-13,48283280453526986435564210314454208680796164456476379672535759508700113253737
HongKong,2026-07-13T05:40:18Z,current_yes,0.75,2026-07-13T05:41:03Z,0.2925,ok,2026-07-13,33390893986910054640162063718206481869270148589936106605879345533729780721029
HongKong,2026-07-13T05:40:18Z,d1_no,0.7666666666666667,2026-07-13T05:41:04Z,0.977,ok,2026-07-13,60645556779584595117940131953513262147014405326207820866745112251526952779081
Istanbul,2026-07-13T13:00:40Z,current_yes,0.4,2026-07-13T13:01:04Z,0.99,ok,2026-07-13,6596990608610138518924461490053714275247739282670381943211497959176607262702
Istanbul,2026-07-13T13:00:40Z,d1_no,0.4166666666666667,2026-07-13T13:01:05Z,0.994,ok,2026-07-13,1817938274088834670968475746715415026232016805345566940711957285204430714793
Jeddah,2026-07-13T13:16:26Z,current_yes,0.65,2026-07-13T13:17:05Z,0.9875,ok,2026-07-13,62054415903091143114678883317637178735473509246233927183575531785968845311273
Jeddah,2026-07-13T13:16:26Z,d1_no,0.65,2026-07-13T13:17:05Z,0.988,ok,2026-07-13,78892141418363531474625096771967932504017663934658582023757019489386723039272
Karachi,2026-07-13T09:40:55Z,current_yes,0.13333333333333333,2026-07-13T09:41:03Z,0.9735,ok,2026-07-13,21086378382947230089874415190273019270000627438630135893221325485702371782496
Karachi,2026-07-13T09:40:55Z,d1_no,0.15,2026-07-13T09:41:04Z,0.9695,ok,2026-07-13,3427686249711679162400057992444463751308353232565771493078041441540731995917
KualaLumpur,2026-07-13T08:53:19Z,current_yes,0.7666666666666667,2026-07-13T08:54:05Z,0.9955,ok,2026-07-13,103129451995329048228002641747760764357981819851935654577791120196587823391315
KualaLumpur,2026-07-13T08:53:19Z,d1_no,0.7666666666666667,2026-07-13T08:54:05Z,0.996,ok,2026-07-13,95462988528102082373478163121518787249814522982841217675042394268167277416736
LA,2026-07-13T22:02:42Z,current_yes,0.4166666666666667,2026-07-13T22:03:07Z,0.975,ok,2026-07-13,113882933548653828173584982801615005857935644252732669036009855842451202069226
LA,2026-07-13T22:02:42Z,d1_no,0.4,2026-07-13T22:03:06Z,0.965,ok,2026-07-13,61385536007348582791822887353656802430230116417271252853314249290165101167315
Manila,2026-07-13T07:08:39Z,current_yes,0.4166666666666667,2026-07-13T07:09:04Z,0.993,ok,2026-07-13,61195364441661577451206655794347235358081420099386387485680919940562721985743
Manila,2026-07-13T07:08:39Z,d1_no,0.43333333333333335,2026-07-13T07:09:05Z,0.993,ok,2026-07-13,95791574934110228407915966299840734508447622337614284980005458141149317830364
NYC,2026-07-13T20:02:29Z,current_yes,0.6,2026-07-13T20:03:05Z,0.94,ok,2026-07-13,113349682115461449015428179092051943213473225011548879821862173038042122413961
NYC,2026-07-13T20:02:29Z,d1_no,0.6,2026-07-13T20:03:05Z,0.95,ok,2026-07-13,39709080251980633201888113512137735170030461374886870370480616026023666798440
Paris,2026-07-13T13:48:03Z,current_yes,0.03333333333333333,2026-07-13T13:48:05Z,0.9555,ok,2026-07-13,93646607222419370021772426203018571722511022370271676914110719120800006601972
Paris,2026-07-13T13:48:03Z,d1_no,0.03333333333333333,2026-07-13T13:48:05Z,0.9555,ok,2026-07-13,47616261020399214069499158375431723723943101848806387725334885891087072908247
SanFrancisco,2026-07-13T22:02:42Z,current_yes,0.43333333333333335,2026-07-13T22:03:08Z,0.955,ok,2026-07-13,50121194212394061583852249176657866793133829842537868401861706154199077413644
SanFrancisco,2026-07-13T22:02:42Z,d1_no,0.4,2026-07-13T22:03:06Z,0.965,ok,2026-07-13,15999779344695347888544714672461549440263287295363442778579997467474220968084
SaoPaulo,2026-07-13T18:14:17Z,current_yes,0.8166666666666667,2026-07-13T18:15:06Z,0.992,ok,2026-07-13,37522892620772136236525950197077077829734799426467359816861250915121921168533
SaoPaulo,2026-07-13T18:14:17Z,d1_no,0.8,2026-07-13T18:15:05Z,0.995,ok,2026-07-13,32925488496824098286861094013296255823213400476031297905310313680871286216011
Seoul,2026-07-13T07:08:39Z,current_yes,0.43333333333333335,2026-07-13T07:09:05Z,0.9845,ok,2026-07-13,22278492039931937646579931286870636161220860505954892772310724464442828422297
Seoul,2026-07-13T07:08:39Z,d1_no,0.4166666666666667,2026-07-13T07:09:04Z,0.983,ok,2026-07-13,76340229961945383084451136641043114376510009291915618191306976351795983947533
Shanghai,2026-07-13T08:38:10Z,current_yes,0.9,2026-07-13T08:39:04Z,0.9985,ok,2026-07-13,52672158982793328092929589701995731267765988466511196368802423556605353867367
Shanghai,2026-07-13T08:38:10Z,d1_no,0.9,2026-07-13T08:39:04Z,0.9995,ok,2026-07-13,70250491683710720594374287843140074325121665736957679197419847818592181640867
Singapore,2026-07-13T07:38:24Z,current_yes,0.6666666666666666,2026-07-13T07:39:04Z,0.997,ok,2026-07-13,40723077833686630329721359957877675004009201116396166398747344427217022172963
Singapore,2026-07-13T07:38:24Z,d1_no,0.65,2026-07-13T07:39:03Z,0.997,ok,2026-07-13,18489861934410187308073290655830687849721662823886176159957211427192420056421
Taipei,2026-07-13T05:40:18Z,current_yes,0.7666666666666667,2026-07-13T05:41:04Z,0.99,ok,2026-07-13,80051934484874576663040605673485584489952125785421397361591982380542932777380
Taipei,2026-07-13T05:40:18Z,d1_no,0.7666666666666667,2026-07-13T05:41:04Z,0.9905,ok,2026-07-13,25532437841011537111447173362362418209271804775353692192965149569480373734275
Tokyo,2026-07-13T04:41:15Z,current_yes,0.8333333333333334,2026-07-13T04:42:05Z,0.6555,ok,2026-07-13,109977333247137302283090006579904349660578500550279135157147012491101829007257
Tokyo,2026-07-13T04:41:15Z,d1_no,0.8333333333333334,2026-07-13T04:42:05Z,0.781,ok,2026-07-13,112582187417970918963465174231473528899990154230088060761183667925845149529966
Wellington,2026-07-13T02:38:20Z,current_yes,0.7166666666666667,2026-07-13T02:39:03Z,0.945,ok,2026-07-13,37449786042059652558909607231371341458871682536867575524500074467945881515665
Wellington,2026-07-13T02:38:20Z,d1_no,0.7166666666666667,2026-07-13T02:39:03Z,0.9595,ok,2026-07-13,83733921698064447019513589388167783065982655086034032342815540796488326622164
Ankara,2026-07-14T13:08:17Z,current_yes,0.8,2026-07-14T13:09:05Z,0.935,ok,2026-07-14,97747498542020378553983038439881314131591142586691714798279940336806100939716
Ankara,2026-07-14T13:08:17Z,d1_no,0.8,2026-07-14T13:09:05Z,0.93,ok,2026-07-14,5566214909952302867747108279081146996080487075429012551180150022472262622447
Atlanta,2026-07-14T20:46:01Z,current_yes,0.06666666666666667,2026-07-14T20:46:05Z,0.9975,ok,2026-07-14,23758587808979387688669005233614923143342682324065120807879477188555838493401
Atlanta,2026-07-14T20:46:01Z,d1_no,0.06666666666666667,2026-07-14T20:46:05Z,0.9975,ok,2026-07-14,41198363209813875337970141285181342484155853095348921697902484930639171584095
Beijing,2026-07-14T08:12:11Z,current_yes,0.9,2026-07-14T08:13:05Z,0.9775,ok,2026-07-14,30848104240192580953141839431778873784002560575167603329994045382043077206350
Beijing,2026-07-14T08:12:11Z,d1_no,0.9,2026-07-14T08:13:05Z,0.9865,ok,2026-07-14,91635041977993838177637190017256463197708040027067988185142611823000212586628
CapeTown,2026-07-14T14:12:26Z,current_yes,0.6666666666666666,2026-07-14T14:13:06Z,0.995,ok,2026-07-14,89674102034070648876378125443660603105811250896357915569544651004371642953929
CapeTown,2026-07-14T14:12:26Z,d1_no,0.6666666666666666,2026-07-14T14:13:06Z,0.9965,ok,2026-07-14,45867900946078384513777140862284843358912781512383012796943952609105361654895
Chicago,2026-07-14T22:03:47Z,current_yes,0.35,2026-07-14T22:04:08Z,0.975,ok,2026-07-14,15755425018611838462581548454099601626991313965835725574206128123553336363147
Chicago,2026-07-14T22:03:47Z,d1_no,0.3,2026-07-14T22:04:05Z,0.9745,ok,2026-07-14,66753966002042141412541895219711545399144843791587231065045493048251692568357
Dallas,2026-07-14T22:03:47Z,current_yes,0.36666666666666664,2026-07-14T22:04:09Z,0.9815,ok,2026-07-14,90946091466680909455921315943559439733198462513016357935416602109460749332460
Dallas,2026-07-14T22:03:47Z,d1_no,0.3,2026-07-14T22:04:05Z,0.992,ok,2026-07-14,9806815101651317005230776426853325671989326586203478304485642881925767825214
Guangzhou,2026-07-14T06:06:53Z,current_yes,0.21666666666666667,2026-07-14T06:07:06Z,0.9995,ok,2026-07-14,23242001151504100426521596063580910174067019165141555180126922719386664576937
Guangzhou,2026-07-14T06:06:53Z,d1_no,,,,missing_token_or_decision,2026-07-14,
HongKong,2026-07-14T08:12:11Z,current_yes,0.9,2026-07-14T08:13:05Z,0.0025,ok,2026-07-14,115081266603689015336241953280375061635283003526037089700216195118157921108400
HongKong,2026-07-14T08:12:11Z,d1_no,0.9,2026-07-14T08:13:05Z,0.9985,ok,2026-07-14,32362389834422004150485791453130561425720032983105111786470787710862182795694
Jeddah,2026-07-14T12:03:49Z,current_yes,0.3,2026-07-14T12:04:07Z,0.555,ok,2026-07-14,84728044435268467209999805720385978397590106205704180219293180169444615665237
Jeddah,2026-07-14T12:03:49Z,d1_no,0.2833333333333333,2026-07-14T12:04:06Z,0.915,ok,2026-07-14,78270455461885137148411528972079565182402923357901834232725366553926395784326
Karachi,2026-07-14T11:32:23Z,current_yes,0.75,2026-07-14T11:33:08Z,0.983,ok,2026-07-14,87398157027999879855494996072214067598884789217972590602335955823486131789723
Karachi,2026-07-14T11:32:23Z,d1_no,0.75,2026-07-14T11:33:08Z,0.994,ok,2026-07-14,110688612706744698324145650202939188877671334941921055643904461734849460251232
LA,2026-07-14T23:06:21Z,current_yes,0.7333333333333333,2026-07-14T23:07:05Z,0.994,ok,2026-07-14,109288025952712517040450523101955678674267211184014979817373057823883274652296
LA,2026-07-14T23:06:21Z,d1_no,0.7333333333333333,2026-07-14T23:07:05Z,0.9955,ok,2026-07-14,111535818662730994570089764902245360642863289188824935901169988338780023377503
Lucknow,2026-07-14T10:14:11Z,current_yes,0.9,2026-07-14T10:15:05Z,0.9765,ok,2026-07-14,44494733707367656314983210121729864068399494646173108878824156648511286580895
Lucknow,2026-07-14T10:14:11Z,d1_no,0.9,2026-07-14T10:15:05Z,0.9875,ok,2026-07-14,98207820407456351579252267529412446682137086307850360115637957947792979655634
Miami,2026-07-14T21:01:17Z,current_yes,0.8,2026-07-14T21:02:05Z,0.997,ok,2026-07-14,68658262703278479518569250115486483688264725857367188695156950636077093202374
Miami,2026-07-14T21:01:17Z,d1_no,0.8,2026-07-14T21:02:05Z,0.9965,ok,2026-07-14,111414298518707442260223230678325698450982457814906097511059550668003447144632
PanamaCity,2026-07-14T19:16:33Z,current_yes,0.5333333333333333,2026-07-14T19:17:05Z,0.9685,ok,2026-07-14,46729327589677516825962264762056052717572859971218534744653100692483396742684
PanamaCity,2026-07-14T19:16:33Z,d1_no,0.5333333333333333,2026-07-14T19:17:05Z,0.9755,ok,2026-07-14,64388288428530917859006312993381728408108667878735206224430622337376670185288
SanFrancisco,2026-07-14T21:01:17Z,current_yes,0.8,2026-07-14T21:02:05Z,0.865,ok,2026-07-14,3135846022734895427009545360493058588127396098547301864074040997200755163607
SanFrancisco,2026-07-14T21:01:17Z,d1_no,0.7833333333333333,2026-07-14T21:02:04Z,0.87,ok,2026-07-14,102595388383293796661942315822749174788193817058898596071890082567672343169664
Seoul,2026-07-14T04:37:36Z,current_yes,0.48333333333333334,2026-07-14T04:38:05Z,0.993,ok,2026-07-14,61603030752121072577228246148213156625373397256469623240829151766826649604526
Seoul,2026-07-14T04:37:36Z,d1_no,0.48333333333333334,2026-07-14T04:38:05Z,0.9945,ok,2026-07-14,29746589758808729254877755708154401416943842758875444418239795772230292868539
Shanghai,2026-07-14T08:42:48Z,current_yes,0.2833333333333333,2026-07-14T08:43:05Z,0.9995,ok,2026-07-14,64491816938410544866256449868048626986862404641672585688640025931896000877096
Shanghai,2026-07-14T08:42:48Z,d1_no,0.2833333333333333,2026-07-14T08:43:05Z,0.9995,ok,2026-07-14,44228815896654487787234274230693522250585033247275078524419042491804078072161
Shenzhen,2026-07-14T07:08:38Z,current_yes,0.43333333333333335,2026-07-14T07:09:04Z,0.037,ok,2026-07-14,61898048690694922705281966640488753717921057567342873206367932609449387918143
Shenzhen,2026-07-14T07:08:38Z,d1_no,0.43333333333333335,2026-07-14T07:09:04Z,0.9965,ok,2026-07-14,115174954377018378140581196765512190599906965862816389937645463925735078295123
Singapore,2026-07-14T06:36:45Z,current_yes,0.36666666666666664,2026-07-14T06:37:07Z,0.9805,ok,2026-07-14,70959011891011957434051137019564648275625519905764877982457037809710089384161
Singapore,2026-07-14T06:36:45Z,d1_no,0.35,2026-07-14T06:37:06Z,0.9845,ok,2026-07-14,65325974657644800253950679243680244173691849693984902298897000040125770107930
Taipei,2026-07-14T07:39:20Z,current_yes,0.8,2026-07-14T07:40:08Z,0.995,ok,2026-07-14,91961191995336279377155005679075302926945854900553324553683456814224288229479
Taipei,2026-07-14T07:39:20Z,d1_no,0.8166666666666667,2026-07-14T07:40:09Z,0.9995,ok,2026-07-14,11686092032009322645214337007729850924598968874558698088650177197852887082837
