changed_since_last,city,current_bracket,current_native,current_temp_c,current_yes_ask,current_yes_indicative,current_yes_quote_delay_min,current_yes_quote_source,current_yes_quote_ts_utc,current_yes_snapshot_raw_ask,d1_bracket,d1_no_ask,d1_no_indicative,d1_no_quote_delay_min,d1_no_quote_source,d1_no_quote_ts_utc,d1_no_snapshot_raw_ask,decision_hour_local_at_detect,decision_snapshot_ts_utc,decline_gate,decline_native,detected_after_report_sec,effective_cost_per_share,entry_ask,estimated_cadence_min,expression,fee_per_share,forecast_max_native,forecast_peak_delta_hours_local,in_research_window,live_observation_source,local_detect_ts_utc,mapping_rule,mature_high_gate,minutes_since_running_max_at_detect,path_not_warming_gate,payload_hash,physical_confirmation_base,physical_confirmation_strong_partial,physical_support_count_partial,physical_support_reasons_partial,pnl_per_share,prebase_without_forecast_clock,precip_state,price_source,producer,raw_metar,raw_payload_hash,record_count,registry_class,relative_humidity_pct,report_kind,running_max_c,running_native,settlement_source,settlement_source_class,sky_cover_code,snapshot_path,source,source_age_sec,source_detect_ts_utc,source_fetch_end_utc,source_fetch_latency_sec,source_fetch_start_utc,source_lane,source_report_ts_utc,station,status,target_date,temp_c,temp_trend_1h_f,ts_utc,unit,warming_state,win
True,Warsaw,19,18.0,18.0,,0.635,,missing_within_30m,,,20,,0.69,,missing_within_30m,,,14.540277777777778,2026-07-07T12:37:11Z,True,1.0,145.277,0.64659,0.635,30.0,current_yes,0.01159,18.2,0.62,True,aviationweather_metar,2026-07-07T12:32:25.276688+00:00,whole-degree WU station max,True,62.42127813333333,True,3a9e089c481bc2a9,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",-0.64659,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EPWA 071230Z 22009KT 9999 FEW036CB BKN044 18/16 Q1006 NOSIG,b5f4e9fb5ee75184,30,same_station_source_profile,88.1001435273896,METAR,19.0,19.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260707_2037.json,aviationweather_metar,145.277,2026-07-07T12:32:25.276688Z,2026-07-07T12:32:25.276688+00:00,1.418,2026-07-07T12:32:23.858291+00:00,routine_metar_only,2026-07-07T12:30:00Z,EPWA,ok,2026-07-07,18.0,-1.8,2026-07-07T12:32:25.276688+00:00,C,cooling,0.0
True,Warsaw,19,18.0,18.0,,0.635,,missing_within_30m,,,20,,0.69,,missing_within_30m,,,14.540277777777778,2026-07-07T12:37:11Z,True,1.0,145.277,0.7007,0.69,30.0,d1_no,0.0107,18.2,0.62,True,aviationweather_metar,2026-07-07T12:32:25.276688+00:00,whole-degree WU station max,True,62.42127813333333,True,3a9e089c481bc2a9,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",-0.7007,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EPWA 071230Z 22009KT 9999 FEW036CB BKN044 18/16 Q1006 NOSIG,b5f4e9fb5ee75184,30,same_station_source_profile,88.1001435273896,METAR,19.0,19.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260707_2037.json,aviationweather_metar,145.277,2026-07-07T12:32:25.276688Z,2026-07-07T12:32:25.276688+00:00,1.418,2026-07-07T12:32:23.858291+00:00,routine_metar_only,2026-07-07T12:30:00Z,EPWA,ok,2026-07-07,18.0,-1.8,2026-07-07T12:32:25.276688+00:00,C,cooling,0.0
True,SaoPaulo,21,20.0,20.0,,0.835,,missing_within_30m,,,22,,0.935,,missing_within_30m,,,13.453055555555554,2026-07-07T16:36:35Z,True,1.0,1631.326,0.8418899999999999,0.835,60.0,current_yes,0.00689,20.5,0.6,True,aviationweather_metar,2026-07-07T16:27:11.325514+00:00,whole-degree WU station max,True,87.18875856666666,True,c43f2a6a1b58c05c,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.15811000000000008,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR SBGR 071600Z 21006KT 9999 BKN030 20/14 Q1020,9970cef0a23bd38f,14,same_station_source_profile,68.37704311271233,METAR,21.0,21.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0036.json,aviationweather_metar,1631.326,2026-07-07T16:27:11.325514Z,2026-07-07T16:27:11.325514+00:00,3.541,2026-07-07T16:27:07.784847+00:00,metar_speci_capable,2026-07-07T16:00:00Z,SBGR,ok,2026-07-07,20.0,-1.8,2026-07-07T16:27:11.325514+00:00,C,cooling,1.0
True,SaoPaulo,21,20.0,20.0,,0.835,,missing_within_30m,,,22,,0.935,,missing_within_30m,,,13.453055555555554,2026-07-07T16:36:35Z,True,1.0,1631.326,0.9380400000000001,0.935,60.0,d1_no,0.00304,20.5,0.6,True,aviationweather_metar,2026-07-07T16:27:11.325514+00:00,whole-degree WU station max,True,87.18875856666666,True,c43f2a6a1b58c05c,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.061959999999999904,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR SBGR 071600Z 21006KT 9999 BKN030 20/14 Q1020,9970cef0a23bd38f,14,same_station_source_profile,68.37704311271233,METAR,21.0,21.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0036.json,aviationweather_metar,1631.326,2026-07-07T16:27:11.325514Z,2026-07-07T16:27:11.325514+00:00,3.541,2026-07-07T16:27:07.784847+00:00,metar_speci_capable,2026-07-07T16:00:00Z,SBGR,ok,2026-07-07,20.0,-1.8,2026-07-07T16:27:11.325514+00:00,C,cooling,1.0
True,Miami,92-93,91.03999999999999,32.8,,0.9815,,missing_within_30m,,,94-95,,0.9875,,missing_within_30m,,,15.960555555555555,2026-07-07T20:04:59Z,True,0.9000000000000057,278.848,0.98241,0.9815,60.0,current_yes,0.00091,88.4,4.07,True,aviationweather_metar,2026-07-07T19:57:38.847738+00:00,whole-degree WU station max,True,64.6474623,True,1b7453ec7208974c,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.017589999999999995,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KMIA 071953Z 16009KT 10SM SCT037 SCT090 BKN250 33/24 A3010 RMK AO2 SLP191 CB DSNT SW-NW T03280244,397d054550e78d2f,17,same_station_source_profile,59.94469446824091,METAR,33.3,91.94,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0404.json,aviationweather_metar,278.848,2026-07-07T19:57:38.847738Z,2026-07-07T19:57:38.847738+00:00,1.229,2026-07-07T19:57:37.619015+00:00,metar_speci_capable,2026-07-07T19:53:00Z,KMIA,ok,2026-07-07,32.8,-0.9,2026-07-07T19:57:38.847738+00:00,F,flat,1.0
True,Miami,92-93,91.03999999999999,32.8,,0.9815,,missing_within_30m,,,94-95,,0.9875,,missing_within_30m,,,15.960555555555555,2026-07-07T20:04:59Z,True,0.9000000000000057,278.848,0.98812,0.9875,60.0,d1_no,0.00062,88.4,4.07,True,aviationweather_metar,2026-07-07T19:57:38.847738+00:00,whole-degree WU station max,True,64.6474623,True,1b7453ec7208974c,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.011880000000000002,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KMIA 071953Z 16009KT 10SM SCT037 SCT090 BKN250 33/24 A3010 RMK AO2 SLP191 CB DSNT SW-NW T03280244,397d054550e78d2f,17,same_station_source_profile,59.94469446824091,METAR,33.3,91.94,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0404.json,aviationweather_metar,278.848,2026-07-07T19:57:38.847738Z,2026-07-07T19:57:38.847738+00:00,1.229,2026-07-07T19:57:37.619015+00:00,metar_speci_capable,2026-07-07T19:53:00Z,KMIA,ok,2026-07-07,32.8,-0.9,2026-07-07T19:57:38.847738+00:00,F,flat,1.0
True,Denver,96-97,94.46000000000001,34.7,,0.9895,,missing_within_30m,,,98-99,,0.9885,,missing_within_30m,,,15.243055555555555,2026-07-07T21:21:49Z,True,2.339999999999989,995.397,0.99002,0.9895,60.0,current_yes,0.00052,94.8,3.35,True,aviationweather_metar,2026-07-07T21:14:35.396979+00:00,whole-degree WU station max,True,136.58994965,True,c8fed83e30f68881,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.009979999999999989,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KBKF 072058Z 29020G27KT 10SM SCT090 SCT140 BKN220 35/01 A3011 RMK AO2A PK WND 28027/48 LTG DSNT NE-SE-SW SLP089 T03470011 56009,6c2627f43461346c,15,same_station_source_profile,11.886193053963353,METAR,36.0,96.8,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0521.json,aviationweather_metar,995.397,2026-07-07T21:14:35.396979Z,2026-07-07T21:14:35.396979+00:00,2.297,2026-07-07T21:14:33.100418+00:00,routine_metar_only,2026-07-07T20:58:00Z,KBKF,ok,2026-07-07,34.7,-1.9799999999999898,2026-07-07T21:14:35.396979+00:00,F,cooling,1.0
True,Denver,96-97,94.46000000000001,34.7,,0.9895,,missing_within_30m,,,98-99,,0.9885,,missing_within_30m,,,15.243055555555555,2026-07-07T21:21:49Z,True,2.339999999999989,995.397,0.98907,0.9885,60.0,d1_no,0.00057,94.8,3.35,True,aviationweather_metar,2026-07-07T21:14:35.396979+00:00,whole-degree WU station max,True,136.58994965,True,c8fed83e30f68881,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.010929999999999995,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KBKF 072058Z 29020G27KT 10SM SCT090 SCT140 BKN220 35/01 A3011 RMK AO2A PK WND 28027/48 LTG DSNT NE-SE-SW SLP089 T03470011 56009,6c2627f43461346c,15,same_station_source_profile,11.886193053963353,METAR,36.0,96.8,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0521.json,aviationweather_metar,995.397,2026-07-07T21:14:35.396979Z,2026-07-07T21:14:35.396979+00:00,2.297,2026-07-07T21:14:33.100418+00:00,routine_metar_only,2026-07-07T20:58:00Z,KBKF,ok,2026-07-07,34.7,-1.9799999999999898,2026-07-07T21:14:35.396979+00:00,F,cooling,1.0
True,SanFrancisco,62-63,60.980000000000004,16.1,,0.9955,,missing_within_30m,,,64-65,,0.996,,missing_within_30m,,,15.989444444444443,2026-07-07T23:09:02Z,True,1.0799999999999912,202.942,0.99572,0.9955,60.0,current_yes,0.00022,60.3,1.15,True,aviationweather_metar,2026-07-07T22:59:22.941839+00:00,whole-degree WU station max,True,63.382363983333335,True,49ffc00840c89ab6,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.0042799999999999505,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KSFO 072256Z 28021G26KT 10SM FEW006 BKN016 16/11 A3008 RMK AO2 PK WND 28028/2230 SLP185 T01610106,80cce161c617560d,19,same_station_source_profile,71.75956790155405,METAR,16.7,62.059999999999995,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0709.json,aviationweather_metar,202.942,2026-07-07T22:59:22.941839Z,2026-07-07T22:59:22.941839+00:00,0.948,2026-07-07T22:59:21.993758+00:00,metar_speci_capable,2026-07-07T22:56:00Z,KSFO,ok,2026-07-07,16.1,-1.079999999999996,2026-07-07T22:59:22.941839+00:00,F,cooling,1.0
True,SanFrancisco,62-63,60.980000000000004,16.1,,0.9955,,missing_within_30m,,,64-65,,0.996,,missing_within_30m,,,15.989444444444443,2026-07-07T23:09:02Z,True,1.0799999999999912,202.942,0.9962,0.996,60.0,d1_no,0.0002,60.3,1.15,True,aviationweather_metar,2026-07-07T22:59:22.941839+00:00,whole-degree WU station max,True,63.382363983333335,True,49ffc00840c89ab6,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.0038000000000000256,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KSFO 072256Z 28021G26KT 10SM FEW006 BKN016 16/11 A3008 RMK AO2 PK WND 28028/2230 SLP185 T01610106,80cce161c617560d,19,same_station_source_profile,71.75956790155405,METAR,16.7,62.059999999999995,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_0709.json,aviationweather_metar,202.942,2026-07-07T22:59:22.941839Z,2026-07-07T22:59:22.941839+00:00,0.948,2026-07-07T22:59:21.993758+00:00,metar_speci_capable,2026-07-07T22:56:00Z,KSFO,ok,2026-07-07,16.1,-1.079999999999996,2026-07-07T22:59:22.941839+00:00,F,cooling,1.0
