changed_since_last,city,current_bracket,current_native,current_temp_c,current_yes_ask,current_yes_indicative,current_yes_quote_delay_min,current_yes_quote_source,current_yes_quote_ts_utc,current_yes_snapshot_raw_ask,d1_bracket,d1_no_ask,d1_no_indicative,d1_no_quote_delay_min,d1_no_quote_source,d1_no_quote_ts_utc,d1_no_snapshot_raw_ask,decision_hour_local_at_detect,decision_snapshot_ts_utc,decline_gate,decline_native,detected_after_report_sec,effective_cost_per_share,entry_ask,estimated_cadence_min,expression,fee_per_share,forecast_max_native,forecast_peak_delta_hours_local,in_research_window,live_observation_source,local_detect_ts_utc,mapping_rule,mature_high_gate,minutes_since_running_max_at_detect,path_not_warming_gate,payload_hash,physical_confirmation_base,physical_confirmation_strong_partial,physical_support_count_partial,physical_support_reasons_partial,pnl_per_share,prebase_without_forecast_clock,precip_state,price_source,producer,raw_metar,raw_payload_hash,record_count,registry_class,relative_humidity_pct,report_kind,running_max_c,running_native,settlement_source,settlement_source_class,sky_cover_code,snapshot_path,source,source_age_sec,source_detect_ts_utc,source_fetch_end_utc,source_fetch_latency_sec,source_fetch_start_utc,source_file_ts_utc,source_lane,source_report_ts_utc,station,status,target_date,temp_c,temp_trend_1h_f,ts_utc,unit,warming_state,win
True,Tokyo,28,27.0,27.0,,0.996,,missing_within_30m,,,29,,0.9975,,missing_within_30m,,,16.11861111111111,2026-07-08T07:12:01Z,True,1.0,427.7,0.9976200000000001,0.9975,30.0,d1_no,0.00012,28.9,2.2,True,aviationweather_metar,2026-07-08T07:07:07.699851+00:00,whole-degree WU station max,True,67.12833085,True,62e078931d980015,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.0023799999999999377,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RJTT 080700Z 09011KT 9999 FEW030 BKN/// 27/21 Q1013 BECMG FM0800 TL0830 19008KT,68b087d937fc3caa,33,same_station_source_profile,69.73535987777385,METAR,28.0,28.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1512.json,aviationweather_metar,427.7,2026-07-08T07:07:07.699851Z,2026-07-08T07:07:07.699851+00:00,1.363,2026-07-08T07:07:06.336819+00:00,,routine_metar_only,2026-07-08T07:00:00Z,RJTT,ok,2026-07-08,27.0,-1.8,2026-07-08T07:07:07.699851+00:00,C,cooling,1.0
True,KualaLumpur,33,32.0,32.0,,0.994,,missing_within_30m,,,34,,0.995,,missing_within_30m,,,16.201944444444443,2026-07-08T08:16:40Z,True,1.0,727.843,0.9943,0.994,30.0,current_yes,0.0003,31.6,1.27,True,aviationweather_metar,2026-07-08T08:12:07.843498+00:00,whole-degree official station max,True,72.13072496666668,True,febb09cbbb749f38,True,False,0,[],0.005700000000000038,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR WMKK 080800Z VRB03KT 9999 FEW018 32/21 Q1009 NOSIG,ee6a9262c9ac8b8c,34,official_station_diff_aligned,52.26545370306256,METAR,33.0,33.0,WU official station from market rules,official_station_diff_confirmed,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1616.json,aviationweather_metar,727.843,2026-07-08T08:12:07.843498Z,2026-07-08T08:12:07.843498+00:00,3.893,2026-07-08T08:12:03.950599+00:00,,metar_speci_capable,2026-07-08T08:00:00Z,WMKK,ok,2026-07-08,32.0,-1.8,2026-07-08T08:12:07.843498+00:00,C,cooling,1.0
True,KualaLumpur,33,32.0,32.0,,0.994,,missing_within_30m,,,34,,0.995,,missing_within_30m,,,16.201944444444443,2026-07-08T08:16:40Z,True,1.0,727.843,0.99525,0.995,30.0,d1_no,0.00025,31.6,1.27,True,aviationweather_metar,2026-07-08T08:12:07.843498+00:00,whole-degree official station max,True,72.13072496666668,True,febb09cbbb749f38,True,False,0,[],0.004750000000000032,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR WMKK 080800Z VRB03KT 9999 FEW018 32/21 Q1009 NOSIG,ee6a9262c9ac8b8c,34,official_station_diff_aligned,52.26545370306256,METAR,33.0,33.0,WU official station from market rules,official_station_diff_confirmed,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1616.json,aviationweather_metar,727.843,2026-07-08T08:12:07.843498Z,2026-07-08T08:12:07.843498+00:00,3.893,2026-07-08T08:12:03.950599+00:00,,metar_speci_capable,2026-07-08T08:00:00Z,WMKK,ok,2026-07-08,32.0,-1.8,2026-07-08T08:12:07.843498+00:00,C,cooling,1.0
True,Lucknow,33,32.0,32.0,,0.935,,missing_within_30m,,,34,,0.949,,missing_within_30m,,,14.219722222222222,2026-07-08T08:52:13Z,True,1.0,791.684,0.9380400000000001,0.935,30.0,current_yes,0.00304,35.6,2.37,True,aviationweather_metar,2026-07-08T08:43:11.683810+00:00,whole-degree WU station max,True,73.19473016666667,True,7db868d45d583e35,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.061959999999999904,True,thunderstorm,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR VILK 080830Z 12009KT 4000 -RA SCT018 BKN025 FEW030CB OVC090 32/26 Q0996 TEMPO 14015G25KT 3000 -TSRA,9f4cbefce9c9f267,29,same_station_source_profile,70.6570356447408,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,4,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1652.json,aviationweather_metar,791.684,2026-07-08T08:43:11.683810Z,2026-07-08T08:43:11.683810+00:00,5.311,2026-07-08T08:43:06.373290+00:00,,routine_metar_only,2026-07-08T08:30:00Z,VILK,ok,2026-07-08,32.0,-1.8,2026-07-08T08:43:11.683810+00:00,C,cooling,1.0
True,Lucknow,33,32.0,32.0,,0.935,,missing_within_30m,,,34,,0.949,,missing_within_30m,,,14.219722222222222,2026-07-08T08:52:13Z,True,1.0,791.684,0.9514199999999999,0.949,30.0,d1_no,0.00242,35.6,2.37,True,aviationweather_metar,2026-07-08T08:43:11.683810+00:00,whole-degree WU station max,True,73.19473016666667,True,7db868d45d583e35,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.04858000000000007,True,thunderstorm,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR VILK 080830Z 12009KT 4000 -RA SCT018 BKN025 FEW030CB OVC090 32/26 Q0996 TEMPO 14015G25KT 3000 -TSRA,9f4cbefce9c9f267,29,same_station_source_profile,70.6570356447408,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,4,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1652.json,aviationweather_metar,791.684,2026-07-08T08:43:11.683810Z,2026-07-08T08:43:11.683810+00:00,5.311,2026-07-08T08:43:06.373290+00:00,,routine_metar_only,2026-07-08T08:30:00Z,VILK,ok,2026-07-08,32.0,-1.8,2026-07-08T08:43:11.683810+00:00,C,cooling,1.0
True,Shanghai,36,35.0,35.0,,0.9745,,missing_within_30m,,,37,,0.9975,,missing_within_30m,,,16.72222222222222,2026-07-08T08:52:13Z,True,1.0,800.629,0.97574,0.9745,30.0,current_yes,0.00124,33.3,6.87,True,aviationweather_metar,2026-07-08T08:43:20.628952+00:00,whole-degree WU station max,True,73.34381586666667,True,7299569a8233739e,True,False,0,[],0.02425999999999995,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZSPD 080830Z 24005MPS CAVOK 35/23 Q1004 NOSIG,5fc2295ba7e99f43,34,same_station_source_profile,49.91150957114025,METAR,36.0,36.0,WU market rules station matches configured station,default_wu_station_by_rules,0,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1652.json,aviationweather_metar,800.629,2026-07-08T08:43:20.628952Z,2026-07-08T08:43:20.628952+00:00,3.271,2026-07-08T08:43:17.358334+00:00,,routine_metar_only,2026-07-08T08:30:00Z,ZSPD,ok,2026-07-08,35.0,-1.8,2026-07-08T08:43:20.628952+00:00,C,cooling,1.0
True,Shanghai,36,35.0,35.0,,0.9745,,missing_within_30m,,,37,,0.9975,,missing_within_30m,,,16.72222222222222,2026-07-08T08:52:13Z,True,1.0,800.629,0.9976200000000001,0.9975,30.0,d1_no,0.00012,33.3,6.87,True,aviationweather_metar,2026-07-08T08:43:20.628952+00:00,whole-degree WU station max,True,73.34381586666667,True,7299569a8233739e,True,False,0,[],0.0023799999999999377,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZSPD 080830Z 24005MPS CAVOK 35/23 Q1004 NOSIG,5fc2295ba7e99f43,34,same_station_source_profile,49.91150957114025,METAR,36.0,36.0,WU market rules station matches configured station,default_wu_station_by_rules,0,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1652.json,aviationweather_metar,800.629,2026-07-08T08:43:20.628952Z,2026-07-08T08:43:20.628952+00:00,3.271,2026-07-08T08:43:17.358334+00:00,,routine_metar_only,2026-07-08T08:30:00Z,ZSPD,ok,2026-07-08,35.0,-1.8,2026-07-08T08:43:20.628952+00:00,C,cooling,1.0
True,Karachi,34,33.0,33.0,,0.9965,,missing_within_30m,,,35,,0.9945,,missing_within_30m,,,16.788611111111113,2026-07-08T11:50:17Z,True,1.0,1039.121,0.9966700000000001,0.9965,30.0,current_yes,0.00017,35.7,3.83,True,aviationweather_metar,2026-07-08T11:47:19.120775+00:00,whole-degree WU station max,True,77.31867958333333,True,b4c205d12ca04d35,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.003329999999999944,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR OPKC 081130Z 23020KT 4000 HZ BKN030 33/24 Q0996 TEMPO 25027KT,a3ee09f106e41867,34,same_station_source_profile,59.27401124880873,METAR,34.0,34.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1950.json,aviationweather_metar,1039.121,2026-07-08T11:47:19.120775Z,2026-07-08T11:47:19.120775+00:00,2.962,2026-07-08T11:47:16.158468+00:00,,routine_metar_only,2026-07-08T11:30:00Z,OPKC,ok,2026-07-08,33.0,-1.8,2026-07-08T11:47:19.120775+00:00,C,cooling,1.0
True,Karachi,34,33.0,33.0,,0.9965,,missing_within_30m,,,35,,0.9945,,missing_within_30m,,,16.788611111111113,2026-07-08T11:50:17Z,True,1.0,1039.121,0.99477,0.9945,30.0,d1_no,0.00027,35.7,3.83,True,aviationweather_metar,2026-07-08T11:47:19.120775+00:00,whole-degree WU station max,True,77.31867958333333,True,b4c205d12ca04d35,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.005229999999999957,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR OPKC 081130Z 23020KT 4000 HZ BKN030 33/24 Q0996 TEMPO 25027KT,a3ee09f106e41867,34,same_station_source_profile,59.27401124880873,METAR,34.0,34.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_1950.json,aviationweather_metar,1039.121,2026-07-08T11:47:19.120775Z,2026-07-08T11:47:19.120775+00:00,2.962,2026-07-08T11:47:16.158468+00:00,,routine_metar_only,2026-07-08T11:30:00Z,OPKC,ok,2026-07-08,33.0,-1.8,2026-07-08T11:47:19.120775+00:00,C,cooling,1.0
True,Warsaw,20,18.0,18.0,,0.985,,missing_within_30m,,,21,,0.9865,,missing_within_30m,,,15.146944444444443,2026-07-08T13:17:34Z,True,2.0,529.825,0.98574,0.985,30.0,current_yes,0.00074,19.4,1.28,True,aviationweather_metar,2026-07-08T13:08:49.825203+00:00,whole-degree WU station max,True,68.83042005,True,19a62488a919e508,True,False,0,[],0.01426000000000005,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EPWA 081300Z 28018KT 9999 FEW017 SCT044CB 18/10 Q1006 NOSIG,86e9375d59b35f1a,31,same_station_source_profile,59.52339300816998,METAR,20.0,20.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_2117.json,aviationweather_metar,529.825,2026-07-08T13:08:49.825203Z,2026-07-08T13:08:49.825203+00:00,4.253,2026-07-08T13:08:45.572085+00:00,,routine_metar_only,2026-07-08T13:00:00Z,EPWA,ok,2026-07-08,18.0,-3.6,2026-07-08T13:08:49.825203+00:00,C,cooling,1.0
True,Warsaw,20,18.0,18.0,,0.985,,missing_within_30m,,,21,,0.9865,,missing_within_30m,,,15.146944444444443,2026-07-08T13:17:34Z,True,2.0,529.825,0.98717,0.9865,30.0,d1_no,0.00067,19.4,1.28,True,aviationweather_metar,2026-07-08T13:08:49.825203+00:00,whole-degree WU station max,True,68.83042005,True,19a62488a919e508,True,False,0,[],0.012830000000000008,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EPWA 081300Z 28018KT 9999 FEW017 SCT044CB 18/10 Q1006 NOSIG,86e9375d59b35f1a,31,same_station_source_profile,59.52339300816998,METAR,20.0,20.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_2117.json,aviationweather_metar,529.825,2026-07-08T13:08:49.825203Z,2026-07-08T13:08:49.825203+00:00,4.253,2026-07-08T13:08:45.572085+00:00,,routine_metar_only,2026-07-08T13:00:00Z,EPWA,ok,2026-07-08,18.0,-3.6,2026-07-08T13:08:49.825203+00:00,C,cooling,1.0
True,Helsinki,19,17.0,17.0,,0.993,,missing_within_30m,,,20,,0.9945,,missing_within_30m,,,16.883055555555558,2026-07-08T13:54:33Z,True,2.0,179.602,0.99335,0.993,30.0,current_yes,0.00035,18.4,3.9,True,aviationweather_metar,2026-07-08T13:52:59.602251+00:00,whole-degree WU station max,True,62.99337085,True,c0f34b8d1a7025d8,True,False,0,[],0.006650000000000045,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EFHK 081350Z 09005KT 040V120 9999 VCSH FEW040CB 17/13 Q0999 TEMPO FEW040,4358719e08464df8,34,same_station_source_profile,77.30999987827744,METAR,19.0,19.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_2154.json,aviationweather_metar,179.602,2026-07-08T13:52:59.602251Z,2026-07-08T13:52:59.602251+00:00,3.325,2026-07-08T13:52:56.277166+00:00,,routine_metar_only,2026-07-08T13:50:00Z,EFHK,ok,2026-07-08,17.0,-3.6,2026-07-08T13:52:59.602251+00:00,C,cooling,1.0
True,Helsinki,19,17.0,17.0,,0.993,,missing_within_30m,,,20,,0.9945,,missing_within_30m,,,16.883055555555558,2026-07-08T13:54:33Z,True,2.0,179.602,0.99477,0.9945,30.0,d1_no,0.00027,18.4,3.9,True,aviationweather_metar,2026-07-08T13:52:59.602251+00:00,whole-degree WU station max,True,62.99337085,True,c0f34b8d1a7025d8,True,False,0,[],0.005229999999999957,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR EFHK 081350Z 09005KT 040V120 9999 VCSH FEW040CB 17/13 Q0999 TEMPO FEW040,4358719e08464df8,34,same_station_source_profile,77.30999987827744,METAR,19.0,19.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260708_2154.json,aviationweather_metar,179.602,2026-07-08T13:52:59.602251Z,2026-07-08T13:52:59.602251+00:00,3.325,2026-07-08T13:52:56.277166+00:00,,routine_metar_only,2026-07-08T13:50:00Z,EFHK,ok,2026-07-08,17.0,-3.6,2026-07-08T13:52:59.602251+00:00,C,cooling,1.0
