changed_since_last,city,current_native,current_temp_c,decision_hour_local_at_detect,decline_native,detected_after_report_sec,estimated_cadence_min,live_observation_source,local_detect_ts_utc,mapping_rule,minutes_since_running_max_at_detect,payload_hash,physical_support_count_partial,physical_support_reasons_partial,prebase_without_forecast_clock,precip_state,producer,raw_metar,raw_payload_hash,record_count,registry_class,relative_humidity_pct,report_kind,running_max_c,running_native,settlement_source,settlement_source_class,sky_cover_code,source,source_age_sec,source_detect_ts_utc,source_fetch_end_utc,source_fetch_latency_sec,source_fetch_start_utc,source_file_ts_utc,source_lane,source_report_ts_utc,station,status,target_date,temp_c,temp_trend_1h_f,ts_utc,unit,warming_state
True,Warsaw,17.0,17.0,15.55888888888889,3.0,212.736,30.0,aviationweather_metar,2026-07-08T13:33:32.735850+00:00,whole-degree WU station max,93.5455975,32ce6438c894063d,1,['observed_precipitation'],True,rain_or_drizzle,weather_data_feed_service.source_events,METAR EPWA 081330Z 27019KT 9999 FEW017 SCT044CB 17/10 Q1006 TEMPO SHRA,749b4647033d8057,32,same_station_source_profile,63.40063000092414,METAR,20.0,20.0,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,212.736,2026-07-08T13:33:32.735850Z,2026-07-08T13:33:32.735850+00:00,3.56,2026-07-08T13:33:29.175952+00:00,,routine_metar_only,2026-07-08T13:30:00Z,EPWA,ok,2026-07-08,17.0,0.0,2026-07-08T13:33:32.735850+00:00,C,flat
True,Helsinki,17.0,17.0,16.883055555555558,2.0,179.602,30.0,aviationweather_metar,2026-07-08T13:52:59.602251+00:00,whole-degree WU station max,62.99337085,c0f34b8d1a7025d8,0,[],True,none_observed,weather_data_feed_service.source_events,METAR EFHK 081350Z 09005KT 040V120 9999 VCSH FEW040CB 17/13 Q0999 TEMPO FEW040,4358719e08464df8,34,same_station_source_profile,77.30999987827744,METAR,19.0,19.0,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,179.602,2026-07-08T13:52:59.602251Z,2026-07-08T13:52:59.602251+00:00,3.325,2026-07-08T13:52:56.277166+00:00,,routine_metar_only,2026-07-08T13:50:00Z,EFHK,ok,2026-07-08,17.0,-3.6,2026-07-08T13:52:59.602251+00:00,C,cooling
True,Warsaw,18.0,18.0,16.06277777777778,2.0,226.362,30.0,aviationweather_metar,2026-07-08T14:03:46.362388+00:00,whole-degree WU station max,123.77270646666666,010d0f59ec5290a6,1,['observed_precipitation'],True,rain_or_drizzle,weather_data_feed_service.source_events,METAR EPWA 081400Z 27019G30KT 9999 SCT020 BKN040CB 18/11 Q1006 TEMPO 3000 SHRA,6ee8e8ceb2d96ce2,33,same_station_source_profile,63.62499650833062,METAR,20.0,20.0,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,226.362,2026-07-08T14:03:46.362388Z,2026-07-08T14:03:46.362388+00:00,5.796,2026-07-08T14:03:40.566683+00:00,,routine_metar_only,2026-07-08T14:00:00Z,EPWA,ok,2026-07-08,18.0,0.0,2026-07-08T14:03:46.362388+00:00,C,flat
True,Warsaw,16.0,16.0,16.579444444444444,4.0,286.581,30.0,aviationweather_metar,2026-07-08T14:34:46.580956+00:00,whole-degree WU station max,154.77634926666667,d8ab73eab362a557,1,['observed_precipitation'],True,rain_or_drizzle,weather_data_feed_service.source_events,METAR EPWA 081430Z 28012KT 250V320 9999 -SHRA SCT015 SCT040CB 16/12 Q1006 RESHRA TEMPO 29022KT,24d8dafff26d4f53,34,same_station_source_profile,77.15504026859814,METAR,20.0,20.0,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,286.581,2026-07-08T14:34:46.580956Z,2026-07-08T14:34:46.580956+00:00,1.166,2026-07-08T14:34:45.414576+00:00,,routine_metar_only,2026-07-08T14:30:00Z,EPWA,ok,2026-07-08,16.0,-1.8,2026-07-08T14:34:46.580956+00:00,C,cooling
True,Miami,91.03999999999999,32.8,14.969444444444445,0.9000000000000057,310.034,60.0,aviationweather_metar,2026-07-08T18:58:10.033517+00:00,whole-degree WU station max,65.16722528333334,6c1e0639f01aef5b,0,[],True,none_observed,weather_data_feed_service.source_events,METAR KMIA 081853Z 11006G16KT 10SM SCT039 33/24 A3012 RMK AO2 SLP201 T03280239,401f69474a8deea1,20,same_station_source_profile,59.94469446824091,METAR,33.3,91.94,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,310.034,2026-07-08T18:58:10.033517Z,2026-07-08T18:58:10.033517+00:00,1.735,2026-07-08T18:58:08.298122+00:00,,metar_speci_capable,2026-07-08T18:53:00Z,KMIA,ok,2026-07-08,32.8,-0.9,2026-07-08T18:58:10.033517+00:00,F,flat
True,BuenosAires,16.0,16.0,16.15583333333333,2.0,561.643,60.0,aviationweather_metar,2026-07-08T19:09:21.642541+00:00,whole-degree WU station max,69.36070901666668,530b9d4d62fd2997,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR SAEZ 081900Z 06011KT CAVOK 16/07 Q1013 NOSIG,ba32d6a7269999cb,17,same_station_source_profile,55.144459527044,METAR,18.0,18.0,WU market rules station matches configured station,default_wu_station_by_rules,0,aviationweather_metar,561.643,2026-07-08T19:09:21.642541Z,2026-07-08T19:09:21.642541+00:00,1.293,2026-07-08T19:09:20.349384+00:00,,routine_metar_only,2026-07-08T19:00:00Z,SAEZ,ok,2026-07-08,16.0,-3.6,2026-07-08T19:09:21.642541+00:00,C,cooling
True,Denver,91.22,32.9,13.233055555555556,1.6200000000000045,959.742,60.0,aviationweather_metar,2026-07-08T19:13:59.742247+00:00,whole-degree WU station max,75.99570411666667,4e9f760854f5ce40,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,none_observed,weather_data_feed_service.source_events,METAR KBKF 081858Z 01010G16KT 10SM SCT090 BKN140 BKN200 33/03 A3016 RMK AO2A LTG DSNT W SLP114 T03290028,0adf6e2ba2184212,13,same_station_source_profile,15.160090530440064,METAR,33.8,92.84,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,959.742,2026-07-08T19:13:59.742247Z,2026-07-08T19:13:59.742247+00:00,2.057,2026-07-08T19:13:57.685345+00:00,,metar_speci_capable,2026-07-08T18:58:00Z,KBKF,ok,2026-07-08,32.9,-1.6199999999999974,2026-07-08T19:13:59.742247+00:00,F,cooling
True,Atlanta,91.03999999999999,32.8,15.928055555555554,1.980000000000004,221.299,60.0,aviationweather_metar,2026-07-08T19:55:41.299383+00:00,whole-degree WU station max,63.68832305,0ef0073e9b9018c6,0,[],True,none_observed,weather_data_feed_service.source_events,METAR KATL 081952Z 28008KT 10SM FEW055TCU SCT090 SCT200 SCT250 33/20 A3007 RMK AO2 SLP172 TCU NE DSNT N-E-S-W T03280200 $,cc8636bed9bbd282,16,same_station_source_profile,46.96912112905336,METAR,33.9,93.02,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,221.299,2026-07-08T19:55:41.299383Z,2026-07-08T19:55:41.299383+00:00,0.992,2026-07-08T19:55:40.307127+00:00,,routine_metar_only,2026-07-08T19:52:00Z,KATL,ok,2026-07-08,32.8,-1.9800000000000026,2026-07-08T19:55:41.299383+00:00,F,cooling
True,Miami,89.96000000000001,32.2,15.930833333333332,1.9799999999999898,171.41,60.0,aviationweather_metar,2026-07-08T19:55:51.409711+00:00,whole-degree WU station max,122.85682851666667,d61d15225fc52b38,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KMIA 081953Z 12010G18KT 080V150 10SM SCT036 32/24 A3011 RMK AO2 SLP196 T03220239,867379d8b02c82ea,21,same_station_source_profile,62.00870438921888,METAR,33.3,91.94,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,171.41,2026-07-08T19:55:51.409711Z,2026-07-08T19:55:51.409711+00:00,3.42,2026-07-08T19:55:47.989465+00:00,,metar_speci_capable,2026-07-08T19:53:00Z,KMIA,ok,2026-07-08,32.2,-1.0799999999999899,2026-07-08T19:55:51.409711+00:00,F,cooling
True,PanamaCity,34.0,34.0,15.0475,1.0,171.204,60.0,aviationweather_metar,2026-07-08T20:02:51.204155+00:00,whole-degree official station max,62.853402583333335,2bd139cb6b33e056,1,['observed_precipitation'],True,rain_or_drizzle,weather_data_feed_service.source_events,METAR MPMG 082000Z 30013KT 270V330 9000 VCSH SCT016TCU SCT090 34/26 Q1007 TEMPO 6000 RA,11b5dd9c0de917ef,16,official_station_diff_aligned,63.14309255534474,METAR,35.0,35.0,WU official station from market rules,official_station_diff_confirmed,2,aviationweather_metar,171.204,2026-07-08T20:02:51.204155Z,2026-07-08T20:02:51.204155+00:00,1.349,2026-07-08T20:02:49.855053+00:00,,metar_speci_capable,2026-07-08T20:00:00Z,MPMG,ok,2026-07-08,34.0,-1.8,2026-07-08T20:02:51.204155+00:00,C,cooling
True,Denver,90.14,32.3,14.336944444444445,2.700000000000003,1333.574,60.0,aviationweather_metar,2026-07-08T20:20:13.573995+00:00,whole-degree WU station max,142.22623325,fa07deef13c4f276,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR KBKF 081958Z 33014G22KT 10SM -RA SCT090 BKN140 BKN200 32/00 A3016 RMK AO2A LTG DSNT S AND W RAB58 SLP114 P0000 T03230004,a87687c1c6b8765f,14,same_station_source_profile,12.649151061786595,METAR,33.8,92.84,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,1333.574,2026-07-08T20:20:13.573995Z,2026-07-08T20:20:13.573995+00:00,1.142,2026-07-08T20:20:12.431933+00:00,,metar_speci_capable,2026-07-08T19:58:00Z,KBKF,ok,2026-07-08,32.3,-1.0800000000000025,2026-07-08T20:20:13.573995+00:00,F,cooling
True,PanamaCity,30.0,30.0,15.436944444444444,5.0,673.526,60.0,aviationweather_metar,2026-07-08T20:26:13.525963+00:00,whole-degree official station max,86.22543271666667,3ab8f190806ed1b6,1,['observed_precipitation'],True,thunderstorm,weather_data_feed_service.source_events,SPECI MPMG 082015Z 35010KT 320V030 3200 +TSRA SCT016CB SCT090 30/26 Q1007 TEMPO 2000 +TSRA,5646972ae968e987,17,official_station_diff_aligned,79.19546702733412,SPECI,35.0,35.0,WU official station from market rules,official_station_diff_confirmed,2,aviationweather_metar,673.526,2026-07-08T20:26:13.525963Z,2026-07-08T20:26:13.525963+00:00,1.114,2026-07-08T20:26:12.412347+00:00,,metar_speci_capable,2026-07-08T20:15:00Z,MPMG,ok,2026-07-08,30.0,-9.0,2026-07-08T20:26:13.525963+00:00,C,cooling
True,PanamaCity,30.0,30.0,15.47638888888889,5.0,215.002,60.0,aviationweather_metar,2026-07-08T20:28:35.002200+00:00,whole-degree official station max,88.58337,21169134483c7fc0,1,['observed_precipitation'],True,thunderstorm,weather_data_feed_service.source_events,SPECI MPMG 082025Z 33008KT 290V010 6000 1800NE +TSRA SCT016CB SCT090 30/27 Q1007 NOSIG,3977417a0a33b145,18,official_station_diff_aligned,84.00528111799692,SPECI,35.0,35.0,WU official station from market rules,official_station_diff_confirmed,2,aviationweather_metar,215.002,2026-07-08T20:28:35.002200Z,2026-07-08T20:28:35.002200+00:00,1.486,2026-07-08T20:28:33.516554+00:00,,metar_speci_capable,2026-07-08T20:25:00Z,MPMG,ok,2026-07-08,30.0,-9.0,2026-07-08T20:28:35.002200+00:00,C,cooling
True,LA,73.04,22.8,13.931666666666667,0.8999999999999915,174.65,60.0,aviationweather_metar,2026-07-08T20:55:54.649530+00:00,whole-degree WU station max,62.9108255,e3ede3227ed5a039,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KLAX 082053Z 25011KT 10SM FEW010 FEW025 23/16 A2995 RMK AO2 SLP139 T02280161 58009,3c1099e99aa05d88,15,same_station_source_profile,65.50861186723508,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,174.65,2026-07-08T20:55:54.649530Z,2026-07-08T20:55:54.649530+00:00,1.642,2026-07-08T20:55:53.007647+00:00,,metar_speci_capable,2026-07-08T20:53:00Z,KLAX,ok,2026-07-08,22.8,-0.9,2026-07-08T20:55:54.649530+00:00,F,flat
True,NYC,86.0,30.0,16.932222222222222,1.0800000000000125,296.363,60.0,aviationweather_metar,2026-07-08T20:55:56.362737+00:00,whole-degree WU station max,64.93937895,004d186a77ed9686,0,[],True,none_observed,weather_data_feed_service.source_events,METAR KLGA 082051Z 14008KT 110V190 10SM FEW055 FEW250 30/18 A2994 RMK AO2 SLP140 T03000183 56019 $,87550a2d92dc9ba3,19,same_station_source_profile,48.61692510697891,METAR,30.6,87.08000000000001,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,296.363,2026-07-08T20:55:56.362737Z,2026-07-08T20:55:56.362737+00:00,1.089,2026-07-08T20:55:55.274086+00:00,,metar_speci_capable,2026-07-08T20:51:00Z,KLGA,ok,2026-07-08,30.0,-1.0800000000000025,2026-07-08T20:55:56.362737+00:00,F,cooling
True,Miami,89.96000000000001,32.2,16.9325,1.9799999999999898,177.127,60.0,aviationweather_metar,2026-07-08T20:55:57.126599+00:00,whole-degree WU station max,182.95210998333332,64725a02053933b7,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KMIA 082053Z 11011KT 10SM SCT038 32/24 A3011 RMK AO2 SLP195 T03220239 56010,c084c9bff9196c29,22,same_station_source_profile,62.00870438921888,METAR,33.3,91.94,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,177.127,2026-07-08T20:55:57.126599Z,2026-07-08T20:55:57.126599+00:00,2.834,2026-07-08T20:55:54.292648+00:00,,metar_speci_capable,2026-07-08T20:53:00Z,KMIA,ok,2026-07-08,32.2,0.0,2026-07-08T20:55:57.126599+00:00,F,flat
True,PanamaCity,30.0,30.0,16.010833333333334,5.0,39.36,60.0,aviationweather_metar,2026-07-08T21:00:39.359775+00:00,whole-degree official station max,120.65599625,903366f3a1e9b533,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,thunderstorm,weather_data_feed_service.source_events,METAR MPMG 082100Z 33006KT 300V010 8000 3200NE +TSRA SCT016CB BKN080 30/27 Q1007 NOSIG,465166531c7700c2,19,official_station_diff_aligned,84.00528111799692,METAR,35.0,35.0,WU official station from market rules,official_station_diff_confirmed,3,aviationweather_metar,39.36,2026-07-08T21:00:39.359775Z,2026-07-08T21:00:39.359775+00:00,2.658,2026-07-08T21:00:36.701633+00:00,,metar_speci_capable,2026-07-08T21:00:00Z,MPMG,ok,2026-07-08,30.0,-7.2,2026-07-08T21:00:39.359775+00:00,C,cooling
True,Denver,89.06,31.7,15.189166666666667,3.780000000000001,801.636,60.0,aviationweather_metar,2026-07-08T21:11:21.635836+00:00,whole-degree WU station max,193.36059726666664,03a294dfc879e492,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,none_observed,weather_data_feed_service.source_events,METAR KBKF 082058Z 06015G23KT 10SM FEW045 SCT085 BKN130 BKN200 32/01 A3013 RMK AO2A PK WND 28039/26 LTG DSNT W RAE45 SLP107 P0000 60000 T03170009 57016,3da2795fb05f183a,16,same_station_source_profile,14.066378608742287,METAR,33.8,92.84,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,801.636,2026-07-08T21:11:21.635836Z,2026-07-08T21:11:21.635836+00:00,0.937,2026-07-08T21:11:20.698878+00:00,,metar_speci_capable,2026-07-08T20:58:00Z,KBKF,ok,2026-07-08,31.7,-1.079999999999996,2026-07-08T21:11:21.635836+00:00,F,cooling
True,LA,71.96,22.2,14.939166666666667,1.980000000000004,201.308,60.0,aviationweather_metar,2026-07-08T21:56:21.308275+00:00,whole-degree WU station max,123.35513791666668,10b1e9f4d3cdb881,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KLAX 082153Z 27012KT 10SM FEW010 22/16 A2993 RMK AO2 SLP132 T02220161,0a58e9b91d502b07,16,same_station_source_profile,67.94045895449042,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,201.308,2026-07-08T21:56:21.308275Z,2026-07-08T21:56:21.308275+00:00,1.431,2026-07-08T21:56:19.877114+00:00,,metar_speci_capable,2026-07-08T21:53:00Z,KLAX,ok,2026-07-08,22.2,-1.0800000000000025,2026-07-08T21:56:21.308275+00:00,F,cooling
True,Denver,88.16,31.2,16.264444444444443,4.680000000000007,1072.339,60.0,aviationweather_metar,2026-07-08T22:15:52.338961+00:00,whole-degree WU station max,257.8723160166667,1b6515367e612a52,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,none_observed,weather_data_feed_service.source_events,METAR KBKF 082158Z 04005KT 10SM FEW050 SCT085 BKN120 BKN180 31/01 A3013 RMK AO2A LTG DSNT NW-NE AND SW SLP111 T03120005,a0d7a5d910550f21,17,same_station_source_profile,14.471974796949509,METAR,33.8,92.84,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,1072.339,2026-07-08T22:15:52.338961Z,2026-07-08T22:15:52.338961+00:00,2.88,2026-07-08T22:15:49.459140+00:00,,metar_speci_capable,2026-07-08T21:58:00Z,KBKF,ok,2026-07-08,31.2,-0.9,2026-07-08T22:15:52.338961+00:00,F,flat
True,SanFrancisco,62.059999999999995,16.7,16.006944444444443,1.980000000000011,265.12,60.0,aviationweather_metar,2026-07-08T23:00:25.119730+00:00,whole-degree WU station max,64.41866216666666,b8a510555a6b1a77,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KSFO 082256Z 29019KT 10SM FEW005 17/11 A3006 RMK AO2 PK WND 30027/2220 SLP179 T01670111,89ccc4e6e173b7b1,20,same_station_source_profile,69.07113361706425,METAR,17.8,64.04,WU market rules station matches configured station,default_wu_station_by_rules,1,aviationweather_metar,265.12,2026-07-08T23:00:25.119730Z,2026-07-08T23:00:25.119730+00:00,1.123,2026-07-08T23:00:23.996703+00:00,,metar_speci_capable,2026-07-08T22:56:00Z,KSFO,ok,2026-07-08,16.7,-1.9800000000000026,2026-07-08T23:00:25.119730+00:00,F,cooling
True,LA,71.96,22.2,16.944444444444446,1.980000000000004,220.379,60.0,aviationweather_metar,2026-07-08T23:56:40.379012+00:00,whole-degree WU station max,243.67298353333334,d6faf854d7af4608,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KLAX 082353Z 26013KT 10SM CLR 22/15 A2989 RMK AO2 SLP118 T02220150 10233 20217 56021,0b9d9afcfdd9735b,18,same_station_source_profile,63.72310517679333,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,0,aviationweather_metar,220.379,2026-07-08T23:56:40.379012Z,2026-07-08T23:56:40.379012+00:00,1.592,2026-07-08T23:56:38.786799+00:00,,metar_speci_capable,2026-07-08T23:53:00Z,KLAX,ok,2026-07-08,22.2,-1.0800000000000025,2026-07-08T23:56:40.379012+00:00,F,cooling
True,SanFrancisco,62.059999999999995,16.7,16.98222222222222,1.980000000000011,176.919,60.0,aviationweather_metar,2026-07-08T23:58:56.918819+00:00,whole-degree WU station max,122.94864698333335,16dd72f8de0ae2a7,1,['onshore_marine_cooling'],True,none_observed,weather_data_feed_service.source_events,METAR KSFO 082356Z 29021G27KT 10SM FEW004 SCT011 17/11 A3006 RMK AO2 PK WND 29029/2303 SLP179 T01670111 10183 20139 56005,3012673aca31f852,21,same_station_source_profile,69.07113361706425,METAR,17.8,64.04,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,176.919,2026-07-08T23:58:56.918819Z,2026-07-08T23:58:56.918819+00:00,1.019,2026-07-08T23:58:55.899387+00:00,,metar_speci_capable,2026-07-08T23:56:00Z,KSFO,ok,2026-07-08,16.7,0.0,2026-07-08T23:58:56.918819+00:00,F,flat
True,Wellington,10.0,10.0,13.101388888888888,1.0,365.419,30.0,aviationweather_metar,2026-07-09T01:06:05.419100+00:00,whole-degree WU station max,636.0903183333334,0f844f20f5abad09,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,none_observed,weather_data_feed_service.source_events,METAR NZWN 090100Z AUTO 17032KT 9999 FEW028/// SCT034/// BKN049/// 10/05 Q1015,1d8d75a9e6c5e09c,27,same_station_source_profile,71.08848942637533,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,365.419,2026-07-09T01:06:05.419100Z,2026-07-09T01:06:05.419100+00:00,1.114,2026-07-09T01:06:04.305098+00:00,,routine_metar_only,2026-07-09T01:00:00Z,NZWN,ok,2026-07-09,10.0,0.0,2026-07-09T01:06:05.419100+00:00,C,flat
True,Wellington,10.0,10.0,14.652777777777779,1.0,550.229,30.0,aviationweather_metar,2026-07-09T02:39:10.229307+00:00,whole-degree WU station max,69.17048845,ca056939f5a9c001,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR NZWN 090230Z AUTO 17027KT 7000 -RA FEW019/// BKN026/// BKN034/// 10/07 Q1014,468f421f6f5413d0,30,same_station_source_profile,81.61891574974696,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,550.229,2026-07-09T02:39:10.229307Z,2026-07-09T02:39:10.229307+00:00,1.284,2026-07-09T02:39:08.945582+00:00,,routine_metar_only,2026-07-09T02:30:00Z,NZWN,ok,2026-07-09,10.0,-1.8,2026-07-09T02:39:10.229307+00:00,C,cooling
True,Wellington,10.0,10.0,15.136111111111111,1.0,490.744,30.0,aviationweather_metar,2026-07-09T03:08:10.744439+00:00,whole-degree WU station max,98.17907398333334,e9467294ded372a8,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR NZWN 090300Z AUTO 17029G39KT 5000 -RA HZ FEW020/// SCT028/// BKN039/// 10/07 Q1014,dbf3dde00fd89684,31,same_station_source_profile,81.61891574974696,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,490.744,2026-07-09T03:08:10.744439Z,2026-07-09T03:08:10.744439+00:00,1.078,2026-07-09T03:08:09.666022+00:00,,routine_metar_only,2026-07-09T03:00:00Z,NZWN,ok,2026-07-09,10.0,0.0,2026-07-09T03:08:10.744439+00:00,C,flat
True,Wellington,9.0,9.0,15.6175,2.0,423.268,30.0,aviationweather_metar,2026-07-09T03:37:03.267532+00:00,whole-degree WU station max,127.05445886666666,815f341e91bf2e53,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR NZWN 090330Z AUTO 18029G39KT 5000 -RA HZ SCT017/// BKN024/// BKN045/// 09/08 Q1015,933ca445bf08c858,32,same_station_source_profile,93.45399464344837,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,423.268,2026-07-09T03:37:03.267532Z,2026-07-09T03:37:03.267532+00:00,0.943,2026-07-09T03:37:02.324708+00:00,,routine_metar_only,2026-07-09T03:30:00Z,NZWN,ok,2026-07-09,9.0,-1.8,2026-07-09T03:37:03.267532+00:00,C,cooling
True,Wellington,10.0,10.0,16.095555555555553,1.0,344.886,30.0,aviationweather_metar,2026-07-09T04:05:44.886480+00:00,whole-degree WU station max,155.74810799999997,6a69b89dde13898e,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,none_observed,weather_data_feed_service.source_events,METAR NZWN 090400Z AUTO 18029G39KT 9999 SCT019/// BKN055/// BKN070/// 10/07 Q1015,6feccb8d4834943e,33,same_station_source_profile,81.61891574974696,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,344.886,2026-07-09T04:05:44.886480Z,2026-07-09T04:05:44.886480+00:00,1.303,2026-07-09T04:05:43.583808+00:00,,routine_metar_only,2026-07-09T04:00:00Z,NZWN,ok,2026-07-09,10.0,0.0,2026-07-09T04:05:44.886480+00:00,C,flat
True,Wellington,9.0,9.0,16.609444444444446,2.0,394.059,30.0,aviationweather_metar,2026-07-09T04:36:34.059122+00:00,whole-degree WU station max,186.56765203333333,fc9cf6729ca999d7,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR NZWN 090430Z AUTO 19029G42KT 1800 -RA HZ SCT013/// BKN019/// OVC031/// 09/08 Q1015,4dfcd2d853387428,34,same_station_source_profile,93.45399464344837,METAR,11.0,11.0,WU market rules station matches configured station,default_wu_station_by_rules,4,aviationweather_metar,394.059,2026-07-09T04:36:34.059122Z,2026-07-09T04:36:34.059122+00:00,1.432,2026-07-09T04:36:32.627604+00:00,,routine_metar_only,2026-07-09T04:30:00Z,NZWN,ok,2026-07-09,9.0,0.0,2026-07-09T04:36:34.059122+00:00,C,flat
True,Singapore,30.0,30.0,13.053333333333335,1.0,192.924,30.0,aviationweather_metar,2026-07-09T05:03:12.924450+00:00,whole-degree WU station max,63.2154075,312013aa0511cf8b,1,['onshore_marine_cooling'],True,thunderstorm,weather_data_feed_service.source_events,METAR WSSS 090500Z 17013KT 8000 VCTS FEW014 FEW017CB FEW018TCU SCT300 30/25 Q1012 BECMG FM0530 TL0545 NSW,f715bd2dd86f0c1d,27,same_station_source_profile,74.62820502423824,METAR,31.0,31.0,WU market rules station matches configured station,default_wu_station_by_rules,2,aviationweather_metar,192.924,2026-07-09T05:03:12.924450Z,2026-07-09T05:03:12.924450+00:00,0.982,2026-07-09T05:03:11.942594+00:00,,routine_metar_only,2026-07-09T05:00:00Z,WSSS,ok,2026-07-09,30.0,-1.8,2026-07-09T05:03:12.924450+00:00,C,cooling
True,Guangzhou,30.0,30.0,13.089722222222223,2.0,323.647,30.0,aviationweather_metar,2026-07-09T05:05:23.647440+00:00,whole-degree WU station max,125.39412399999999,ce0b45a4367cceb0,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,rain_or_drizzle,weather_data_feed_service.source_events,METAR ZGGG 090500Z 13004MPS 8000 +SHRA FEW016 SCT026CB 30/27 Q1005 BECMG AT0530 NSW BKN033,61461cbf69b5feda,28,same_station_source_profile,84.00528111799692,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,3,aviationweather_metar,323.647,2026-07-09T05:05:23.647440Z,2026-07-09T05:05:23.647440+00:00,1.114,2026-07-09T05:05:22.533558+00:00,,metar_speci_capable,2026-07-09T05:00:00Z,ZGGG,ok,2026-07-09,30.0,0.0,2026-07-09T05:05:23.647440+00:00,C,flat
