ceiling_change_1h_ft,ceiling_ft_agl,changed_since_last,city,cloud_cover_change_1h_code,cloud_layer_count,current_bracket,current_native,current_temp_c,current_yes_ask,current_yes_indicative,current_yes_quote_delay_min,current_yes_quote_source,current_yes_quote_ts_utc,current_yes_snapshot_book_status,current_yes_snapshot_raw_ask,current_yes_token_id,d1_bracket,d1_no_ask,d1_no_indicative,d1_no_quote_delay_min,d1_no_quote_source,d1_no_quote_ts_utc,d1_no_snapshot_book_status,d1_no_snapshot_raw_ask,d1_no_token_id,decision_hour_local_at_detect,decision_snapshot_ts_utc,decline_gate,decline_native,detected_after_report_sec,dewpoint_c,estimated_cadence_min,forecast_max_native,forecast_peak_delta_hours_local,freezing_precip_observed,in_research_window,live_observation_source,local_detect_ts_utc,lowest_cloud_base_ft_agl,mapping_rule,mature_high_gate,metar_wind_dir_deg,metar_wind_speed_kt,minutes_since_running_max_at_detect,path_not_warming_gate,payload_hash,physical_confirmation_base,physical_confirmation_strong_partial,physical_support_count_partial,physical_support_reasons_partial,prebase_without_forecast_clock,precip_intensity_code,precip_observed,precip_state,present_weather_codes,producer,raw_metar,raw_payload_hash,record_count,registry_class,relative_humidity_pct,report_kind,running_max_c,running_native,settlement_source,settlement_source_class,sky_code_now,sky_cover_code,snapshot_path,source,source_age_sec,source_detect_ts_utc,source_fetch_end_utc,source_fetch_latency_sec,source_fetch_start_utc,source_file_ts_utc,source_lane,source_report_ts_utc,station,status,target_date,temp_c,temp_trend_1h_f,thunderstorm_observed,ts_utc,unit,warming_state,wind_dir_deg,wind_speed_change_1h_kt,wind_speed_kt
,,True,Guangzhou,,,32,30.0,30.0,,0.92,,missing_within_30m,,orderbook_budget_exhausted,,97411272954830291998471730601984063126540998153796582545834789584568763476935,33,,0.935,,missing_within_30m,,orderbook_budget_exhausted,,5413884008763231859469870243451535818502431621739376807551557462148878879934,14.33361111111111,2026-07-09T06:25:06Z,True,2.0,121.05,,30.0,32.3,0.42,,True,aviationweather_metar,2026-07-09T06:20:01.049729+00:00,,whole-degree WU station max,True,,,200.01749548333333,True,5e7afe30d540ea40,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,,,thunderstorm,,weather_data_feed_service.source_events,SPECI ZGGG 090618Z 06004MPS 020V080 9999 TS FEW026CB BKN050 30/27 Q1004 BECMG AT0640 18008G13MPS 2000 +TSRA SCT011 SCT026CB BKN033,3c87fd213ea13352,32,same_station_source_profile,84.00528111799692,SPECI,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1425.json,aviationweather_metar,121.05,2026-07-09T06:20:01.049729Z,2026-07-09T06:20:01.049729+00:00,1.046,2026-07-09T06:20:00.003734+00:00,,metar_speci_capable,2026-07-09T06:18:00Z,ZGGG,ok,2026-07-09,30.0,0.0,,2026-07-09T06:20:01.049729+00:00,C,flat,,,
,,True,Manila,,,33,32.0,32.0,,0.9855,,missing_within_30m,,orderbook_budget_exhausted,,50710688216439534843536896351515294767840538598648573274771164328955023647293,34,,0.9875,,missing_within_30m,,orderbook_budget_exhausted,,85540744589808695660452690021016651354723646852989221187421127138770564444076,15.143055555555556,2026-07-09T07:08:52Z,True,1.0,515.215,,60.0,31.6,1.13,,True,aviationweather_metar,2026-07-09T07:08:35.215022+00:00,,whole-degree WU station max,True,,,128.58691703333335,True,8e490fdab7cf4271,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,,,none_observed,,weather_data_feed_service.source_events,METAR RPLL 090700Z 28016KT 9999 FEW025 BKN100 32/26 Q1004 NOSIG RMK A2965,8a0fdf657d72bfc2,16,same_station_source_profile,70.6570356447408,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1508.json,aviationweather_metar,515.215,2026-07-09T07:08:35.215022Z,2026-07-09T07:08:35.215022+00:00,1.405,2026-07-09T07:08:33.810401+00:00,,routine_metar_only,2026-07-09T07:00:00Z,RPLL,ok,2026-07-09,32.0,0.0,,2026-07-09T07:08:35.215022+00:00,C,flat,,,
,,True,Taipei,,,35,34.0,34.0,,0.9945,,missing_within_30m,,orderbook_budget_exhausted,,100143611669343839582041537897302123353209018909999755574273368826468917916840,36,,0.994,,missing_within_30m,,orderbook_budget_exhausted,,17985184133000327647334417670980409636422133003434568442152443565160218453893,15.638333333333334,2026-07-09T07:38:31Z,True,1.0,498.496,,30.0,34.3,1.63,,True,aviationweather_metar,2026-07-09T07:38:18.495856+00:00,,whole-degree WU station max,True,,,68.30826426666665,True,f42c46dcc78a92da,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR RCSS 090730Z 08012KT 9999 FEW016 SCT200 34/24 Q1004 NOSIG RMK A2967,83d0f9e177e82b4e,26,same_station_source_profile,56.045143115119764,METAR,35.0,35.0,WU market rules station matches configured station,default_wu_station_by_rules,,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1538.json,aviationweather_metar,498.496,2026-07-09T07:38:18.495856Z,2026-07-09T07:38:18.495856+00:00,1.238,2026-07-09T07:38:17.257859+00:00,,metar_speci_capable,2026-07-09T07:30:00Z,RCSS,ok,2026-07-09,34.0,-1.8,,2026-07-09T07:38:18.495856+00:00,C,cooling,,,
,,True,Tokyo,,,30,29.0,29.0,,0.996,,missing_within_30m,,orderbook_budget_exhausted,,44096573730079517612304264767236921993999066140189870535325173448454230966055,31,,0.9975,,missing_within_30m,,orderbook_budget_exhausted,,5801828239819768588596863960151150594607760058937032728567329925951027407198,16.638333333333332,2026-07-09T07:38:31Z,True,1.0,498.747,,30.0,29.6,3.63,,True,aviationweather_metar,2026-07-09T07:38:18.746937+00:00,,whole-degree WU station max,True,,,68.31244895,True,83d948603283bc36,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR RJTT 090730Z 19014KT 9999 FEW030 29/22 Q1014 NOSIG,6c198ff4b5d3edf0,34,same_station_source_profile,65.97640502342368,METAR,30.0,30.0,WU market rules station matches configured station,default_wu_station_by_rules,,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1538.json,aviationweather_metar,498.747,2026-07-09T07:38:18.746937Z,2026-07-09T07:38:18.746937+00:00,1.211,2026-07-09T07:38:17.536236+00:00,,routine_metar_only,2026-07-09T07:30:00Z,RJTT,ok,2026-07-09,29.0,-1.8,,2026-07-09T07:38:18.746937+00:00,C,cooling,,,
,,True,Beijing,,,35,34.0,34.0,0.998,0.9955,0.4166666666666667,orderbook_archive_first_after_signal,2026-07-09T08:52:16Z,ok,0.998,74178217614406732095357226259131316211258227479245113057766609557130592613909,36,0.998,0.997,0.43333333333333335,orderbook_archive_first_after_signal,2026-07-09T08:52:17Z,ok,0.998,75777986688102581267243789281567334742216371021966653845521529652822076423019,16.705,2026-07-09T08:51:51Z,True,1.0,738.69,,30.0,34.2,2.85,,True,aviationweather_metar,2026-07-09T08:42:18.689692+00:00,,whole-degree WU station max,True,,,72.31149486666666,True,45e9d16dbbfae9bb,True,False,0,[],True,,,none_observed,,weather_data_feed_service.source_events,METAR ZBAA 090830Z 15004MPS 120V190 CAVOK 34/23 Q0997 NOSIG,a73064610eb227ef,34,same_station_source_profile,52.76574284376031,METAR,35.0,35.0,WU market rules station matches configured station,default_wu_station_by_rules,,0,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1651.json,aviationweather_metar,738.69,2026-07-09T08:42:18.689692Z,2026-07-09T08:42:18.689692+00:00,1.008,2026-07-09T08:42:17.682053+00:00,,metar_speci_capable,2026-07-09T08:30:00Z,ZBAA,ok,2026-07-09,34.0,-1.8,,2026-07-09T08:42:18.689692+00:00,C,cooling,,,
,,True,Jeddah,,,38,37.0,37.0,,0.8,,missing_within_30m,,orderbook_budget_exhausted,,24423281539356764790607118303705007510492782888076750875736801664054014732458,39,,0.875,,missing_within_30m,,orderbook_budget_exhausted,,101825033883248873509162603647077435167428653743763977629231303416968884958614,13.029444444444445,2026-07-09T11:26:33Z,True,1.0,106.074,,60.0,40.9,1.43,,True,aviationweather_metar,2026-07-09T10:01:46.073533+00:00,,whole-degree WU station max,True,,,121.76789221666667,True,f9da9081c092a974,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR OEJN 091000Z 31014KT CAVOK 37/20 Q1004 NOSIG,11e2c1b0cfa13c92,14,same_station_source_profile,37.21029101172004,METAR,38.0,38.0,WU market rules station matches configured station,default_wu_station_by_rules,,0,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1926.json,aviationweather_metar,106.074,2026-07-09T10:01:46.073533Z,2026-07-09T10:01:46.073533+00:00,1.077,2026-07-09T10:01:44.996463+00:00,,routine_metar_only,2026-07-09T10:00:00Z,OEJN,ok,2026-07-09,37.0,0.0,,2026-07-09T10:01:46.073533+00:00,C,flat,,,
,,True,Karachi,,,34,33.0,33.0,,0.9955,,missing_within_30m,,orderbook_budget_exhausted,,76038199754454326495804516603001688562221481288957089143814833731146952248303,35,,0.9965,,missing_within_30m,,orderbook_budget_exhausted,,67354419609449373701995886776312949317054164704854234426581711406401332758660,16.05527777777778,2026-07-09T11:26:33Z,True,1.0,199.648,,30.0,34.9,3.43,,True,aviationweather_metar,2026-07-09T11:03:19.647713+00:00,,whole-degree WU station max,True,,,63.32746188333333,True,e6cbefebbdfd3c8e,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,,,none_observed,,weather_data_feed_service.source_events,METAR OPKC 091100Z 23020KT 5000 HZ BKN025 33/22 Q1000 TEMPO 25015G25KT,bb9e8913a9373bbb,33,same_station_source_profile,52.51639020989493,METAR,34.0,34.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_1926.json,aviationweather_metar,199.648,2026-07-09T11:03:19.647713Z,2026-07-09T11:03:19.647713+00:00,1.836,2026-07-09T11:03:17.811863+00:00,,routine_metar_only,2026-07-09T11:00:00Z,OPKC,ok,2026-07-09,33.0,-1.8,,2026-07-09T11:03:19.647713+00:00,C,cooling,,,
,,True,Warsaw,,,18,17.0,17.0,,0.727,,missing_within_30m,,orderbook_budget_exhausted,,40785714698419219875185574283791571124084459262825861736157163369540398429260,19,,0.79,,missing_within_30m,,orderbook_budget_exhausted,,14222527257926215610302647101967518326253758078828696049539910520071321443944,15.057222222222222,2026-07-09T13:12:46Z,True,1.0,206.544,,30.0,18.2,2.2,,True,aviationweather_metar,2026-07-09T13:03:26.544453+00:00,,whole-degree WU station max,True,,,63.44240755,True,41316a518f0fdfe3,True,False,1,['observed_precipitation'],True,,,rain_or_drizzle,,weather_data_feed_service.source_events,METAR EPWA 091300Z 31013KT 9999 -SHRA FEW040CB 17/11 Q1010 NOSIG,b616a8e35023008f,31,same_station_source_profile,67.76940390278297,METAR,18.0,18.0,WU market rules station matches configured station,default_wu_station_by_rules,,,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260709_2112.json,aviationweather_metar,206.544,2026-07-09T13:03:26.544453Z,2026-07-09T13:03:26.544453+00:00,1.03,2026-07-09T13:03:25.514215+00:00,,routine_metar_only,2026-07-09T13:00:00Z,EPWA,ok,2026-07-09,17.0,-1.8,,2026-07-09T13:03:26.544453+00:00,C,cooling,,,
,,True,NYC,,,86-87,80.06,26.7,,0.9885,,missing_within_30m,,orderbook_budget_exhausted,,88938188381591374473700876821799526063877605109273754047067718393560957582723,88-89,,0.9935,,missing_within_30m,,orderbook_budget_exhausted,,109968648476324916246300839568504623122479283593939827829439038336501337927176,13.9425,2026-07-09T18:06:04Z,True,7.02000000000001,333.801,,60.0,85.8,2.1,,True,aviationweather_metar,2026-07-09T17:56:33.800909+00:00,,whole-degree WU station max,True,,,65.56334848333333,True,81bdd4a97727af35,True,True,2,"['cloud_limited_flat_or_cooling', 'onshore_marine_cooling']",True,,,none_observed,,weather_data_feed_service.source_events,METAR KLGA 091751Z 17011G18KT 10SM SCT033CB BKN080 BKN110 BKN200 27/22 A2988 RMK AO2 RAB05E14 SLP119 CB SW-W MOV NE P0000 60000 T02670217 10317 20250 58006 $,6a11a1ecc433028d,14,same_station_source_profile,75.45679617323431,METAR,30.6,87.08000000000001,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0206.json,aviationweather_metar,333.801,2026-07-09T17:56:33.800909Z,2026-07-09T17:56:33.800909+00:00,0.963,2026-07-09T17:56:32.838289+00:00,,metar_speci_capable,2026-07-09T17:51:00Z,KLGA,ok,2026-07-09,26.7,-7.020000000000005,,2026-07-09T17:56:33.800909+00:00,F,cooling,,,
,,True,PanamaCity,,,33,27.0,27.0,,0.985,,missing_within_30m,,orderbook_budget_exhausted,,18959869474931873510700684013168003433815279310019459225949875413595662184775,34,,0.9845,,missing_within_30m,,orderbook_budget_exhausted,,109927655332403238721542802770084315865962947070354130476637842920745889131219,13.019166666666667,2026-07-09T18:06:04Z,True,6.0,69.446,,60.0,32.1,2.1,,True,aviationweather_metar,2026-07-09T18:01:09.445637+00:00,,whole-degree official station max,True,,,121.15742728333333,True,2eb7ac67107326b6,True,False,1,['observed_precipitation'],True,,,thunderstorm,,weather_data_feed_service.source_events,METAR MPMG 091800Z 07015G32KT 020V110 3200 +TSRA BKN012CB 27/23 Q1009 TEMPO 0800,c148f269352ec7bb,14,official_station_diff_aligned,78.78071949348664,METAR,33.0,33.0,WU official station from market rules,official_station_diff_confirmed,,,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0206.json,aviationweather_metar,69.446,2026-07-09T18:01:09.445637Z,2026-07-09T18:01:09.445637+00:00,1.113,2026-07-09T18:01:08.332597+00:00,,metar_speci_capable,2026-07-09T18:00:00Z,MPMG,ok,2026-07-09,27.0,-9.0,,2026-07-09T18:01:09.445637+00:00,C,cooling,,,
,,True,Atlanta,,,94-95,80.96,27.2,0.999,0.9955,0.2,orderbook_archive_first_after_signal,2026-07-09T20:26:36Z,ok,0.999,111024900635092933474532054419650951829357759210524160530387582862194470223189,96-97,0.997,0.995,0.21666666666666667,orderbook_archive_first_after_signal,2026-07-09T20:26:37Z,ok,0.997,96864404549184405079778394863698462007864570481324013359298376538199184466860,16.394166666666667,2026-07-09T20:26:24Z,True,14.040000000000006,219.75,,60.0,91.2,0.43,,True,aviationweather_metar,2026-07-09T20:23:39.750323+00:00,,whole-degree WU station max,True,,,91.66250538333334,True,e9a1edb2def2c14a,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,,,thunderstorm,,weather_data_feed_service.source_events,SPECI KATL 092020Z 28017G25KT 3SM +TSRA BKN050CB BKN090 BKN200 BKN250 27/22 A3007 RMK AO2 PK WND 22026/2008 RAB16 TSB04 PRESRR VIS N-NE 3/4 FRQ LTGICCG NE-OHD-SW TS NE-OHD-SW MOV NE CB DSNT N-NE SE MOV NE P0007 T02720217 $,02bebc570b038ee5,18,same_station_source_profile,73.27197620568609,SPECI,35.0,95.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0426.json,aviationweather_metar,219.75,2026-07-09T20:23:39.750323Z,2026-07-09T20:23:39.750323+00:00,1.207,2026-07-09T20:23:38.542894+00:00,,metar_speci_capable,2026-07-09T20:20:00Z,KATL,ok,2026-07-09,27.2,-14.040000000000001,,2026-07-09T20:23:39.750323+00:00,F,cooling,,,
,,True,Denver,,,90-91,87.26,30.7,,0.965,,missing_within_30m,,orderbook_budget_exhausted,,115461886649030148734780447895627568423408901567984314530498054553154941739455,92-93,,0.961,,missing_within_30m,,orderbook_budget_exhausted,,74741601006354215830591336342828877182129788361508815063447576385161842957634,15.143611111111111,2026-07-09T21:11:08Z,True,3.4200000000000017,637.417,,60.0,90.3,1.18,,True,aviationweather_metar,2026-07-09T21:08:37.417082+00:00,,whole-degree WU station max,True,,,70.62361803333333,True,1a8d9fc590bf60e2,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,,,none_observed,,weather_data_feed_service.source_events,METAR KBKF 092058Z 35008KT 10SM SCT110 BKN140 BKN220 31/04 A3005 RMK AO2A LTG DSNT NW SLP083 T03070036 55012,15a438574bc5396d,16,same_station_source_profile,18.428557937446595,METAR,32.6,90.68,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0511.json,aviationweather_metar,637.417,2026-07-09T21:08:37.417082Z,2026-07-09T21:08:37.417082+00:00,1.318,2026-07-09T21:08:36.098607+00:00,,metar_speci_capable,2026-07-09T20:58:00Z,KBKF,ok,2026-07-09,30.7,-3.420000000000004,,2026-07-09T21:08:37.417082+00:00,F,cooling,,,
,,True,SanFrancisco,,,66-67,64.04,17.8,,0.965,,missing_within_30m,,orderbook_budget_exhausted,,60003132911799652086301122131537969927318033029796308984426745000674519199878,68-69,,0.9935,,missing_within_30m,,orderbook_budget_exhausted,,94682345248965587468643579196132626183748992097543782601534684093599320777542,15.06388888888889,2026-07-09T22:10:52Z,True,2.8799999999999955,470.347,,60.0,63.4,1.17,,True,aviationweather_metar,2026-07-09T22:03:50.346682+00:00,,whole-degree WU station max,True,,,118.83911136666667,True,95628da30cdf50ea,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR KSFO 092156Z 29020KT 10SM FEW005 18/11 A2993 RMK AO2 PK WND 30027/2119 SLP135 T01780111,8d218e24b819d1b2,19,same_station_source_profile,64.4305946315017,METAR,19.4,66.92,WU market rules station matches configured station,default_wu_station_by_rules,,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,470.347,2026-07-09T22:03:50.346682Z,2026-07-09T22:03:50.346682+00:00,1.265,2026-07-09T22:03:49.081316+00:00,,metar_speci_capable,2026-07-09T21:56:00Z,KSFO,ok,2026-07-09,17.8,-1.9799999999999962,,2026-07-09T22:03:50.346682+00:00,F,cooling,,,
,,True,LA,,,74-75,73.04,22.8,,0.995,,missing_within_30m,,orderbook_budget_exhausted,,55734739166609746298051562156035587832818140737555880127724635019878695781535,76-77,,0.9955,,missing_within_30m,,orderbook_budget_exhausted,,75889221505966434483924345697069832192911486814487170489328513980051300006901,15.101111111111111,2026-07-09T22:10:52Z,True,0.8999999999999915,784.111,,60.0,74.0,2.17,,True,aviationweather_metar,2026-07-09T22:06:04.111457+00:00,,whole-degree WU station max,True,,,73.06852428333333,True,add31bdd4691a1fb,True,False,0,[],True,,,none_observed,,weather_data_feed_service.source_events,METAR KLAX 092153Z 24008KT 9SM FEW008 SCT011 23/17 A2988 RMK AO2 SLP115 T02280167 $,f8c313ef04a4c588,17,same_station_source_profile,69.80971849730659,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,784.111,2026-07-09T22:06:04.111457Z,2026-07-09T22:06:04.111457+00:00,2.748,2026-07-09T22:06:01.363280+00:00,,metar_speci_capable,2026-07-09T21:53:00Z,KLAX,ok,2026-07-09,22.8,-0.9,,2026-07-09T22:06:04.111457+00:00,F,flat,,,
,,True,Wellington,,,10,9.0,9.0,,0.975,,missing_within_30m,,orderbook_budget_exhausted,,33030139224297147154157076442271097087254804812220043135755483728254904376925,11,,0.979,,missing_within_30m,,orderbook_budget_exhausted,,101175735400184857524551176147963751560212048225847402228192749749432085320672,14.117222222222223,2026-07-10T02:11:47Z,True,1.0,422.511,,30.0,8.7,2.18,,True,aviationweather_metar,2026-07-10T02:07:02.510894+00:00,,whole-degree WU station max,True,,,307.0418482333333,True,0a01a7fa392958be,True,True,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,,,rain_or_drizzle,,weather_data_feed_service.source_events,METAR NZWN 100200Z AUTO 18018KT 7000 -RA FEW014/// SCT020/// BKN026/// 09/07 Q1018,b225d3915513a403,29,same_station_source_profile,87.28920944136608,METAR,10.0,10.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1011.json,aviationweather_metar,422.511,2026-07-10T02:07:02.510894Z,2026-07-10T02:07:02.510894+00:00,1.116,2026-07-10T02:07:01.394568+00:00,,routine_metar_only,2026-07-10T02:00:00Z,NZWN,ok,2026-07-10,9.0,0.0,,2026-07-10T02:07:02.510894+00:00,C,flat,,,
,,True,Manila,,,32,30.0,30.0,,0.971,,missing_within_30m,,orderbook_budget_exhausted,,77428154166431364917810221943518467874495962398661484961681542519636926239157,33,,0.9785,,missing_within_30m,,orderbook_budget_exhausted,,101960846064372474670245437420862204829579437288299302846151061854584049458524,13.179166666666665,2026-07-10T05:20:28Z,True,2.0,645.197,,60.0,29.1,5.33,,True,aviationweather_metar,2026-07-10T05:10:45.196851+00:00,,whole-degree WU station max,True,,,130.75328084999998,True,1222df334cc99d2b,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",True,,,none_observed,,weather_data_feed_service.source_events,METAR RPLL 100500Z 26019KT 9999 SCT023 OVC090 30/28 Q1003 NOSIG RMK A2962,a392e6fabb604712,16,same_station_source_profile,89.06845243281572,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,,4,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,645.197,2026-07-10T05:10:45.196851Z,2026-07-10T05:10:45.196851+00:00,1.023,2026-07-10T05:10:44.173628+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RPLL,ok,2026-07-10,30.0,-1.8,,2026-07-10T05:10:45.196851+00:00,C,cooling,,,
,,True,Shanghai,,,32,31.0,31.0,,0.84,,missing_within_30m,,orderbook_budget_exhausted,,72394176188037637541030949012995138361824568716473864850651527259763079742707,33,,0.8,,missing_within_30m,,orderbook_budget_exhausted,,8175255247952859945004971321715364517826596747941844668625811415802786559456,13.18,2026-07-10T05:20:28Z,True,1.0,648.555,,30.0,30.6,2.33,,True,aviationweather_metar,2026-07-10T05:10:48.555440+00:00,,whole-degree WU station max,True,,,70.80925733333333,True,4ef14a2bf07e9a42,True,False,0,[],True,,,none_observed,,weather_data_feed_service.source_events,METAR ZSPD 100500Z 14007MPS 120V190 9999 SCT026 31/26 Q1007 NOSIG,607365f1f19158ee,27,same_station_source_profile,74.78895610099171,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,648.555,2026-07-10T05:10:48.555440Z,2026-07-10T05:10:48.555440+00:00,1.026,2026-07-10T05:10:47.529351+00:00,,routine_metar_only,2026-07-10T05:00:00Z,ZSPD,ok,2026-07-10,31.0,-1.8,,2026-07-10T05:10:48.555440+00:00,C,cooling,,,
,,True,Taipei,,,33,29.0,29.0,,0.9855,,missing_within_30m,,orderbook_budget_exhausted,,7734505779755483103231920261081402676595031480325454602822230960654366117878,34,,0.9925,,missing_within_30m,,orderbook_budget_exhausted,,95280811989472132385219954301233298840654115540495282669669689739133625066954,13.180277777777777,2026-07-10T05:20:28Z,True,4.0,649.639,,22.5,31.2,2.33,,True,aviationweather_metar,2026-07-10T05:10:49.638835+00:00,,whole-degree WU station max,True,,,190.82731391666667,True,6932f4668ef9d08a,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",True,,,rain_or_drizzle,,weather_data_feed_service.source_events,METAR RCSS 100500Z 09008KT 050V130 9999 FEW015 SCT018 BKN045 29/28 Q1001 RESHRA NOSIG RMK QFF 1001.7HPA A2958 RA AMT 4.4MM,ab035f9ff9e9202a,35,same_station_source_profile,94.35600561322181,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,649.639,2026-07-10T05:10:49.638835Z,2026-07-10T05:10:49.638835+00:00,1.08,2026-07-10T05:10:48.558480+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RCSS,ok,2026-07-10,29.0,-1.8,,2026-07-10T05:10:49.638835+00:00,C,cooling,,,
,,True,Busan,,,32,31.0,31.0,0.996,0.975,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,ok,0.996,69071485213024614797794297502570208219069722667185560224552282702095878935548,33,0.995,0.981,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,ok,0.995,16446615565263155150245074695815659306238288572640291441212396679363334716906,16.114722222222223,2026-07-10T07:08:37Z,True,1.0,413.106,,60.0,31.1,2.13,,True,aviationweather_metar,2026-07-10T07:06:53.106352+00:00,,whole-degree WU station max,True,,,66.88510586666666,True,4dd68980a7de268b,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR RKPK 100700Z 19011KT 9999 FEW030 FEW250 31/24 Q1012,70f8d4c5c4d7509c,21,same_station_source_profile,66.3818887938788,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,413.106,2026-07-10T07:06:53.106352Z,2026-07-10T07:06:53.106352+00:00,1.111,2026-07-10T07:06:51.995737+00:00,,metar_speci_capable,2026-07-10T07:00:00Z,RKPK,ok,2026-07-10,31.0,-1.8,,2026-07-10T07:06:53.106352+00:00,C,cooling,,,
,,True,Tokyo,,,30,29.0,29.0,,0.995,,missing_within_30m,,orderbook_budget_exhausted,,17276672810088572557503926592913918192045576869256364870800453825345028336225,31,,0.997,,missing_within_30m,,orderbook_budget_exhausted,,37311915651724810608673000805882449131841511432940717086047163067851498313957,16.11722222222222,2026-07-10T07:08:37Z,True,1.0,422.904,,30.0,30.4,3.13,,True,aviationweather_metar,2026-07-10T07:07:02.904313+00:00,,whole-degree WU station max,True,,,67.04840521666667,True,58329020888784a2,True,False,1,['onshore_marine_cooling'],True,,,none_observed,,weather_data_feed_service.source_events,METAR RJTT 100700Z 19017KT 9999 FEW030 29/22 Q1014 NOSIG,7b3f2c87a5b1dfae,33,same_station_source_profile,65.97640502342368,METAR,30.0,30.0,WU market rules station matches configured station,default_wu_station_by_rules,,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,422.904,2026-07-10T07:07:02.904313Z,2026-07-10T07:07:02.904313+00:00,1.951,2026-07-10T07:07:00.953401+00:00,,routine_metar_only,2026-07-10T07:00:00Z,RJTT,ok,2026-07-10,29.0,-1.8,,2026-07-10T07:07:02.904313+00:00,C,cooling,,,
