snapshot_file,snapshot_ts_utc,ts_beijing,ts_local,local_hour,local_minute,city,city_pool,target_date,unit,bracket,leg,outcome,target_bracket_low_native,target_bracket_high_native,running_value,running_native,latest_native,decline_native,metar_current_max_f,metar_latest_temp_f,metar_latest_ts_utc,metar_obs_count_today,forecast_max_native,forecast_gap_to_running_native,forecast_peak_time_local,forecast_peak_delta_hours_local,forecast_source,entry_price,best_bid,spread,top_size,depth_5c,bid_depth_5c,residual_points,condition_id,market_id,yes_best_ask,yes_best_bid,no_best_ask,no_best_bid,question,heating_done_score_v1,heating_done_bucket_v1,heating_done_reasons_v1,leg_residual_done_score_v1,leg_residual_done_bucket_v1,leg_residual_done_reasons_v1,final_yes,settled,win,fee_per_share,cost_per_share,pnl_per_share,roi,period,price_band,residual_band,peak_delta_bucket,forecast_gap_bucket,path_state,hour,entry_policy
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260626_1751.json,2026-06-26T09:51:31Z,2026-06-26 17:51:31,2026-06-26 17:51:31,17,51,Beijing,t2_research,2026-06-26,C,34,current_yes,yes,34.0,34.0,34,33.888888888888886,32.77777777777778,1.1111111111111072,93.0,91.0,2026-06-26T09:30:00Z,36,34.0,0.0,2026-06-26T15:00,2.85,open_meteo_live_ecmwf,0.999,0.998,0.001,120.62,120.62,2040.41,0.10000000000000009,0x75d5fefcf62523f028fd864c8202f068b0f1380daf6a2ca8d128c6a1317a4b1b,2663165,0.999,0.998,,,Will the highest temperature in Beijing be 34°C on June 26?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,5e-05,0.99905,0.0009500000000000064,0.0009509033581902871,train_to_2026-06-28,99_plus,lt1,post_peak_gt1_5h,capped_minus1_0,decline,17,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Beijing,t2_research,2026-06-30,C,30,current_yes,yes,30.0,30.0,30,30.0,30.0,0.0,86.0,86.0,2026-06-30T07:00:00Z,36,27.3,-2.6999999999999993,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.99,0.97,0.02,157.01,1327.01,573.71,1.0000000000000009,0x343e67d5b603958e16020a9b97e4dd441662cd1ede0bbf23fcdfaa1cca069199,2715297,0.99,0.97,0.03,0.01,Will the highest temperature in Beijing be 30°C on June 30?,0.58,heating_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau,0.58,leg_residual_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.0005,0.9904999999999999,0.009500000000000064,0.009591115598182801,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,busted_lt_minus1,at_high,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 16:26:03,15,26,Busan,t2_research,2026-06-30,C,28,current_yes,yes,28.0,28.0,28,27.77777777777778,27.22222222222222,0.5555555555555571,82.0,81.0,2026-06-30T07:00:00Z,17,27.7,-0.3000000000000007,2026-06-30T13:00,3.43,open_meteo_live_ecmwf,0.998,0.991,0.007,395.0,827.05,404.59,0.20000000000000018,0x081a434d8856412972da4c386b06a9b0554a33ba5bb1ffb553d3e5ec62b2007c,2715339,0.998,0.991,0.009,0.002,Will the highest temperature in Busan be 28°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.0001,0.9981,0.0019000000000000128,0.001903616872056921,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,capped_minus1_0,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Chongqing,t2_research,2026-06-30,C,26,current_yes,yes,26.0,26.0,26,26.11111111111111,25.0,1.1111111111111107,79.0,77.0,2026-06-30T07:00:00Z,16,24.8,-1.1999999999999993,2026-06-30T16:00,-0.57,open_meteo_live_ecmwf,0.96,0.92,0.04,53.0,634.79,45.77,4.0000000000000036,0x2d9ef96248e4f8d60d7165f7c807a37904df487e4d3635524e59a45c7c80acba,2715284,0.96,0.92,0.08,0.04,Will the highest temperature in Chongqing be 26°C on June 30?,0.45,near_peak_capping,forecast_below_running_high;pulled_back_from_high,0.45,leg_residual_marginal,forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,0.0,True,0.0,0.00192,0.96192,-0.96192,-1.0,forward_2026-06-29_2026-07-06,95_97,3_5,peak_1h_to_15m_ahead,busted_lt_minus1,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Guangzhou,t1_trading,2026-06-30,C,34,current_yes,yes,34.0,34.0,34,33.888888888888886,27.77777777777778,6.111111111111107,93.0,82.0,2026-06-30T07:00:00Z,34,32.1,-1.8999999999999986,2026-06-30T13:00,2.43,open_meteo_live_gfs,0.996,0.995,0.001,50.0,1947.8,2120.06,0.40000000000000036,0x1bdd71dc8778982640bc0a3566bb10b31a53127b52f012d5317c0919c8400b45,2715364,0.996,0.995,0.005,0.004,Will the highest temperature in Guangzhou be 34°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.0002,0.9962,0.0038000000000000256,0.0038144950813089997,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,busted_lt_minus1,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,HongKong,t2_research,2026-06-30,C,33,current_yes,yes,33.0,33.0,33,32.77777777777778,32.22222222222222,0.5555555555555571,91.0,90.0,2026-06-30T07:00:00Z,38,30.0,-3.0,2026-06-30T12:00,3.43,open_meteo_live_ecmwf,0.049,0.023,0.026,15.11,122.49,22478.59,95.1,0xbff6b4d48fc20c1b6a22a890bd40e981be691c7b95538eaeb005e4796b19e8eb,2715241,0.049,0.023,0.977,0.951,Will the highest temperature in Hong Kong be 33°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,0.0,True,0.0,0.00233,0.05133,-0.05133,-1.0,forward_2026-06-29_2026-07-06,lt90,gt10,post_peak_gt1_5h,busted_lt_minus1,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,KualaLumpur,t2_research,2026-06-30,C,32,current_yes,yes,32.0,32.0,32,32.22222222222222,31.11111111111111,1.1111111111111107,90.0,88.0,2026-06-30T07:00:00Z,31,31.2,-0.8000000000000007,2026-06-30T14:00,1.43,open_meteo_live_ecmwf,0.98,0.96,0.02,471.93,1338.61,45.17,2.0000000000000018,0xfef1cea9143d9e7cd99b7ec9eab1b25d4d29b2cf0b1ac0aa21e57cfe0872fcf4,2715353,0.98,0.96,0.04,0.02,Will the highest temperature in Kuala Lumpur be 32°C on June 30?,0.73,heating_done_confirmed,peak_passed_1h_plus;forecast_below_running_high;pulled_back_from_high,0.73,leg_residual_done_confirmed,peak_passed_1h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.00098,0.98098,0.019020000000000037,0.019388774490815344,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,capped_minus1_0,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Manila,t1_trading,2026-06-30,C,29,current_yes,yes,29.0,29.0,29,28.88888888888889,28.88888888888889,0.0,84.0,84.0,2026-06-30T07:00:00Z,18,29.1,0.10000000000000142,2026-06-30T10:00,5.43,open_meteo_live_gfs,0.97,0.92,0.05,130.76,859.25,536.75,3.0000000000000027,0x307c565850d655be4d1907b54e8c32c0d1e0a61309f93151520079024ea413a6,2715381,0.97,0.92,0.08,0.03,Will the highest temperature in Manila be 29°C on June 30?,0.55,heating_done_probable,peak_passed_2h_plus;forecast_room_le_1_step;at_running_high_plateau,0.55,leg_residual_done_probable,peak_passed_2h_plus;forecast_room_le_1_step;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.00146,0.97146,0.02854000000000001,0.029378461285076082,forward_2026-06-29_2026-07-06,95_97,3_5,post_peak_gt1_5h,room_0_1,at_high,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 16:26:03,15,26,Seoul,t2_research,2026-06-30,C,28,current_yes,yes,28.0,28.0,28,27.77777777777778,26.11111111111111,1.6666666666666679,82.0,79.0,2026-06-30T07:00:00Z,33,26.5,-1.5,2026-06-30T14:00,2.43,open_meteo_live_ecmwf,0.999,0.993,0.006,893.02,893.02,1536.0,0.10000000000000009,0x5b0ec76af8753b63f8af54c3b5ad3f2595c761cd36c5efdb3198ef9dc01283c8,2715208,0.999,0.993,0.007,0.001,Will the highest temperature in Seoul be 28°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,5e-05,0.99905,0.0009500000000000064,0.0009509033581902871,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,busted_lt_minus1,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Shanghai,t1_trading,2026-06-30,C,27,current_yes,yes,27.0,27.0,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-06-30T07:00:00Z,37,26.8,-0.1999999999999993,2026-06-30T14:00,1.43,open_meteo_live_gfs,0.985,0.96,0.025,176.8,1223.41,115.3,1.5000000000000013,0xd2a67b7309a4cb12f429741a4e7337779b2ce946a62014596459b1656edad827,2715251,0.985,0.96,0.04,0.015,Will the highest temperature in Shanghai be 27°C on June 30?,0.58,heating_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau,0.58,leg_residual_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,0.0,True,0.0,0.00074,0.98574,-0.98574,-1.0,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,capped_minus1_0,at_high,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Shenzhen,t2_research,2026-06-30,C,32,current_yes,yes,32.0,32.0,32,32.22222222222222,31.11111111111111,1.1111111111111107,90.0,88.0,2026-06-30T07:00:00Z,16,31.2,-0.8000000000000007,2026-06-30T12:00,3.43,open_meteo_live_ecmwf,0.87,0.81,0.06,17.34,327.71,65.08,13.0,0xe7bc45ba100d15e6465f833ecae8ee661f31defe676a57033fd3d3b4caa9def8,2715329,0.87,0.81,0.19,0.13,Will the highest temperature in Shenzhen be 32°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.00566,0.87566,0.12434,0.1419957517758034,forward_2026-06-29_2026-07-06,lt90,gt10,post_peak_gt1_5h,capped_minus1_0,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Taipei,t2_research,2026-06-30,C,35,current_yes,yes,35.0,35.0,35,35.0,32.77777777777778,2.2222222222222214,95.0,91.0,2026-06-30T07:00:00Z,26,34.3,-0.7000000000000028,2026-06-30T12:00,3.43,open_meteo_live_gfs,0.999,0.998,0.001,2035.33,2035.33,1357.68,0.10000000000000009,0x5e6820068ca13c645082e674e978a007ebb0135453ff94278db1b4157882ccdd,2715274,0.999,0.998,0.002,0.001,Will the highest temperature in Taipei be 35°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,5e-05,0.99905,0.0009500000000000064,0.0009509033581902871,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,capped_minus1_0,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 19:26:03,15,26,Wellington,t2_research,2026-06-30,C,12,current_yes,yes,12.0,12.0,12,12.222222222222221,7.222222222222222,4.999999999999999,54.0,45.0,2026-06-30T07:00:00Z,39,10.7,-1.3000000000000007,2026-06-30T13:00,6.43,open_meteo_live_gfs,0.999,0.997,0.002,246.34,246.34,3721.69,0.10000000000000009,0xc9685b901fdbbf8c2bb1542238a781d535be1a3cb8ae8cf0da5f371d287685aa,2715218,0.999,0.997,0.003,0.001,Will the highest temperature in Wellington be 12°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,5e-05,0.99905,0.0009500000000000064,0.0009509033581902871,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,busted_lt_minus1,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1526.json,2026-06-30T07:26:03Z,2026-06-30 15:26:03,2026-06-30 15:26:03,15,26,Wuhan,t2_research,2026-06-30,C,29,current_yes,yes,29.0,29.0,29,28.88888888888889,25.0,3.8888888888888893,84.0,77.0,2026-06-30T07:00:00Z,16,29.0,0.0,2026-06-30T13:00,2.43,open_meteo_live_ecmwf,0.998,0.995,0.003,45.13,471.04,1677.02,0.20000000000000018,0x52c1139951322f41eb56d27f1444d16c065bbba2668864902e56d0e611713856,2715305,0.998,0.995,0.005,0.002,Will the highest temperature in Wuhan be 29°C on June 30?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.0001,0.9981,0.0019000000000000128,0.001903616872056921,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,capped_minus1_0,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1640.json,2026-06-30T08:40:31Z,2026-06-30 16:40:31,2026-06-30 16:40:31,16,40,Shanghai,t1_trading,2026-06-30,C,28,current_yes,yes,28.0,28.0,28,27.77777777777778,27.77777777777778,0.0,82.0,82.0,2026-06-30T08:30:00Z,40,26.8,-1.1999999999999993,2026-06-30T14:00,2.67,open_meteo_live_gfs,0.995,0.98,0.015,55.09,930.09,296.92,0.5000000000000004,0x1de7f7e584422f0cab718cee43ab91f7694f32dabbaeae6823cb660fc2657c41,2715252,0.995,0.98,0.02,0.005,Will the highest temperature in Shanghai be 28°C on June 30?,0.65,heating_done_probable,peak_passed_2h_plus;forecast_below_running_high;at_running_high_plateau,0.65,leg_residual_done_probable,peak_passed_2h_plus;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.00025,0.99525,0.004750000000000032,0.004772670183371045,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,busted_lt_minus1,at_high,16,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1719.json,2026-06-30T09:19:27Z,2026-06-30 17:19:27,2026-06-30 17:19:27,17,19,Chongqing,t2_research,2026-06-30,C,27,current_yes,yes,27.0,27.0,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-06-30T09:00:00Z,18,24.7,-2.3000000000000007,2026-06-30T16:00,1.32,open_meteo_live_ecmwf,0.994,0.98,0.014,47.36,1012.81,30.0,0.6000000000000005,0x7ad371f9a23b48a4921cc9409494a1de4985f30e981e2e78e2967d6202b14bcf,2715285,0.994,0.98,0.02,0.006,Will the highest temperature in Chongqing be 27°C on June 30?,0.58,heating_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau,0.58,leg_residual_done_probable,peak_passed_1h_plus;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.0003,0.9943,0.005700000000000038,0.005732676254651552,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_0_5_1_5h,busted_lt_minus1,at_high,17,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1756.json,2026-06-30T09:56:13Z,2026-06-30 17:56:13,2026-06-30 12:56:13,17,56,Istanbul,t1_trading,2026-06-30,C,27,current_yes,yes,27.0,27.0,27,27.22222222222222,27.22222222222222,0.0,81.0,81.0,2026-06-30T09:50:00Z,26,26.9,-0.10000000000000142,2026-06-30T13:00,-0.07,open_meteo_live_ecmwf,0.61,0.6,0.01,39.06,166.06,92.0,39.0,0x733607ca6af38c6f9eda406d6fad295806991b3c4ce3a5406d3602a31a9065aa,2717009,0.61,0.6,0.4,0.39,Will the highest temperature in Istanbul be 27°C on June 30?,0.4,heating_done_uncertain,near_forecast_peak;forecast_below_running_high;at_running_high_plateau,0.4,leg_residual_marginal,near_forecast_peak;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.01189,0.6218899999999999,0.37811000000000006,0.6080014150412454,forward_2026-06-29_2026-07-06,lt90,gt10,near_peak,capped_minus1_0,at_high,17,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1756.json,2026-06-30T09:56:13Z,2026-06-30 17:56:13,2026-06-30 14:56:13,17,56,Karachi,t1_trading,2026-06-30,C,34,current_yes,yes,34.0,34.0,34,33.888888888888886,33.888888888888886,0.0,93.0,93.0,2026-06-30T09:30:00Z,30,33.7,-0.29999999999999716,2026-06-30T14:00,0.93,open_meteo_live_ecmwf,0.979,0.943,0.036,10.28,939.68,15.78,2.100000000000002,0xd12089009c0ca10122e1e72ca0af5cfacdf6640dd3297f3d147ee2ff6d3c6b31,2717066,0.979,0.943,0.057,0.021,Will the highest temperature in Karachi be 34°C on June 30?,0.5,near_peak_capping,peak_recently_passed;forecast_below_running_high;at_running_high_plateau,0.5,leg_residual_marginal,peak_recently_passed;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.00103,0.98003,0.019970000000000043,0.020376927236921364,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_0_5_1_5h,capped_minus1_0,at_high,17,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1839.json,2026-06-30T10:39:09Z,2026-06-30 18:39:09,2026-06-30 16:09:09,18,39,Lucknow,t1_trading,2026-06-30,C,32,current_yes,yes,32.0,32.0,32,32.22222222222222,31.11111111111111,1.1111111111111107,90.0,88.0,2026-06-30T10:30:00Z,33,35.2,3.200000000000003,2026-06-30T14:00,2.15,open_meteo_live_ecmwf,0.973,0.933,0.04,5.79,1460.06,119.5,2.7000000000000024,0x3da4277d584eac04815da74ebb8b9c3dad755b23bf93ffeb87882c1caf691830,2716932,0.973,0.933,0.067,0.027,Will the highest temperature in Lucknow be 32°C on June 30?,0.35,heating_done_uncertain,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high,0.35,leg_residual_not_done,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.00131,0.97431,0.02568999999999999,0.02636737793925957,forward_2026-06-29_2026-07-06,97_99,1_3,post_peak_gt1_5h,room_gt2,decline,18,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260630_1839.json,2026-06-30T10:39:09Z,2026-06-30 18:39:09,2026-06-30 19:39:09,18,39,Tokyo,t1_trading,2026-06-30,C,27,current_yes,yes,27.0,27.0,27,27.22222222222222,26.11111111111111,1.1111111111111107,81.0,79.0,2026-06-30T10:30:00Z,40,28.3,1.3000000000000007,2026-06-30T16:00,3.65,open_meteo_live_gfs,0.997,0.992,0.005,15.0,1816.35,1564.64,0.30000000000000027,0xe462fd4b038cd856b9197fbb721ab01efdd49411db6ddee58fd5290cd0921ee3,2715228,0.997,0.992,0.008,0.003,Will the highest temperature in Tokyo be 27°C on June 30?,0.35,heating_done_uncertain,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high,0.35,leg_residual_not_done,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.00015,0.99715,0.002850000000000019,0.0028581457152885917,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,room_1_2,decline,18,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Beijing,t2_research,2026-07-01,C,31,current_yes,yes,31.0,31.0,31,31.11111111111111,31.11111111111111,0.0,88.0,88.0,2026-07-01T07:00:00Z,31,31.3,0.3000000000000007,2026-07-01T15:00,0.25,open_meteo_live_ecmwf,0.86,0.81,0.05,25.0,109.82,5.0,14.000000000000002,0x6990429d9b745f0473220ea910d48e8fec57ac86376fe4d1fc5443aec10a624f,2725961,0.86,0.81,0.19,0.14,Will the highest temperature in Beijing be 31°C on July 1?,0.4,heating_done_uncertain,peak_recently_passed;forecast_room_le_1_step;at_running_high_plateau,0.4,leg_residual_marginal,peak_recently_passed;forecast_room_le_1_step;at_running_high_plateau;uses_day_heating_done,1.0,True,1.0,0.00602,0.86602,0.13398,0.1547077434701277,forward_2026-06-29_2026-07-06,lt90,gt10,near_peak,room_0_1,at_high,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,Guangzhou,t1_trading,2026-07-01,C,32,current_yes,yes,32.0,32.0,32,32.22222222222222,30.0,2.2222222222222214,90.0,86.0,2026-07-01T07:00:00Z,35,33.1,1.1000000000000014,2026-07-01T13:00,2.25,open_meteo_live_gfs,0.749,0.218,0.531,64.51,237.73,109.41,25.1,0x074fbe149aa0511207fb86ff146f2146463af6a39bc98f466173bd321c2e13df,2726083,0.749,0.218,0.782,0.251,Will the highest temperature in Guangzhou be 32°C on July 1?,0.35,heating_done_uncertain,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high,0.35,leg_residual_not_done,peak_passed_2h_plus;forecast_room_open;pulled_back_from_high;uses_day_heating_done,0.0,True,0.0,0.0094,0.7584,-0.7584,-1.0,forward_2026-06-29_2026-07-06,lt90,gt10,post_peak_gt1_5h,room_1_2,decline,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,HongKong,t2_research,2026-07-01,C,34,current_yes,yes,34.0,34.0,34,33.888888888888886,33.888888888888886,0.0,93.0,93.0,2026-07-01T07:00:00Z,33,31.1,-2.8999999999999986,2026-07-01T12:00,3.25,open_meteo_live_ecmwf,0.079,0.041,0.038,5.43,93.09,1791.12,92.10000000000001,0x9160293f95594669b39f8a125fc5bb14ba6ef2deb2015c16c067d3a9b5b6797c,2725877,0.079,0.041,0.959,0.921,Will the highest temperature in Hong Kong be 34°C on July 1?,0.65,heating_done_probable,peak_passed_2h_plus;forecast_below_running_high;at_running_high_plateau,0.65,leg_residual_done_probable,peak_passed_2h_plus;forecast_below_running_high;at_running_high_plateau;uses_day_heating_done,0.0,True,0.0,0.00364,0.08264,-0.08264,-1.0,forward_2026-06-29_2026-07-06,lt90,gt10,post_peak_gt1_5h,busted_lt_minus1,at_high,15,current_yes_heating_done
runtime/weather_edge_v1/market_data.pre_external_20260706T215828/paper_snapshots/snapshot_20260701_1515.json,2026-07-01T07:15:54Z,2026-07-01 15:15:54,2026-07-01 15:15:54,15,15,KualaLumpur,t2_research,2026-07-01,C,33,current_yes,yes,33.0,33.0,33,32.77777777777778,32.22222222222222,0.5555555555555571,91.0,90.0,2026-07-01T07:00:00Z,32,31.3,-1.6999999999999993,2026-07-01T13:00,2.25,open_meteo_live_ecmwf,0.995,0.973,0.022,6.05,363.82,50.69,0.5000000000000004,0xe4863b03e1b1341024cddd85f8eef51714ae01f63382d991aa7cba528e543d00,2726063,0.995,0.973,0.027,0.005,Will the highest temperature in Kuala Lumpur be 33°C on July 1?,0.8,heating_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high,0.8,leg_residual_done_confirmed,peak_passed_2h_plus;forecast_below_running_high;pulled_back_from_high;uses_day_heating_done,1.0,True,1.0,0.00025,0.99525,0.004750000000000032,0.004772670183371045,forward_2026-06-29_2026-07-06,99_plus,lt1,post_peak_gt1_5h,busted_lt_minus1,decline,15,current_yes_heating_done
