label,wallet,target_date_min,target_date_max,events,target_dates,buy_cost,pnl,lifetime_turnover_roi,mean_target_date_roi,median_target_date_roi,ci95_low,ci95_high,late_half_roi,latest_30_target_dates_roi,without_top_five_pnl_dates_roi,max_drawdown_by_target_date,yes_buy_cost_share,target_day_buy_cost_share,sell_event_share,median_first_buy_to_first_sell_hours,median_buy_sessions_gap_gt_5m,median_buy_span_minutes,median_unique_buy_transactions,sell_proceeds_share_ge_95c,sell_proceeds_share_ge_99c
WeatherHK2,0xdadbf9e1df1b8d7a184a0d6ab9c83b2337b61870,2026-04-25,2026-07-29,221,69,90284.062083,15382.880627,0.17038312490700963,0.3128027207701737,0.045342988265215975,0.05663524048775204,0.35613131629457045,0.15325903102424906,0.15043430361916468,0.06118154785522294,-557.591402,0.4531389032983536,0.6919146422783495,0.6563876651982379,9.248333333333333,4.0,476.3666666666667,8.0,0.24032917615980487,0.2281383209948062
HighTempTation,0x6011655c4afb76f36dd1b08a137a1ba73466b31e,2026-04-03,2026-07-30,1002,73,516222.927037,49925.39337,0.09671285554200428,0.09351358738169173,0.09146268033800911,0.08095372178964642,0.11185049843829539,0.10369320019628689,0.10129617708500811,0.08646773605142039,-1339.4339260000015,0.04110001497259991,0.9881521673545836,0.999003984063745,0.0030555555555555557,1.0,0.0,1.0,0.9972661868586057,0.9601693897046018
badatmath,0x8fbd7cf5f806f563080864694415829f7229a959,2026-04-27,2026-07-30,3837,90,746708.24399,46180.58012,0.061845547429925596,0.08868589442809814,0.07154364467651161,0.01582934085219477,0.11460377484076716,0.05236452225636949,0.04274724577799363,0.025603412635886977,-18310.885392000004,0.7206748051087446,0.43862024445807624,0.25210084033613445,48.69611111111111,21.0,2453.7,40.0,0.9954590978486335,0.9954590978486335
MidYes56b,0x56b381017b589fb0afb049137c8d4af2e7233fa2,2026-02-12,2026-07-29,543,121,191399.571389,13256.932146,0.069263123474068,0.05943265577305839,0.05782348579660301,-0.00010257452043808615,0.1445338227027423,0.06172916661788249,0.12745894877104177,0.011399662575454564,-5303.555669000001,0.8255308022621456,0.9390320587481733,0.6129032258064516,1.3658333333333332,4.0,116.39166666666667,9.0,0.8554990023053289,0.7929917663307431
jjavi,0x6ff2cb14da8be7eb57541d250a0196c5f295f140,2026-05-19,2026-07-29,418,71,141804.048032,28265.852879,0.19933036659589173,0.2564268007970269,0.12064872778840921,0.10518939620697083,0.30854217822619184,0.15455411064151697,0.16688482518930256,0.11173044804933781,-1665.758694000001,0.8449744122444586,0.5503669751013809,0.5754060324825986,13.649444444444445,7.0,790.75,20.0,0.40232865157143805,0.2598605480058398
