city,icao,decision_hour_local,city_days,rows,p50_residual_c,p75_residual_c,p90_residual_c,p95_residual_c,p99_residual_c,max_residual_c,residual_ge_0_5c_rate,residual_ge_1_0c_rate,residual_ge_1_5c_rate,bucket_delta_ge_1_rate,avg_obs_count_day,avg_obs_count_to_decision,physical_candidate_v0
Phoenix,KPHX,18,735,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74829931972789,18.571428571428573,True
Phoenix,KPHX,19,735,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74829931972789,19.620408163265306,True
Phoenix,KPHX,20,735,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74829931972789,20.65034013605442,True
Phoenix,KPHX,21,735,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74829931972789,21.68979591836735,True
Miami,KMIA,18,735,735,0.0,0.0,0.0,0.0,0.0,1.6666666666666643,0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,0.0013605442176870747,27.073469387755104,20.635374149659864,True
Miami,KMIA,19,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0013605442176870747,0.0013605442176870747,0.0,0.0013605442176870747,27.073469387755104,21.714285714285715,True
Miami,KMIA,20,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0013605442176870747,0.0013605442176870747,0.0,0.0013605442176870747,27.073469387755104,22.76734693877551,True
Miami,KMIA,21,735,735,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.0013605442176870747,0.0013605442176870747,0.0,0.0013605442176870747,27.073469387755104,23.827210884353743,True
LA,KLAX,21,736,736,0.0,0.0,0.0,0.0,0.0,0.5555555555555554,0.002717391304347826,0.0,0.0,0.002717391304347826,28.904891304347824,25.346467391304348,True
Shanghai,ZSPD,21,736,736,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.002717391304347826,0.002717391304347826,0.0,0.002717391304347826,48.983695652173914,43.88586956521739,True
Shanghai,ZSPD,20,736,736,0.0,0.0,0.0,0.0,0.0,2.2222222222222214,0.004076086956521739,0.004076086956521739,0.001358695652173913,0.004076086956521739,48.983695652173914,41.86277173913044,True
LA,KLAX,18,736,736,0.0,0.0,0.0,0.0,0.0,3.333333333333332,0.006793478260869565,0.002717391304347826,0.001358695652173913,0.005434782608695652,28.904891304347824,21.873641304347824,True
LA,KLAX,19,736,736,0.0,0.0,0.0,0.0,0.0,1.1111111111111125,0.005434782608695652,0.002717391304347826,0.0,0.005434782608695652,28.904891304347824,23.03125,True
LA,KLAX,20,736,736,0.0,0.0,0.0,0.0,0.0,1.1111111111111107,0.005434782608695652,0.001358695652173913,0.0,0.005434782608695652,28.904891304347824,24.19429347826087,True
Shanghai,ZSPD,18,736,736,0.0,0.0,0.0,0.0,0.0,2.2222222222222214,0.005434782608695652,0.005434782608695652,0.002717391304347826,0.005434782608695652,48.983695652173914,37.797554347826086,True
Shanghai,ZSPD,19,736,736,0.0,0.0,0.0,0.0,0.0,2.2222222222222214,0.005434782608695652,0.005434782608695652,0.001358695652173913,0.005434782608695652,48.983695652173914,39.83559782608695,True
Tokyo,RJTT,21,736,736,0.0,0.0,0.0,0.0,0.0,2.2222222222222214,0.008152173913043478,0.006793478260869565,0.001358695652173913,0.006793478260869565,50.03804347826087,44.80434782608695,True
Warsaw,EPWA,21,735,735,0.0,0.0,0.0,0.0,0.5555555555555554,2.2222222222222223,0.012244897959183673,0.00816326530612245,0.0013605442176870747,0.00816326530612245,47.96190476190476,42.968707482993196,True
Tokyo,RJTT,20,736,736,0.0,0.0,0.0,0.0,0.9166666666666543,2.2222222222222214,0.012228260869565218,0.010869565217391304,0.002717391304347826,0.010869565217391304,50.03804347826087,42.72554347826087,True
Tokyo,RJTT,19,736,736,0.0,0.0,0.0,0.0,1.1111111111111107,2.2222222222222214,0.014945652173913044,0.012228260869565218,0.002717391304347826,0.012228260869565218,50.03804347826087,40.619565217391305,True
Warsaw,EPWA,20,735,735,0.0,0.0,0.0,0.0,1.111111111111111,2.2222222222222223,0.017687074829931974,0.013605442176870748,0.0027210884353741495,0.013605442176870748,47.96190476190476,40.970068027210885,True
Boston,KBOS,21,735,735,0.0,0.0,0.0,0.0,1.111111111111111,3.8888888888888893,0.02585034013605442,0.012244897959183673,0.009523809523809525,0.017687074829931974,28.51156462585034,24.994557823129252,True
London,EGLL,21,735,735,0.0,0.0,0.0,0.0,1.1111111111111107,2.2222222222222223,0.02040816326530612,0.01904761904761905,0.004081632653061225,0.01904761904761905,47.98095238095238,41.98231292517007,True
Warsaw,EPWA,19,735,735,0.0,0.0,0.0,0.0,1.1111111111111112,2.7777777777777786,0.021768707482993196,0.01904761904761905,0.004081632653061225,0.01904761904761905,47.96190476190476,38.970068027210885,True
Tokyo,RJTT,18,736,736,0.0,0.0,0.0,0.0,1.1111111111111107,3.333333333333332,0.02309782608695652,0.020380434782608696,0.008152173913043478,0.020380434782608696,50.03804347826087,38.50407608695652,True
London,EGLL,19,735,735,0.0,0.0,0.0,0.0,2.0333333333333155,3.333333333333332,0.02312925170068027,0.021768707482993196,0.013605442176870748,0.021768707482993196,47.98095238095238,37.98231292517007,True
London,EGLL,20,735,735,0.0,0.0,0.0,0.0,2.0333333333333155,2.7777777777777777,0.021768707482993196,0.021768707482993196,0.012244897959183673,0.021768707482993196,47.98095238095238,39.98231292517007,True
NYC,KLGA,21,735,735,0.0,0.0,0.0,0.0,0.5555555555555571,2.777777777777777,0.029931972789115645,0.009523809523809525,0.004081632653061225,0.021768707482993196,27.461224489795917,24.07482993197279,True
Warsaw,EPWA,18,735,735,0.0,0.0,0.0,0.0,1.1111111111111112,3.8888888888888893,0.02585034013605442,0.021768707482993196,0.005442176870748299,0.021768707482993196,47.96190476190476,36.970068027210885,True
Boston,KBOS,20,735,735,0.0,0.0,0.0,0.0,1.111111111111112,3.8888888888888893,0.031292517006802724,0.014965986394557823,0.009523809523809525,0.02312925170068027,28.51156462585034,23.814965986394558,True
London,EGLL,18,735,735,0.0,0.0,0.0,0.0,2.2222222222222214,3.333333333333332,0.031292517006802724,0.02585034013605442,0.013605442176870748,0.02585034013605442,47.98095238095238,35.98231292517007,True
NYC,KLGA,20,735,735,0.0,0.0,0.0,0.0,1.111111111111111,3.333333333333332,0.03945578231292517,0.013605442176870748,0.00816326530612245,0.02857142857142857,27.461224489795917,22.965986394557824,True
Boston,KBOS,19,735,735,0.0,0.0,0.0,0.0,2.0333333333333155,4.444444444444445,0.04081632653061224,0.01904761904761905,0.012244897959183673,0.031292517006802724,28.51156462585034,22.61360544217687,True
NYC,KLGA,19,735,735,0.0,0.0,0.0,0.0,1.47777777777776,3.333333333333332,0.04897959183673469,0.021768707482993196,0.010884353741496598,0.0380952380952381,27.461224489795917,21.85034013605442,True
NYC,KLGA,18,735,735,0.0,0.0,0.0,0.5555555555555556,1.666666666666667,3.333333333333332,0.06394557823129252,0.02585034013605442,0.012244897959183673,0.050340136054421766,27.461224489795917,20.738775510204082,True
Boston,KBOS,18,735,735,0.0,0.0,0.0,0.5555555555555557,2.7777777777777777,4.444444444444445,0.06938775510204082,0.03945578231292517,0.024489795918367346,0.05714285714285714,28.51156462585034,21.39591836734694,True
