period,selector,sizing,target_date,rows,wins,cost,pnl,roi
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-10,6,0,12.383333333333333,-12.383333333333333,-1.0
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-11,16,1,27.633333333333333,-11.843859649122809,-0.42860770744714627
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-12,11,2,18.916666666666668,22.84057971014493,1.207431526527485
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-13,13,2,34.583333333333336,3.9224137931034493,0.11341919401744913
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-14,14,1,33.78333333333333,-12.795679012345676,-0.3787571488607502
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-15,13,2,19.5,16.03921568627451,0.8225238813474107
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-16,17,5,31.200000000000003,62.176918918714584,1.992849965343416
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-17,13,0,30.366666666666667,-30.366666666666667,-1.0
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-18,9,1,20.583333333333336,0.40432098765432123,0.01964312490628281
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-19,12,0,20.666666666666668,-20.666666666666668,-1.0
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-20,8,2,22.083333333333332,16.522952853598017,0.7482091858233065
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-21,14,1,28.333333333333336,-5.101010101010101,-0.1800356506238859
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-22,11,1,23.533333333333335,0.9582670203359891,0.04071956177065109
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-23,16,3,38.31666666666666,27.495461306700463,0.7175848970865715
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-24,13,4,26.96666666666667,44.405215419501125,1.64667053471574
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-25,9,2,18.916666666666668,16.88672654690619,0.8926903901448205
historical_recent,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-26,11,1,27.833333333333336,-2.833333333333334,-0.10179640718562875
forward,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-27,11,1,24.083333333333332,-0.2738095238095295,-0.011369253583786692
forward,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-28,6,1,9.866666666666667,10.744020356234095,1.0889209820507528
forward,no_dust_edge20_ask05_20,ask_scaled_05_20,2026-06-30,2,1,4.416666666666666,18.31060606060606,4.145797598627787
historical,no_dust_edge20_ask05_25,fixed5,2026-05-06,3,0,15.0,-15.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-07,7,1,35.0,31.66666666666667,0.9047619047619049
historical,no_dust_edge20_ask05_25,fixed5,2026-05-08,7,1,35.0,41.33587786259541,1.1810250817884402
historical,no_dust_edge20_ask05_25,fixed5,2026-05-09,3,1,15.0,16.25,1.0833333333333333
historical,no_dust_edge20_ask05_25,fixed5,2026-05-10,3,0,15.0,-15.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-11,5,0,25.0,-25.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-12,4,1,20.0,5.641025641025639,0.28205128205128194
historical,no_dust_edge20_ask05_25,fixed5,2026-05-13,10,3,50.0,85.03171679967261,1.7006343359934522
historical,no_dust_edge20_ask05_25,fixed5,2026-05-14,14,6,70.0,155.66403711833303,2.223771958833329
historical,no_dust_edge20_ask05_25,fixed5,2026-05-15,7,1,35.0,17.631578947368418,0.5037593984962405
historical,no_dust_edge20_ask05_25,fixed5,2026-05-16,16,1,80.0,-24.444444444444443,-0.3055555555555555
historical,no_dust_edge20_ask05_25,fixed5,2026-05-17,5,0,25.0,-25.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-20,9,1,45.0,-7.962962962962962,-0.17695473251028804
historical,no_dust_edge20_ask05_25,fixed5,2026-05-21,7,0,35.0,-35.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-22,14,3,70.0,93.01464346349745,1.3287806209071065
historical,no_dust_edge20_ask05_25,fixed5,2026-05-23,10,2,50.0,11.27659574468085,0.225531914893617
historical,no_dust_edge20_ask05_25,fixed5,2026-05-24,8,3,40.0,121.47186147186146,3.0367965367965364
historical,no_dust_edge20_ask05_25,fixed5,2026-05-25,7,0,35.0,-35.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-26,8,3,40.0,33.99719495091164,0.8499298737727911
historical,no_dust_edge20_ask05_25,fixed5,2026-05-27,7,1,35.0,-3.75,-0.10714285714285714
historical,no_dust_edge20_ask05_25,fixed5,2026-05-28,18,1,90.0,-13.07692307692308,-0.14529914529914534
historical,no_dust_edge20_ask05_25,fixed5,2026-05-29,12,0,60.0,-60.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-05-30,8,3,40.0,37.98157658759273,0.9495394146898182
historical,no_dust_edge20_ask05_25,fixed5,2026-05-31,7,2,35.0,31.898610484719626,0.9113888709919893
historical,no_dust_edge20_ask05_25,fixed5,2026-06-01,8,2,40.0,8.80952380952381,0.22023809523809526
historical,no_dust_edge20_ask05_25,fixed5,2026-06-02,6,1,30.0,1.25,0.041666666666666664
historical,no_dust_edge20_ask05_25,fixed5,2026-06-03,4,1,20.0,15.714285714285708,0.7857142857142854
historical,no_dust_edge20_ask05_25,fixed5,2026-06-04,9,2,45.0,1.129374337221634,0.02509720749381409
historical,no_dust_edge20_ask05_25,fixed5,2026-06-05,11,1,55.0,23.125,0.42045454545454547
historical,no_dust_edge20_ask05_25,fixed5,2026-06-06,11,0,55.0,-55.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-07,10,0,50.0,-50.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-08,12,1,60.0,-34.358974358974365,-0.5726495726495727
historical,no_dust_edge20_ask05_25,fixed5,2026-06-09,11,0,55.0,-55.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-10,7,0,35.0,-35.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-11,18,2,90.0,-15.629290617848973,-0.17365878464276638
historical,no_dust_edge20_ask05_25,fixed5,2026-06-12,15,5,75.0,65.39510051668509,0.8719346735558012
historical,no_dust_edge20_ask05_25,fixed5,2026-06-13,13,2,65.0,36.14942528735633,0.5561450044208666
historical,no_dust_edge20_ask05_25,fixed5,2026-06-14,15,1,75.0,-37.96296296296296,-0.5061728395061729
historical,no_dust_edge20_ask05_25,fixed5,2026-06-15,16,3,80.0,84.37908496732027,1.0547385620915033
historical,no_dust_edge20_ask05_25,fixed5,2026-06-16,19,6,95.0,185.68161828331745,1.95454335035071
historical,no_dust_edge20_ask05_25,fixed5,2026-06-17,15,0,75.0,-75.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-18,9,1,45.0,-7.962962962962962,-0.17695473251028804
historical,no_dust_edge20_ask05_25,fixed5,2026-06-19,14,0,70.0,-70.0,-1.0
historical,no_dust_edge20_ask05_25,fixed5,2026-06-20,10,2,50.0,46.360628618693134,0.9272125723738627
historical,no_dust_edge20_ask05_25,fixed5,2026-06-21,14,1,70.0,-39.6969696969697,-0.5670995670995672
historical,no_dust_edge20_ask05_25,fixed5,2026-06-22,12,1,60.0,-33.47480106100796,-0.5579133510167993
historical,no_dust_edge20_ask05_25,fixed5,2026-06-23,17,4,85.0,37.97177934520473,0.446726815825938
historical,no_dust_edge20_ask05_25,fixed5,2026-06-24,16,4,80.0,124.93197278911566,1.5616496598639458
historical,no_dust_edge20_ask05_25,fixed5,2026-06-25,11,2,55.0,88.21357285429141,1.6038831428052984
historical,no_dust_edge20_ask05_25,fixed5,2026-06-26,11,1,55.0,-30.0,-0.5454545454545454
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-08,12,1,60.0,-34.358974358974365,-0.5726495726495727
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-09,11,0,55.0,-55.0,-1.0
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-10,7,0,35.0,-35.0,-1.0
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-11,18,2,90.0,-15.629290617848973,-0.17365878464276638
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-12,15,5,75.0,65.39510051668509,0.8719346735558012
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-13,13,2,65.0,36.14942528735633,0.5561450044208666
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-14,15,1,75.0,-37.96296296296296,-0.5061728395061729
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-15,16,3,80.0,84.37908496732027,1.0547385620915033
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-16,19,6,95.0,185.68161828331745,1.95454335035071
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-17,15,0,75.0,-75.0,-1.0
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-18,9,1,45.0,-7.962962962962962,-0.17695473251028804
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-19,14,0,70.0,-70.0,-1.0
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-20,10,2,50.0,46.360628618693134,0.9272125723738627
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-21,14,1,70.0,-39.6969696969697,-0.5670995670995672
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-22,12,1,60.0,-33.47480106100796,-0.5579133510167993
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-23,17,4,85.0,37.97177934520473,0.446726815825938
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-24,16,4,80.0,124.93197278911566,1.5616496598639458
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-25,11,2,55.0,88.21357285429141,1.6038831428052984
historical_recent,no_dust_edge20_ask05_25,fixed5,2026-06-26,11,1,55.0,-30.0,-0.5454545454545454
forward,no_dust_edge20_ask05_25,fixed5,2026-06-27,11,1,55.0,-26.428571428571427,-0.4805194805194805
forward,no_dust_edge20_ask05_25,fixed5,2026-06-28,6,1,30.0,8.167938931297705,0.2722646310432568
forward,no_dust_edge20_ask05_25,fixed5,2026-06-30,2,1,10.0,80.9090909090909,8.09090909090909
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-06,3,0,8.25,-8.25,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-07,7,1,21.875,3.125,0.14285714285714285
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-08,7,1,12.15,12.85,1.0576131687242798
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-09,3,1,7.875,17.125,2.1746031746031744
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-10,3,0,7.375,-7.375,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-11,5,0,14.925,-14.925,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-12,4,1,13.125,11.875,0.9047619047619048
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-13,10,3,25.412499999999998,49.5875,1.9513034923757995
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-14,14,6,47.025,102.975,2.189792663476874
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-15,7,1,19.662499999999998,5.3375,0.2714558169103624
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-16,16,1,50.475,-25.475,-0.5047052996532937
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-17,5,0,11.1,-11.1,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-20,9,1,28.9375,-3.9374999999999996,-0.13606911447084233
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-21,7,0,19.125,-19.125,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-22,14,3,40.725,34.275,0.8416206261510129
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-23,10,2,31.8875,14.389095744680851,0.45124565251841164
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-24,8,3,24.025000000000002,50.975,2.1217481789802286
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-25,7,0,20.675,-20.675,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-26,8,3,27.5125,39.22663043478261,1.4257748454259922
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-27,7,1,22.3875,2.6125000000000007,0.11669458403126748
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-28,18,1,48.3375,-23.3375,-0.48280320662011894
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-29,12,0,32.95,-32.95,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-30,8,3,30.625,37.873817966903076,1.2366960968784677
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-05-31,7,2,16.099999999999998,33.9,2.1055900621118013
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-01,8,2,28.1625,20.64702380952381,0.7331388836049288
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-02,6,1,13.950000000000001,11.05,0.7921146953405018
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-03,4,1,10.625,14.375,1.3529411764705883
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-04,9,2,33.375,12.754374337221634,0.38215353819390663
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-05,11,1,34.225,-9.225000000000001,-0.26953981008035066
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-06,11,0,26.6625,-26.6625,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-07,10,0,21.85,-21.85,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-08,12,1,38.0625,-13.062499999999998,-0.3431855500821018
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-09,11,0,27.8625,-27.8625,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-10,7,0,20.1,-20.1,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-11,18,2,46.6375,0.10163043478260825,0.0021791570041835057
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-12,15,5,43.9125,71.75433964711988,1.6340299378791887
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-13,13,2,40.75,9.25,0.22699386503067484
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-14,15,1,46.9625,-21.9625,-0.4676603673143465
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-15,16,3,41.3875,30.83472222222222,0.7450250008389542
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-16,19,6,51.4375,96.81831395348837,1.882251547090904
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-17,15,0,45.6,-45.6,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-18,9,1,24.6125,0.3875000000000006,0.015744032503809065
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-19,14,0,39.6625,-39.6625,-1.0
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-20,10,2,35.9875,14.012500000000001,0.38937130948245924
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-21,14,1,33.825,-8.825000000000001,-0.2609016999260902
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-22,12,1,33.5,-8.499999999999998,-0.25373134328358204
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-23,17,4,51.6125,43.79566326530612,0.8485476050434705
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-24,16,4,48.8375,51.1625,1.0476068594829793
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-25,11,2,33.7125,16.287499999999998,0.48312940304041524
historical,no_dust_edge20_ask05_25,payout25_cap5,2026-06-26,11,1,34.2625,-9.2625,-0.2703392922291134
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-08,12,1,38.0625,-13.062499999999998,-0.3431855500821018
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-09,11,0,27.8625,-27.8625,-1.0
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-10,7,0,20.1,-20.1,-1.0
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-11,18,2,46.6375,0.10163043478260825,0.0021791570041835057
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-12,15,5,43.9125,71.75433964711988,1.6340299378791887
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-13,13,2,40.75,9.25,0.22699386503067484
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-14,15,1,46.9625,-21.9625,-0.4676603673143465
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-15,16,3,41.3875,30.83472222222222,0.7450250008389542
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-16,19,6,51.4375,96.81831395348837,1.882251547090904
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-17,15,0,45.6,-45.6,-1.0
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-18,9,1,24.6125,0.3875000000000006,0.015744032503809065
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-19,14,0,39.6625,-39.6625,-1.0
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-20,10,2,35.9875,14.012500000000001,0.38937130948245924
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-21,14,1,33.825,-8.825000000000001,-0.2609016999260902
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-22,12,1,33.5,-8.499999999999998,-0.25373134328358204
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-23,17,4,51.6125,43.79566326530612,0.8485476050434705
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-24,16,4,48.8375,51.1625,1.0476068594829793
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-25,11,2,33.7125,16.287499999999998,0.48312940304041524
historical_recent,no_dust_edge20_ask05_25,payout25_cap5,2026-06-26,11,1,34.2625,-9.2625,-0.2703392922291134
forward,no_dust_edge20_ask05_25,payout25_cap5,2026-06-27,11,1,29.4375,-4.4375,-0.15074309978768577
forward,no_dust_edge20_ask05_25,payout25_cap5,2026-06-28,6,1,12.887500000000001,12.1125,0.9398642095053346
forward,no_dust_edge20_ask05_25,payout25_cap5,2026-06-30,2,1,5.0,20.0,4.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-06,3,0,14.0,-14.0,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-07,7,1,30.5,19.5,0.639344262295082
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-08,7,1,24.05,25.95,1.079002079002079
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-09,3,1,12.75,18.5,1.4509803921568627
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-10,3,0,13.5,-13.5,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-11,5,0,20.1,-20.1,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-12,4,1,18.0,7.641025641025639,0.42450142450142436
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-13,10,3,43.25,67.70764272559853,1.5654946294936076
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-14,14,6,62.525,146.91387155541912,2.349682072057883
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-15,7,1,30.825,19.175,0.6220600162206003
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-16,16,1,74.625,-24.625,-0.32998324958123953
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-17,5,0,19.45,-19.45,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-20,9,1,41.875,-4.837962962962962,-0.11553344389165282
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-21,7,0,32.075,-32.075,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-22,14,3,63.525,68.73306451612903,1.0819844866765689
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-23,10,2,46.75,14.526595744680854,0.31072932074183646
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-24,8,3,36.55,99.16428571428571,2.7131131522376393
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-25,7,0,30.1,-30.1,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-26,8,3,35.525,38.47219495091164,1.0829611527350216
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-27,7,1,30.775,0.47499999999999964,0.015434606011372858
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-28,18,1,76.8,-26.799999999999997,-0.3489583333333333
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-29,12,0,52.15,-52.15,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-30,8,3,40.0,37.98157658759273,0.9495394146898182
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-05-31,7,2,26.625,40.27361048471963,1.5126238679706905
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-01,8,2,35.525,13.284523809523812,0.3739485942160116
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-02,6,1,24.650000000000002,6.6,0.2677484787018255
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-03,4,1,15.75,19.964285714285708,1.2675736961451243
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-04,9,2,40.5,5.629374337221634,0.138996897215349
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-05,11,1,47.45,2.549999999999997,0.05374077976817696
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-06,11,0,44.825,-44.825,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-07,10,0,40.45,-40.45,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-08,12,1,55.7,-30.05897435897436,-0.539658426552502
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-09,11,0,44.725,-44.725,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-10,7,0,29.75,-29.75,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-11,18,2,75.275,-3.535869565217393,-0.04697269432371162
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-12,15,5,62.575,77.8201005166851,1.2436292531631659
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-13,13,2,60.25,24.23275862068966,0.4022034625840607
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-14,15,1,72.0,-34.96296296296296,-0.48559670781893005
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-15,16,3,65.525,56.697222222222216,0.8652761880537537
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-16,19,6,82.075,160.22843300110742,1.9522197136900081
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-17,15,0,63.9,-63.9,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-18,9,1,37.725,-0.6879629629629607,-0.018236261443683517
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-19,14,0,58.075,-58.075,-1.0
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-20,10,2,46.975,35.28306451612903,0.7511030232278665
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-21,14,1,54.9,-24.5969696969697,-0.4480322349174809
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-22,12,1,51.075,-24.54980106100796,-0.4806617926775909
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-23,17,4,77.65,45.32177934520473,0.5836674738596874
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-24,16,4,70.975,115.92976190476192,1.6333886848152437
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-25,11,2,48.425,51.574999999999996,1.0650490449148167
historical,no_dust_edge20_ask05_25,payout50_cap5,2026-06-26,11,1,51.275,-26.275,-0.5124329595319356
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-08,12,1,55.7,-30.05897435897436,-0.539658426552502
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-09,11,0,44.725,-44.725,-1.0
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-10,7,0,29.75,-29.75,-1.0
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-11,18,2,75.275,-3.535869565217393,-0.04697269432371162
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-12,15,5,62.575,77.8201005166851,1.2436292531631659
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-13,13,2,60.25,24.23275862068966,0.4022034625840607
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-14,15,1,72.0,-34.96296296296296,-0.48559670781893005
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-15,16,3,65.525,56.697222222222216,0.8652761880537537
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-16,19,6,82.075,160.22843300110742,1.9522197136900081
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-17,15,0,63.9,-63.9,-1.0
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-18,9,1,37.725,-0.6879629629629607,-0.018236261443683517
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-19,14,0,58.075,-58.075,-1.0
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-20,10,2,46.975,35.28306451612903,0.7511030232278665
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-21,14,1,54.9,-24.5969696969697,-0.4480322349174809
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-22,12,1,51.075,-24.54980106100796,-0.4806617926775909
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-23,17,4,77.65,45.32177934520473,0.5836674738596874
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-24,16,4,70.975,115.92976190476192,1.6333886848152437
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-25,11,2,48.425,51.574999999999996,1.0650490449148167
historical_recent,no_dust_edge20_ask05_25,payout50_cap5,2026-06-26,11,1,51.275,-26.275,-0.5124329595319356
forward,no_dust_edge20_ask05_25,payout50_cap5,2026-06-27,11,1,46.625,-18.053571428571427,-0.3872079662964381
forward,no_dust_edge20_ask05_25,payout50_cap5,2026-06-28,6,1,23.475,14.692938931297704,0.6258972920680598
forward,no_dust_edge20_ask05_25,payout50_cap5,2026-06-30,2,1,7.75,42.25,5.451612903225806
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-06,3,0,6.25,-6.25,-1.0
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-07,7,1,19.25,-2.583333333333332,-0.13419913419913415
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-08,7,1,9.333333333333334,9.750636132315519,1.0447110141766627
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-09,3,1,6.25,16.666666666666668,2.666666666666667
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-10,3,0,5.416666666666667,-5.416666666666667,-1.0
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-11,5,0,14.0,-14.0,-1.0
historical,no_dust_edge20_ask05_25,ask_scaled_05_20,2026-05-12,4,1,11.416666666666668,13.369658119658121,1.1710649447875725
