orderbook_file,snapshot_ts_utc,snapshot_ts_local,decision_hour_local,city,target_date,bracket,bracket_low_c,bracket_high_c,outcome,best_ask,best_ask_size,condition_id,market_id,token_id,icao,running_max_c,final_max_c,residual_c,floor_c_bucket_delta,final_hit,observed_bucket,below_running_max,strategy,side,entry_cost,payout,pnl,roi,city_day_key
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-04/orderbook_snapshot_20260604_1630.jsonl.gz,2026-06-04T08:30:53+00:00,2026-06-04T20:30:53+12:00,20,Wellington,2026-06-04,17,17.0,17.0,no,0.028,77.28,0x918dda5a34f01283334b7d482e4a1682a840b91c198793531efda65a29d0c118,2416086,5307388173100755363168945822404867157480531531664845277618241557737145117959,NZWN,17.22222222222222,17.77777777777778,0.5555555555555571,0,0,0,1,below_running_max_buy_no,BUY_NO,0.028,1.0,0.972,34.714285714285715,Wellington|2026-06-04
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-04/orderbook_snapshot_20260604_1730.jsonl.gz,2026-06-04T09:30:01+00:00,2026-06-04T21:30:01+12:00,21,Wellington,2026-06-04,17,17.0,17.0,no,0.139,37.0,0x918dda5a34f01283334b7d482e4a1682a840b91c198793531efda65a29d0c118,2416086,5307388173100755363168945822404867157480531531664845277618241557737145117959,NZWN,17.22222222222222,17.77777777777778,0.5555555555555571,0,0,0,1,below_running_max_buy_no,BUY_NO,0.139,1.0,0.861,6.194244604316546,Wellington|2026-06-04
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_0330.jsonl.gz,2026-06-04T19:30:53+00:00,2026-06-04T20:30:53+01:00,20,London,2026-06-04,19,19.0,19.0,no,0.005,234.43,0x76ea1834ce878b6ac554f0c84fe5a54ea39fcd7e7c5eeac1220772d8c006c2e8,2415942,58885787312181751921117642320259623324262863956274199611406475087554062300636,EGLL,20.0,20.0,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,London|2026-06-04
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_0143.jsonl.gz,2026-06-05T17:43:05+00:00,2026-06-05T20:43:05+03:00,20,Moscow,2026-06-05,24,24.0,24.0,no,0.006,190.0,0x0dd4bc0d9b015870f1f333f472a0fdcfdb620cac96c5fe179350a1d14b0d7ecd,2424784,79681304336298570203997558216475197640564923552326813668007491232390515091383,UUWW,25.0,25.0,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.006,1.0,0.994,165.66666666666666,Moscow|2026-06-05
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_0101.jsonl.gz,2026-06-06T17:01:53+00:00,2026-06-06T20:01:53+03:00,20,Istanbul,2026-06-06,22,22.0,22.0,no,0.008,121.0,0x3ef91fc45b308630524beb736252d1a374f7f99a015d7635aa1e8b9084a56590,2441122,112327298437136454353441901222227994862406267485153426754884667373128449438184,LTFM,22.22222222222222,22.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.008,1.0,0.992,124.0,Istanbul|2026-06-06
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_1930.jsonl.gz,2026-06-07T11:30:53+00:00,2026-06-07T20:30:53+09:00,20,Tokyo,2026-06-07,21,21.0,21.0,no,0.005,184.71,0xfa93ff7f9512148ea7c4a5a546355a63e6f226354343e4549b61f966dcc21713,2450195,51684342024897420853785661446479571311789854299440708289628060465703594123288,RJTT,21.11111111111111,21.11111111111111,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Tokyo|2026-06-07
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_2031.jsonl.gz,2026-06-07T12:31:53+00:00,2026-06-07T21:31:53+09:00,21,Tokyo,2026-06-07,21,21.0,21.0,no,0.005,219.71,0xfa93ff7f9512148ea7c4a5a546355a63e6f226354343e4549b61f966dcc21713,2450195,51684342024897420853785661446479571311789854299440708289628060465703594123288,RJTT,21.11111111111111,21.11111111111111,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Tokyo|2026-06-07
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_0131.jsonl.gz,2026-06-07T17:31:53+00:00,2026-06-07T20:31:53+03:00,20,Moscow,2026-06-07,25,25.0,25.0,no,0.007,15.0,0x13debda554d4044bec2f4858f059788be017ad68cd54c9d0e82a7b59aa73e206,2450414,17992071406437198371512790761659887961271749278944783525361624188746959756210,UUWW,26.11111111111111,26.11111111111111,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.007,1.0,0.993,141.85714285714286,Moscow|2026-06-07
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_0200.jsonl.gz,2026-06-07T18:00:53+00:00,2026-06-07T20:00:53+02:00,20,Milan,2026-06-07,27,27.0,27.0,no,0.005,563.7,0x362850acba8e21ce0a9848cc0cc2c72b2319319f7bf91cdc55eefca98f0998b2,2450238,64718061313728754966948084545395936318477209046566691946746502414653167109507,LIML,28.88888888888889,28.88888888888889,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Milan|2026-06-07
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_0200.jsonl.gz,2026-06-07T18:00:53+00:00,2026-06-07T21:00:53+03:00,21,Moscow,2026-06-07,25,25.0,25.0,no,0.006,775.0,0x13debda554d4044bec2f4858f059788be017ad68cd54c9d0e82a7b59aa73e206,2450414,17992071406437198371512790761659887961271749278944783525361624188746959756210,UUWW,26.11111111111111,26.11111111111111,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.006,1.0,0.994,165.66666666666666,Moscow|2026-06-07
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_1930.jsonl.gz,2026-06-08T11:30:53+00:00,2026-06-08T20:30:53+09:00,20,Busan,2026-06-08,22,22.0,22.0,no,0.005,816.42,0x89c6959a21ef57bab1a9ca80854f12ac2b878c54c45027724a7902de03de4193,2456407,93957868711438878094651807662999728736377851339644750140033552723203542697401,RKPK,22.22222222222222,22.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Busan|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_2000.jsonl.gz,2026-06-08T12:00:53+00:00,2026-06-08T20:00:53+08:00,20,Shenzhen,2026-06-08,29,29.0,29.0,no,0.01,397.78,0x87b5818b8434b87cd501e80700be0cabc9ce20261b797d164b17ee0ac301b813,2456362,74591465706977696390143932346882409873972951612911817423180209419727012399691,ZGSZ,30.0,30.0,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.01,1.0,0.99,99.0,Shenzhen|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_2030.jsonl.gz,2026-06-08T12:30:53+00:00,2026-06-08T21:30:53+09:00,21,Busan,2026-06-08,22,22.0,22.0,no,0.005,1109.45,0x89c6959a21ef57bab1a9ca80854f12ac2b878c54c45027724a7902de03de4193,2456407,93957868711438878094651807662999728736377851339644750140033552723203542697401,RKPK,22.22222222222222,22.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Busan|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0100.jsonl.gz,2026-06-08T17:00:53+00:00,2026-06-08T20:00:53+03:00,20,Moscow,2026-06-08,26,26.0,26.0,no,0.005,10.1,0xc1840259cceaf573adfed76377a9dce02f6de0f007979cb61e2f88405ca93dcf,2456386,14587184711071118281430090426795872539788849718154507591614917377485881142544,UUWW,26.11111111111111,26.11111111111111,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,Moscow|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0330.jsonl.gz,2026-06-08T19:30:53+00:00,2026-06-08T20:30:53+01:00,20,London,2026-06-08,16,16.0,16.0,no,0.02,25.0,0xe810505fa07628458fba380eecf95b0b9a239d68d1dd2f2f8c13f2a1e3189a50,2456134,98814362035133439049938944720370850653943127586750338022299950737284393115679,EGLL,17.22222222222222,17.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.02,1.0,0.98,49.0,London|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0430.jsonl.gz,2026-06-08T20:30:53+00:00,2026-06-08T21:30:53+01:00,21,London,2026-06-08,16,16.0,16.0,no,0.005,90.0,0xe810505fa07628458fba380eecf95b0b9a239d68d1dd2f2f8c13f2a1e3189a50,2456134,98814362035133439049938944720370850653943127586750338022299950737284393115679,EGLL,17.22222222222222,17.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.005,1.0,0.995,199.0,London|2026-06-08
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_1900.jsonl.gz,2026-06-09T11:00:53+00:00,2026-06-09T20:00:53+09:00,20,Tokyo,2026-06-09,22,22.0,22.0,no,0.006,165.19,0x99a2e15330fae55dcb953f9735671970cec99ad6ea6dcd7102822e90a46b0954,2459831,58782372411423111085667589619381625022171602608902038253102083534668757443725,RJTT,22.22222222222222,22.22222222222222,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.006,1.0,0.994,165.66666666666666,Tokyo|2026-06-09
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_2031.jsonl.gz,2026-06-09T12:31:53+00:00,2026-06-09T20:31:53+08:00,20,Shenzhen,2026-06-09,27,27.0,27.0,no,0.071,20.0,0xe6fab98cb1dd93fb2f0304255c8354a1a3ee79437fddcf981f30d3fbb281b17d,2459965,36844628821931487130592605793746905023423917740500920062554154735209005606439,ZGSZ,27.77777777777778,27.77777777777778,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.071,1.0,0.929,13.084507042253524,Shenzhen|2026-06-09
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_2130.jsonl.gz,2026-06-09T13:30:53+00:00,2026-06-09T21:30:53+08:00,21,Shenzhen,2026-06-09,27,27.0,27.0,no,0.026,5.0,0xe6fab98cb1dd93fb2f0304255c8354a1a3ee79437fddcf981f30d3fbb281b17d,2459965,36844628821931487130592605793746905023423917740500920062554154735209005606439,ZGSZ,27.77777777777778,27.77777777777778,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.026,1.0,0.974,37.46153846153846,Shenzhen|2026-06-09
runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_0200.jsonl.gz,2026-06-09T18:00:53+00:00,2026-06-09T20:00:53+02:00,20,Milan,2026-06-09,28,28.0,28.0,no,0.006,400.0,0x7baae44420c6f0bb62d3db6ddccf569e4d00dfd82e182ce2e1a854f70e5999c4,2459876,6071845966089993674250760201438824536785021285465206568444433820801648310697,LIML,28.88888888888889,28.88888888888889,0.0,0,0,0,1,below_running_max_buy_no,BUY_NO,0.006,1.0,0.994,165.66666666666666,Milan|2026-06-09
