city_family,day_forecast_busted,day_forecast_capped,day_marginal_runway,day_open_runway,day_space_unknown
continental_dry_hot,0.2596793116933907,0.1697301525224873,0.14235432147047322,0.3813062182244818,0.046929996089166995
europe_cloud_break,0.24593602517042476,0.2097535395909806,0.1515469323544835,0.33245936025170425,0.060304142632406924
humid_low_latitude,0.3066726578297012,0.2756683891260391,0.17861154796674905,0.1911929903392496,0.04785441473826107
southern_or_maritime,0.21141924959216965,0.2195758564437194,0.20522022838499185,0.30538336052202286,0.058401305057096245
