forecast_source,day_forecast_busted,day_forecast_capped,day_marginal_runway,day_open_runway,day_space_unknown
gfs_seamless,0.32069806717958343,0.19900544192156128,0.16119346969412648,0.31910302120472883,0.0
missing,0.0,0.0,0.0,0.0,1.0
open_meteo_live_ecmwf,0.1135091926458833,0.1135091926458833,0.13189448441247004,0.25819344524380494,0.3828936850519584
open_meteo_live_gfs,0.16798732171156894,0.1434231378763867,0.1109350237717908,0.20206022187004755,0.375594294770206
