snapshot_ts_utc,city,target_date,leg,bracket,unit,win,entry_price,p_market_entry_v1,p_heating_done_score_v1,p_leg_win_physical_lodo_v1,p_leg_win_physical_expanding_v1,p_leg_win_physical_v1,local_time_float,forecast_peak_delta_hours_local,forecast_gap_to_running_native,decline_native,target_distance_native,forecast_margin_to_target_native,metar_obs_count_today,running_value,leg,unit,path_state,peak_delta_bucket,forecast_gap_bucket
2026-06-25T10:24:22Z,Ankara,2026-06-25,d1_no,28,C,1.0,0.932,0.932,1e-06,0.6795276037141325,,0.6844328432039096,18.4,-2.6,0.6000000000000014,0.0,1.0,0.3999999999999986,26,27,d1_no,C,at_high,peak_gt1h_ahead,room_0_1
2026-06-26T07:26:37Z,Ankara,2026-06-26,d1_no,26,C,1.0,0.999,0.999,1e-06,0.8210485035540998,,0.8253320066666643,15.433333333333334,-4.57,3.1000000000000014,0.0,1.0,-2.1000000000000014,21,25,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-26T09:14:33Z,Amsterdam,2026-06-26,d3_no,33,C,1.0,0.994,0.994,1e-06,0.8714026864228184,,0.8744812789993879,17.233333333333334,-3.77,4.100000000000001,0.0,3.0,-1.1000000000000014,22,30,d3_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-26T09:14:33Z,Ankara,2026-06-26,d1_no,27,C,1.0,0.995,0.995,1e-06,0.6604079187951836,,0.6684808462925913,17.233333333333334,-2.77,1.3999999999999986,0.0,1.0,-0.3999999999999986,24,26,d1_no,C,at_high,peak_gt1h_ahead,room_1_2
2026-06-26T09:51:31Z,Amsterdam,2026-06-26,d2_no,33,C,1.0,0.996,0.996,1e-06,0.8148947067510793,,0.8201436418799849,17.85,-3.15,3.1000000000000014,0.0,2.0,-1.1000000000000014,23,31,d2_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-26T09:51:31Z,Ankara,2026-06-26,current_yes,27,C,0.0,0.016,0.016,1e-06,0.20425802735508022,,0.20535161957610776,17.85,-2.15,0.3999999999999986,0.0,0.0,-0.3999999999999986,25,27,current_yes,C,at_high,peak_gt1h_ahead,room_0_1
2026-06-26T09:51:31Z,Ankara,2026-06-26,d1_no,28,C,1.0,0.92,0.92,1e-06,0.6574457315491177,,0.6656435729255615,17.85,-2.15,0.3999999999999986,0.0,1.0,0.6000000000000014,25,27,d1_no,C,at_high,peak_gt1h_ahead,room_0_1
2026-06-26T09:51:31Z,Beijing,2026-06-26,current_yes,34,C,1.0,0.999,0.999,0.8,0.8249945455679855,,0.8313117972233197,17.85,2.85,0.0,1.1111111111111072,0.0,0.0,36,34,current_yes,C,decline,post_peak_gt1_5h,capped_minus1_0
2026-06-26T10:26:53Z,Amsterdam,2026-06-26,d1_no,33,C,1.0,0.998,0.998,1e-06,0.7620913534554408,,0.7737677220710208,18.433333333333334,-2.57,2.1000000000000014,0.0,1.0,-1.1000000000000014,24,32,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-27T07:05:54Z,Ankara,2026-06-27,d1_no,24,C,1.0,0.999,0.999,1e-06,0.8352972458254099,,0.8406210147516038,15.083333333333334,-4.92,3.5,0.0,1.0,-2.5,20,23,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-27T07:05:54Z,Beijing,2026-06-27,current_yes,35,C,1.0,0.94,0.94,0.2,0.4781530461507567,,0.5044334709147289,15.083333333333334,-0.92,0.2000000000000028,0.0,0.0,-0.20000000000000284,31,35,current_yes,C,at_high,peak_1h_to_15m_ahead,room_0_1
2026-06-27T08:16:22Z,Ankara,2026-06-27,d1_no,25,C,1.0,0.999,0.999,1e-06,0.8059570402049296,,0.8107652725911725,16.266666666666666,-3.73,2.5,0.0,1.0,-1.5,22,24,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-27T08:51:52Z,Ankara,2026-06-27,d1_no,26,C,1.0,0.989,0.989,1e-06,0.6899125724135987,,0.6997728555169264,16.85,-3.15,1.0,0.0,1.0,0.0,23,25,d1_no,C,at_high,peak_gt1h_ahead,room_0_1
2026-06-27T09:26:44Z,Amsterdam,2026-06-27,d2_no,30,C,0.0,0.665,0.665,0.2,0.7539063700403137,,0.7395865853283042,17.433333333333334,-6.57,1.6999999999999993,0.0,2.0,0.3000000000000007,22,28,d2_no,C,at_high,peak_gt1h_ahead,room_1_2
2026-06-30T07:26:03Z,Amsterdam,2026-06-30,d1_no,19,C,1.0,0.997,0.997,1e-06,0.8577211609525386,,0.8566812966415918,15.433333333333334,-5.57,3.3999999999999986,0.0,1.0,-2.3999999999999986,18,18,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Amsterdam,2026-06-30,d2_no,20,C,1.0,0.942,0.942,1e-06,0.8650073265120016,,0.8678905667654497,15.433333333333334,-5.57,3.3999999999999986,0.0,2.0,-1.3999999999999986,18,18,d2_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Amsterdam,2026-06-30,d3_no,21,C,1.0,0.743,0.743,1e-06,0.8950687718499194,,0.8920131550332931,15.433333333333334,-5.57,3.3999999999999986,0.0,3.0,-0.3999999999999986,18,18,d3_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Ankara,2026-06-30,d1_no,27,C,1.0,0.999,0.999,1e-06,0.8664422549089863,,0.8647769740994737,15.433333333333334,-6.57,4.300000000000001,0.0,1.0,-3.3000000000000007,21,26,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Ankara,2026-06-30,d3_no,29,C,1.0,0.999,0.999,1e-06,0.901762808787667,,0.8983498464703891,15.433333333333334,-6.57,4.300000000000001,0.0,3.0,-1.3000000000000007,21,26,d3_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Atlanta,2026-06-30,d1_no,86-87,F,1.0,0.998,0.998,1e-06,0.9697214008932555,,0.978579862470437,15.433333333333334,-13.57,11.700000000000005,4.0,2.0,-9.700000000000003,3,84,d1_no,F,decline,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Atlanta,2026-06-30,d2_no,88-89,F,1.0,0.995,0.995,1e-06,0.9799400945538475,,0.9857664185227188,15.433333333333334,-13.57,11.700000000000005,4.0,4.0,-7.700000000000003,3,84,d2_no,F,decline,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Atlanta,2026-06-30,d3_no,90-91,F,1.0,0.969,0.969,1e-06,0.9893976412514898,,0.9917434397103151,15.433333333333334,-13.57,11.700000000000005,4.0,6.0,-5.700000000000003,3,84,d3_no,F,decline,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Beijing,2026-06-30,current_yes,30,C,1.0,0.99,0.99,0.58,0.7463480990271133,,0.6783440327331207,15.433333333333334,1.43,-2.6999999999999993,0.0,0.0,2.6999999999999993,36,30,current_yes,C,at_high,post_peak_0_5_1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,Beijing,2026-06-30,d1_no,31,C,1.0,0.989,0.989,0.58,0.9545957991222784,,0.942018166517156,15.433333333333334,1.43,-2.6999999999999993,0.0,1.0,3.6999999999999993,36,30,d1_no,C,at_high,post_peak_0_5_1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,Beijing,2026-06-30,d2_no,32,C,1.0,0.999,0.999,0.999999,0.9571687024135497,,0.9469662376730011,15.433333333333334,1.43,-2.6999999999999993,0.0,2.0,4.699999999999999,36,30,d2_no,C,at_high,post_peak_0_5_1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,Busan,2026-06-30,current_yes,28,C,1.0,0.998,0.998,0.8,0.7288254218992438,,0.7780101877953725,15.433333333333334,3.43,-0.3000000000000007,0.5555555555555571,0.0,0.3000000000000007,17,28,current_yes,C,decline,post_peak_gt1_5h,capped_minus1_0
2026-06-30T07:26:03Z,Busan,2026-06-30,d1_no,29,C,1.0,0.998,0.998,0.8,0.9505051771413655,,0.9642855091829896,15.433333333333334,3.43,-0.3000000000000007,0.5555555555555571,1.0,1.3000000000000007,17,28,d1_no,C,decline,post_peak_gt1_5h,capped_minus1_0
2026-06-30T07:26:03Z,Busan,2026-06-30,d2_no,30,C,1.0,0.998,0.998,0.999999,0.9532985418341853,,0.9673990863398569,15.433333333333334,3.43,-0.3000000000000007,0.5555555555555571,2.0,2.3000000000000007,17,28,d2_no,C,decline,post_peak_gt1_5h,capped_minus1_0
2026-06-30T07:26:03Z,Chicago,2026-06-30,d3_no,87,F,1.0,0.999,0.999,1e-06,0.9693133586669672,,0.9774308872654676,15.433333333333334,-12.57,14.5,0.0,5.0,-9.5,2,82,d3_no,F,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Chicago,2026-06-30,d3_no,88-89,F,1.0,0.998,0.998,1e-06,0.9784149737128731,,0.9835355433891197,15.433333333333334,-12.57,14.5,0.0,6.0,-8.5,2,82,d3_no,F,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Chongqing,2026-06-30,current_yes,26,C,0.0,0.96,0.96,0.45,0.7543930376315446,,0.7418616896233728,15.433333333333334,-0.57,-1.1999999999999993,1.1111111111111107,0.0,1.1999999999999993,16,26,current_yes,C,decline,peak_1h_to_15m_ahead,busted_lt_minus1
2026-06-30T07:26:03Z,Chongqing,2026-06-30,d1_no,27,C,0.0,0.96,0.96,0.45,0.956421511302359,,0.9567849598266112,15.433333333333334,-0.57,-1.1999999999999993,1.1111111111111107,1.0,2.1999999999999993,16,26,d1_no,C,decline,peak_1h_to_15m_ahead,busted_lt_minus1
2026-06-30T07:26:03Z,Chongqing,2026-06-30,d2_no,28,C,1.0,0.999,0.999,0.9,0.9588954124510303,,0.9605256642311084,15.433333333333334,-0.57,-1.1999999999999993,1.1111111111111107,2.0,3.1999999999999993,16,26,d2_no,C,decline,peak_1h_to_15m_ahead,busted_lt_minus1
