model,rows,dates,hit_rate,logloss,brier,auc,avg_p,scope
physical_logit,998,15,0.8026052104208417,0.3959742615052517,0.11932381402392743,0.784539630030989,0.801665720048841,all_lodo
heuristic_leg_score,998,15,0.8026052104208417,6.219519246136247,0.5478879278562805,0.5574979245486289,0.22976001603206414,all_lodo
market_entry_price,998,15,0.8026052104208417,0.2616367454480071,0.08502859719438878,0.9213736636311212,0.8057054108216433,all_lodo
physical_logit,938,7,0.8091684434968017,0.39316437156512724,0.11819537172277667,0.7801429402109509,0.808500633065315,forward_lodo
heuristic_leg_score,938,7,0.8091684434968017,6.08824896993822,0.5409032217489583,0.565360920352419,0.2409386471215352,forward_lodo
market_entry_price,938,7,0.8091684434968017,0.2642992789766301,0.08553095628997869,0.9166611463186639,0.8090479744136461,forward_lodo
physical_logit,731,6,0.8071135430916553,0.4150342083768734,0.125425030342912,0.7553431902872941,0.79870937668574,forward_expanding
heuristic_leg_score,731,6,0.8071135430916553,6.0752553480528615,0.5434579972645678,0.5627178747445607,0.23362565937072505,forward_expanding
market_entry_price,731,6,0.8071135430916553,0.27834207455886467,0.09203847606019151,0.9067255679769203,0.802139534883721,forward_expanding
