evidence_layer,target_date,city,router_route,router_ask,label_no_win,score_deployed_weight,score_deployed_ratio,p_no_logit_market_route,p_no_wf_logit_market_route,p_no_logit_mechanism_weather,p_no_wf_logit_mechanism_weather,p_no_logit_mechanism_weather_citybias,p_no_wf_logit_mechanism_weather_citybias,p_no_logit_mechanism_plus_heuristic_score,p_no_wf_logit_mechanism_plus_heuristic_score
frozen_live_like_route_price,2026-05-31,Ankara,capped_d2_no,0.6,1.0,0.19597500000000004,0.32662500000000005,0.5507118775023708,,0.7213258494932722,,0.707118802085466,,0.6959377401421852,
frozen_live_like_route_price,2026-05-31,Busan,fresh_runway_current_no,0.15,0.0,0.14400000000000004,0.9600000000000003,0.3964477080424942,,0.225231461110016,,0.2846518525930356,,0.25412593649489196,
frozen_live_like_route_price,2026-05-31,Karachi,capped_d2_no,0.55,0.0,0.22815,0.41481818181818175,0.5472703845288954,,0.6412703598304998,,0.599429299562672,,0.5896696328559783,
frozen_live_like_route_price,2026-05-31,Miami,fresh_runway_current_no,0.43,0.0,0.5376000000000002,1.2502325581395353,0.4152141020811525,,0.26298831350677415,,0.35933574542332847,,0.3688758968143964,
frozen_live_like_route_price,2026-05-31,TelAviv,fresh_runway_current_no,0.29,0.0,0.5120000000000001,1.765517241379311,0.4057965081597218,,0.369918582399236,,0.2731747903026585,,0.2882403603296533,
frozen_live_like_route_price,2026-05-31,Tokyo,fresh_runway_current_no,0.37,0.0,0.4608000000000001,1.2454054054054058,0.41116997570467123,,0.34988593577193466,,0.3567003811837298,,0.35320343158472245,
frozen_live_like_route_price,2026-05-31,Wuhan,fresh_runway_current_no,0.39,0.0,0.7200000000000001,1.8461538461538463,0.4125167134372605,,0.43805529971246193,,0.31409901485653596,,0.3427309415145013,
frozen_live_like_route_price,2026-06-01,CapeTown,fresh_runway_current_no,0.35,0.0,0.6400000000000001,1.828571428571429,0.40982456755527924,,0.4407687670188303,,0.49747255229773457,,0.4960947504564608,
frozen_live_like_route_price,2026-06-01,Houston,fresh_runway_current_no,0.47,0.0,0.6883200000000002,1.4645106382978728,0.4179165815781496,,0.4387216171358432,,0.3603381120623526,,0.36887586464587285,
frozen_live_like_route_price,2026-06-01,NYC,fresh_runway_current_no,0.44,0.0,0.5120000000000001,1.1636363636363638,0.41588925064857896,,0.3247013514604984,,0.40386079539464326,,0.4016212393931938,
frozen_live_like_route_price,2026-06-01,TelAviv,cheap_stale_tail_current_no,0.32,0.0,0.15,0.46875,0.41852685647404086,,0.23915622767022746,,0.15913914945171667,,0.1788044983776734,
frozen_live_like_route_price,2026-06-01,Wuhan,capped_d2_no,0.6,1.0,0.24421500000000004,0.4070250000000001,0.5507118775023708,,0.4611412948155352,,0.29404687855783873,,0.3164389123666301,
frozen_live_like_route_price,2026-06-02,Amsterdam,cheap_stale_tail_current_no,0.33,0.0,0.26399999999999996,0.7999999999999998,0.4192035302656799,,0.6613929784024678,,0.6466600058428331,,0.6226318088730016,
frozen_live_like_route_price,2026-06-02,Houston,fresh_runway_current_no,0.32,0.0,0.7200000000000001,2.25,0.40780898939228455,,0.45140593305860593,,0.36030619363177036,,0.37452552856579635,
frozen_live_like_route_price,2026-06-02,Munich,capped_d2_no,0.51,1.0,0.29295,0.5744117647058823,0.5445139164131269,,0.5223220179558155,,0.5298069711564929,,0.52043792392671,
frozen_live_like_route_price,2026-06-02,TelAviv,fresh_runway_current_no,0.46,0.0,0.7824,1.7008695652173913,0.41724049278952985,,0.48468061802550544,,0.3813261997842903,,0.4249132372338166,
frozen_live_like_route_price,2026-06-03,BuenosAires,capped_d2_no,0.58,1.0,0.212058,0.36561724137931034,0.5493358440457061,,0.6010759375285271,,0.5940477686849802,,0.5840431312014525,
frozen_live_like_route_price,2026-06-03,TelAviv,fresh_runway_current_no,0.3,1.0,0.4,1.3333333333333335,0.40646698725567343,,0.3898537924341113,,0.34959222653751687,,0.3408516023504971,
frozen_live_like_route_price,2026-06-03,Wuhan,fresh_runway_current_no,0.39,0.0,0.12480000000000002,0.32000000000000006,0.4125167134372605,,0.21742148252940027,,0.15258577031370255,,0.1502344367327102,
frozen_live_like_route_price,2026-06-04,Beijing,false_fade_reheat_current_no,0.58,1.0,0.29702400000000007,0.5121103448275863,0.5810224217745531,,0.587167882331777,,0.6133538072985473,,0.607409570336916,
frozen_live_like_route_price,2026-06-04,Karachi,capped_d2_no,0.58,1.0,0.20884500000000003,0.3600775862068966,0.5493358440457061,,0.5994965315108803,,0.5727546146336973,,0.5639518372335904,
frozen_live_like_route_price,2026-06-04,NYC,fresh_runway_current_no,0.55,1.0,0.49920000000000003,0.9076363636363636,0.4233361995064519,,0.5181943156809208,,0.6308750081986569,,0.6143076575817736,
frozen_live_like_route_price,2026-06-05,Karachi,capped_d2_no,0.57,1.0,0.21528000000000003,0.37768421052631584,0.5486475428680926,,0.5957501994171608,,0.5755825331475073,,0.5653109563666197,
frozen_live_like_route_price,2026-06-05,Taipei,cheap_stale_tail_current_no,0.303,0.0,0.11699999999999999,0.38613861386138615,0.41737721560829294,,0.3364370842906012,,0.34917046646138666,,0.36032625887671577,
frozen_live_like_route_price,2026-06-05,Tokyo,fresh_runway_current_no,0.48,0.0,0.36343808000000005,0.7571626666666668,0.4185929789812253,,0.26129370128135115,,0.265995134780125,,0.2684099841616681,
frozen_live_like_route_price,2026-06-06,Amsterdam,fresh_runway_current_no,0.34,1.0,0.4710400000000001,1.3854117647058826,0.4091523679508328,,0.34707795877809783,,0.388292208788405,,0.3865144823707584,
frozen_live_like_route_price,2026-06-06,Chongqing,capped_d2_no,0.46,1.0,0.25745850000000003,0.5596923913043479,0.5410645116028882,,0.40771324586459284,,0.5036274523065214,,0.4842586966926047,
frozen_live_like_route_price,2026-06-07,Istanbul,fresh_runway_current_no,0.48,0.0,0.4782080000000001,0.9962666666666669,0.4185929789812253,,0.3989329470143365,,0.45860018487789345,,0.4500107912797942,
frozen_live_like_route_price,2026-06-07,Munich,capped_d2_no,0.49,1.0,0.3078,0.6281632653061225,0.543134648162253,,0.5843002906495339,,0.5648911205609743,,0.5600873597975687,
frozen_live_like_route_price,2026-06-07,SanFrancisco,fresh_runway_current_no,0.46,0.0,0.62592,1.360695652173913,0.41724049278952985,,0.38878636418913515,,0.2953383293552823,,0.30010334910591596,
frozen_live_like_route_price,2026-06-08,Beijing,fresh_runway_current_no,0.31,1.0,0.5120000000000001,1.651612903225807,0.40713781510714353,0.3476283711881806,0.5700606807136147,0.6014878692405673,0.645407706446447,0.6814148834050132,0.6334343059016592,0.6616379891195453
frozen_live_like_route_price,2026-06-08,Dallas,capped_d2_no,0.53,1.0,0.24101999999999998,0.454754716981132,0.5458925021301124,0.5636392216287073,0.6081677368540985,0.5964472919231196,0.8097240658329705,0.8271933170983614,0.7880822955835194,0.8121206557805137
frozen_live_like_route_price,2026-06-08,Houston,fresh_runway_current_no,0.44,1.0,0.7200000000000001,1.6363636363636365,0.41588925064857896,0.37182236895501697,0.5251367628021051,0.40121603708102976,0.3982425931798934,0.26079556750650584,0.41266869685502533,0.2908038833012193
frozen_live_like_route_price,2026-06-08,Karachi,capped_d2_no,0.56,1.0,0.2039778,0.36424607142857135,0.547959055500568,0.5695934798503245,0.5493933305228174,0.6888114829760797,0.5290979690669759,0.6656761355965178,0.5297881464768801,0.6507890569315761
frozen_live_like_route_price,2026-06-08,TelAviv,fresh_runway_current_no,0.43,0.0,0.6400000000000001,1.488372093023256,0.4152141020811525,0.3699364791695365,0.36610533080175434,0.35771192089984255,0.30544000126828935,0.32638276927844845,0.3266396221842469,0.3503234318937891
frozen_live_like_route_price,2026-06-09,Istanbul,fresh_runway_current_no,0.28,0.0,0.29440000000000005,1.0514285714285716,0.40512638013602875,0.36453616592997656,0.22702815327746392,0.17321824182639248,0.2903421232235063,0.23352074393917058,0.27446722844563537,0.2130438597767088
frozen_live_like_route_price,2026-06-09,Karachi,capped_d2_no,0.6,1.0,0.19597500000000004,0.32662500000000005,0.5507118775023708,0.6112212982607107,0.5926131161371095,0.6208463040579717,0.5677368081785465,0.5949258496163,0.5568505256986359,0.5856515976273685
frozen_live_like_route_price,2026-06-09,LA,fresh_runway_current_no,0.18,1.0,0.5120000000000001,2.8444444444444454,0.3984449148452312,0.3486431091138331,0.38692282067712386,0.3514554076314732,0.4543963808275564,0.38668150482844277,0.45594629950087656,0.38342026457960504
frozen_live_like_route_price,2026-06-09,NYC,fresh_runway_current_no,0.38,1.0,0.6400000000000001,1.6842105263157898,0.4118431795508296,0.3807302358096551,0.540701015101336,0.5922368813231859,0.6269623286377723,0.6484858076234252,0.6233166464526996,0.643528081076033
frozen_live_like_route_price,2026-06-09,Shanghai,capped_d2_no,0.47,1.0,0.25166700000000003,0.5354617021276596,0.5417547182034983,0.5896177562982982,0.48833453927290327,0.49896395475829264,0.5075102513935323,0.5449979441600269,0.48900288284430193,0.5189348943492273
frozen_live_like_route_price,2026-06-10,Beijing,fresh_runway_current_no,0.49,0.0,0.7296,1.4889795918367348,0.41926968259479763,0.40935326107754116,0.5643537736765603,0.6921191156419838,0.6391163040111614,0.741904423726134,0.6524267537229631,0.7507639913750713
frozen_live_like_route_price,2026-06-10,Busan,fresh_runway_current_no,0.46,0.0,0.563328,1.2246260869565218,0.41724049278952985,0.40694005525133276,0.5142991034371993,0.4675858406799337,0.5586328208962547,0.5051607217195971,0.5488415099301454,0.492484556821407
frozen_live_like_route_price,2026-06-10,Warsaw,fresh_runway_current_no,0.1,0.0,0.1,1.0,0.3931267188088892,0.37836130882063385,0.17052340713341796,0.10768590208913,0.21493238138186938,0.11064737173813961,0.19972244038729337,0.10207979506920671
frozen_live_like_route_price,2026-06-11,Ankara,capped_d2_no,0.41,0.0,0.29250000000000004,0.7134146341463417,0.5376111669393024,0.6143518464532447,0.6601448196759332,0.8307746336648528,0.6712493223497011,0.8421737703573351,0.6428615163318955,0.8097437110234267
frozen_live_like_route_price,2026-06-11,Atlanta,fresh_runway_current_no,0.38,1.0,0.7200000000000001,1.8947368421052633,0.4118431795508296,0.37909524296966257,0.4656191881437961,0.4576557078865779,0.5665699186848239,0.6118040359460897,0.5932327101290195,0.6369956319860701
frozen_live_like_route_price,2026-06-11,Busan,fresh_runway_current_no,0.17,1.0,0.5760000000000002,3.388235294117648,0.39777880003101507,0.35554911021093155,0.4959891690372684,0.46543911221542195,0.5634188822143874,0.4883669456219708,0.5688224028720937,0.5078024345948977
frozen_live_like_route_price,2026-06-11,Houston,fresh_runway_current_no,0.49,1.0,0.6128640000000001,1.2507428571428574,0.41926968259479763,0.3916683573527568,0.42083966162342856,0.35724945133653596,0.3374709813778392,0.30400395911764516,0.34928309504479543,0.3103759773939591
frozen_live_like_route_price,2026-06-11,Istanbul,fresh_runway_current_no,0.35,0.0,0.5120000000000001,1.4628571428571433,0.40982456755527924,0.37569342914740594,0.38975963039701617,0.4193888043244648,0.45721055466739025,0.46404669425921563,0.44854161271144727,0.45115071061435097
frozen_live_like_route_price,2026-06-11,Manila,fresh_runway_current_no,0.34,0.0,0.43008000000000013,1.2649411764705885,0.4091523679508328,0.3745621929614189,0.3196360731725094,0.288217857550986,0.4091084658307265,0.43732616378014083,0.4134235526094007,0.4345431780034324
frozen_live_like_route_price,2026-06-11,Wuhan,fresh_runway_current_no,0.34,0.0,0.5760000000000002,1.694117647058824,0.4091523679508328,0.3745621929614189,0.356735780080557,0.35394426105352494,0.2612346806168566,0.2690237843848966,0.27968057113628275,0.29074310953920257
frozen_live_like_route_price,2026-06-12,Amsterdam,false_fade_reheat_current_no,0.28,1.0,0.38272000000000006,1.366857142857143,0.5605944912526843,0.4624022129345358,0.543285508095181,0.49560384815751574,0.5217740777009823,0.3965023697742951,0.5111032750659886,0.3930294208054652
frozen_live_like_route_price,2026-06-12,Ankara,capped_d2_no,0.61,0.0,0.18954000000000001,0.3107213114754099,0.5513996046242328,0.6188245009684232,0.700869234737564,0.8369618796887847,0.6932693913545276,0.809992163940654,0.6800107958444788,0.7940206871543246
frozen_live_like_route_price,2026-06-12,Atlanta,false_fade_reheat_current_no,0.44,0.0,0.234,0.5318181818181819,0.571519511964243,0.48551310326735253,0.3267531306574169,0.23667529982509486,0.40434907288284405,0.35893977356580964,0.41124747106215775,0.35741146796877515
frozen_live_like_route_price,2026-06-12,Austin,fresh_runway_current_no,0.19,1.0,0.8,4.2105263157894735,0.39911140587035027,0.363866638172959,0.577464442741376,0.5392848473353968,0.6967527471027852,0.676760601791087,0.7387023115939791,0.7789779931129618
frozen_live_like_route_price,2026-06-12,Busan,fresh_runway_current_no,0.27,0.0,0.4608000000000001,1.706666666666667,0.40445660549619766,0.37466272375738807,0.44693990824275776,0.4695972571307206,0.4932240859836651,0.4838418492704413,0.47846209970400205,0.45433907608075524
frozen_live_like_route_price,2026-06-12,CapeTown,fresh_runway_current_no,0.55,1.0,0.39936000000000005,0.7261090909090909,0.4233361995064519,0.41337772893350033,0.3853425640510349,0.4087997747467347,0.41316105802044795,0.40775838730298103,0.40271835178566395,0.3934273672985508
frozen_live_like_route_price,2026-06-12,Houston,fresh_runway_current_no,0.43,0.0,0.7200000000000001,1.674418604651163,0.4152141020811525,0.39662367784937674,0.48678987827119696,0.44386792664619373,0.3781753893399088,0.40568200533378473,0.3917898406959474,0.4140325339049694
frozen_live_like_route_price,2026-06-12,Karachi,capped_d2_no,0.55,0.0,0.209898,0.38163272727272723,0.5472703845288954,0.6105904699124098,0.4887439465360595,0.6401965331986339,0.4733299431301513,0.6342828086633215,0.46943294043265343,0.6157884890770038
frozen_live_like_route_price,2026-06-12,Manila,fresh_runway_current_no,0.33,0.0,0.5760000000000002,1.7454545454545458,0.4084805077841716,0.3828431055355247,0.42886655180683536,0.4103362644008767,0.5377848379020498,0.5493702359028828,0.5466927905634387,0.5603719413181538
frozen_live_like_route_price,2026-06-12,SanFrancisco,false_fade_reheat_current_no,0.562,0.0,0.11266319999999998,0.20046832740213516,0.5798038260470975,0.5031821835661118,0.28032775840372964,0.29075188177514744,0.16715913773890853,0.23227671483773182,0.1911107517403761,0.25239045655554776
frozen_live_like_route_price,2026-06-12,TelAviv,fresh_runway_current_no,0.49,0.0,0.7296,1.4889795918367348,0.41926968259479763,0.40497303021142345,0.5009124920353798,0.53252422871651,0.40061550471099566,0.39729853985755476,0.43488667620802435,0.4466404798159723
frozen_live_like_route_price,2026-06-12,Warsaw,fresh_runway_current_no,0.52,1.0,0.43315200000000004,0.8329846153846154,0.4213016065909282,0.40916874439365686,0.5865864998804314,0.5146958448645417,0.6212116744847435,0.4758986575347813,0.6025511382603376,0.47097439414576536
frozen_live_like_route_price,2026-06-13,Helsinki,fresh_runway_current_no,0.431,0.0,0.4812800000000001,1.1166589327146175,0.4152816026589294,0.39381477861006986,0.4202901105960957,0.3567965165759775,0.314842026152346,0.22614601038085583,0.3228717951717759,0.23612350414053074
frozen_live_like_route_price,2026-06-13,Karachi,capped_d2_no,0.6,0.0,0.16853850000000006,0.28089750000000013,0.5507118775023708,0.5673804160651241,0.3712166707507726,0.5029764854517472,0.42997752582997206,0.550064333565222,0.4463399558981024,0.5469788437314743
frozen_live_like_route_price,2026-06-13,Manila,fresh_runway_current_no,0.4,1.0,0.5760000000000002,1.4400000000000004,0.4131905750023507,0.3927445055997956,0.3938855248346434,0.32522307738720424,0.510948532940692,0.4295002245303189,0.5205116569013202,0.4318011782119027
frozen_live_like_route_price,2026-06-13,Miami,false_fade_reheat_current_no,0.57,1.0,0.21528000000000005,0.3776842105263159,0.5803455451849648,0.46270607238451955,0.4431929155400841,0.2693434163351444,0.4616273312220534,0.30226853802505244,0.45547826650800444,0.30550448162902283
frozen_live_like_route_price,2026-06-14,Busan,fresh_runway_current_no,0.43,1.0,0.7200000000000001,1.674418604651163,0.4152141020811525,0.397047120080681,0.47814323094790717,0.45082074735951294,0.5007796423047806,0.45176214132523623,0.5141030730277719,0.4676370968459267
frozen_live_like_route_price,2026-06-14,Istanbul,fresh_runway_current_no,0.43,1.0,0.6400000000000001,1.488372093023256,0.4152141020811525,0.397047120080681,0.5513862299987922,0.5566405811437424,0.6432355829624711,0.646283762930475,0.6390550222390613,0.6415054449823033
frozen_live_like_route_price,2026-06-14,Jeddah,fresh_runway_current_no,0.3,1.0,0.32000000000000006,1.0666666666666669,0.40646698725567343,0.3923433167190476,0.46155822005652725,0.38450808142821374,0.5659712075582723,0.4849791018657997,0.5484317370926155,0.4475074463636208
frozen_live_like_route_price,2026-06-14,Lucknow,fresh_runway_current_no,0.15,0.0,0.6400000000000001,4.2666666666666675,0.3964477080424942,0.38694062594880035,0.6328546784874794,0.6588099320331338,0.42978447002510733,0.5017848854200042,0.456683095645538,0.5954626512412257
frozen_live_like_route_price,2026-06-14,SanFrancisco,fresh_runway_current_no,0.18,1.0,0.6400000000000001,3.5555555555555562,0.3984449148452312,0.38801898735160806,0.4224027389415599,0.44883577764754595,0.32540035522019317,0.3796887515574871,0.34521062989484236,0.44121818779754596
frozen_live_like_route_price,2026-06-14,Shanghai,fresh_runway_current_no,0.427,0.0,0.11200000000000002,0.2622950819672132,0.41501161944842824,0.39693835232510444,0.20218371031291935,0.07531613971118686,0.23548526146760593,0.09968399237873117,0.23615536149899255,0.09673882180776767
frozen_live_like_route_price,2026-06-14,Taipei,false_fade_reheat_current_no,0.12,1.0,0.12675,1.0562500000000001,0.5496104322275959,0.47154506885415204,0.4321201150188994,0.23605466604138223,0.44920519401814973,0.2141854166086962,0.4067928027233559,0.16723022484221994
frozen_live_like_route_price,2026-06-15,Ankara,capped_d2_no,0.31,1.0,0.29250000000000004,0.9435483870967744,0.5306939689407877,0.5716169730710965,0.6126422229434809,0.6211203187990169,0.6467083101021055,0.6506888675960354,0.6119778503346918,0.6029314646678887
frozen_live_like_route_price,2026-06-15,Austin,false_fade_reheat_current_no,0.44,1.0,0.572,1.2999999999999998,0.571519511964243,0.5132101901274054,0.8957809369003643,0.4020726843710982,0.8999330069830865,0.5329670149218545,0.8943381129703405,0.5441693571682061
