trades,dates,cities,wins,win_rate,avg_ask,avg_cost,cost,pnl,roi,roi_ci_low,roi_ci_high,daily_negative_100pct,evidence_layer,scope,model,prob_col,trade_variant
46,33,24,25,0.5434782608695652,0.326195652173913,0.5024058964106473,23.11067123488977,19.455220758103234,0.8418284592587701,0.3043045646755532,1.402550423260754,13,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_probability
59,33,28,33,0.559322033898305,0.36652542372881364,0.3639819315254237,21.474933959999998,18.38544044150028,0.8561349001466396,0.2849584883905629,1.4911882566469565,8,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_current_score
37,28,20,19,0.5135135135135135,0.2838378378378378,0.49723058511068724,18.397531649095427,17.91066191289781,0.9735361381361421,0.2650105947468944,1.6306822700566759,12,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_probability
43,28,22,22,0.5116279069767442,0.30865116279069765,0.40043984093023255,17.21891316,16.410707866952997,0.9530629322805062,0.22595505252048187,1.7133930703535958,9,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_current_score
35,27,20,17,0.4857142857142857,0.30685714285714283,0.5197051428571431,18.189680000000006,15.259361420288045,0.8389021368318761,0.1644180034467912,1.4989759943480152,11,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,current_heuristic_score_over_ask_ge_1_size_score
41,30,25,26,0.6341463414634146,0.3369024390243902,0.5261616471766688,21.57262753424342,25.22516119970087,1.1693133420886994,0.5726223752036463,1.7613143466562984,8,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_probability
56,30,28,34,0.6071428571428571,0.38362499999999994,0.3755326642857143,21.029829200000002,20.21535675176606,0.9612706104035337,0.3416488900268454,1.5925896736184144,7,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_current_score
32,26,19,19,0.59375,0.306875,0.5414500537255461,17.326401719217476,21.942084609333445,1.2663959294558265,0.5585293841764691,1.9960604574679521,8,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_probability
40,26,23,24,0.6,0.34550000000000003,0.39750678000000006,15.900271200000002,18.30631260077092,1.1513207775205065,0.4110838025243481,1.9087015675520613,7,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_current_score
5,4,5,3,0.6,0.34199999999999997,0.43168912000000004,2.1584456000000003,1.5006429781830464,0.6952424365863314,-0.44997921541702274,2.035841161700242,1,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,current_heuristic_score_over_ask_ge_1_size_score
5,5,5,2,0.4,0.284,0.521302370816547,2.6065118540827346,1.6018993935221733,0.6145759095678092,-1.0,2.494705206555758,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_probability
6,5,5,2,0.3333333333333333,0.325,0.31134600000000007,1.8680760000000003,-0.011664850174216368,-0.006244312423164992,-1.0,0.7864995769667961,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_current_score
4,4,4,1,0.25,0.2525,0.5401093335211835,2.160437334084734,0.959987279378709,0.4443485882386892,-1.0,2.6768446734410665,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_probability
5,4,4,1,0.2,0.308,0.3244752000000001,1.6223760000000003,-0.36523314285714337,-0.22512237783173772,-1.0,0.5133973500412397,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_current_score
40,31,23,20,0.5,0.31125,0.50870314,20.348125600000003,16.76000439847109,0.823663305797124,0.2323246014046852,1.4739121194399427,12,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,current_heuristic_score_over_ask_ge_1_size_score
46,35,26,28,0.6086956521739131,0.33115217391304347,0.5256334649636121,24.179139388326156,26.82706059322304,1.1095126324543758,0.5464251079173286,1.687064663719754,11,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_probability
62,35,28,36,0.5806451612903226,0.37795161290322576,0.3693210516129032,22.897905199999997,20.203691901591842,0.8823380010146886,0.3154788334184238,1.4828904833828815,10,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_current_score
36,30,20,20,0.5555555555555556,0.30083333333333334,0.5413010848139503,19.486839053302212,22.902071888712154,1.1752584308860088,0.4586811143064397,1.890151013465972,11,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_probability
45,30,23,25,0.5555555555555556,0.3413333333333333,0.38939216000000004,17.5226472,17.94107945791378,1.023879511647862,0.31187476689066285,1.7375778666279065,10,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_plus_05_size_current_score
35,27,20,17,0.4857142857142857,0.30685714285714283,0.5197051428571431,18.189680000000006,15.259361420288045,0.8389021368318761,0.1644180034467912,1.4989759943480152,11,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,current_heuristic_score_over_ask_ge_1_size_score
40,29,24,23,0.575,0.33057499999999995,0.5206104006429815,20.82441602571926,21.13300968759406,1.014818838688858,0.4693566161293627,1.5733222142901637,9,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_probability
53,29,27,31,0.5849056603773585,0.37801886792452816,0.37664902188679267,19.96239816000001,19.109404052435966,0.9572699582120727,0.29290444496478524,1.625010123367726,8,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_current_score
34,27,20,18,0.5294117647058824,0.3124411764705882,0.5317665891368176,18.080064030651798,18.504243495087483,1.0234611704757548,0.3828479785340584,1.6393496637971787,9,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_probability
42,27,23,24,0.5714285714285714,0.34559523809523807,0.3969767657142858,16.673024160000004,17.357711274757847,1.0410655624431029,0.29816070845931214,1.8070256805793368,8,frozen_live_like_route_price,train_to_2026_06_20,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_current_score
5,4,5,3,0.6,0.34199999999999997,0.43168912000000004,2.1584456000000003,1.5006429781830464,0.6952424365863314,-0.44997921541702274,2.035841161700242,1,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,current_heuristic_score_over_ask_ge_1_size_score
5,5,5,2,0.4,0.284,0.5135037807074705,2.5675189035373527,1.4605283299163143,0.5688481311292773,-1.0,2.4702137644679203,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_probability
6,5,5,2,0.3333333333333333,0.325,0.31134600000000007,1.8680760000000003,-0.011664850174216368,-0.006244312423164992,-1.0,0.7864995769667961,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_current_score
4,4,4,1,0.25,0.2525,0.5349557070785649,2.1398228283142595,0.8450632460586922,0.394922063115117,-1.0,2.648104008138168,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_probability
5,4,4,1,0.2,0.308,0.3244752000000001,1.6223760000000003,-0.36523314285714337,-0.22512237783173772,-1.0,0.5133973500412397,3,frozen_live_like_route_price,forward_2026-06-21_plus,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_current_score
40,31,23,20,0.5,0.31125,0.50870314,20.348125600000003,16.76000439847109,0.823663305797124,0.2323246014046852,1.4739121194399427,12,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,current_heuristic_score_over_ask_ge_1_size_score
45,34,25,25,0.5555555555555556,0.32539999999999997,0.5198207762057024,23.39193492925661,22.593538017510376,0.9658687101276231,0.4293071774987878,1.506331755427822,12,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_probability
59,34,28,33,0.559322033898305,0.3726271186440678,0.3700080366101695,21.83047416,19.097739202261753,0.8748201739591419,0.2868719589875115,1.4914772790915545,11,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_size_current_score
38,31,21,19,0.5,0.3061315789473684,0.5321022857622646,20.219886858966056,19.349306741146172,0.9569443625529563,0.3598066145660517,1.5872072116150178,12,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_probability
47,31,23,25,0.5319148936170213,0.3415957446808511,0.3892638331914894,18.29540016,16.992478131900704,0.9287841743441103,0.2486826334830475,1.6469374832599033,11,frozen_live_like_route_price,all_trainfit_forward_scored,logit_mechanism_plus_heuristic_score,p_no_logit_mechanism_plus_heuristic_score,model_p_ge_ask_plus_05_size_current_score
36,28,20,16,0.4444444444444444,0.30166666666666664,0.527164888888889,18.977936000000003,14.70425275501931,0.7748077954852048,0.15465816145963582,1.4242672617929277,12,historical_best_ask_diagnostic,train_to_2026_06_20,logit_market_route,p_no_logit_market_route,current_heuristic_score_over_ask_ge_1_size_score
53,30,25,25,0.4716981132075472,0.30816981132075477,0.441127178231952,23.379740446293457,15.572352435946012,0.6660618184242845,0.15860465976813357,1.2378236187560356,10,historical_best_ask_diagnostic,train_to_2026_06_20,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_probability
77,30,32,32,0.4155844155844156,0.39471428571428574,0.3295142127272728,25.372594380000006,13.319510783029148,0.524956596221326,-0.020455912091724426,1.1167904661009722,9,historical_best_ask_diagnostic,train_to_2026_06_20,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_current_score
46,28,23,21,0.45652173913043476,0.281804347826087,0.4316115146797185,19.85412967526705,14.931314628145703,0.752050826319833,0.19675790598618959,1.3567123996220691,10,historical_best_ask_diagnostic,train_to_2026_06_20,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_probability
58,28,29,24,0.41379310344827586,0.3465172413793103,0.3427034551724139,19.876800400000008,14.857075393507778,0.7474580966012906,0.12085054725152078,1.4453678373822583,9,historical_best_ask_diagnostic,train_to_2026_06_20,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_current_score
5,4,5,3,0.6,0.31399999999999995,0.42400912000000013,2.1200456000000005,2.006082404706344,0.9462449320459634,-0.2863630465810305,2.3928145099983564,1,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_market_route,p_no_logit_market_route,current_heuristic_score_over_ask_ge_1_size_score
7,6,5,3,0.42857142857142855,0.3274285714285714,0.4819340106539544,3.373538074577681,1.0135062758968696,0.3004282902672578,-0.6530248290584801,1.5878901307155748,3,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_probability
13,6,9,6,0.46153846153846156,0.46315384615384614,0.2915177846153847,3.7897312000000007,1.6111336668764324,0.4251313831641759,-0.19250783596302004,1.0060933000883654,1,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_current_score
7,6,5,3,0.42857142857142855,0.3274285714285714,0.4819340106539544,3.373538074577681,1.0135062758968696,0.3004282902672578,-0.6530248290584801,1.5878901307155748,3,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_probability
7,6,5,3,0.42857142857142855,0.3274285714285714,0.3426567771428572,2.3985974400000005,1.2459129244742355,0.5194339423935328,-0.7328132743715758,1.804251571478644,3,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_current_score
41,32,23,19,0.4634146341463415,0.30317073170731706,0.5145849170731709,21.097981600000004,16.710335159725652,0.7920347773801096,0.19368307055176281,1.3980314364577247,13,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_market_route,p_no_logit_market_route,current_heuristic_score_over_ask_ge_1_size_score
60,36,25,28,0.4666666666666667,0.3104166666666666,0.4458879753478524,26.753278520871145,16.585858711842878,0.6199561186081805,0.1562619550126073,1.1160908403528078,13,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_probability
90,36,33,38,0.4222222222222222,0.4046,0.3240258397777778,29.162325580000005,14.930644449905577,0.5119840120070964,0.05746099603521162,1.0165907574648618,10,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_market_route,p_no_logit_market_route,model_p_ge_ask_size_current_score
53,34,24,24,0.4528301886792453,0.2878301886792453,0.43825788207254224,23.227667749844738,15.94482090404257,0.6864581100334171,0.19206942561570442,1.2174849592293047,13,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_probability
65,34,29,27,0.4153846153846154,0.34446153846153843,0.34269842830769237,22.275397840000004,16.10298831798201,0.7229046337868688,0.12428193636172628,1.3456010570490182,12,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_market_route,p_no_logit_market_route,model_p_ge_ask_plus_05_size_current_score
36,28,20,16,0.4444444444444444,0.30166666666666664,0.527164888888889,18.977936000000003,14.70425275501931,0.7748077954852048,0.15465816145963582,1.4242672617929277,12,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather,p_no_logit_mechanism_weather,current_heuristic_score_over_ask_ge_1_size_score
47,32,23,26,0.5531914893617021,0.3416595744680851,0.5216811638738613,24.51901470207148,20.862527791475262,0.8508713765611755,0.3892929174460495,1.320252905886289,7,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_probability
77,32,31,48,0.6233766233766234,0.46045454545454545,0.3423226631168832,26.358845060000007,19.089924039409727,0.7242321883206867,0.22087939769678913,1.2891836348428094,4,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_current_score
41,32,22,24,0.5853658536585366,0.33678048780487807,0.5404318462359937,22.15770569567574,21.209307747243596,0.9571978271822054,0.4473759267994175,1.4815986955569798,9,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_probability
66,32,29,41,0.6212121212121212,0.4370454545454545,0.3644244206060607,24.052011760000003,18.375373705842197,0.7639848961159079,0.21513358472669383,1.3657508524071356,7,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_current_score
5,4,5,3,0.6,0.31399999999999995,0.42400912000000013,2.1200456000000005,2.006082404706344,0.9462449320459634,-0.2863630465810305,2.3928145099983564,1,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_mechanism_weather,p_no_logit_mechanism_weather,current_heuristic_score_over_ask_ge_1_size_score
7,6,6,2,0.2857142857142857,0.3485714285714286,0.5440422199042193,3.808295539329535,0.09481140424260992,0.024896020611704373,-1.0,1.4586218118421668,4,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_probability
13,6,9,6,0.46153846153846156,0.470923076923077,0.3120984338461538,4.05727964,0.7179805896644142,0.17696108066744304,-0.46013386255248556,0.662418315206989,1,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_current_score
7,6,6,2,0.2857142857142857,0.3485714285714286,0.5440422199042193,3.808295539329535,0.09481140424260992,0.024896020611704373,-1.0,1.4586218118421668,4,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_probability
9,6,7,3,0.3333333333333333,0.40444444444444444,0.3238396888888889,2.9145572000000004,0.3072951997523903,0.10543460933015493,-0.9012382419818153,0.7449487301779499,3,historical_best_ask_diagnostic,forward_2026-06-21_plus,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_current_score
41,32,23,19,0.4634146341463415,0.30317073170731706,0.5145849170731709,21.097981600000004,16.710335159725652,0.7920347773801096,0.19368307055176281,1.3980314364577247,13,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,current_heuristic_score_over_ask_ge_1_size_score
54,38,24,28,0.5185185185185185,0.34255555555555545,0.524579819285204,28.327310241401015,20.95733919571787,0.7398280675829305,0.3249494590129488,1.1779329442126398,11,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_probability
90,38,31,54,0.6,0.46196666666666664,0.33795694111111113,30.4161247,19.807904629074148,0.651230386002269,0.2153021837007724,1.1128915887141475,5,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_size_current_score
48,38,24,26,0.5416666666666666,0.3385,0.54095835906261,25.96600123500528,21.3041191514862,0.8204620711011019,0.3569844849401076,1.3160011411563872,13,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_probability
75,38,29,44,0.5866666666666667,0.4331333333333333,0.35955425280000003,26.966568960000004,18.68266890559459,0.6928085264872564,0.19898667640959133,1.2215323670545832,10,historical_best_ask_diagnostic,all_trainfit_forward_scored,logit_mechanism_weather,p_no_logit_mechanism_weather,model_p_ge_ask_plus_05_size_current_score
36,28,20,16,0.4444444444444444,0.30166666666666664,0.527164888888889,18.977936000000003,14.70425275501931,0.7748077954852048,0.15465816145963582,1.4242672617929277,12,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,current_heuristic_score_over_ask_ge_1_size_score
43,32,24,24,0.5581395348837209,0.3326279069767441,0.5365605439498998,23.07210338984569,23.3000682246662,1.0098805397569794,0.4184723227686684,1.6151164118568435,11,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_probability
80,32,32,51,0.6375,0.47190000000000004,0.324896594,25.991727519999998,21.274151683577717,0.8184970263022255,0.3049763517949605,1.3644753790202486,5,historical_best_ask_diagnostic,train_to_2026_06_20,logit_mechanism_weather_citybias,p_no_logit_mechanism_weather_citybias,model_p_ge_ask_size_current_score
