trades,dates,cities,wins,win_rate,avg_ask,avg_cost,cost,pnl,roi,roi_ci_low,roi_ci_high,daily_negative_100pct,target_date,evidence_layer,model,dropped_numeric_all_missing_in_train
1,1,1,0,0.0,0.72,0.7638306872163261,0.7638306872163261,-0.7638306872163261,-1.0,,,1,2026-06-24,historical_best_ask_diagnostic,logit_market_route,
1,1,1,0,0.0,0.4,0.6103719915268351,0.6103719915268351,-0.6103719915268351,-1.0,,,1,2026-06-25,historical_best_ask_diagnostic,logit_market_route,
1,1,1,0,0.0,0.29,0.40306644623207755,0.40306644623207755,-0.40306644623207755,-1.0,,,1,2026-06-26,historical_best_ask_diagnostic,logit_market_route,
1,1,1,1,1.0,0.679,0.8361586445035876,0.8361586445035876,0.39529738569315387,0.47275405007363747,,,0,2026-06-07,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,2,1.0,0.375,0.4552846181314615,0.910569236262923,1.5518487953433473,1.704262271930366,,,0,2026-06-08,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,2,1.0,0.32499999999999996,0.4833367616260705,0.966673523252141,2.5377383726176466,2.6252279715700033,,,0,2026-06-09,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,0,0.0,0.295,0.38985232840279593,0.7797046568055919,-0.7797046568055919,-1.0,,,1,2026-06-10,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,1,0.5,0.255,0.47708142282524524,0.9541628456504905,1.4825558423917304,1.5537765373593158,,,0,2026-06-11,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,2,1.0,0.23500000000000001,0.47637337451892553,0.9527467490378511,3.4081248612831763,3.5771571666079516,,,0,2026-06-12,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,1,1.0,0.65,0.6965055467935106,0.6965055467935106,0.3750414482734288,0.5384615384615384,,,0,2026-06-13,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,1,0.5,0.16499999999999998,0.46080207943868157,0.9216041588773631,1.3838117038844389,1.5015250208615663,,,0,2026-06-14,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.23,0.5509273913002984,0.5509273913002984,-0.5509273913002984,-1.0,,,1,2026-06-15,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,1,0.5,0.335,0.44737839133724977,0.8947567826744995,0.18293391746049714,0.20445099830782287,,,0,2026-06-16,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.38,0.4857076701936652,0.4857076701936652,-0.4857076701936652,-1.0,,,1,2026-06-17,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,1,1.0,0.7,0.8172089697823781,0.8172089697823781,0.35023241562101926,0.42857142857142866,,,0,2026-06-18,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,1,0.5,0.33,0.47142371881886225,0.9428474376377245,0.3041754941225565,0.32261369335070683,,,0,2026-06-19,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.11,0.5299256009864745,0.5299256009864745,-0.5299256009864745,-1.0,,,1,2026-06-20,historical_best_ask_diagnostic,logit_mechanism_weather,
2,1,2,1,0.5,0.3,0.42362399148203145,0.8472479829640629,0.5647811934743838,0.666606713536832,,,0,2026-06-21,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.22,0.36741598453948343,0.36741598453948343,-0.36741598453948343,-1.0,,,1,2026-06-22,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,1,1.0,0.21,0.46438983490957686,0.46438983490957686,1.7469903313265038,3.7619047619047628,,,0,2026-06-23,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.72,0.8210496434930203,0.8210496434930203,-0.8210496434930203,-1.0,,,1,2026-06-24,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.4,0.638686577832699,0.638686577832699,-0.638686577832699,-1.0,,,1,2026-06-25,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,0,0.0,0.29,0.512759252034097,0.512759252034097,-0.512759252034097,-1.0,,,1,2026-06-26,historical_best_ask_diagnostic,logit_mechanism_weather,
1,1,1,1,1.0,0.49,0.673445793722279,0.673445793722279,0.7009333771395149,1.0408163265306123,,,0,2026-06-07,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.31,0.4167560798564855,0.4167560798564855,0.9276183712934676,2.225806451612903,,,0,2026-06-08,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,2,1.0,0.28,0.45049117989946863,0.9009823597989373,2.6707473047955177,2.9642614816471213,,,0,2026-06-09,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
