city,target_date,decision_snapshot_dt,label,market_mid,route,p_market_raw,p_market_cal,p_market_plus_clock,p_core,p_core_no_obs_age,p_core_no_clock,p_core_no_wind,p_no_path,p_path_added,p_cc_added,decision_snapshot_ts_utc,decision_hour_local,current_bracket,current_yes_bid,current_yes_ask,current_yes_ask_size,taker_cost,orderbook_file,front,five_share_executable,five_share_cost_per_share,five_share_principal_vwap,five_share_best_ask,five_share_cost_source,five_share_slippage_per_share,model_probability,model_edge_after_fee_and_depth,ten_share_executable,ten_share_cost_per_share,ten_share_max_ask_price,ten_share_positive_ev
Istanbul,2026-06-18,2026-06-18 11:30:53+00:00,1,0.955,False,0.955,0.9444841450617266,0.9497853106209204,0.9593270549576955,0.9628886498367996,0.9586861117354172,0.9494874611869604,0.961484901946932,0.9632723650364394,0.9609830343413694,2026-06-18T11:30:53+00:00,14,23,0.95,0.96,97.28,0.96192,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-18/orderbook_snapshot_20260618_1930.jsonl.gz,False,True,0.96192,0.96,0.96,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9628886498367996,0.0009686498367996,True,0.9619199999999999,0.96,True
Karachi,2026-06-18,2026-06-18 09:31:27+00:00,1,0.87,False,0.87,0.8553199144857442,0.8927281022639668,0.9313313736544055,0.9285129663818724,0.9146567041734308,0.8921737848730605,0.91933907868679,0.9141730923600412,0.9184152767970314,2026-06-18T09:31:27+00:00,14,34,0.82,0.92,12.5,0.92368,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-18/orderbook_snapshot_20260618_1731.jsonl.gz,False,True,0.92368,0.9200000000000002,0.92,feature_top_ask_covers_quantity,0.0,0.9285129663818724,0.0048329663818724,True,0.9236800000000001,0.92,True
Wellington,2026-06-18,2026-06-18 01:00:52+00:00,1,0.8300000000000001,False,0.8300000000000001,0.815799169480628,0.8711013916559716,0.9136407812455426,0.8683953545790072,0.8879657763062264,0.9087914405118528,0.905284161182857,0.9015757057295842,0.8914573913861181,2026-06-18T01:00:52+00:00,13,14,0.8,0.86,107.41,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-18/orderbook_snapshot_20260618_0900.jsonl.gz,False,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.8683953545790072,0.0023753545790071,True,0.86602,0.86,True
Istanbul,2026-06-19,2026-06-19 12:30:53+00:00,1,0.95,False,0.95,0.9390772648132878,0.941801906355993,0.9594579543781446,0.9627783277781452,0.9573701188319516,0.943277727419922,0.9625228446259052,0.9633646198791224,0.9672114777373167,2026-06-19T12:30:53+00:00,15,24,0.94,0.96,72.74,0.96192,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-19/orderbook_snapshot_20260619_2030.jsonl.gz,False,True,0.96192,0.96,0.96,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9627783277781452,0.0008583277781453,True,0.9619199999999999,0.96,True
LA,2026-06-19,2026-06-19 22:30:53+00:00,1,0.9895,False,0.9895,0.985161824470154,0.9868246421044302,0.99124414399026,0.9916213166419036,0.9903752341453164,0.9873664041519212,0.9918133142584362,0.9925738773431796,0.992896001556694,2026-06-19T22:30:53+00:00,15,70-71,0.989,0.99,940.1,0.9905,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_0630.jsonl.gz,False,True,0.9905000000000002,0.99,0.99,feature_top_ask_covers_quantity,2.220446049250313e-16,0.9916213166419036,0.0011213166419034,True,0.9905000000000002,0.99,True
TelAviv,2026-06-19,2026-06-19 11:30:16+00:00,1,0.875,False,0.875,0.8611324844354434,0.8947037173663677,0.8940049214037554,0.9028542621596484,0.8709472378620725,0.8838667210464335,0.8968307502411995,0.8934652600856532,0.887288323708563,2026-06-19T11:30:16+00:00,14,29,0.87,0.88,304.86,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-19/orderbook_snapshot_20260619_1930.jsonl.gz,False,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9028542621596484,0.0175742621596481,True,0.8852800000000001,0.88,True
Chengdu,2026-06-20,2026-06-20 06:31:17+00:00,1,0.9855,True,0.9855,0.9814332050978128,0.997704098163001,0.9959195738753588,0.9958481306256706,0.97471300875816,0.9980283631603896,0.9960955083094964,0.9975555346851812,0.9987821982629316,2026-06-20T06:31:17+00:00,14,28,0.981,0.99,3.98,0.9905,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_1431.jsonl.gz,False,True,0.9906938,0.990204,0.99,archived_full_ask_ladder,0.0001938000000001,0.9958481306256706,0.0051543306256705,True,0.9910719,0.991,True
Helsinki,2026-06-20,2026-06-20 13:30:53+00:00,1,0.86,True,0.86,0.8488764235939493,0.8373353204002769,0.9011017571413809,0.9076755409331312,0.8982865904031694,0.8441849402899215,0.9081350779466956,0.9166087553268514,0.9566118462510912,2026-06-20T13:30:53+00:00,16,24,0.85,0.87,126.94,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_2130.jsonl.gz,False,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9076755409331312,0.0320155409331314,True,0.8756599999999999,0.87,True
Istanbul,2026-06-20,2026-06-20 14:31:30+00:00,1,0.8300000000000001,False,0.8300000000000001,0.8193012464868528,0.867198510673743,0.9089226733800876,0.9156764813684206,0.8556259150808899,0.871026904438059,0.9033049607661304,0.9039413632208582,0.9082598634340848,2026-06-20T14:31:30+00:00,17,24,0.78,0.88,75.54,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_2231.jsonl.gz,False,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9156764813684206,0.0303964813684205,True,0.8852800000000001,0.88,True
Karachi,2026-06-20,2026-06-20 08:31:35+00:00,0,0.825,False,0.825,0.8144139179150046,0.8447616357617206,0.8819790195211887,0.8786526327660747,0.8749571249190212,0.8372046566910923,0.8569119931928504,0.8717104953774868,0.8642152068670518,2026-06-20T08:31:35+00:00,13,34,0.78,0.87,23.85,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_1631.jsonl.gz,False,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.8786526327660747,0.0029926327660748,True,0.8756599999999999,0.87,True
Tokyo,2026-06-20,2026-06-20 07:30:53+00:00,1,0.981,False,0.981,0.9761372412847192,0.988631723860225,0.9907354383760628,0.9902109830071956,0.9798825226613715,0.9910563649278484,0.989296210480074,0.9880744972538852,0.986683226297559,2026-06-20T07:30:53+00:00,16,24,0.976,0.986,72.0,0.98669,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_1530.jsonl.gz,False,True,0.98669,0.986,0.986,feature_top_ask_covers_quantity,0.0,0.9902109830071956,0.0035209830071954,True,0.98669,0.986,True
Wellington,2026-06-20,2026-06-20 01:30:53+00:00,1,0.865,False,0.865,0.8538523340567894,0.7310968260251082,0.9011692540560066,0.8949839868207692,0.9539502297731643,0.7559466581128812,0.8889263132093181,0.8813325732002466,0.8880516490868158,2026-06-20T01:30:53+00:00,13,17,0.84,0.89,124.03,0.8949,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-20/orderbook_snapshot_20260620_0930.jsonl.gz,False,True,0.8949,0.89,0.89,feature_top_ask_covers_quantity,0.0,0.8949839868207692,8.39868207691552e-05,True,0.8949,0.89,True
Amsterdam,2026-06-21,2026-06-21 15:32:43+00:00,1,0.855,False,0.855,0.8448872111730616,0.8516371489399038,0.8735039971468677,0.8770967123003489,0.8426919857289371,0.8696777160137644,0.8839050704676924,0.8843698946247499,0.884514794218105,2026-06-21T15:32:43+00:00,17,26,0.85,0.86,25.0,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-21/orderbook_snapshot_20260621_2332.jsonl.gz,False,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.8770967123003489,0.0110767123003489,True,0.86602,0.86,True
Austin,2026-06-21,2026-06-21 21:30:52+00:00,1,0.925,False,0.925,0.9158795929246092,0.8915168144646831,0.9395145411589788,0.9411609920194176,0.9479447822983328,0.8923385959571496,0.9358932525644756,0.926855897730112,0.947890399842329,2026-06-21T21:30:52+00:00,16,92-93,0.92,0.93,25.0,0.93325,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-22/orderbook_snapshot_20260622_0530.jsonl.gz,False,True,0.93325,0.93,0.93,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9411609920194176,0.0079109920194175,True,0.9332500000000001,0.93,True
NYC,2026-06-22,2026-06-22 19:30:31+00:00,1,0.883,False,0.883,0.8721168805618336,0.9337159236514996,0.9322599068527478,0.9348551172569448,0.8728191671319938,0.9393514169774524,0.9281850242771302,0.921187179142892,0.894493935200477,2026-06-22T19:30:31+00:00,15,72-73,0.855,0.911,40.0,0.91505,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-23/orderbook_snapshot_20260623_0330.jsonl.gz,False,True,0.91505,0.911,0.911,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9348551172569448,0.0198051172569448,True,0.9150499999999999,0.911,True
SanFrancisco,2026-06-22,2026-06-22 21:30:13+00:00,1,0.925,False,0.925,0.9156095270920928,0.9121008301807628,0.951645945756874,0.9515068513055214,0.9557726241053895,0.9157797723166896,0.9554138726992918,0.9484909447063498,0.9485945007069994,2026-06-22T21:30:13+00:00,14,66-67,0.91,0.94,89.01,0.94282,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-23/orderbook_snapshot_20260623_0530.jsonl.gz,False,True,0.94282,0.9399999999999998,0.94,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9515068513055214,0.0086868513055214,True,0.9428199999999999,0.94,True
Shanghai,2026-06-22,2026-06-22 05:31:28+00:00,1,0.845,False,0.845,0.8337347298626836,0.858934808949667,0.922596548386218,0.9211164202727796,0.9173897621648206,0.8795389532307802,0.9143995669331028,0.9193119741022296,0.9047112318036662,2026-06-22T05:31:28+00:00,13,24,0.84,0.85,60.0,0.85638,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-22/orderbook_snapshot_20260622_1331.jsonl.gz,False,True,0.85638,0.85,0.85,feature_top_ask_covers_quantity,0.0,0.9211164202727796,0.0647364202727797,True,0.85638,0.85,True
CapeTown,2026-06-23,2026-06-23 11:30:33+00:00,1,0.96,True,0.96,0.9544850712854698,0.9527872215098048,0.9768811210251184,0.9764782071520072,0.9805298489862572,0.954775690025091,0.9718065486582091,0.9739113585479666,0.9837755271857908,2026-06-23T11:30:33+00:00,13,17,0.95,0.97,79.99,0.97146,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-23/orderbook_snapshot_20260623_1930.jsonl.gz,False,True,0.97146,0.97,0.97,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9764782071520072,0.0050182071520072,True,0.9714599999999999,0.97,True
Karachi,2026-06-23,2026-06-23 09:30:16+00:00,1,0.94,False,0.94,0.933214910129592,0.9393711674141124,0.9700162172671644,0.9694133813996264,0.9693056315439942,0.9365564992644678,0.9619666763917878,0.9618011454069254,0.9579543894367256,2026-06-23T09:30:16+00:00,14,34,0.93,0.95,179.0,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-23/orderbook_snapshot_20260623_1730.jsonl.gz,False,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.9694133813996264,0.0170333813996265,True,0.95238,0.95,True
Manila,2026-06-23,2026-06-23 07:30:53+00:00,1,0.97,False,0.97,0.9653375762706036,0.9786809782272587,0.9871991894081704,0.986980211904792,0.9798109240150388,0.9810037805421248,0.9884903616906076,0.9876064665797316,0.9875273251890236,2026-06-23T07:30:53+00:00,15,32,0.96,0.98,58.0,0.98098,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-23/orderbook_snapshot_20260623_1530.jsonl.gz,False,True,0.98098,0.98,0.98,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.986980211904792,0.0060002119047918,True,0.9809800000000001,0.98,True
Amsterdam,2026-06-25,2026-06-25 15:54:50+00:00,1,0.8734999999999999,False,0.8734999999999999,0.8644970607346784,0.8629307936734454,0.90603883089559,0.908926886750606,0.8891913774273837,0.8842240280936321,0.915863242845784,0.9126738857140166,0.8929536082241206,2026-06-25T15:54:50+00:00,17,29,0.867,0.88,7.19,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-25/orderbook_snapshot_20260625_2354.jsonl.gz,False,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.908926886750606,0.0236468867506058,True,0.8904110600000001,0.899,True
BuenosAires,2026-06-25,2026-06-25 17:30:09+00:00,1,0.8,False,0.8,0.7914132346264263,0.7686890543451329,0.8217888763163909,0.8209847314403024,0.8438971921278018,0.7783812094454886,0.8066901405916276,0.791912589081885,0.8031373442615597,2026-06-25T17:30:09+00:00,14,12,0.79,0.81,179.88,0.8177000000000001,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_0130.jsonl.gz,False,True,0.8176900000000001,0.8100000000000002,0.81,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8209847314403024,0.0032947314403022,True,0.8176900000000001,0.81,True
Dallas,2026-06-25,2026-06-25 22:31:24+00:00,1,0.87,False,0.87,0.8609681629046723,0.8776755174448413,0.8914859164074295,0.8919771438536991,0.8557105280650865,0.8791408830963497,0.8952644817019162,0.8857482958914015,0.8621326939901561,2026-06-25T22:31:24+00:00,17,92-93,0.86,0.88,8.0,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_0631.jsonl.gz,False,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8919771438536991,0.006697143853699,True,0.887204,0.89,True
Karachi,2026-06-25,2026-06-25 09:30:25+00:00,1,0.94,False,0.94,0.9329545642379858,0.9481020549630604,0.9728031212783198,0.9726727857200071,0.9680737086269952,0.9459438949710433,0.9650117390625428,0.9648510447376064,0.9602499419388646,2026-06-25T09:30:25+00:00,14,33,0.93,0.95,52.59,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-25/orderbook_snapshot_20260625_1730.jsonl.gz,False,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.9726727857200071,0.0202927857200072,True,0.95238,0.95,True
Manila,2026-06-25,2026-06-25 05:30:32+00:00,1,0.905,False,0.905,0.8965491345402327,0.9133760276491152,0.9503707193136356,0.950171582075458,0.9486741867884214,0.9197445845462768,0.9558886876685074,0.9525083254154176,0.9528015312303384,2026-06-25T05:30:32+00:00,13,32,0.89,0.92,37.2,0.92368,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-25/orderbook_snapshot_20260625_1330.jsonl.gz,False,True,0.92368,0.9200000000000002,0.92,feature_top_ask_covers_quantity,0.0,0.950171582075458,0.0264915820754579,True,0.9236800000000001,0.92,True
Tokyo,2026-06-25,2026-06-25 04:30:53+00:00,1,0.9795,False,0.9795,0.9757405394488065,0.9967058753110516,0.9969846674090244,0.9969856166929716,0.9843525145034688,0.9972320533772469,0.997439726529827,0.9974943444163752,0.9973951508698328,2026-06-25T04:30:53+00:00,13,22,0.97,0.989,91.0,0.98954,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-25/orderbook_snapshot_20260625_1230.jsonl.gz,False,True,0.98954,0.989,0.989,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9969856166929716,0.0074456166929716,True,0.9895400000000001,0.989,True
Chongqing,2026-06-26,2026-06-26 07:30:39+00:00,1,0.955,False,0.955,0.9499183823189076,0.9516351374641,0.9676104356675156,0.9679572701554888,0.9658547485285172,0.961486081232429,0.9732048776880762,0.9691319476066356,0.9627516787142876,2026-06-26T07:30:39+00:00,15,23,0.95,0.96,71.61,0.96192,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_1530.jsonl.gz,False,True,0.96192,0.96,0.96,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9679572701554888,0.0060372701554888,True,0.9619199999999999,0.96,True
Istanbul,2026-06-26,2026-06-26 13:30:57+00:00,0,0.8,False,0.8,0.7918926861076117,0.8259315670027203,0.8719913753105342,0.8700175789886493,0.832425527780947,0.8443531169814645,0.8800127954412216,0.8823689205571267,0.8807479783455979,2026-06-26T13:30:57+00:00,16,27,0.76,0.84,18.41,0.8467199999999999,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_2130.jsonl.gz,False,True,0.84672,0.8400000000000001,0.84,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8700175789886493,0.0232975789886492,True,0.84672,0.84,True
SanFrancisco,2026-06-26,2026-06-26 20:30:17+00:00,1,0.81,False,0.81,0.8018194724424802,0.7890498112122809,0.8740829336601375,0.8740020983572382,0.8941137213206514,0.8010508039137078,0.8848138594532176,0.8633393265217125,0.8772086889504767,2026-06-26T20:30:17+00:00,13,68-69,0.76,0.86,82.65,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-27/orderbook_snapshot_20260627_0430.jsonl.gz,False,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.8740020983572382,0.0079820983572381,True,0.86602,0.86,True
Taipei,2026-06-26,2026-06-26 07:30:39+00:00,1,0.9745,False,0.9745,0.9709405958190686,0.9965380744664868,0.9954696846127988,0.9954834123726368,0.969009103585737,0.9971910754266692,0.9959960725067536,0.9960413421022752,0.9959425476666232,2026-06-26T07:30:39+00:00,15,28,0.96,0.989,37.05,0.98954,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_1530.jsonl.gz,False,True,0.98954,0.989,0.989,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9954834123726368,0.0059434123726367,True,0.9895400000000001,0.989,True
Wellington,2026-06-26,2026-06-26 01:30:03+00:00,1,0.9805,False,0.9805,0.9775347408181948,0.9967155949176448,0.9995615596443582,0.9995671207954964,0.9979790299598404,0.9971357970569376,0.9996285832915156,0.9996721369171724,0.999647605160435,2026-06-26T01:30:03+00:00,13,11,0.971,0.99,187.33,0.9905,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-26/orderbook_snapshot_20260626_0930.jsonl.gz,False,True,0.9905000000000002,0.99,0.99,feature_top_ask_covers_quantity,2.220446049250313e-16,0.9995671207954964,0.009067120795496,True,0.9905000000000002,0.99,True
Tokyo,2026-06-27,2026-06-27 05:30:59+00:00,1,0.96,False,0.96,0.955931998634046,0.9755272966197528,0.9714533292255244,0.9717040592134414,0.9541606010889978,0.9800136107849284,0.9720656210498034,0.9727161819843976,0.9684245107176078,2026-06-27T05:30:59+00:00,14,23,0.95,0.97,109.62,0.97146,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-27/orderbook_snapshot_20260627_1330.jsonl.gz,False,True,0.97146,0.97,0.97,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9717040592134414,0.0002440592134415,True,0.9714599999999999,0.97,True
Wellington,2026-06-27,2026-06-27 03:30:21+00:00,1,0.815,False,0.815,0.8076234161834823,0.8021284203326198,0.9470051824508926,0.9490213914364268,0.947095135189165,0.8367277956339751,0.9346116993691392,0.9321676592462584,0.9341332334526044,2026-06-27T03:30:21+00:00,15,11,0.8,0.83,24.0,0.8370599999999999,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-27/orderbook_snapshot_20260627_1130.jsonl.gz,False,True,0.8370599999999999,0.8299999999999998,0.83,feature_top_ask_covers_quantity,0.0,0.9490213914364268,0.111961391436427,True,0.8370599999999999,0.83,True
Istanbul,2026-06-30,2026-06-30 11:54:37+00:00,1,0.88,False,0.88,0.8703297335173965,0.8677753940409471,0.9414438766335153,0.9259417204963808,0.9441205713463374,0.909807435415244,0.9413226152575386,0.939556900057348,0.9403107292484212,2026-06-30T11:54:37+00:00,14,27,0.85,0.91,58.0,0.91409,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-30/orderbook_snapshot_20260630_1954.jsonl.gz,False,True,0.91409,0.91,0.91,feature_top_ask_covers_quantity,0.0,0.9259417204963808,0.0118517204963807,True,0.9140900000000001,0.91,True
Karachi,2026-06-30,2026-06-30 08:40:31+00:00,1,0.915,False,0.915,0.9068025089598846,0.8928770057489885,0.936822200643018,0.933474252589616,0.9504035607349656,0.8920302784012157,0.931416554908414,0.9268769924945384,0.9294059140040246,2026-06-30T08:40:31+00:00,13,34,0.91,0.92,366.07,0.92368,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-30/orderbook_snapshot_20260630_1640.jsonl.gz,False,True,0.92368,0.9200000000000002,0.92,feature_top_ask_covers_quantity,0.0,0.933474252589616,0.0097942525896158,True,0.9236800000000001,0.92,True
Singapore,2026-06-30,2026-06-30 09:19:27+00:00,1,0.9075,False,0.9075,0.8989345192237767,0.912599458299146,0.9275365343839314,0.9360191947086648,0.9016035746431864,0.9193450206690046,0.9354230699683904,0.9338189140974912,0.9070855446514056,2026-06-30T09:19:27+00:00,17,28,0.883,0.932,12.0,0.93517,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-30/orderbook_snapshot_20260630_1719.jsonl.gz,False,True,0.93517,0.932,0.932,feature_top_ask_covers_quantity,0.0,0.9360191947086648,0.0008491947086648,True,0.9351700000000001,0.932,True
CapeTown,2026-07-01,2026-07-01 12:23:28+00:00,1,0.86,False,0.86,0.8487431188485329,0.8655613948976665,0.8775470238522022,0.8869164153958401,0.8680408856613296,0.8576670553200422,0.865378365253773,0.8669487706597321,0.8640541552511747,2026-07-01T12:23:28+00:00,14,15,0.85,0.87,643.82,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_2023.jsonl.gz,False,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.8869164153958401,0.0112564153958402,True,0.8756599999999999,0.87,True
Istanbul,2026-07-01,2026-07-01 10:32:16+00:00,1,0.835,False,0.835,0.8230674411268346,0.8072942384785916,0.8787530594760732,0.8706207639029093,0.8982813096657294,0.8246562721052051,0.8882903810877402,0.8780293612703093,0.8817947011022371,2026-07-01T10:32:16+00:00,13,28,0.83,0.84,136.0,0.8467199999999999,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_1832.jsonl.gz,False,True,0.84672,0.8400000000000001,0.84,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8706207639029093,0.0239007639029092,True,0.84672,0.84,True
Munich,2026-07-01,2026-07-01 11:46:00+00:00,1,0.9735,False,0.9735,0.9693839685518696,0.9948919492846412,0.9945871701484577,0.9932044937990452,0.9753039110258148,0.9964535231542204,0.9950919151772502,0.9958843316125916,0.995250431867856,2026-07-01T11:46:00+00:00,13,22,0.961,0.986,259.57,0.98669,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_1946.jsonl.gz,False,True,0.98669,0.986,0.986,feature_top_ask_covers_quantity,0.0,0.9932044937990452,0.0065144937990453,True,0.98669,0.986,True
Shanghai,2026-07-01,2026-07-01 05:57:05+00:00,1,0.835,True,0.835,0.8230674411268346,0.9694775976577892,0.972874821252712,0.9659409628036107,0.87232229079753,0.9801853172245248,0.9726882075471568,0.973671923721227,0.9800117121058798,2026-07-01T05:57:05+00:00,13,26,0.8,0.87,55.92,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_1357.jsonl.gz,False,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9659409628036107,0.0902809628036108,True,0.8756599999999999,0.87,True
TelAviv,2026-07-01,2026-07-01 12:23:28+00:00,1,0.885,False,0.885,0.8746617236041367,0.8980913168658328,0.9019882397947128,0.9023246064877574,0.8781764588795983,0.8980389850498719,0.905651742340311,0.9070075382443372,0.9008619649938988,2026-07-01T12:23:28+00:00,15,31,0.88,0.89,27.31,0.8949,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_2023.jsonl.gz,False,True,0.8949,0.89,0.89,feature_top_ask_covers_quantity,0.0,0.9023246064877574,0.0074246064877573,True,0.8949,0.89,True
Wellington,2026-07-01,2026-07-01 01:39:49+00:00,1,0.815,False,0.815,0.8026785337287473,0.8100555556174739,0.8461581076301249,0.8383718566377643,0.8532304147336865,0.8300115544496569,0.8747251338737497,0.8705803553911695,0.8860935411367282,2026-07-01T01:39:49+00:00,13,12,0.8,0.83,93.56,0.8370599999999999,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-01/orderbook_snapshot_20260701_0939.jsonl.gz,False,True,0.8370599999999999,0.8299999999999998,0.83,feature_top_ask_covers_quantity,0.0,0.8383718566377643,0.0013118566377643,True,0.8370599999999999,0.83,True
Atlanta,2026-07-06,2026-07-06 21:47:32+00:00,1,0.9195,False,0.9195,0.9120200165428411,0.9480064221730474,0.9609182085316322,0.9521064065698076,0.9250545165836054,0.9615000967368252,0.9630418633710286,0.9608314818327136,0.9657370408112402,2026-07-06T21:47:32+00:00,17,90-91,0.9,0.939,8.23,0.94186,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-07/orderbook_snapshot_20260707_0547.jsonl.gz,False,True,0.94186,0.9389999999999998,0.939,feature_top_ask_covers_quantity,0.0,0.9521064065698076,0.0102464065698077,True,0.9425379099999999,0.943,True
Guangzhou,2026-07-06,2026-07-06 06:55:49+00:00,1,0.9655,True,0.9655,0.9610756686897486,0.9632046084201004,0.9814026422390554,0.976875522093856,0.9812827536513428,0.9748407674329616,0.9838834540285746,0.9847643670357032,0.9888406354940124,2026-07-06T06:55:49+00:00,14,32,0.961,0.97,61.33,0.97146,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-06/orderbook_snapshot_20260706_1455.jsonl.gz,False,True,0.97146,0.97,0.97,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.976875522093856,0.0054155220938562,True,0.9714599999999999,0.97,True
Lucknow,2026-07-06,2026-07-06 10:17:52+00:00,1,0.825,False,0.825,0.8147928764323192,0.850483593218827,0.8818626700562444,0.8664493912201778,0.8501442719442048,0.8717830218147695,0.8884111594548355,0.8818122918641671,0.8938710151144215,2026-07-06T10:17:52+00:00,15,36,0.79,0.86,30.0,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-06/orderbook_snapshot_20260706_1817.jsonl.gz,False,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.8664493912201778,0.0004293912201778,True,0.86602,0.86,True
Amsterdam,2026-07-07,2026-07-07 11:48:53+00:00,1,0.845,False,0.845,0.8356229477015692,0.8761281232648184,0.9270897643928122,0.9146134334901344,0.9123885619815582,0.8980551358457194,0.9322550601001486,0.930597696766478,0.9161612584267744,2026-07-07T11:48:53+00:00,13,23,0.84,0.85,104.41,0.85638,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-07-07/orderbook_snapshot_20260707_1948.jsonl.gz,False,True,0.85638,0.85,0.85,feature_top_ask_covers_quantity,0.0,0.9146134334901344,0.0582334334901344,True,0.85638,0.85,True
