city,target_date,decision_snapshot_dt,label,market_mid,route,p_market_raw,p_market_cal,p_market_plus_clock,p_core,p_core_no_obs_age,p_core_no_clock,p_core_no_wind,p_no_path,p_path_added,p_cc_added,decision_snapshot_ts_utc,decision_hour_local,current_bracket,current_yes_bid,current_yes_ask,current_yes_ask_size,taker_cost,orderbook_file,front,five_share_executable,five_share_cost_per_share,five_share_principal_vwap,five_share_best_ask,five_share_cost_source,five_share_slippage_per_share,model_probability,model_edge_after_fee_and_depth,ten_share_executable,ten_share_cost_per_share,ten_share_max_ask_price,ten_share_positive_ev
Manila,2026-06-04,2026-06-04 05:30:53+00:00,1,0.865,False,0.865,0.8490525536536684,0.8872268459815668,0.8971017326122172,0.8972374502629882,0.8788129866733686,0.886745574057015,0.9022229647186324,0.9086243732772183,0.9103383529325128,2026-06-04T05:30:53+00:00,13,32,0.84,0.89,6.0,0.8949,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-04/orderbook_snapshot_20260604_1330.jsonl.gz,True,True,0.8949,0.89,0.89,feature_top_ask_covers_quantity,0.0,0.8972374502629882,0.0023374502629881,True,0.9064119999999999,0.92,False
Miami,2026-06-04,2026-06-04 20:30:53+00:00,1,0.9845,True,0.9845,0.9753678480803536,0.9900450099014392,0.9935545141315968,0.9935398146979822,0.9841800157044748,0.9911909568252486,0.993349982106858,0.9934118983827032,0.9979725764752488,2026-06-04T20:30:53+00:00,16,82-83,0.98,0.989,36.69,0.98954,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_0430.jsonl.gz,True,True,0.98954,0.989,0.989,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9935398146979822,0.0039998146979821,True,0.9895400000000001,0.989,True
SanFrancisco,2026-06-04,2026-06-04 21:30:53+00:00,1,0.945,False,0.945,0.9286679108809696,0.9230065218431937,0.9679129167619196,0.967899926467678,0.9717856441052743,0.925245700452724,0.9696065219513336,0.9716773873198216,0.9634642429482796,2026-06-04T21:30:53+00:00,14,66-67,0.94,0.95,88.75,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_0530.jsonl.gz,True,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.967899926467678,0.015519926467678,True,0.95238,0.95,True
Tokyo,2026-06-04,2026-06-04 04:30:53+00:00,1,0.97,False,0.97,0.9570703253872224,0.995082877419419,0.995429721093112,0.995435130276106,0.9724208402711036,0.9951354740758136,0.9955762520905598,0.9959856460274056,0.9969719426269816,2026-06-04T04:30:53+00:00,13,23,0.96,0.98,70.71,0.98098,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-04/orderbook_snapshot_20260604_1230.jsonl.gz,True,True,0.98098,0.98,0.98,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.995435130276106,0.0144551302761057,True,0.9809800000000001,0.98,True
Amsterdam,2026-06-05,2026-06-05 14:30:53+00:00,1,0.875,False,0.875,0.856437137014445,0.8765629506494963,0.8924126582809113,0.8924601263341491,0.8651912573680745,0.879918664457743,0.8970277515093378,0.8986192937790471,0.9114431944202072,2026-06-05T14:30:53+00:00,16,19,0.87,0.88,196.32,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_2230.jsonl.gz,True,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8924601263341491,0.0071801263341489,True,0.8852800000000001,0.88,True
Istanbul,2026-06-05,2026-06-05 13:30:53+00:00,1,0.9155,False,0.9155,0.8966615428237209,0.949253563870596,0.9697209927506087,0.9697702914777732,0.9348816411575992,0.9543954026573268,0.9729286507611578,0.9771926076294308,0.9660155234865496,2026-06-05T13:30:53+00:00,16,22,0.867,0.964,65.0,0.96574,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_2130.jsonl.gz,True,True,0.96574,0.964,0.964,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9697702914777732,0.0040302914777732,True,0.96574,0.964,True
LA,2026-06-05,2026-06-05 22:30:53+00:00,0,0.835,False,0.835,0.8187263284195868,0.8725885719595602,0.891159671766039,0.8913241257417501,0.8424516536305104,0.8817687571793832,0.90071012333408,0.893069453490843,0.8714294426157347,2026-06-05T22:30:53+00:00,15,68-69,0.82,0.85,40.0,0.85638,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_0630.jsonl.gz,True,True,0.85638,0.85,0.85,feature_top_ask_covers_quantity,0.0,0.8913241257417501,0.0349441257417501,True,0.85638,0.85,True
Wellington,2026-06-05,2026-06-05 01:30:53+00:00,1,0.982,False,0.982,0.9720007579396068,0.9905627373582728,0.9941717099711204,0.994165317208918,0.9855296780570504,0.9913015982853112,0.9932807346814942,0.9929613740215828,0.992615399875852,2026-06-05T01:30:53+00:00,13,18,0.977,0.987,70.0,0.98764,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-05/orderbook_snapshot_20260605_0930.jsonl.gz,True,True,0.98764,0.987,0.987,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.994165317208918,0.006525317208918,True,0.9876399999999999,0.987,True
Istanbul,2026-06-06,2026-06-06 14:30:53+00:00,1,0.8414999999999999,False,0.8414999999999999,0.8266209588037076,0.8903002081221216,0.9178588844999728,0.9172922144183115,0.8534488767533791,0.90348770384117,0.9233057792655026,0.9277298492187632,0.914194654309534,2026-06-06T14:30:53+00:00,17,22,0.821,0.862,7.5,0.86795,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_2230.jsonl.gz,True,True,0.8679499999999999,0.8619999999999999,0.862,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9172922144183115,0.0493422144183116,True,0.8681899999999999,0.863,True
Jeddah,2026-06-06,2026-06-06 13:30:53+00:00,1,0.949,False,0.949,0.9336741141285406,0.95797137429359,0.9676661277158006,0.9677725798335536,0.9474778017301324,0.954400550140136,0.9676953672254958,0.9650880815920838,0.9657497077121872,2026-06-06T13:30:53+00:00,16,37,0.94,0.958,8.0,0.96001,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_2130.jsonl.gz,True,True,0.96001,0.958,0.958,feature_top_ask_covers_quantity,0.0,0.9677725798335536,0.0077625798335536,True,0.960202,0.959,True
LA,2026-06-06,2026-06-06 22:31:53+00:00,1,0.815,False,0.815,0.8023075090525161,0.8814442584793769,0.899965750663687,0.8994024027617692,0.8341055306591724,0.8878410118784996,0.9037128402540868,0.9051388832155074,0.9147146662331738,2026-06-06T22:31:53+00:00,15,70-71,0.74,0.89,16.0,0.8949,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_0631.jsonl.gz,True,True,0.8949,0.89,0.89,feature_top_ask_covers_quantity,0.0,0.8994024027617692,0.0045024027617691,True,0.8949,0.89,True
Manila,2026-06-06,2026-06-06 08:31:53+00:00,1,0.935,False,0.935,0.9185134752036316,0.9651900009749804,0.9711690221400738,0.971289584382904,0.9301696117423112,0.9688930160836152,0.9730785323065368,0.9666950987990816,0.9604818107227756,2026-06-06T08:31:53+00:00,16,30,0.92,0.95,63.0,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_1631.jsonl.gz,True,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.971289584382904,0.0189095843829039,True,0.95238,0.95,True
SanFrancisco,2026-06-06,2026-06-06 20:30:53+00:00,1,0.8300000000000001,False,0.8300000000000001,0.816006188774509,0.7200918469072654,0.8905550897814598,0.8903064177606627,0.9402730753254332,0.721153795968031,0.8771427896657422,0.8912868892300969,0.8809526570962377,2026-06-06T20:30:53+00:00,13,62-63,0.81,0.85,74.0,0.85638,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_0430.jsonl.gz,True,True,0.85638,0.85,0.85,feature_top_ask_covers_quantity,0.0,0.8903064177606627,0.0339264177606626,True,0.85638,0.85,True
Seattle,2026-06-06,2026-06-06 21:30:53+00:00,0,0.852,False,0.852,0.8364081637768691,0.8640130120198929,0.873780662970077,0.8731156960476337,0.8560281051571578,0.8640940737274561,0.866156023793388,0.8424010697443789,0.8673018519162206,2026-06-06T21:30:53+00:00,14,60-61,0.837,0.867,162.6,0.87277,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_0530.jsonl.gz,True,True,0.87277,0.867,0.867,feature_top_ask_covers_quantity,0.0,0.8731156960476337,0.0003456960476336,True,0.87277,0.867,True
Singapore,2026-06-06,2026-06-06 07:30:53+00:00,1,0.975,False,0.975,0.9638533217098904,0.9720108003430992,0.9859295946394924,0.9859927254258112,0.9822481833232872,0.9740758246234978,0.986843473399885,0.989645969288973,0.9897547757650886,2026-06-06T07:30:53+00:00,15,33,0.97,0.98,44.84,0.98098,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-06/orderbook_snapshot_20260606_1530.jsonl.gz,True,True,0.98098,0.98,0.98,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9859927254258112,0.0050127254258109,True,0.9809800000000001,0.98,True
Amsterdam,2026-06-07,2026-06-07 14:30:53+00:00,1,0.86,False,0.86,0.8415124481601906,0.8368626633535681,0.901760477676582,0.9017327944684908,0.8970312943227087,0.8438415426346384,0.9050759869579276,0.88625186331452,0.8909717551615708,2026-06-07T14:30:53+00:00,16,19,0.85,0.87,16.0,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_2230.jsonl.gz,True,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9017327944684908,0.0260727944684908,True,0.8756599999999999,0.87,True
Karachi,2026-06-07,2026-06-07 09:31:53+00:00,1,0.975,False,0.975,0.963640731287181,0.9593367642456982,0.9810704511555384,0.9810147106593272,0.9843786941723492,0.9583894387829198,0.9815577648343872,0.9841451394319892,0.9802970821685312,2026-06-07T09:31:53+00:00,14,36,0.97,0.98,191.38,0.98098,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_1731.jsonl.gz,True,True,0.98098,0.98,0.98,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9810147106593272,3.471065932703077e-05,True,0.9809800000000001,0.98,True
NYC,2026-06-07,2026-06-07 21:30:53+00:00,1,0.9445,False,0.9445,0.9279689447299692,0.9326610910262452,0.9600921393399096,0.9601473671231868,0.9522938754460472,0.9316081659132884,0.9607209871664092,0.9565398487166488,0.9451975711470696,2026-06-07T21:30:53+00:00,17,80-81,0.94,0.949,255.37,0.95142,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_0530.jsonl.gz,True,True,0.95142,0.949,0.949,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9601473671231868,0.0087273671231866,True,0.95142,0.949,True
SanFrancisco,2026-06-07,2026-06-07 22:30:53+00:00,1,0.9875,False,0.9875,0.9799896866974636,0.9801978542475308,0.9909741886479556,0.9909626746312116,0.9911209600644584,0.9806493737569518,0.990497194172688,0.993354452724598,0.992407764418638,2026-06-07T22:30:53+00:00,15,66-67,0.985,0.99,157.5,0.9905,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_0630.jsonl.gz,True,True,0.9905000000000002,0.99,0.99,feature_top_ask_covers_quantity,2.220446049250313e-16,0.9909626746312116,0.0004626746312114,True,0.9905000000000002,0.99,True
Shanghai,2026-06-07,2026-06-07 06:30:53+00:00,1,0.9875,True,0.9875,0.9799896866974636,0.9908488083573724,0.9923886565465996,0.9923713125738872,0.9853430154542064,0.9912686679715764,0.9913773074403376,0.9930671523199284,0.998174487248822,2026-06-07T06:30:53+00:00,14,27,0.985,0.99,732.7,0.9905,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_1430.jsonl.gz,True,True,0.9905000000000002,0.99,0.99,feature_top_ask_covers_quantity,2.220446049250313e-16,0.9923713125738872,0.0018713125738869,True,0.9905000000000002,0.99,True
Wellington,2026-06-07,2026-06-07 02:30:53+00:00,1,0.865,False,0.865,0.8463430629786439,0.8695733087607447,0.8764659156517773,0.8763221916493852,0.8586913262930174,0.8778773843516547,0.8900998266789061,0.8984093563039042,0.8973190212256924,2026-06-07T02:30:53+00:00,14,14,0.86,0.87,7.97,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-07/orderbook_snapshot_20260607_1030.jsonl.gz,True,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.8763221916493852,0.0006621916493853,True,0.88151452,0.9,False
BuenosAires,2026-06-08,2026-06-08 17:30:53+00:00,1,0.87,False,0.87,0.8481025020606315,0.9864135051757288,0.9854585864389044,0.9853127190139744,0.8713169074171973,0.9890436914867292,0.9848455112858204,0.9851551891562476,0.9863190149284992,2026-06-08T17:30:53+00:00,14,13,0.86,0.88,7.18,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0130.jsonl.gz,True,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9853127190139744,0.1000327190139743,True,0.8879928399999999,0.89,True
Chongqing,2026-06-08,2026-06-08 07:30:53+00:00,1,0.85,False,0.85,0.8285064386276056,0.9863673957635112,0.98468906389926,0.9845170287333576,0.83827383497432,0.9895661928584556,0.9858533664230994,0.9825619164753656,0.9840574944789692,2026-06-08T07:30:53+00:00,15,19,0.84,0.86,36.37,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_1530.jsonl.gz,True,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.9845170287333576,0.1184970287333575,True,0.86602,0.86,True
Istanbul,2026-06-08,2026-06-08 11:30:53+00:00,1,0.8,False,0.8,0.7810990239608685,0.816879734920443,0.8439884170753562,0.8473119618847673,0.8238221598147927,0.8122297807966128,0.8478736443828906,0.8377593916273164,0.843862866495088,2026-06-08T11:30:53+00:00,14,24,0.79,0.81,16.0,0.8177000000000001,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_1930.jsonl.gz,True,True,0.8176900000000001,0.8100000000000002,0.81,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.8473119618847673,0.0296219618847671,True,0.8176900000000001,0.81,True
Manila,2026-06-08,2026-06-08 07:30:53+00:00,1,0.8200000000000001,False,0.8200000000000001,0.7998276204923709,0.8716066598406946,0.9055356205053856,0.904390497174086,0.8505256321871492,0.8854945424905284,0.9109897750979666,0.924003988307702,0.9216805068625972,2026-06-08T07:30:53+00:00,15,32,0.78,0.86,32.0,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_1530.jsonl.gz,True,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.904390497174086,0.038370497174086,True,0.86602,0.86,True
SanFrancisco,2026-06-08,2026-06-08 20:30:53+00:00,1,0.915,False,0.915,0.894095731292447,0.8792968673226971,0.9565624876731688,0.9565701428270408,0.9676906131352528,0.8812621499693838,0.958658781512424,0.9475387766901168,0.937844328811567,2026-06-08T20:30:53+00:00,13,64-65,0.89,0.94,16.0,0.94282,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0430.jsonl.gz,True,True,0.94282,0.9399999999999998,0.94,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9565701428270408,0.0137501428270407,True,0.9428199999999999,0.94,True
Wellington,2026-06-08,2026-06-08 02:31:53+00:00,1,0.865,False,0.865,0.843162683756427,0.8870249466437279,0.9053410230167014,0.9046839036805564,0.8757005243466046,0.8964457469739314,0.9181669038615056,0.935711664734694,0.9310266828925108,2026-06-08T02:31:53+00:00,14,16,0.85,0.88,18.41,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-08/orderbook_snapshot_20260608_1031.jsonl.gz,True,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9046839036805564,0.0194039036805564,True,0.8852800000000001,0.88,True
Amsterdam,2026-06-09,2026-06-09 13:30:53+00:00,1,0.925,False,0.925,0.9071627926089648,0.9281389227980524,0.9594260776044822,0.9595355733225718,0.9476284445353824,0.9281611080162284,0.9557155470561358,0.9416109687219612,0.9509691711737912,2026-06-09T13:30:53+00:00,15,18,0.9,0.95,8.0,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_2130.jsonl.gz,True,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.9595355733225718,0.0071555733225717,True,0.954288,0.96,True
Atlanta,2026-06-09,2026-06-09 21:30:53+00:00,1,0.861,False,0.861,0.8417490629542882,0.8896142766546921,0.9112877527616232,0.9121345816805946,0.8508487770597406,0.9074525569677592,0.9185501650342134,0.9267247476281486,0.9214806177137062,2026-06-09T21:30:53+00:00,17,82-83,0.823,0.899,76.64,0.90354,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_0530.jsonl.gz,True,True,0.90354,0.899,0.899,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9121345816805946,0.0085945816805944,True,0.9035400000000001,0.899,True
Guangzhou,2026-06-09,2026-06-09 09:30:27+00:00,1,0.966,False,0.966,0.9533102304059266,0.9658795133524222,0.9777677112722122,0.9774487211178304,0.9642542072272656,0.9711198659185108,0.9743624557813814,0.9791955277636286,0.972099289336094,2026-06-09T09:30:27+00:00,17,28,0.962,0.97,34.0,0.97146,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_1730.jsonl.gz,True,True,0.97146,0.97,0.97,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9774487211178304,0.0059887211178305,True,0.9714599999999999,0.97,True
Istanbul,2026-06-09,2026-06-09 12:31:53+00:00,1,0.845,False,0.845,0.8261409813789388,0.8464374261296973,0.9066201425966406,0.9083142328172752,0.8916192089625103,0.8606519188225162,0.9043828168674616,0.9013500408665386,0.8975336863141058,2026-06-09T12:31:53+00:00,15,23,0.82,0.87,258.3,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_2031.jsonl.gz,True,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.9083142328172752,0.0326542328172753,True,0.8756599999999999,0.87,True
Manila,2026-06-09,2026-06-09 07:30:53+00:00,1,0.825,False,0.825,0.8069316232229711,0.8929773906338958,0.9311178899429404,0.9303523491745096,0.8733278964787968,0.9045655718780128,0.935231803322232,0.944420092556714,0.9421749983481994,2026-06-09T07:30:53+00:00,15,32,0.81,0.84,137.0,0.8467199999999999,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_1530.jsonl.gz,True,True,0.84672,0.8400000000000001,0.84,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9303523491745096,0.0836323491745095,True,0.84672,0.84,True
SanFrancisco,2026-06-09,2026-06-09 22:30:53+00:00,1,0.945,False,0.945,0.9290548805117634,0.93424229172768,0.9726535384627872,0.97261632009276,0.970304117966046,0.9385866336546722,0.9740030648360136,0.9770864603496658,0.9766043579597272,2026-06-09T22:30:53+00:00,15,66-67,0.93,0.96,67.19,0.96192,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_0630.jsonl.gz,True,True,0.96192,0.96,0.96,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.97261632009276,0.0106963200927601,True,0.9619199999999999,0.96,True
Seattle,2026-06-09,2026-06-09 21:30:53+00:00,1,0.845,False,0.845,0.8261409813789388,0.9831059115222018,0.9862052962518284,0.9863294525740294,0.8860063464175958,0.9837087014991928,0.9859699603809297,0.9824023261008428,0.987726320671076,2026-06-09T21:30:53+00:00,14,62-63,0.81,0.88,8.33,0.88528,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_0530.jsonl.gz,True,True,0.8852800000000001,0.8800000000000001,0.88,feature_top_ask_covers_quantity,1.1102230246251563e-16,0.9863294525740294,0.1010494525740293,True,0.8868865400000001,0.89,True
Taipei,2026-06-09,2026-06-09 06:30:53+00:00,1,0.9525,False,0.9525,0.9375384760089508,0.9941649708622968,0.9943568008610184,0.9942963807583912,0.9531800808180632,0.9952363679691312,0.99478283119474,0.9958080782428176,0.9954964001443242,2026-06-09T06:30:53+00:00,14,26,0.927,0.978,15.91,0.97908,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_1430.jsonl.gz,True,True,0.97908,0.978,0.978,feature_top_ask_covers_quantity,0.0,0.9942963807583912,0.0152163807583912,True,0.97908,0.978,True
Tokyo,2026-06-09,2026-06-09 04:30:53+00:00,1,0.845,True,0.845,0.8261409813789388,0.9806681728758554,0.969397654679702,0.9691752626889184,0.8039817821055019,0.9831311219383958,0.9707084335794908,0.9730597528682496,0.9879508482833677,2026-06-09T04:30:53+00:00,13,22,0.83,0.86,409.92,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_1230.jsonl.gz,True,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.9691752626889184,0.1031552626889185,True,0.86602,0.86,True
Wellington,2026-06-09,2026-06-09 01:30:53+00:00,1,0.9565,False,0.9565,0.9421380938990016,0.9575933749605812,0.9892601340082507,0.9891162396271064,0.9877355385022656,0.9616836017158816,0.9900732889583584,0.989526883721146,0.9892979617446986,2026-06-09T01:30:53+00:00,13,13,0.934,0.979,9.71,0.98003,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-09/orderbook_snapshot_20260609_0930.jsonl.gz,True,True,0.98003,0.979,0.979,feature_top_ask_covers_quantity,0.0,0.9891162396271064,0.0090862396271064,True,0.9800575499999999,0.98,True
Amsterdam,2026-06-10,2026-06-10 12:31:53+00:00,1,0.88,True,0.88,0.8590936051035413,0.8937879735687958,0.93473712932703,0.9357377302314854,0.9197533123827024,0.8975975545095062,0.9369828268957694,0.9531072300625538,0.9790366832280754,2026-06-10T12:31:53+00:00,14,17,0.87,0.89,16.0,0.8949,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_2031.jsonl.gz,True,True,0.8949,0.89,0.89,feature_top_ask_covers_quantity,0.0,0.9357377302314854,0.0408377302314854,True,0.8949,0.89,True
Houston,2026-06-10,2026-06-10 19:30:53+00:00,1,0.8300000000000001,False,0.8300000000000001,0.8096071500582036,0.8110077658006769,0.8758555440912463,0.8783999202682224,0.8810152699072336,0.8158188072120595,0.8704521203909841,0.8537912742595313,0.8461538876345934,2026-06-10T19:30:53+00:00,14,90-91,0.81,0.85,35.0,0.85638,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-11/orderbook_snapshot_20260611_0330.jsonl.gz,True,True,0.85638,0.85,0.85,feature_top_ask_covers_quantity,0.0,0.8783999202682224,0.0220199202682224,True,0.85638,0.85,True
Istanbul,2026-06-10,2026-06-10 12:31:53+00:00,1,0.85,False,0.85,0.8291212187983475,0.866944397335549,0.9030228386972196,0.9071881950926676,0.8737348758315742,0.8761547659037431,0.9090928758946916,0.9060203446220516,0.9105764168874934,2026-06-10T12:31:53+00:00,15,24,0.84,0.86,78.0,0.86602,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_2031.jsonl.gz,True,True,0.86602,0.86,0.86,feature_top_ask_covers_quantity,0.0,0.9071881950926676,0.0411681950926676,True,0.86602,0.86,True
Manila,2026-06-10,2026-06-10 07:30:53+00:00,1,0.855,False,0.855,0.8340538963331234,0.8505998374509117,0.9217425504936252,0.91976880277258,0.910263421878004,0.8667292075787582,0.9268632672348952,0.9274012249021248,0.9239000456991588,2026-06-10T07:30:53+00:00,15,33,0.84,0.87,29.87,0.87566,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_1530.jsonl.gz,True,True,0.8756599999999999,0.8699999999999999,0.87,feature_top_ask_covers_quantity,-1.1102230246251563e-16,0.91976880277258,0.0441088027725801,True,0.8756599999999999,0.87,True
Munich,2026-06-10,2026-06-10 12:31:53+00:00,1,0.945,False,0.945,0.9283703839888248,0.9922443762275092,0.9863412115699006,0.987078576873576,0.9084283673613912,0.993236044134451,0.987102195562118,0.9873254998762362,0.9828828160509512,2026-06-10T12:31:53+00:00,14,13,0.94,0.95,500.0,0.95238,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_2031.jsonl.gz,True,True,0.95238,0.95,0.95,feature_top_ask_covers_quantity,0.0,0.987078576873576,0.0346985768735759,True,0.95238,0.95,True
NYC,2026-06-10,2026-06-10 20:30:53+00:00,1,0.983,False,0.983,0.974339560695867,0.9861301327734326,0.986382148292751,0.986853860787486,0.9740883890919304,0.9872643031755194,0.9854759299179514,0.983694693744722,0.9858323672402796,2026-06-10T20:30:53+00:00,16,82-83,0.98,0.986,47.0,0.98669,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-11/orderbook_snapshot_20260611_0430.jsonl.gz,True,True,0.98669,0.986,0.986,feature_top_ask_covers_quantity,0.0,0.986853860787486,0.000163860787486,True,0.98669,0.986,True
Taipei,2026-06-10,2026-06-10 06:30:53+00:00,1,0.895,False,0.895,0.8744649408141663,0.9837265364685176,0.977037784302938,0.9766212671278588,0.8650278792054648,0.9869115465555084,0.978733399339224,0.9743447928817172,0.9770410407195949,2026-06-10T06:30:53+00:00,14,25,0.87,0.92,184.0,0.92368,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-10/orderbook_snapshot_20260610_1430.jsonl.gz,True,True,0.92368,0.9200000000000002,0.92,feature_top_ask_covers_quantity,0.0,0.9766212671278588,0.0529412671278588,True,0.9236800000000001,0.92,True
Austin,2026-06-11,2026-06-11 22:30:53+00:00,1,0.89,False,0.89,0.8763442504333319,0.893436980611592,0.9413011256965104,0.9421201031764356,0.919391457762408,0.9007700784666548,0.9385808181035526,0.9346012706015036,0.9494812000080454,2026-06-11T22:30:53+00:00,17,92-93,0.88,0.9,22.05,0.9045,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-12/orderbook_snapshot_20260612_0630.jsonl.gz,True,True,0.9045,0.9,0.9,feature_top_ask_covers_quantity,0.0,0.9421201031764356,0.0376201031764357,True,0.9045,0.9,True
Taipei,2026-06-11,2026-06-11 05:30:53+00:00,1,0.8125,False,0.8125,0.8015422243511814,0.8764145768432313,0.8961532170112536,0.8941939000911471,0.8540875554493272,0.8960278951937894,0.9087534354673056,0.9197613028677146,0.9232184188630916,2026-06-11T05:30:53+00:00,13,24,0.798,0.827,16.0,0.83415,runtime/weather_edge_v1/market_data/orderbook_snapshots/2026-06-11/orderbook_snapshot_20260611_1330.jsonl.gz,True,True,0.83415,0.827,0.827,feature_top_ask_covers_quantity,0.0,0.8941939000911471,0.0600439000911471,True,0.83415,0.827,True
