source_path,created_at_utc,candidate_status,execution_skip_reason,strategy_instance,city,target_date,bracket,token_id,market_id,route_leg,expression,rule_id,decision_snapshot_ts_utc,ask,bid,spread,top_ask_notional,ask_size,spread_bucket,depth_bucket,quality_bucket,soft_weight_to_ask_ratio,soft_shares,city_source_bias_regime,dedupe_key,final_price,settlement_status
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-28T03:10:57+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,Beijing,2026-06-28,30,41707264337524886685499415937628806975372152747228115357072901123382259926553,2702503,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-28T02:30:37Z,0.91,0.87,0.040000000000000036,145.8548,160.28,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,0.38742774725274715,,Beijing|2026-06-28|30|41707264337524886685499415937628806975372152747228115357072901123382259926553|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-28T03:37:28+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,Beijing,2026-06-28,31,68422868500693637488402320531584677206861901749573990536350395279982069291856,2688293,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-28T03:00:53Z,0.9,0.82,0.08000000000000007,40.5,45.0,wide_gt_8c,usable_ge_5,thin_or_wide,,0.3921874999999999,,Beijing|2026-06-28|31|68422868500693637488402320531584677206861901749573990536350395279982069291856|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-30T02:39:44+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-06-30,26,53383466270337193535965538157069460620517866055550731243844158975886483783818,2715293,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-06-30T02:33:37Z,0.84,0.83,0.010000000000000009,64.9572,77.33,tight_le_3c,usable_ge_5,not_thin_or_wide,,2.0142857142857142,,Beijing|2026-06-30|26|53383466270337193535965538157069460620517866055550731243844158975886483783818|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-30T03:07:17+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-06-30,29,83490523404419453616760255559659112487772556207665611313022397388477834192653,2715296,capped_d2_no,d2_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-06-30T02:33:37Z,0.9,0.85,0.050000000000000044,9.0,10.0,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,1.125,,Beijing|2026-06-30|29|83490523404419453616760255559659112487772556207665611313022397388477834192653|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T02:24:23+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-01,27,51037682836081545934729455150629097267006997289408748416948706001700914926152,2725957,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-07-01T02:16:09Z,0.998,0.992,0.006000000000000005,10517.04376,10538.12,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.8036072144288575,,Beijing|2026-07-01|27|51037682836081545934729455150629097267006997289408748416948706001700914926152|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T03:40:55+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-01,28,18063133198716478977579778084128658210911472854642508733942502518197877632818,2725958,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-07-01T03:31:10Z,0.989,0.984,0.0050000000000000044,24.725,25.0,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.820020222446916,,Beijing|2026-07-01|28|18063133198716478977579778084128658210911472854642508733942502518197877632818|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T04:40:06+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-01,29,62803432775449213470754865592428054741429785681972953315956199387819925512337,2725959,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-07-01T04:07:37Z,0.954,0.857,0.09699999999999998,31.482,33.0,wide_gt_8c,usable_ge_5,thin_or_wide,,1.8867924528301885,,Beijing|2026-07-01|29|62803432775449213470754865592428054741429785681972953315956199387819925512337|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T05:39:21+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-01,30,71911727100431444194530568543910146812296312786561540710086765079798346028245,2725960,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-07-01T05:20:37Z,0.78,0.71,0.07000000000000006,4.0482000000000005,5.19,mid_3c_to_8c,small_2_5_to_5,not_thin_or_wide,,1.846153846153846,,Beijing|2026-07-01|30|71911727100431444194530568543910146812296312786561540710086765079798346028245|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T06:38:34+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-01,33,89932273581789530406373757638381927572776028081547835259617328894911421963526,2725963,capped_d2_no,d2_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-07-01T05:57:05Z,0.98,0.961,0.019000000000000017,87.5924,89.38,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.0331632653061225,,Beijing|2026-07-01|33|89932273581789530406373757638381927572776028081547835259617328894911421963526|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T02:27:33+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-02,29,44301527674765046751971926307483048745217586342272810002876097475506636676875,2738684,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T02:22:34Z,0.999,0.997,0.0020000000000000018,3.22677,3.23,tight_le_3c,small_2_5_to_5,not_thin_or_wide,0.3387387387387387,3.0486486486486486,cold_overforecast_noisy,Beijing|2026-07-02|29|44301527674765046751971926307483048745217586342272810002876097475506636676875|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T02:42:45+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-02,30,31832150588061544959680717406765637199329516320961359664505265263456764487021,2738685,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T02:37:24Z,0.999,0.997,0.0020000000000000018,39.49047,39.53,tight_le_3c,usable_ge_5,not_thin_or_wide,0.36036036036036034,3.243243243243243,cold_overforecast_noisy,Beijing|2026-07-02|30|31832150588061544959680717406765637199329516320961359664505265263456764487021|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T06:24:50+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-02,33,26645918740384625208170293211337347088697676131028208537460192128855627863660,2738688,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T06:19:29Z,0.85,0.82,0.030000000000000027,33.558,39.48,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,0.3388235294117647,3.049411764705882,cold_overforecast_noisy,Beijing|2026-07-02|33|26645918740384625208170293211337347088697676131028208537460192128855627863660|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T03:38:25+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares|current_no_forecast_escape_margin_nonpositive,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-02,,18540330402460478784507924609093530854272113530696814191385735732418229657928,2738686,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T03:20:44Z,0.998,0.996,0.0020000000000000018,99.8,100.0,tight_le_3c,usable_ge_5,not_thin_or_wide,0.3607214428857715,3.2464929859719436,cold_overforecast_noisy,Beijing|2026-07-02||18540330402460478784507924609093530854272113530696814191385735732418229657928|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T04:41:12+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares|current_no_forecast_escape_margin_nonpositive,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-02,,69677286159358441774118147245836302963050750583918019945278411311399573348229,2738687,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T03:06:03Z,0.996,0.971,0.025000000000000022,14.94,15.0,tight_le_3c,usable_ge_5,not_thin_or_wide,0.3614457831325301,3.2530120481927707,cold_overforecast_noisy,Beijing|2026-07-02||69677286159358441774118147245836302963050750583918019945278411311399573348229|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-03T06:43:36+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-03,35,44446393590755827530136676659284531357133518130087651667774218427232506971228,2751248,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-03T06:37:59Z,0.78,0.75,0.030000000000000027,39.0,50.0,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,0.4615384615384615,4.153846153846153,cold_overforecast_noisy,Beijing|2026-07-03|35|44446393590755827530136676659284531357133518130087651667774218427232506971228|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-04T04:39:56+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-04,31,107704238900064065564977741145854027169690073033288437847590250896952167543403,2764644,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-04T04:27:53Z,0.994,0.987,0.007000000000000006,265.38806,266.99,tight_le_3c,usable_ge_5,not_thin_or_wide,0.36217303822937624,3.259557344064386,cold_overforecast_noisy,Beijing|2026-07-04|31|107704238900064065564977741145854027169690073033288437847590250896952167543403|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-04T06:29:05+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares|current_no_peak_clock_past_or_missing,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-04,32,19662394912082272518065870677061860796376941558888571874419951394990882545237,2764645,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-04T06:22:08Z,0.91,0.874,0.03600000000000003,3.3215,3.65,mid_3c_to_8c,small_2_5_to_5,not_thin_or_wide,0.1978021978021978,1.7802197802197801,cold_overforecast_noisy,Beijing|2026-07-04|32|19662394912082272518065870677061860796376941558888571874419951394990882545237|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-04T06:46:17+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares|current_no_peak_clock_past_or_missing,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-04,33,2419621304041694976825342401077218961409308726056483965024656490864327257192,2764646,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-04T06:38:43Z,0.7,0.596,0.10399999999999998,9.429,13.47,wide_gt_8c,usable_ge_5,thin_or_wide,0.25714285714285723,2.3142857142857154,cold_overforecast_noisy,Beijing|2026-07-04|33|2419621304041694976825342401077218961409308726056483965024656490864327257192|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-05T02:22:13+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-05,32,57306430492076752574100285214403434227610296055886212755552221097774760177951,2778856,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-05T02:15:17Z,0.964,0.916,0.04799999999999993,149.72848,155.32,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,0.37344398340248963,3.3609958506224067,cold_overforecast_noisy,Beijing|2026-07-05|32|57306430492076752574100285214403434227610296055886212755552221097774760177951|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-05T03:45:06+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-05,33,10179426861664356389181825063188253713747169868118398315238374052302007028883,2778857,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-05T03:38:09Z,0.8,0.743,0.05700000000000005,639.7520000000001,799.69,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,0.44999999999999996,4.05,cold_overforecast_noisy,Beijing|2026-07-05|33|10179426861664356389181825063188253713747169868118398315238374052302007028883|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-05T07:08:02+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,Beijing,2026-07-05,34,30122369323483428280349125757103507495440073557393155909111699060015388230685,2778858,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-05T06:55:49Z,0.744,0.686,0.05799999999999994,4.464,6.0,mid_3c_to_8c,small_2_5_to_5,not_thin_or_wide,0.3870967741935484,3.483870967741935,cold_overforecast_noisy,Beijing|2026-07-05|34|30122369323483428280349125757103507495440073557393155909111699060015388230685|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-25T17:09:04+00:00,blocked,soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-25,14,92463566959328254318947962961040093727031645027263460571076391268003703901225,2676562,capped_d2_no,d2_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-25T16:30:26Z,0.56,0.55,0.010000000000000009,99.20960000000001,177.16,tight_le_3c,usable_ge_5,not_thin_or_wide,,2.167672193877551,,BuenosAires|2026-06-25|14|92463566959328254318947962961040093727031645027263460571076391268003703901225|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-26T14:47:34+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-26,11,108162958088398810617304541370721728188600086832652761544190404007161142787293,2687109,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-26T14:30:46Z,0.998,0.997,0.0010000000000000009,115.27898,115.51,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.3019789579158316,,BuenosAires|2026-06-26|11|108162958088398810617304541370721728188600086832652761544190404007161142787293|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-26T14:08:54+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-26,11,27391783366053710284709674142680097758699785697106024624318390793852520539553,2676559,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-26T13:30:57Z,0.998,0.991,0.007000000000000006,15.98796,16.02,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.3019789579158316,,BuenosAires|2026-06-26|11|27391783366053710284709674142680097758699785697106024624318390793852520539553|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-26T15:09:58+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-26,12,55282842755178723497017199027586696591249598486052542453165967163880258091429,2676560,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-26T14:30:46Z,0.98,0.965,0.015000000000000013,54.5958,55.71,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.8941326530612244,,BuenosAires|2026-06-26|12|55282842755178723497017199027586696591249598486052542453165967163880258091429|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-26T16:05:00+00:00,blocked,soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-26,15,80022381051004001762547132602835412622972259371787582714097841023559986382050,2687113,capped_d2_no,d2_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-26T15:30:20Z,0.69,0.66,0.029999999999999916,20.6448,29.92,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.1903194321206743,,BuenosAires|2026-06-26|15|80022381051004001762547132602835412622972259371787582714097841023559986382050|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-27T13:14:42+00:00,blocked,ask_above_max|soft_size_below_min_shares|live_feature_parity_failed,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-27,10,28954932375188604046044137590578540982656370277388025437701272989450172134853,2700972,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-27T13:00:50Z,0.969,0.94,0.029000000000000026,6.09501,6.29,tight_le_3c,usable_ge_5,not_thin_or_wide,,0.37010061919504633,,BuenosAires|2026-06-27|10|28954932375188604046044137590578540982656370277388025437701272989450172134853|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-27T14:11:42+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-27,12,10949466769351137542166869792649670620519825426576071168339347595598847281630,2700974,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-27T13:30:53Z,0.73,0.7,0.030000000000000027,35.7481,48.97,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,0.5339897260273972,,BuenosAires|2026-06-27|12|10949466769351137542166869792649670620519825426576071168339347595598847281630|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-27T15:05:39+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-27,15,80022381051004001762547132602835412622972259371787582714097841023559986382050,2687113,runway_current_no,current_bracket_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-27T14:30:26Z,0.8,0.75,0.050000000000000044,8.0,10.0,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,0.7119140624999999,,BuenosAires|2026-06-27|15|80022381051004001762547132602835412622972259371787582714097841023559986382050|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-27T16:05:47+00:00,blocked,ask_above_max|soft_size_below_min_shares,regime_routed_no_soft_balanced_tiny_live_v1,BuenosAires,2026-06-27,18,59515705412276759585236398271945769871917572010198725868362799704839104829319,2687116,capped_d2_no,d2_no,routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,2026-06-27T15:30:53Z,0.994,0.942,0.052000000000000046,9.94,10.0,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,0.23689997125610807,,BuenosAires|2026-06-27|18|59515705412276759585236398271945769871917572010198725868362799704839104829319|routed_d2_relaxed70_best_ask_soft_balanced_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-29T15:15:04+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-06-29,13,39512926658571742664385292124407323581751923171779705237546165399458214281741,2714140,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-06-29T14:36:46Z,0.988,0.952,0.03600000000000003,6.95552,7.04,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,1.8218623481781375,,BuenosAires|2026-06-29|13|39512926658571742664385292124407323581751923171779705237546165399458214281741|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-29T16:10:08+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-06-29,16,47991110481929843113819733611696007397915444535118869828146595345349749071904,2714143,capped_d2_no,d2_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-06-29T15:30:52Z,0.72,0.65,0.06999999999999995,14.399999999999999,20.0,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,,1.40625,,BuenosAires|2026-06-29|16|47991110481929843113819733611696007397915444535118869828146595345349749071904|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-06-30T14:08:52+00:00,blocked,ask_above_route_price_cap|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-06-30,11,45994916112612300629230175180797404280964680238114545034849368967259075838545,2725190,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,2026-06-30T13:46:37Z,0.997,0.988,0.009000000000000008,6646.66002,6666.66,tight_le_3c,usable_ge_5,not_thin_or_wide,,1.58876629889669,,BuenosAires|2026-06-30|11|45994916112612300629230175180797404280964680238114545034849368967259075838545|route_price_disciplined_no_pullback_row_risk_soft_min5shares_v1,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T15:08:35+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-07-01,11,115324999516668330842772716771016349015890313871634848262002743513754726787559,2737595,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-01T14:50:36Z,0.999,0.973,0.026000000000000023,499.40009999999995,499.9,tight_le_3c,usable_ge_5,not_thin_or_wide,0.3171171171171171,1.5855855855855854,unclassified,BuenosAires|2026-07-01|11|115324999516668330842772716771016349015890313871634848262002743513754726787559|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/remote_pm_agent/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-01T14:08:28+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-07-01,9,58941592271522964448707503508504295034441300273751971085500229758765579572170,2737593,fresh_runway_current_no,current_bracket_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-01T13:37:10Z,0.999,0.994,0.0050000000000000044,180.11970000000002,180.3,tight_le_3c,usable_ge_5,not_thin_or_wide,0.3171171171171171,1.5855855855855854,unclassified,BuenosAires|2026-07-01|9|58941592271522964448707503508504295034441300273751971085500229758765579572170|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
runtime/weather_edge_v1/regime_routed_no_tiny_live_v1/blocked_candidates.jsonl,2026-07-02T16:12:02+00:00,blocked,ask_above_route_price_cap|soft_weight_to_ask_ratio_below_min|soft_size_below_min_shares,regime_routed_no_route_price_disciplined_tiny_live_v1,BuenosAires,2026-07-02,10,93828779918531682334791200250892599783130036390075920271270878927069890874945,2749874,capped_d2_no,d2_no,route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,2026-07-02T16:05:05Z,0.93,0.9,0.030000000000000027,170.46900000000002,183.3,mid_3c_to_8c,usable_ge_5,not_thin_or_wide,0.1633064516129032,1.4697580645161288,hot_underforecast_noisy,BuenosAires|2026-07-02|10|93828779918531682334791200250892599783130036390075920271270878927069890874945|route_price_disciplined_no_pullback_row_risk_soft_weight_price_v2,,
