evidence_layer,target_date,city,router_route,router_ask,router_payoff,base_weight,city_bias_soft_weight,city_bias_soft_shares,city_bias_effect,forecast_source,row_forecast_model,city_source_bias_regime,city_source_bias,city_source_hot_underforecast_rate
frozen_live_like_route_price,2026-06-08,Karachi,capped_d2_no,0.56,1.0,0.313812,0.2039778,1.821230357142857,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-09,Karachi,capped_d2_no,0.6,1.0,0.30150000000000005,0.19597500000000004,1.6331250000000004,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-09,Shanghai,capped_d2_no,0.47,1.0,0.38718,0.25166700000000003,2.6773085106382983,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075
frozen_live_like_route_price,2026-06-11,Ankara,capped_d2_no,0.41,0.0,0.45,0.29250000000000004,3.567073170731708,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441
frozen_live_like_route_price,2026-06-12,Ankara,capped_d2_no,0.61,0.0,0.2916,0.18954000000000001,1.5536065573770494,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441
frozen_live_like_route_price,2026-06-12,Karachi,capped_d2_no,0.55,0.0,0.32292,0.209898,1.9081636363636363,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-13,Karachi,capped_d2_no,0.6,0.0,0.2592900000000001,0.16853850000000006,1.4044875000000006,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-15,Ankara,capped_d2_no,0.31,1.0,0.45,0.29250000000000004,4.717741935483871,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441
frozen_live_like_route_price,2026-06-15,Karachi,capped_d2_no,0.6,1.0,0.27738000000000007,0.18029700000000004,1.5024750000000004,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-15,Munich,capped_d2_no,0.49,0.0,0.41040000000000004,0.3078,3.1408163265306124,downweight,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197
frozen_live_like_route_price,2026-06-17,Dallas,capped_d2_no,0.61,1.0,0.2916,0.18954000000000001,1.5536065573770494,downweight,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213
frozen_live_like_route_price,2026-06-17,Karachi,capped_d2_no,0.53,0.0,0.341136,0.2217384,2.0918716981132075,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-19,BuenosAires,capped_d2_no,0.56,0.0,0.34109999999999996,0.25582499999999997,2.2841517857142852,downweight,gfs_seamless,gfs,hot_underforecast_noisy,0.6053,0.4747
frozen_live_like_route_price,2026-06-19,Helsinki,capped_d2_no,0.51,1.0,0.3906,0.35154,3.446470588235294,downweight,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556
frozen_live_like_route_price,2026-06-19,Karachi,capped_d2_no,0.62,0.0,0.24226200000000003,0.15747030000000004,1.2699217741935487,downweight,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056
frozen_live_like_route_price,2026-06-21,Beijing,capped_d2_no,0.29,0.0,0.45,0.29250000000000004,5.043103448275863,downweight,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,1.2279,0.5815
frozen_live_like_route_price,2026-06-21,Singapore,capped_d2_no,0.51,0.0,0.328104,0.2132676,2.0908588235294117,downweight,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073
frozen_live_like_route_price,2026-06-23,Wellington,capped_d2_no,0.62,1.0,0.2817,0.18310500000000002,1.4766532258064518,downweight,open_meteo_live_gfs,gfs,hot_underforecast_clean,1.181,0.6096
frozen_live_like_route_price,2026-06-28,Singapore,capped_d2_no,0.41,,0.37800000000000006,0.24570000000000006,2.9963414634146353,downweight,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073
