policy,scope,city,target_date,first_expression,target_book_final_expression,first_pnl_net,target_book_pnl_net,pnl_net_delta,closes,reopens,last_action
target_book_close_only_ev0,dev_cv,NYC,2026-06-06,d2_no,d1_no,0.143625,-1.1587749999999999,-1.3024,1,0,open
target_book_close_only_ev0,dev_cv,Istanbul,2026-06-10,d2_yes,,0.50752,-0.4065749999999999,-0.9140949999999999,1,0,close
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-09,d2_no,,0.358345,-0.53817,-0.8965150000000001,2,0,close
target_book_close_only_ev0,dev_cv,Seattle,2026-06-11,d2_yes,,0.5476800000000002,-0.3221951999999999,-0.8698752000000001,1,0,close
target_book_close_only_ev0,dev_cv,Madrid,2026-06-06,d2_yes,,0.39790499999999995,-0.42947500000000005,-0.82738,1,0,close
target_book_close_only_ev0,dev_cv,Austin,2026-06-12,d2_no,,0.23087999999999997,-0.43049500000000007,-0.661375,1,0,close
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-03,d2_no,,0.19199999999999995,-0.4100950000000001,-0.602095,1,0,close
target_book_close_only_ev0,dev_cv,NYC,2026-06-15,d2_no,,0.24062499999999998,-0.35155500000000006,-0.59218,1,0,close
target_book_close_only_ev0,dev_cv,NYC,2026-06-12,d2_no,,0.30911999999999995,-0.2731350000000001,-0.5822550000000001,1,0,close
target_book_close_only_ev0,dev_cv,Austin,2026-06-09,d2_no,,0.24062499999999998,-0.3217500000000002,-0.5623750000000002,1,0,close
target_book_close_only_ev0,dev_cv,Dallas,2026-06-09,d2_no,,0.19199999999999995,-0.3404800000000001,-0.5324800000000001,1,0,close
target_book_close_only_ev0,dev_cv,Austin,2026-06-19,current_no,,0.08590500000000001,-0.40557295000000004,-0.49147795000000005,1,0,close
target_book_close_only_ev0,dev_cv,Dallas,2026-06-04,d2_no,,0.358345,-0.10402999999999984,-0.46237499999999987,1,0,close
target_book_close_only_ev0,dev_cv,Houston,2026-06-11,d2_no,,0.497505,0.04518500000000003,-0.45231999999999994,1,0,close
target_book_close_only_ev0,dev_cv,SanFrancisco,2026-06-02,d2_no,,0.33862499999999995,-0.10363000000000011,-0.44225500000000006,1,0,close
target_book_close_only_ev0,dev_cv,LA,2026-06-05,d2_no,,0.358345,-0.08390999999999993,-0.44225499999999995,1,0,close
target_book_close_only_ev0,dev_cv,Dallas,2026-06-14,d2_no,,0.29930500000000004,-0.10258999999999996,-0.401895,1,0,close
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-11,d2_no,,0.56782,0.19630000000000003,-0.37151999999999996,1,0,close
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-10,d2_no,d2_yes,0.19199999999999995,-0.12089499999999997,-0.3128949999999999,1,0,open
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-02,d2_no,,0.26014500000000007,-0.0094749999999999,-0.26961999999999997,1,0,close
target_book_close_only_ev0,dev_cv,Wuhan,2026-06-15,d2_no,current_no,0.21141999999999994,4.4999999999850715e-05,-0.2113750000000001,1,0,open
target_book_close_only_ev0,dev_cv,Seattle,2026-06-15,d2_no,current_no,-0.7982950000000001,-0.99017,-0.1918749999999999,1,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-12,d2_no,current_no,-0.6020949999999999,-0.7764099999999998,-0.1743149999999999,1,0,open
target_book_close_only_ev0,dev_cv,Tokyo,2026-06-08,d2_no,,0.29930500000000004,0.16365000000000007,-0.13565499999999997,1,0,close
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-12,d2_no,d1_no,-0.7398549999999999,-0.8707499999999997,-0.13089499999999976,1,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-05,d2_no,current_no,0.497505,0.38096145000000003,-0.11654354999999994,1,0,open
target_book_close_only_ev0,dev_cv,Madrid,2026-06-05,d2_no,,0.33862499999999995,0.32183779999999995,-0.016787200000000002,1,0,close
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-02,d2_no,d2_no,0.06674499999999994,0.06674499999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-02,d1_no,d1_no,0.47750499999999996,0.47750499999999996,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Busan,2026-06-02,current_no,current_no,0.43862004999999993,0.43862004999999993,0.0,0,0,open
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-02,d1_no,d1_no,-0.74962,-0.74962,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Guangzhou,2026-06-02,d1_yes,d1_yes,-0.442255,-0.442255,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Helsinki,2026-06-02,d1_no,d1_no,0.497505,0.497505,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Jeddah,2026-06-02,d2_no,d2_no,0.105105,0.105105,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Karachi,2026-06-02,d2_no,d2_no,0.143625,0.143625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,LA,2026-06-02,d1_no,d1_no,-0.442255,-0.442255,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Madrid,2026-06-02,d1_no,d1_no,-0.5921799999999999,-0.5921799999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Miami,2026-06-02,d1_no,d1_no,0.26503125000000005,0.26503125000000005,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Munich,2026-06-02,d2_yes,d2_yes,-0.5125,-0.5125,0.0,0,0,open
target_book_close_only_ev0,dev_cv,NYC,2026-06-02,d1_no,d1_no,0.143625,0.143625,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,SaoPaulo,2026-06-02,d2_yes,d2_yes,0.537625,0.537625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-02,d1_no,d1_no,0.43762499999999993,0.43762499999999993,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Singapore,2026-06-02,d1_no,d1_no,0.44758,0.44758,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Taipei,2026-06-02,d1_no,d1_no,0.24062499999999998,0.24062499999999998,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Wuhan,2026-06-02,d1_yes,d1_yes,-0.57232,-0.57232,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-03,d1_no,d1_no,0.43762499999999993,0.43762499999999993,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Austin,2026-06-03,d2_no,d2_no,0.09550000000000003,0.09550000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-03,d1_no,d1_no,-0.759375,-0.759375,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-03,d2_no,d2_no,-0.5623750000000001,-0.5623750000000001,0.0,0,0,open
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-03,d1_yes,d1_yes,0.48750000000000004,0.48750000000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-03,d2_no,d2_no,-0.65152,-0.65152,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Helsinki,2026-06-03,d2_no,d2_no,-0.5125,-0.5125,0.0,0,0,open
target_book_close_only_ev0,dev_cv,LA,2026-06-03,d2_yes,d2_yes,-0.41200000000000003,-0.41200000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Munich,2026-06-03,d2_yes,d2_yes,-0.5125,-0.5125,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,NYC,2026-06-03,current_no,current_no,0.15328000000000008,0.15328000000000008,0.0,0,0,open
target_book_close_only_ev0,dev_cv,SaoPaulo,2026-06-03,d2_yes,d2_yes,-0.422095,-0.422095,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-03,d1_no,d1_no,0.22114500000000004,0.22114500000000004,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Singapore,2026-06-03,d1_no,d1_no,0.30911999999999995,0.30911999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Taipei,2026-06-03,d2_no,d2_no,0.26014500000000007,0.26014500000000007,0.0,0,0,open
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-03,d2_yes,d2_yes,0.40781999999999996,0.40781999999999996,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Tokyo,2026-06-03,d2_no,d2_no,0.378105,0.378105,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-03,d1_no,d1_no,-0.442255,-0.442255,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Wellington,2026-06-03,d1_no,d1_no,0.143625,0.143625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-04,d1_no,d1_no,0.17358805,0.17358805,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-04,d2_no,d2_no,0.378105,0.378105,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-04,current_no,current_no,0.18230499999999994,0.18230499999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Austin,2026-06-04,d2_yes,d2_yes,0.43762499999999993,0.43762499999999993,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Beijing,2026-06-04,d2_no,d2_no,0.12338205000000002,0.12338205000000002,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-04,d1_yes,d1_yes,0.517545,0.517545,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-04,d2_yes,d2_yes,0.5577449999999999,0.5577449999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Helsinki,2026-06-04,d1_no,d1_no,-0.5125,-0.5125,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Houston,2026-06-04,d1_no,d1_no,0.14459005000000003,0.14459005000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Istanbul,2026-06-04,d1_no,d1_no,0.18230499999999994,0.18230499999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Jeddah,2026-06-04,d1_no,d1_no,-0.41200000000000003,-0.41200000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Karachi,2026-06-04,d2_yes,d2_yes,-0.4724199999999999,-0.4724199999999999,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Manila,2026-06-04,d1_no,d1_no,0.457545,0.457545,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Miami,2026-06-04,d1_no,d1_no,0.25038000000000005,0.25038000000000005,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Munich,2026-06-04,d2_no,d2_no,0.378105,0.378105,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,NYC,2026-06-04,current_no,current_no,0.29930500000000004,0.29930500000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,SanFrancisco,2026-06-04,d2_no,d2_no,-0.86602,-0.86602,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-04,d2_no,d2_no,0.12434500000000004,0.12434500000000004,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Singapore,2026-06-04,d1_no,d1_no,-0.74962,-0.74962,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Taipei,2026-06-04,d1_yes,d1_yes,-0.43218,-0.43218,0.0,0,0,open
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-04,d1_no,d1_no,0.29930500000000004,0.29930500000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Wellington,2026-06-04,d1_no,d1_no,0.36822,0.36822,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Wuhan,2026-06-04,d2_no,d2_no,0.279705,0.279705,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-05,d2_yes,d2_yes,0.50752,0.50752,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-05,d2_no,d2_no,-0.5324800000000001,-0.5324800000000001,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-05,current_no,current_no,0.17358805,0.17358805,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Beijing,2026-06-05,current_no,current_no,0.41774500000000003,0.41774500000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-05,current_no,current_no,0.21141999999999994,0.21141999999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-05,d2_yes,d2_yes,0.47750499999999996,0.47750499999999996,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Chengdu,2026-06-05,d2_no,d2_no,-0.778855,-0.778855,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-05,d2_yes,d2_yes,-0.4724199999999999,-0.4724199999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Guangzhou,2026-06-05,d2_no,d2_no,0.143625,0.143625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Karachi,2026-06-05,d1_no,d1_no,-0.46237500000000004,-0.46237500000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Miami,2026-06-05,d1_no,d1_no,0.279705,0.279705,0.0,0,0,open
target_book_close_only_ev0,dev_cv,NYC,2026-06-05,d1_no,d1_no,-0.45232,-0.45232,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-05,d1_no,d1_no,0.19199999999999995,0.19199999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Singapore,2026-06-05,d1_no,d1_no,0.21141999999999994,0.21141999999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-05,d2_yes,d2_yes,-0.55242,-0.55242,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-05,d1_no,d1_no,0.39790500000000006,0.39790500000000006,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-06,d1_no,d1_no,-0.808,-0.808,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-06,d2_yes,d2_yes,0.588,0.588,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-06,d2_no,d2_no,0.15328000000000008,0.15328000000000008,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Chengdu,2026-06-06,current_no,current_no,0.15328000000000008,0.15328000000000008,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-06,current_no,current_no,0.21141999999999994,0.21141999999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-06,d2_yes,d2_yes,-0.43218,-0.43218,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Istanbul,2026-06-06,d1_no,d1_no,0.13398,0.13398,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Jeddah,2026-06-06,d2_no,d2_no,0.5275799999999999,0.5275799999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,LA,2026-06-06,d1_no,d1_no,-0.41200000000000003,-0.41200000000000003,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Miami,2026-06-06,d1_no,d1_no,0.18230499999999994,0.18230499999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,SaoPaulo,2026-06-06,d1_no,d1_no,0.2017049999999999,0.2017049999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Seattle,2026-06-06,d2_yes,d2_yes,-0.4523199999999999,-0.4523199999999999,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-06,d1_no,d1_no,0.26992000000000005,0.26992000000000005,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Singapore,2026-06-06,d1_no,d1_no,0.22114500000000004,0.22114500000000004,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Taipei,2026-06-06,d1_yes,d1_yes,-0.41200000000000003,-0.41200000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Tokyo,2026-06-06,d1_no,d1_no,0.22114500000000004,0.22114500000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-07,d2_no,d2_no,0.13398,0.13398,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-07,d1_no,d1_no,0.15328000000000008,0.15328000000000008,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Austin,2026-06-07,d2_yes,d2_yes,0.577905,0.577905,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Beijing,2026-06-07,d1_yes,d1_yes,-0.4724199999999999,-0.4724199999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-07,d1_no,d1_no,-0.720295,-0.720295,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-07,d1_no,d1_no,0.30911999999999995,0.30911999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-07,d2_no,d2_no,0.12434500000000004,0.12434500000000004,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Denver,2026-06-07,d2_yes,d2_yes,0.4177449999999999,0.4177449999999999,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Houston,2026-06-07,d2_yes,d2_yes,-0.41200000000000003,-0.41200000000000003,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Istanbul,2026-06-07,d1_no,d1_no,0.15328000000000008,0.15328000000000008,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Jeddah,2026-06-07,d1_no,d1_no,-0.65152,-0.65152,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Karachi,2026-06-07,d2_yes,d2_yes,-0.4523199999999999,-0.4523199999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Madrid,2026-06-07,d2_yes,d2_yes,0.4177449999999999,0.4177449999999999,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Miami,2026-06-07,d1_no,d1_no,0.279705,0.279705,0.0,0,0,open
target_book_close_only_ev0,dev_cv,NYC,2026-06-07,d2_yes,d2_yes,-0.5623750000000001,-0.5623750000000001,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,SanFrancisco,2026-06-07,d1_no,d1_no,0.36822,0.36822,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Seattle,2026-06-07,d1_no,d1_no,0.23087999999999997,0.23087999999999997,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Singapore,2026-06-07,d2_no,d2_no,0.30911999999999995,0.30911999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-07,d2_no,d2_no,0.3189449999999999,0.3189449999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Tokyo,2026-06-07,current_no,current_no,0.17262,0.17262,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-07,d1_no,d1_no,0.18230499999999994,0.18230499999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Ankara,2026-06-08,d2_yes,d2_yes,0.388,0.388,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-08,d2_no,d2_no,0.19199999999999995,0.19199999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Beijing,2026-06-08,d2_yes,d2_yes,0.5476800000000002,0.5476800000000002,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-08,d1_yes,d1_yes,0.5275800000000002,0.5275800000000002,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-08,d2_no,d2_no,0.143625,0.143625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-08,d2_no,d2_no,-0.7885800000000001,-0.7885800000000001,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Denver,2026-06-08,d1_no,d1_no,0.39691405,0.39691405,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Guangzhou,2026-06-08,d1_yes,d1_yes,-0.4523199999999999,-0.4523199999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Istanbul,2026-06-08,d1_no,d1_no,0.25038000000000005,0.25038000000000005,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Jeddah,2026-06-08,current_no,current_no,-0.41200000000000003,-0.41200000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Karachi,2026-06-08,d2_no,d2_no,0.42767999999999995,0.42767999999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,LA,2026-06-08,d1_no,d1_no,0.577905,0.577905,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Madrid,2026-06-08,current_no,current_no,0.23087999999999997,0.23087999999999997,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Manila,2026-06-08,d1_no,d1_no,0.2895000000000001,0.2895000000000001,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Miami,2026-06-08,d2_yes,d2_yes,0.388,0.388,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Munich,2026-06-08,d2_yes,d2_yes,-0.63178,-0.63178,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,SaoPaulo,2026-06-08,d1_no,d1_no,-0.46237500000000004,-0.46237500000000004,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Seattle,2026-06-08,d1_no,d1_no,0.2895000000000001,0.2895000000000001,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-08,d1_no,d1_no,0.29930500000000004,0.29930500000000004,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-08,d2_yes,d2_yes,0.48750000000000004,0.48750000000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-08,d1_no,d1_no,-0.621895,-0.621895,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Wellington,2026-06-08,d1_no,d1_no,0.36822,0.36822,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Wuhan,2026-06-08,current_no,current_no,0.36822,0.36822,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-09,d2_no,d2_no,-0.63178,-0.63178,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Beijing,2026-06-09,d2_yes,d2_yes,-0.41200000000000003,-0.41200000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-09,d2_no,d2_no,0.35933205,0.35933205,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-09,d2_yes,d2_yes,0.5577449999999999,0.5577449999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-09,d2_yes,d2_yes,0.5577449999999999,0.5577449999999999,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Houston,2026-06-09,d1_no,d1_no,0.18230499999999994,0.18230499999999994,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Madrid,2026-06-09,d2_no,d2_no,0.162945,0.162945,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Manila,2026-06-09,d2_no,d2_no,0.143625,0.143625,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Miami,2026-06-09,d2_yes,d2_yes,0.33862499999999995,0.33862499999999995,0.0,0,0,open
target_book_close_only_ev0,dev_cv,NYC,2026-06-09,d1_no,d1_no,0.17358805,0.17358805,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,SaoPaulo,2026-06-09,d2_no,d2_no,-0.49248,-0.49248,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Seattle,2026-06-09,d1_no,d1_no,0.497505,0.497505,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-09,d2_yes,d2_yes,-0.5822550000000001,-0.5822550000000001,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-09,d1_no,d1_no,0.23087999999999997,0.23087999999999997,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Wellington,2026-06-09,d1_no,d1_no,0.26992000000000005,0.26992000000000005,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Austin,2026-06-10,d2_no,d2_no,-0.808,-0.808,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Beijing,2026-06-10,current_no,current_no,0.46751999999999994,0.46751999999999994,0.0,0,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-10,d1_no,d1_no,0.24062499999999998,0.24062499999999998,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Dallas,2026-06-10,d2_no,d2_no,0.19199999999999995,0.19199999999999995,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Denver,2026-06-10,current_no,current_no,-0.612,-0.612,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Guangzhou,2026-06-10,current_no,current_no,-0.65152,-0.65152,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Helsinki,2026-06-10,d2_no,d2_no,0.26014500000000007,0.26014500000000007,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Houston,2026-06-10,d1_no,d1_no,0.25038000000000005,0.25038000000000005,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Karachi,2026-06-10,d1_no,d1_no,-0.47242,-0.47242,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Lucknow,2026-06-10,d2_yes,d2_yes,-0.422095,-0.422095,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,Manila,2026-06-10,d1_no,d1_no,0.42767999999999995,0.42767999999999995,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Miami,2026-06-10,d1_no,d1_no,-0.55242,-0.55242,0.0,0,0,open
target_book_close_only_ev0,dev_cv,NYC,2026-06-10,d2_no,d2_no,0.43762499999999993,0.43762499999999993,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Seattle,2026-06-10,d1_no,d1_no,0.09550000000000003,0.09550000000000003,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Shanghai,2026-06-10,d2_yes,d2_yes,0.497505,0.497505,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Singapore,2026-06-10,d1_no,d1_no,0.388,0.388,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,TelAviv,2026-06-10,d1_no,d1_no,0.56782,0.56782,0.0,0,0,hold_same_expression
target_book_close_only_ev0,dev_cv,Tokyo,2026-06-10,current_no,current_no,0.29930500000000004,0.29930500000000004,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Warsaw,2026-06-10,d1_no,d1_no,0.40782000000000007,0.40782000000000007,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Austin,2026-06-11,d1_no,d1_no,0.2895000000000001,0.2895000000000001,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Beijing,2026-06-11,d2_yes,d2_yes,0.577905,0.577905,0.0,0,0,open
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-11,d1_no,d1_no,0.497505,0.497505,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Busan,2026-06-11,d2_yes,d2_yes,-0.4724199999999999,-0.4724199999999999,0.0,0,0,hold_close_not_worth_cost
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-11,d2_no,d2_no,0.44758,0.44758,0.0,0,0,open
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-11,d1_no,d1_no,-0.5623750000000001,-0.5623750000000001,0.0,0,0,hold_close_not_worth_cost
