policy,scope,city,target_date,first_expression,final_expression,final_win,actions,closes,reopens,holds,last_action,cost_net,payoff,pnl_net,roi_net
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-02,d2_no,d2_no,1.0,1,0,0,0,open,0.9332550000000001,1.0,0.06674499999999994,0.07151850244574091
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-04,d1_no,d1_no,1.0,1,0,0,0,open,0.82641195,1.0,0.17358805,0.21005026609307864
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-05,d2_yes,d2_yes,1.0,1,0,0,0,open,0.49248,1.0,0.50752,1.0305393112410657
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-06,d1_no,d1_no,0.0,1,0,0,0,open,0.808,0.0,-0.808,-1.0
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-12,d2_no,d2_no,0.0,1,0,0,0,open,0.7398549999999999,0.0,-0.7398549999999999,-1.0
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-14,d1_no,d1_no,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-15,d2_yes,d2_yes,0.0,1,0,0,0,open,0.502495,0.0,-0.502495,-1.0
first_lock_no_current_yes,dev_cv,Amsterdam,2026-06-18,d1_yes,d1_yes,0.0,1,0,0,0,open,0.55242,0.0,-0.55242,-1.0
first_lock_no_current_yes,dev_cv,Ankara,2026-06-03,d1_no,d1_no,1.0,1,0,0,0,open,0.5623750000000001,1.0,0.43762499999999993,0.7781729273171814
first_lock_no_current_yes,dev_cv,Ankara,2026-06-04,d2_no,d2_no,1.0,1,0,0,0,open,0.621895,1.0,0.378105,0.6079884868024346
first_lock_no_current_yes,dev_cv,Ankara,2026-06-05,d2_no,d2_no,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,Ankara,2026-06-06,d2_yes,d2_yes,1.0,1,0,0,0,open,0.41200000000000003,1.0,0.588,1.4271844660194173
first_lock_no_current_yes,dev_cv,Ankara,2026-06-07,d2_no,d2_no,1.0,1,0,0,0,open,0.86602,1.0,0.13398,0.1547077434701277
first_lock_no_current_yes,dev_cv,Ankara,2026-06-08,d2_yes,d2_yes,1.0,1,0,0,0,open,0.612,1.0,0.388,0.6339869281045752
first_lock_no_current_yes,dev_cv,Ankara,2026-06-13,current_no,current_no,1.0,1,0,0,0,open,0.76912,1.0,0.23087999999999997,0.3001872269606823
first_lock_no_current_yes,dev_cv,Ankara,2026-06-14,d2_no,d2_no,0.0,1,0,0,0,open,0.63178,0.0,-0.63178,-1.0
first_lock_no_current_yes,dev_cv,Ankara,2026-06-18,d1_no,d1_no,1.0,1,0,0,0,open,0.720295,1.0,0.279705,0.3883200633073948
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-02,d2_no,d2_no,1.0,1,0,0,0,open,0.7398549999999999,1.0,0.26014500000000007,0.3516161950652494
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-03,d2_no,d2_no,1.0,1,0,0,0,open,0.808,1.0,0.19199999999999995,0.23762376237623756
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-04,current_no,current_no,1.0,1,0,0,0,open,0.8176950000000001,1.0,0.18230499999999994,0.2229498773992747
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-05,current_no,current_no,1.0,1,0,0,0,open,0.82641195,1.0,0.17358805,0.21005026609307864
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-06,d2_no,d2_no,1.0,1,0,0,0,open,0.8467199999999999,1.0,0.15328000000000008,0.18102796674225258
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-07,d1_no,d1_no,1.0,1,0,0,0,open,0.8467199999999999,1.0,0.15328000000000008,0.18102796674225258
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-08,d2_no,d2_no,1.0,1,0,0,0,open,0.808,1.0,0.19199999999999995,0.23762376237623756
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-09,d2_no,d2_no,0.0,1,0,0,0,open,0.63178,0.0,-0.63178,-1.0
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-10,d2_no,d2_no,1.0,1,0,0,0,open,0.808,1.0,0.19199999999999995,0.23762376237623756
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-11,d2_no,d2_no,1.0,1,0,0,0,open,0.43218,1.0,0.56782,1.313850710352168
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-12,d2_no,d2_no,0.0,1,0,0,0,open,0.759375,0.0,-0.759375,-1.0
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-13,d2_no,d2_no,1.0,1,0,0,0,open,0.7885800000000001,1.0,0.21141999999999994,0.26810215830987333
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-15,d2_yes,d2_yes,0.0,1,0,0,0,open,0.49248,0.0,-0.49248,-1.0
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-16,current_no,current_no,0.0,1,0,0,0,open,0.65053395,0.0,-0.65053395,-1.0
first_lock_no_current_yes,dev_cv,Atlanta,2026-06-17,d1_no,d1_no,1.0,1,0,0,0,open,0.47242,1.0,0.5275799999999999,1.1167605097159305
first_lock_no_current_yes,dev_cv,Austin,2026-06-03,d2_no,d2_no,1.0,1,0,0,0,open,0.9045,1.0,0.09550000000000003,0.10558319513543397
first_lock_no_current_yes,dev_cv,Austin,2026-06-04,d2_yes,d2_yes,1.0,1,0,0,0,open,0.5623750000000001,1.0,0.43762499999999993,0.7781729273171814
first_lock_no_current_yes,dev_cv,Austin,2026-06-05,d2_no,d2_no,1.0,1,0,0,0,open,0.69088,1.0,0.30911999999999995,0.4474293654469661
first_lock_no_current_yes,dev_cv,Austin,2026-06-07,d2_yes,d2_yes,1.0,1,0,0,0,open,0.422095,1.0,0.577905,1.369134910387472
first_lock_no_current_yes,dev_cv,Austin,2026-06-09,d2_no,d2_no,1.0,1,0,0,0,open,0.759375,1.0,0.24062499999999998,0.31687242798353904
first_lock_no_current_yes,dev_cv,Austin,2026-06-10,d2_no,d2_no,0.0,1,0,0,0,open,0.808,0.0,-0.808,-1.0
first_lock_no_current_yes,dev_cv,Austin,2026-06-11,d1_no,d1_no,1.0,1,0,0,0,open,0.7104999999999999,1.0,0.2895000000000001,0.40745953553835346
first_lock_no_current_yes,dev_cv,Austin,2026-06-12,d2_no,d2_no,1.0,1,0,0,0,open,0.76912,1.0,0.23087999999999997,0.3001872269606823
first_lock_no_current_yes,dev_cv,Austin,2026-06-13,d2_no,d2_no,0.0,1,0,0,0,open,0.49248,0.0,-0.49248,-1.0
first_lock_no_current_yes,dev_cv,Austin,2026-06-15,current_no,current_no,1.0,1,0,0,0,open,0.45232,1.0,0.54768,1.2108241952599927
first_lock_no_current_yes,dev_cv,Austin,2026-06-16,d2_no,d2_no,1.0,1,0,0,0,open,0.63178,1.0,0.36822,0.5828294659533382
first_lock_no_current_yes,dev_cv,Austin,2026-06-19,current_no,current_no,1.0,1,0,0,0,open,0.914095,1.0,0.08590500000000001,0.09397819701453351
first_lock_no_current_yes,dev_cv,Beijing,2026-06-04,d2_no,d2_no,1.0,1,0,0,0,open,0.87661795,1.0,0.12338205000000002,0.14074780239213677
first_lock_no_current_yes,dev_cv,Beijing,2026-06-05,current_no,current_no,1.0,1,0,0,0,open,0.582255,1.0,0.41774500000000003,0.7174605628118266
first_lock_no_current_yes,dev_cv,Beijing,2026-06-07,d1_yes,d1_yes,0.0,1,0,0,0,open,0.4724199999999999,0.0,-0.4724199999999999,-1.0
first_lock_no_current_yes,dev_cv,Beijing,2026-06-08,d2_yes,d2_yes,1.0,1,0,0,0,open,0.4523199999999999,1.0,0.5476800000000002,1.2108241952599936
first_lock_no_current_yes,dev_cv,Beijing,2026-06-09,d2_yes,d2_yes,0.0,1,0,0,0,open,0.41200000000000003,0.0,-0.41200000000000003,-1.0
first_lock_no_current_yes,dev_cv,Beijing,2026-06-10,current_no,current_no,1.0,1,0,0,0,open,0.5324800000000001,1.0,0.46751999999999994,0.8780048076923075
first_lock_no_current_yes,dev_cv,Beijing,2026-06-11,d2_yes,d2_yes,1.0,1,0,0,0,open,0.422095,1.0,0.577905,1.369134910387472
first_lock_no_current_yes,dev_cv,Beijing,2026-06-14,d1_no,d1_no,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,Beijing,2026-06-15,d2_yes,d2_yes,1.0,1,0,0,0,open,0.4724199999999999,1.0,0.5275800000000002,1.1167605097159312
first_lock_no_current_yes,dev_cv,Beijing,2026-06-17,current_no,current_no,0.0,1,0,0,0,open,0.48245499999999997,0.0,-0.48245499999999997,-1.0
first_lock_no_current_yes,dev_cv,Beijing,2026-06-18,d2_no,d2_no,1.0,1,0,0,0,open,0.7398549999999999,1.0,0.26014500000000007,0.3516161950652494
first_lock_no_current_yes,dev_cv,Beijing,2026-06-20,d1_no,d1_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-02,d1_no,d1_no,1.0,1,0,0,0,open,0.522495,1.0,0.47750499999999996,0.91389391286041
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-03,d1_no,d1_no,0.0,1,0,0,0,open,0.759375,0.0,-0.759375,-1.0
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-05,d2_no,d2_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-09,d2_no,d2_no,1.0,1,0,0,0,open,0.64066795,1.0,0.35933205,0.5608709628755426
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-10,d1_no,d1_no,1.0,1,0,0,0,open,0.759375,1.0,0.24062499999999998,0.31687242798353904
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-11,d1_no,d1_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-12,d1_no,d1_no,1.0,1,0,0,0,open,0.67122,1.0,0.32877999999999996,0.4898244986740561
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-13,d2_no,d2_no,1.0,1,0,0,0,open,0.86602,1.0,0.13398,0.1547077434701277
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-14,d1_no,d1_no,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-15,d1_no,d1_no,0.0,1,0,0,0,open,0.49248,0.0,-0.49248,-1.0
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-16,d1_no,d1_no,1.0,1,0,0,0,open,0.6957887500000001,1.0,0.30421124999999993,0.43721783371748957
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-17,d2_no,d2_no,1.0,1,0,0,0,open,0.69088,1.0,0.30911999999999995,0.4474293654469661
first_lock_no_current_yes,dev_cv,BuenosAires,2026-06-19,d1_no,d1_no,0.0,1,0,0,0,open,0.502495,0.0,-0.502495,-1.0
first_lock_no_current_yes,dev_cv,Busan,2026-06-02,current_no,current_no,1.0,1,0,0,0,open,0.5613799500000001,1.0,0.43862004999999993,0.7813247516232097
first_lock_no_current_yes,dev_cv,Busan,2026-06-03,d2_no,d2_no,0.0,1,0,0,0,open,0.5623750000000001,0.0,-0.5623750000000001,-1.0
first_lock_no_current_yes,dev_cv,Busan,2026-06-04,d1_yes,d1_yes,1.0,1,0,0,0,open,0.48245499999999997,1.0,0.517545,1.0727321719124066
first_lock_no_current_yes,dev_cv,Busan,2026-06-05,current_no,current_no,1.0,1,0,0,0,open,0.7885800000000001,1.0,0.21141999999999994,0.26810215830987333
first_lock_no_current_yes,dev_cv,Busan,2026-06-07,d1_no,d1_no,0.0,1,0,0,0,open,0.720295,0.0,-0.720295,-1.0
first_lock_no_current_yes,dev_cv,Busan,2026-06-08,d1_yes,d1_yes,1.0,1,0,0,0,open,0.4724199999999999,1.0,0.5275800000000002,1.1167605097159312
first_lock_no_current_yes,dev_cv,Busan,2026-06-09,d2_yes,d2_yes,1.0,1,0,0,0,open,0.442255,1.0,0.5577449999999999,1.2611389356819027
first_lock_no_current_yes,dev_cv,Busan,2026-06-11,d2_yes,d2_yes,0.0,1,0,0,0,open,0.4724199999999999,0.0,-0.4724199999999999,-1.0
first_lock_no_current_yes,dev_cv,Busan,2026-06-12,d2_no,d2_no,0.0,1,0,0,0,open,0.6020949999999999,0.0,-0.6020949999999999,-1.0
first_lock_no_current_yes,dev_cv,Busan,2026-06-13,d1_no,d1_no,1.0,1,0,0,0,open,0.63178,1.0,0.36822,0.5828294659533382
first_lock_no_current_yes,dev_cv,Busan,2026-06-17,d2_no,d2_no,1.0,1,0,0,0,open,0.778855,1.0,0.22114500000000004,0.2839360343067709
first_lock_no_current_yes,dev_cv,Busan,2026-06-18,d2_no,d2_no,1.0,1,0,0,0,open,0.7398549999999999,1.0,0.26014500000000007,0.3516161950652494
first_lock_no_current_yes,dev_cv,Busan,2026-06-20,d1_yes,d1_yes,0.0,1,0,0,0,open,0.4623749999999999,0.0,-0.4623749999999999,-1.0
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-02,d1_no,d1_no,0.0,1,0,0,0,open,0.74962,0.0,-0.74962,-1.0
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-03,d1_yes,d1_yes,1.0,1,0,0,0,open,0.5125,1.0,0.48750000000000004,0.9512195121951221
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-05,d2_yes,d2_yes,1.0,1,0,0,0,open,0.522495,1.0,0.47750499999999996,0.91389391286041
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-07,d1_no,d1_no,1.0,1,0,0,0,open,0.69088,1.0,0.30911999999999995,0.4474293654469661
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-11,d2_no,d2_no,1.0,1,0,0,0,open,0.55242,1.0,0.44758,0.8102168639803048
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-12,d1_no,d1_no,1.0,1,0,0,0,open,0.542455,1.0,0.457545,0.8434708869860172
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-13,d1_no,d1_no,0.0,1,0,0,0,open,0.45232,0.0,-0.45232,-1.0
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-15,d1_no,d1_no,0.0,1,0,0,0,open,0.522495,0.0,-0.522495,-1.0
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-16,d2_yes,d2_yes,0.0,1,0,0,0,open,0.502495,0.0,-0.502495,-1.0
first_lock_no_current_yes,dev_cv,CapeTown,2026-06-18,d1_no,d1_no,1.0,1,0,0,0,open,0.7104999999999999,1.0,0.2895000000000001,0.40745953553835346
first_lock_no_current_yes,dev_cv,Chengdu,2026-06-05,d2_no,d2_no,0.0,1,0,0,0,open,0.778855,0.0,-0.778855,-1.0
first_lock_no_current_yes,dev_cv,Chengdu,2026-06-06,current_no,current_no,1.0,1,0,0,0,open,0.8467199999999999,1.0,0.15328000000000008,0.18102796674225258
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-04,d2_yes,d2_yes,1.0,1,0,0,0,open,0.442255,1.0,0.5577449999999999,1.2611389356819027
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-06,current_no,current_no,1.0,1,0,0,0,open,0.7885800000000001,1.0,0.21141999999999994,0.26810215830987333
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-08,d2_no,d2_no,1.0,1,0,0,0,open,0.856375,1.0,0.143625,0.16771274266530434
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-09,d2_yes,d2_yes,1.0,1,0,0,0,open,0.442255,1.0,0.5577449999999999,1.2611389356819027
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-11,d1_no,d1_no,0.0,1,0,0,0,open,0.5623750000000001,0.0,-0.5623750000000001,-1.0
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-12,d1_yes,d1_yes,0.0,1,0,0,0,open,0.41200000000000003,0.0,-0.41200000000000003,-1.0
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-15,d1_yes,d1_yes,0.0,1,0,0,0,open,0.5125,0.0,-0.5125,-1.0
first_lock_no_current_yes,dev_cv,Chongqing,2026-06-16,current_no,current_no,0.0,1,0,0,0,open,0.856375,0.0,-0.856375,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-03,d2_no,d2_no,0.0,1,0,0,0,open,0.65152,0.0,-0.65152,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-04,d2_no,d2_no,1.0,1,0,0,0,open,0.641655,1.0,0.358345,0.5584698942578178
first_lock_no_current_yes,dev_cv,Dallas,2026-06-05,d2_yes,d2_yes,0.0,1,0,0,0,open,0.4724199999999999,0.0,-0.4724199999999999,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-06,d2_yes,d2_yes,0.0,1,0,0,0,open,0.43218,0.0,-0.43218,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-07,d2_no,d2_no,1.0,1,0,0,0,open,0.875655,1.0,0.12434500000000004,0.1420022725845225
first_lock_no_current_yes,dev_cv,Dallas,2026-06-08,d2_no,d2_no,0.0,1,0,0,0,open,0.7885800000000001,0.0,-0.7885800000000001,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-09,d2_no,d2_no,1.0,1,0,0,0,open,0.808,1.0,0.19199999999999995,0.23762376237623756
first_lock_no_current_yes,dev_cv,Dallas,2026-06-10,d2_no,d2_no,1.0,1,0,0,0,open,0.808,1.0,0.19199999999999995,0.23762376237623756
first_lock_no_current_yes,dev_cv,Dallas,2026-06-11,d2_yes,d2_yes,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-12,d1_no,d1_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,Dallas,2026-06-13,d2_no,d2_no,1.0,1,0,0,0,open,0.661375,1.0,0.33862499999999995,0.5120015120015119
first_lock_no_current_yes,dev_cv,Dallas,2026-06-14,d2_no,d2_no,1.0,1,0,0,0,open,0.700695,1.0,0.29930500000000004,0.427154468063851
first_lock_no_current_yes,dev_cv,Dallas,2026-06-15,d2_yes,d2_yes,0.0,1,0,0,0,open,0.442255,0.0,-0.442255,-1.0
first_lock_no_current_yes,dev_cv,Dallas,2026-06-16,d2_no,d2_no,0.0,1,0,0,0,open,0.76912,0.0,-0.76912,-1.0
first_lock_no_current_yes,dev_cv,Denver,2026-06-07,d2_yes,d2_yes,1.0,1,0,0,0,open,0.5822550000000001,1.0,0.4177449999999999,0.7174605628118262
first_lock_no_current_yes,dev_cv,Denver,2026-06-08,d1_no,d1_no,1.0,1,0,0,0,open,0.60308595,1.0,0.39691405,0.6581384461037436
first_lock_no_current_yes,dev_cv,Denver,2026-06-10,current_no,current_no,0.0,1,0,0,0,open,0.612,0.0,-0.612,-1.0
first_lock_no_current_yes,dev_cv,Denver,2026-06-11,d2_yes,d2_yes,1.0,1,0,0,0,open,0.4724199999999999,1.0,0.5275800000000002,1.1167605097159312
first_lock_no_current_yes,dev_cv,Denver,2026-06-12,d2_yes,d2_yes,0.0,1,0,0,0,open,0.57232,0.0,-0.57232,-1.0
first_lock_no_current_yes,dev_cv,Denver,2026-06-13,d1_no,d1_no,0.0,1,0,0,0,open,0.63178,0.0,-0.63178,-1.0
first_lock_no_current_yes,dev_cv,Denver,2026-06-15,current_no,current_no,1.0,1,0,0,0,open,0.778855,1.0,0.22114500000000004,0.2839360343067709
first_lock_no_current_yes,dev_cv,Denver,2026-06-19,current_no,current_no,0.0,1,0,0,0,open,0.4764352,0.0,-0.4764352,-1.0
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-02,d1_yes,d1_yes,0.0,1,0,0,0,open,0.442255,0.0,-0.442255,-1.0
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-05,d2_no,d2_no,1.0,1,0,0,0,open,0.856375,1.0,0.143625,0.16771274266530434
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-08,d1_yes,d1_yes,0.0,1,0,0,0,open,0.4523199999999999,0.0,-0.4523199999999999,-1.0
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-10,current_no,current_no,0.0,1,0,0,0,open,0.65152,0.0,-0.65152,-1.0
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-12,d2_no,d2_no,1.0,1,0,0,0,open,0.82738,1.0,0.17262,0.20863448475911914
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-13,d1_yes,d1_yes,1.0,1,0,0,0,open,0.48245499999999997,1.0,0.517545,1.0727321719124066
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-17,current_no,current_no,0.0,1,0,0,0,open,0.582255,0.0,-0.582255,-1.0
first_lock_no_current_yes,dev_cv,Guangzhou,2026-06-18,d2_no,d2_no,1.0,1,0,0,0,open,0.856375,1.0,0.143625,0.16771274266530434
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-02,d1_no,d1_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-03,d2_no,d2_no,0.0,1,0,0,0,open,0.5125,0.0,-0.5125,-1.0
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-04,d1_no,d1_no,0.0,1,0,0,0,open,0.5125,0.0,-0.5125,-1.0
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-10,d2_no,d2_no,1.0,1,0,0,0,open,0.7398549999999999,1.0,0.26014500000000007,0.3516161950652494
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-11,d1_no,d1_no,0.0,1,0,0,0,open,0.46237500000000004,0.0,-0.46237500000000004,-1.0
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-12,d2_no,d2_no,0.0,1,0,0,0,open,0.65152,0.0,-0.65152,-1.0
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-13,d2_no,d2_no,1.0,1,0,0,0,open,0.9236800000000001,1.0,0.07631999999999994,0.08262601766845654
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-14,current_no,current_no,0.0,1,0,0,0,open,0.46237500000000004,0.0,-0.46237500000000004,-1.0
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-15,d2_no,d2_no,1.0,1,0,0,0,open,0.6810550000000001,1.0,0.3189449999999999,0.4683101952118403
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-17,d2_no,d2_no,1.0,1,0,0,0,open,0.7730152,1.0,0.2269848,0.2936356232063742
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-18,d2_no,d2_no,1.0,1,0,0,0,open,0.76912,1.0,0.23087999999999997,0.3001872269606823
first_lock_no_current_yes,dev_cv,Helsinki,2026-06-19,d2_no,d2_no,1.0,1,0,0,0,open,0.522495,1.0,0.47750499999999996,0.91389391286041
first_lock_no_current_yes,dev_cv,Houston,2026-06-04,d1_no,d1_no,1.0,1,0,0,0,open,0.85540995,1.0,0.14459005000000003,0.16903012409430127
first_lock_no_current_yes,dev_cv,Houston,2026-06-05,d1_no,d1_no,0.0,1,0,0,0,open,0.5324800000000001,0.0,-0.5324800000000001,-1.0
first_lock_no_current_yes,dev_cv,Houston,2026-06-07,d2_yes,d2_yes,0.0,1,0,0,0,open,0.41200000000000003,0.0,-0.41200000000000003,-1.0
first_lock_no_current_yes,dev_cv,Houston,2026-06-09,d1_no,d1_no,1.0,1,0,0,0,open,0.8176950000000001,1.0,0.18230499999999994,0.2229498773992747
first_lock_no_current_yes,dev_cv,Houston,2026-06-10,d1_no,d1_no,1.0,1,0,0,0,open,0.74962,1.0,0.25038000000000005,0.334009231343881
first_lock_no_current_yes,dev_cv,Houston,2026-06-11,d2_no,d2_no,1.0,1,0,0,0,open,0.502495,1.0,0.497505,0.9900695529308748
first_lock_no_current_yes,dev_cv,Houston,2026-06-12,d2_no,d2_no,0.0,1,0,0,0,open,0.45232,0.0,-0.45232,-1.0
first_lock_no_current_yes,dev_cv,Houston,2026-06-13,d2_no,d2_no,0.0,1,0,0,0,open,0.442255,0.0,-0.442255,-1.0
first_lock_no_current_yes,dev_cv,Houston,2026-06-14,d2_no,d2_no,1.0,1,0,0,0,open,0.720295,1.0,0.279705,0.3883200633073948
first_lock_no_current_yes,dev_cv,Houston,2026-06-16,current_no,current_no,1.0,1,0,0,0,open,0.7085397999999999,1.0,0.29146020000000006,0.4113533212954305
first_lock_no_current_yes,dev_cv,Houston,2026-06-20,d1_no,d1_no,1.0,1,0,0,0,open,0.778855,1.0,0.22114500000000004,0.2839360343067709
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-04,d1_no,d1_no,1.0,1,0,0,0,open,0.8176950000000001,1.0,0.18230499999999994,0.2229498773992747
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-06,d1_no,d1_no,1.0,1,0,0,0,open,0.86602,1.0,0.13398,0.1547077434701277
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-07,d1_no,d1_no,1.0,1,0,0,0,open,0.8467199999999999,1.0,0.15328000000000008,0.18102796674225258
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-08,d1_no,d1_no,1.0,1,0,0,0,open,0.74962,1.0,0.25038000000000005,0.334009231343881
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-10,d2_yes,d2_yes,1.0,1,0,0,0,open,0.49248,1.0,0.50752,1.0305393112410657
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-12,d1_no,d1_no,1.0,1,0,0,0,open,0.778855,1.0,0.22114500000000004,0.2839360343067709
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-14,current_no,current_no,1.0,1,0,0,0,open,0.8467199999999999,1.0,0.15328000000000008,0.18102796674225258
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-16,d2_no,d2_no,1.0,1,0,0,0,open,0.837055,1.0,0.162945,0.19466462777236862
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-17,d1_no,d1_no,1.0,1,0,0,0,open,0.5324800000000001,1.0,0.46751999999999994,0.8780048076923075
first_lock_no_current_yes,dev_cv,Istanbul,2026-06-20,d2_no,d2_no,1.0,1,0,0,0,open,0.612,1.0,0.388,0.6339869281045752
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-02,d2_no,d2_no,1.0,1,0,0,0,open,0.894895,1.0,0.105105,0.11744953318545752
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-04,d1_no,d1_no,0.0,1,0,0,0,open,0.41200000000000003,0.0,-0.41200000000000003,-1.0
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-06,d2_no,d2_no,1.0,1,0,0,0,open,0.47242,1.0,0.5275799999999999,1.1167605097159305
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-07,d1_no,d1_no,0.0,1,0,0,0,open,0.65152,0.0,-0.65152,-1.0
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-08,current_no,current_no,0.0,1,0,0,0,open,0.41200000000000003,0.0,-0.41200000000000003,-1.0
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-13,d2_no,d2_no,1.0,1,0,0,0,open,0.6020949999999999,1.0,0.39790500000000006,0.6608674710801453
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-14,d1_no,d1_no,1.0,1,0,0,0,open,0.74962,1.0,0.25038000000000005,0.334009231343881
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-16,d2_no,d2_no,1.0,1,0,0,0,open,0.7885800000000001,1.0,0.21141999999999994,0.26810215830987333
first_lock_no_current_yes,dev_cv,Jeddah,2026-06-17,d1_yes,d1_yes,0.0,1,0,0,0,open,0.422095,0.0,-0.422095,-1.0
