target_date,current_x,probability,scenario,decision_ts_utc,p_win,midpoint,entry_price_proxy,effective_cost_per_share,won,cash_cost,pnl
2026-07-17,23,p_break_v7,midpoint,2026-07-17T09:42:45.360093+00:00,0.923623229559652,0.9125,0.9125,0.9164921874999999,True,4.5824609375,0.4175390625000004
2026-07-17,24,p_break_v7,midpoint,2026-07-17T13:02:35.416649+00:00,0.5260537861074632,0.31,0.31,0.320695,False,1.603475,-1.603475
2026-07-18,20,p_break_v7,midpoint,2026-07-18T05:42:26.660816+00:00,0.9997007314577006,0.9995,0.9995,0.9995249875000001,True,4.9976249375,0.002375062499999636
2026-07-18,21,p_break_v7,midpoint,2026-07-18T06:02:23.818715+00:00,0.9990690943235816,0.993,0.993,0.99334755,True,4.96673775,0.03326224999999994
2026-07-18,22,p_break_v7,midpoint,2026-07-18T07:02:09.799585+00:00,0.9985983834333548,0.9655,0.9655,0.9671654875,True,4.8358274375,0.16417256250000012
2026-07-18,23,p_break_v7,midpoint,2026-07-18T09:22:43.219450+00:00,0.950894733329054,0.92,0.92,0.9236800000000001,True,4.6184,0.3815999999999997
2026-07-18,24,p_break_v7,midpoint,2026-07-18T10:31:29.496053+00:00,0.843271741742644,0.83,0.83,0.837055,True,4.185275,0.8147250000000001
2026-07-18,25,p_break_v7,midpoint,2026-07-18T12:03:32.900779+00:00,0.3915000869949717,0.235,0.235,0.24398874999999998,True,1.2199437499999999,3.7800562500000003
2026-07-18,26,p_break_v7,midpoint,2026-07-18T13:03:23.807856+00:00,0.1711296749784621,0.055,0.055,0.05759875,False,0.28799375,-0.28799375
2026-07-19,20,p_break_v7,midpoint,2026-07-19T03:00:13.671735+00:00,0.4342657202326661,0.26,0.26,0.26962,False,1.3481,-1.3481
2026-07-20,16,p_break_v7,midpoint,2026-07-20T06:51:49.337369+00:00,0.9991823311669064,0.9985,0.9985,0.9985748875,True,4.9928744375,0.007125562499999738
2026-07-20,17,p_break_v7,midpoint,2026-07-20T07:31:14.125164+00:00,0.9997635874213456,0.9975,0.9975,0.9976246875,True,4.9881234375,0.011876562500000354
2026-07-20,18,p_break_v7,midpoint,2026-07-20T09:12:54.555500+00:00,0.991734035052756,0.9905,0.9905,0.9909704875,True,4.9548524375000005,0.045147562499999516
2026-07-20,19,p_break_v7,midpoint,2026-07-20T10:23:02.932896+00:00,0.9630809250255368,0.935,0.935,0.93803875,True,4.690193750000001,0.3098062499999994
2026-07-20,20,p_break_v7,midpoint,2026-07-20T11:02:18.062112+00:00,0.8741150825456676,0.445,0.445,0.45734875,True,2.2867437500000003,2.7132562499999997
2026-07-20,21,p_break_v7,midpoint,2026-07-20T12:33:02.578212+00:00,0.0759332228345193,0.05,0.05,0.052375000000000005,False,0.261875,-0.261875
