any_fill,bracket,city,cost_usd,fill_fraction,filled_shares,final_yes,first_fill_wait_min,full_fill,intended_shares,last_fill_wait_min,missed_winner_cost_usd,order_id,pnl_usd,posted_price,scenario_model,scenario_notional_usd,settled,sizing_mode,target_date,unfilled_shares
True,21,Helsinki,0.8003000000000001,0.16006,5.300000000000001,0.0,109.25,False,33.11258278145696,110.9,0.0,0x0136a9958988c0ba8c53bac6f200a30f226ad7a035ee483ffb63852c7a34bf98,-0.8003000000000001,0.151,absolute_fill_cap,5.0,True,notional,2026-07-04,27.812582781456957
True,21,Helsinki,5.0,1.0,33.11258278145696,0.0,109.25,True,33.11258278145696,110.9,0.0,0x0136a9958988c0ba8c53bac6f200a30f226ad7a035ee483ffb63852c7a34bf98,-5.0,0.151,proportional_fill_fraction,5.0,True,notional,2026-07-04,0.0
True,32,Paris,0.799854997,0.7998549970000001,13.112377,0.0,464.8333333333333,False,16.39344262295082,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-0.799854997,0.061,absolute_fill_cap,1.0,True,notional,2026-07-04,3.281065622950818
True,32,Paris,0.9994189786585365,0.9994189786585366,16.38391768292683,0.0,464.8333333333333,False,16.39344262295082,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-0.9994189786585365,0.061,proportional_fill_fraction,1.0,True,notional,2026-07-04,0.00952494002399007
True,32,Paris,0.799854997,0.2666183323333333,13.112377,0.0,464.8333333333333,False,49.18032786885246,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-0.799854997,0.061,absolute_fill_cap,3.0,True,notional,2026-07-04,36.067950868852456
True,32,Paris,2.99825693597561,0.9994189786585367,49.15175304878049,0.0,464.8333333333333,False,49.18032786885246,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-2.99825693597561,0.061,proportional_fill_fraction,3.0,True,notional,2026-07-04,0.028574820071966656
True,32,Paris,0.799854997,0.1599709994,13.112377,0.0,464.8333333333333,False,81.9672131147541,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-0.799854997,0.061,absolute_fill_cap,5.0,True,notional,2026-07-04,68.85483611475411
True,32,Paris,4.997094893292684,0.9994189786585367,81.91958841463416,0.0,464.8333333333333,False,81.9672131147541,533.9,0.0,0x5000ea3f616fdc560442376ffb76a223eb8a6b424e7b5f5bfee212c7f16869bb,-4.997094893292684,0.061,proportional_fill_fraction,5.0,True,notional,2026-07-04,0.04762470011993969
True,15,Wellington,0.888,0.888,8.0,,446.6166666666667,False,9.00900900900901,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,absolute_fill_cap,1.0,False,price_tier_6_8_10_shares,2026-07-05,1.0090090090090094
True,15,Wellington,1.0,1.0,9.00900900900901,,446.6166666666667,True,9.00900900900901,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,proportional_fill_fraction,1.0,False,price_tier_6_8_10_shares,2026-07-05,0.0
True,15,Wellington,0.888,0.296,8.0,,446.6166666666667,False,27.027027027027028,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,absolute_fill_cap,3.0,False,price_tier_6_8_10_shares,2026-07-05,19.027027027027028
True,15,Wellington,3.0,1.0,27.027027027027028,,446.6166666666667,True,27.027027027027028,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,proportional_fill_fraction,3.0,False,price_tier_6_8_10_shares,2026-07-05,0.0
True,15,Wellington,0.888,0.1776,8.0,,446.6166666666667,False,45.04504504504504,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,absolute_fill_cap,5.0,False,price_tier_6_8_10_shares,2026-07-05,37.04504504504504
True,15,Wellington,5.0,1.0,45.04504504504504,,446.6166666666667,True,45.04504504504504,446.6166666666667,0.0,0x1549311ae7577e336ca93b0babd76b4a84e8df49a3b68ca1b1071fbbda086123,,0.111,proportional_fill_fraction,5.0,False,price_tier_6_8_10_shares,2026-07-05,0.0
